"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","LLC_BI__Branch_Id__c","LLC_BI__City__c","LLC_BI__County__c","LLC_BI__Enabled_Experiences__c","LLC_BI__Institution__c","LLC_BI__Location__Latitude__s","LLC_BI__Location__Longitude__s","LLC_BI__Location__c","LLC_BI__Mortgage_License_State__c","LLC_BI__Mortgage_License__c","LLC_BI__NMLS__c","LLC_BI__State__c","LLC_BI__Street__c","LLC_BI__Zip_Code__c","LLC_BI__lookupKey__c"
"a1TWD000001oxIi2AI","005al00000RVcKvAAL","false","42067240581307215","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","502","Mumbai","","","","","","","","","","MT","Andheri East","","42072457345760666"
"a1TWD000001oxL52AI","005al00000RVcKvAAL","false","42517651549809362","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","Milan","","","","","","","","","","","","","42072523547537028"
"a1TWD000001oxKe2AI","005al00000RVcKvAAL","false","42439344418739686","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42072943464260007"
"a1TWD000001oxOO2AY","005al00000RVcKvAAL","false","DT-5180-Record04-ForwardSlash","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42075252018012288"
"a1TWD000001oxLR2AY","005al00000RVcKvAAL","false","42589717802905288","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42076838850010018"
"a1TWD000001oxUX2AY","005al00000RVcKvAAL","false","\                               Test123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42078192710391557"
"a1TWD000001oxXX2AY","005al00000RVcKvAAL","false","banguluru","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42078812714636553"
"a1TWD000001oxIv2AI","005al00000RVcKvAAL","false","42117306237812593","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","test-001","test01","","","","","","","","","","","","","42080449561186173"
"a1TWD000001oxFE2AY","005al00000RVcKvAAL","false","Branch 3","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42080927610770509"
"a1TWD000001oxJJ2AY","005al00000RVcKvAAL","false","42200522780753833","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42080989564453655"
"a1TWD000001oxHN2AY","005al00000RVcKvAAL","false","4.25E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42082066218316498"
"a1TWD000001oxJO2AY","005al00000RVcKvAAL","false","42215446251288288","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42085989586767056"
"a1TWD000001oxGx2AI","005al00000RVcKvAAL","false","4.24373E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42086224630171733"
"a1TWD000001oxRY2AY","005al00000RVcKvAAL","false","Naples","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42086264539787469"
"a1TWD000001oxOu2AI","005al00000RVcKvAAL","false","Hyd Qa","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42086365603309758"
"a1TWD000001oxLa2AI","005al00000RVcKvAAL","false","42639511287688878","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","00-00-03","","","","","","","","","","","","","","42086428041670935"
"a1TWD000001oxTV2AY","005al00000RVcKvAAL","false","Wilmington","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42086942805271272"
"a1TWD000001oxLg2AI","005al00000RVcKvAAL","false","42678428417976691","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42087604581728321"
"a1TWD000001oxLq2AI","005al00000RVcKvAAL","false","42696661317723472","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","Turin","","","","","","","","","","","","","42088478808937214"
"a1TWD000001oxPq2AI","005al00000RVcKvAAL","false","Hyd dev","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42089361367240521"
"a1TWD000001oxIj2AI","005al00000RVcKvAAL","false","42068592848958427","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42089662108090441"
"a1TWD000001oxYP2AY","005al00000RVcKvAAL","false","yuga002","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42090185776303120"
"a1TWD000001oxD72AI","005al00000RVcKvAAL","false","banguluru","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42090505803064372"
"a1TWD000001oxNa2AI","005al00000RVcKvAAL","false","Berlin","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","Berlin","","","","","","","","","","","","","42091168784433593"
"a1TWD000001oxH22AI","005al00000RVcKvAAL","false","4.24642E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","501","Delhi","","","","","","","","","","DE","Central","","42091818000652403"
"a1TWD000001oxH72AI","005al00000RVcKvAAL","false","4.24835E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","53","","","","","","","","","","","","","","42092459677614277"
"a1TWD000001oxMr2AI","005al00000RVcKvAAL","false","42946873198914700","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","1213","Hyderabad","","","","","","","","","","","Mindspace","500036","42093803674912091"
"a1TWD000001oxKD2AY","005al00000RVcKvAAL","false","42361086499466592","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42093996697192371"
"a1TWD000001oxJo2AI","005al00000RVcKvAAL","false","42287382038643938","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","Munich","","","","","","","","","","","","","42094259844129375"
"a1TWD000001oxWk2AI","005al00000RVcKvAAL","false","autoTest5","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42094845818846336"
"a1TWD000001oxTn2AI","005al00000RVcKvAAL","false","\                                 Test123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42097068840429831"
"a1TWD000001oxY82AI","005al00000RVcKvAAL","false","shiva001","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42097211133918401"
"a1TWD000001oxRE2AY","005al00000RVcKvAAL","false","Milan","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","Milan","","","","","","","","","","","","","42097496329298124"
"a1TWD000001oxTF2AY","005al00000RVcKvAAL","false","Us","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","Test-03","","","","","","","","","","","","","","42097603505032570"
"a1TWD000001oxQ22AI","005al00000RVcKvAAL","false","Hyd dev","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42098805939360190"
"a1TWD000001oxdp2AA","005al00000RVcKvAAL","false","Branch-Rec-05","2026-04-09T10:17:30.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42099973499407755"
"a1TWD000001oxAf2AI","005al00000RVcKvAAL","false","SriBranchesTest1","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","","","","","","","","","","","","","","","42101343573210470"
"a1TWD000001oxFT2AY","005al00000RVcKvAAL","false","New Rec 0002","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42102896379584951"
"a1TWD000001oxTT2AY","005al00000RVcKvAAL","false","Wilmington","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42103170132492470"
"a1TWD000001ox7s2AA","005al00000RVcKvAAL","false","rollBackOrg","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","","","","","","","","","","","","","","","42104574955904923"
"a1TWD000001ox9h2AA","005al00000RVcKvAAL","false","Bristol","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","00-00-02","","","","","","","","","","","","","","42107209303086111"
"a1TWD000001oxDy2AI","005al00000RVcKvAAL","false","Hyd Qa","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42107311981248539"
"a1TWD000001oxLs2AI","005al00000RVcKvAAL","false","42711491979357287","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42107910052652924"
"a1TWD000001oxI12AI","005al00000RVcKvAAL","false","4.29128E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","1213","Hyderabad","","","","","","","","","","","","","42108772466440730"
"a1TWD000001oxM22AI","005al00000RVcKvAAL","false","42757967926654723","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","Hamburg","","","","","","","","","","","","","42109424299114259"
"a1TWD000001oxNi2AI","005al00000RVcKvAAL","false","Branch New 3","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42112903472659637"
"a1TWD000001oxEt2AI","005al00000RVcKvAAL","false","Hyd Qa","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42113307815011219"
"a1TWD000001ox8A2AQ","005al00000RVcKvAAL","false","Toulouse01","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","4","Toulouse","","","","","","","","","","","","","42113662998770322"
"a1TWD000001oxNh2AI","005al00000RVcKvAAL","false","Branch 3","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42114538863657922"
"a1TWD000001oxIw2AI","005al00000RVcKvAAL","false","42121796842634294","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42114783402554149"
"a1TWD000001oxJ02AI","005al00000RVcKvAAL","false","42135429992770019","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","Uppal","","","","","","","","","","","","","42115452307155476"
"a1TWD000001oxFh2AI","005al00000RVcKvAAL","false","/Test123/","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42115528963178535"
"a1TWD000001oxGP2AY","005al00000RVcKvAAL","false","4.22589E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42116408244730090"
"a1TWD000001oxUa2AI","005al00000RVcKvAAL","false","\                               Test123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42116614223506213"
"a1TWD000001oxAr2AI","005al00000RVcKvAAL","false","Hyd Qa","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","test-001","test01","","","","","","","","","","","","","42117306237812593"
"a1TWD000001oxGW2AY","005al00000RVcKvAAL","false","4.22823E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","4","Toulouse","","","","","","","","","","","","","42119985117581037"
"a1TWD000001oxVo2AI","005al00000RVcKvAAL","false","\                                                981723123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42121449881879720"
"a1TWD000001oxA52AI","005al00000RVcKvAAL","false","Barcelona","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","","","","","","","","","","","","","","","42121796842634294"
"a1TWD000001oxQq2AI","005al00000RVcKvAAL","false","Manchester","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","00-00-01","","","","","","","","","","","","","","42121946476229882"
"a1TWD000001oxNL2AY","005al00000RVcKvAAL","false","Ap","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","ap01","","","","","","","","","","","","","42122756163633789"
"a1TWD000001oxWX2AY","005al00000RVcKvAAL","false","autoTest21","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42123430836318709"
"a1TWD000001oxWp2AI","005al00000RVcKvAAL","false","autoTest7","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42124877720661085"
"a1TWD000001oxTe2AI","005al00000RVcKvAAL","false","Wilmington - Main","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","234456","Dallas","","","","","","","","","","","","","42125040979892624"
"a1TWD000001oxKL2AY","005al00000RVcKvAAL","false","42384784950255878","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42125360603810648"
"a1TWD000001oxUe2AI","005al00000RVcKvAAL","false","\                              981723123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42126347391417777"
"a1TWD000001oxNj2AI","005al00000RVcKvAAL","false","Branch Test 001","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42126842658442913"
"a1TWD000001oxXN2AY","005al00000RVcKvAAL","false","banguluru","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42128194769093900"
"a1TWD000001oxEq2AI","005al00000RVcKvAAL","false","Hyd dev","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42128615996319906"
"a1TWD000001oxLh2AI","005al00000RVcKvAAL","false","42681371586193062","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42129956536607542"
"a1TWD000001oxF52AI","005al00000RVcKvAAL","false","Hyd Telangana dev","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42130070538988258"
"a1TWD000001oxLk2AI","005al00000RVcKvAAL","false","42683844897478206","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","00-00-00","","","","","","","","","","","","","","42130863916281844"
"a1TWD000001oxQG2AY","005al00000RVcKvAAL","false","Liverpool","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","00-00-03","Liverpool","","","","","","","","","","","","","42131752458597061"
"a1TWD000001oxHM2AY","005al00000RVcKvAAL","false","4.2599E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","Cologne","","","","","","","","","","","","","42131998528511699"
"a1TWD000001oxMv2AI","005al00000RVcKvAAL","false","42958408533213460","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42132564133485868"
"a1TWD000001oxJB2AY","005al00000RVcKvAAL","false","42183402238739183","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42132624448290738"
"a1TWD000001oxOY2AY","005al00000RVcKvAAL","false","Elon","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","123456","Salt Lake City","","","","","","","","","","","","","42132870758689488"
"a1TWD000001oxP42AI","005al00000RVcKvAAL","false","Hyd Qa","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42132874085016073"
"a1TWD000001ox9p2AA","005al00000RVcKvAAL","false","shiva001","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","","","","","","","","","","","","","","","42133008054906237"
"a1TWD000001oxJK2AY","005al00000RVcKvAAL","false","42201188448860931","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42135401439889023"
"a1TWD000001oxAo2AI","005al00000RVcKvAAL","false","Bangalore-01","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","","Uppal","","","","","","","","","","","","","42135429992770019"
"a1TWD000001oxUy2AI","005al00000RVcKvAAL","false","\                              Test123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42135975651629366"
"a1TWD000001oxaO2AQ","005al00000RVcKvAAL","false","branch004","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42136106729631638"
"a1TWD000001oxMR2AY","005al00000RVcKvAAL","false","428413947308925","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42140271817037722"
"a1TWD000001oxFa2AI","005al00000RVcKvAAL","false","""Test123""","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42140352172686827"
"a1TWD000001oxVx2AI","005al00000RVcKvAAL","false","\                                                Test123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42140584911415786"
"a1TWD000001oxMo2AI","005al00000RVcKvAAL","false","42941496679313605","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42142653317996542"
"a1TWD000001oxW52AI","005al00000RVcKvAAL","false","a0B4W000013nB5mUAE","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42143059168923975"
"a1TWD000001oxNq2AI","005al00000RVcKvAAL","false","Branch new 5","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42143266552704972"
"a1TWD000001oxFj2AI","005al00000RVcKvAAL","false","1.23E+13","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42143375823618536"
"a1TWD000001oxG72AI","005al00000RVcKvAAL","false","4.21562E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","00-00-01","","","","","","","","","","","","","","42143820670381404"
"a1TWD000001oxdq2AA","005al00000RVcKvAAL","false","Branch-Rec-07","2026-04-09T10:17:30.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42144404120384652"
"a1TWD000001oxE92AI","005al00000RVcKvAAL","false","banguluru","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42144959061249998"
"a1TWD000001oxVG2AY","005al00000RVcKvAAL","false","\                                                  Test123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42145481237323296"
"a1TWD000001oxTX2AY","005al00000RVcKvAAL","false","Wilmington","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42146270494056102"
"a1TWD000001oxR82AI","005al00000RVcKvAAL","false","Mayfaire","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","13647","Wilmington","","","","","","","","","","NC","200 Parker Farm Dr.","28403","42149781953187352"
"a1TWD000001oxIk2AI","005al00000RVcKvAAL","false","42070819029373520","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42149914498729225"
"a1TWD000001oxHC2AY","005al00000RVcKvAAL","false","4.25125E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42150195722625256"
