"Id","IsDeleted","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Remaining__c","LLC_BI__Total_Soft_Costs__c","LLC_BI__lookupKey__c","Name","OwnerId"
"a1WWD000002k5YP2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42258928741755150","a1WWD000002VbDa","005al00000RVcKvAAL"
"a1WWD000002k5ZZ2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42258942776242279","CLA Complex Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k5ru2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42258962377499507","CLA Complex Budget 1 Template Update","005al00000RVcKvAAL"
"a1WWD000002k4nH2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42258990840719343","a1WWD000002VbDZ","005al00000RVcKvAAL"
"a1WWD000002k6GN2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259021066948526","CLA Simple Budget 2 Template","005al00000RVcKvAAL"
"a1WWD000002k5a02AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259112497628166","Sreekar StartUp","005al00000RVcKvAAL"
"a1WWD000002k4e82AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259198248085470","a1WWD000002VbAM","005al00000RVcKvAAL"
"a1WWD000002k5Zl2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259437128967763","Elite budget","005al00000RVcKvAAL"
"a1WWD000002k4hg2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259445811521875","annual budget","005al00000RVcKvAAL"
"a1WWD000002k6702AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259449622458772","Revenue Budget","005al00000RVcKvAAL"
"a1WWD000002k4vn2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259451513132520","RS budget 87","005al00000RVcKvAAL"
"a1WWD000002k5qT2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259670291202441","AA budget 4","005al00000RVcKvAAL"
"a1WWD000002k61m2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259857975102060","CLA Complex Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k5qI2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259884641379595","Residential Construction Budget Template","005al00000RVcKvAAL"
"a1WWD000002k5Tq2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259951019429668","a1WWD000002VhFf","005al00000RVcKvAAL"
"a1WWD000002k68d2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259957553846676","a1WWD000002VbDW","005al00000RVcKvAAL"
"a1WWD000002k5nH2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42259959331200486","a1WWD000002Vb0Y","005al00000RVcKvAAL"
"a1WWD000002k54M2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42260180620093796","Porters Neck","005al00000RVcKvAAL"
"a1WWD000002k4qv2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42260529763450316","nov24","005al00000RVcKvAAL"
"a1WWD000002k5Em2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42260588626727548","Budget-2","005al00000RVcKvAAL"
"a1WWD000002k5Fa2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42260731635664715","CLA Complex Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k5Kr2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42260764948469707","CLA Complex Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k62v2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42261039096352230","Programming Budget","005al00000RVcKvAAL"
"a1WWD000002k5Zt2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42261128500063268","Programming Budget","005al00000RVcKvAAL"
"a1WWD000002k5zT2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42261188833911873","a1WWD000002Vb0e","005al00000RVcKvAAL"
"a1WWD000002k54x2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42261336894035945","Budget for the Construction of a Walgreens","005al00000RVcKvAAL"
"a1WWD000002k5d82AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42261352087037163","RS budget 5","005al00000RVcKvAAL"
"a1WWD000002k5Se2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42261472196789335","a1WWD000002VOhg","005al00000RVcKvAAL"
"a1WWD000002k4uz2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42261493945373747","a1WWD000002Vb0d","005al00000RVcKvAAL"
"a1WWD000002k5yE2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42261512967077336","TravelBudget","005al00000RVcKvAAL"
"a1WWD000002k5w92AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42261617862271387","a1WWD000002Vb0Y","005al00000RVcKvAAL"
"a1WWD000002k52Z2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42261669029544069","a1WWD000002VbDX","005al00000RVcKvAAL"
"a1WWD000002k5W12AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42261798784267989","Commercial Construction Budget Template","005al00000RVcKvAAL"
"a1WWD000002k5Km2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42261814423241764","a1WWD000002VP0z","005al00000RVcKvAAL"
"a1WWD000002k4ff2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42262744762595504","RS budget 87","005al00000RVcKvAAL"
"a1WWD000002k4Po2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42262765338440887","CLA Complex Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k52y2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42262798926076181","a1WWD000002VhFk","005al00000RVcKvAAL"
"a1WWD000002k5hu2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42262929175176889","CLA Simple Budget 2 Template","005al00000RVcKvAAL"
"a1WWD000002k4Iu2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42262937491821886","CLA Complex Budget 1 Template7","005al00000RVcKvAAL"
"a1WWD000002k4SL2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42263021791793273","CLA Complex Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k4Zf2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42263309930415367","overall budget","005al00000RVcKvAAL"
"a1WWD000002k5HB2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42263412540895052","LLC BI  Budget 003-c93a45","005al00000RVcKvAAL"
"a1WWD000002k5ei2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42263467083385909","Product budget","005al00000RVcKvAAL"
"a1WWD000002k4MT2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42263634729657387","RS budget 87","005al00000RVcKvAAL"
"a1WWD000002k5hD2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42263800926337984","Budgets-02","005al00000RVcKvAAL"
"a1WWD000002k4Uv2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42263838383209565","CLA Simple Budget 2 Template2","005al00000RVcKvAAL"
"a1WWD000002k4V52AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42263924420764855","LLC BI  Budget 002-317174","005al00000RVcKvAAL"
"a1WWD000002k5yL2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42263941000992727","test1","005al00000RVcKvAAL"
"a1WWD000002k55m2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42264203825498291","Sales budget","005al00000RVcKvAAL"
"a1WWD000002k5Al2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42264462433294009","a1WWD000002VP0z","005al00000RVcKvAAL"
"a1WWD000002k4yF2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42264526514859649","LLC BI  Budget 010-6b5a1e","005al00000RVcKvAAL"
"a1WWD000002k5mY2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42264679869976235","LLC BI  Budget 008-7c33d0","005al00000RVcKvAAL"
"a1WWD000002k4Va2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42264707102215949","a1WWD000002VOzU","005al00000RVcKvAAL"
"a1WWD000002k5Uv2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42264733010077176","Budget-3","005al00000RVcKvAAL"
"a1WWD000002k4Js2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42264741510873233","a1WWD000002Vb0c","005al00000RVcKvAAL"
"a1WWD000002k4WS2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42265072469762478","a1WWD000002VhE2","005al00000RVcKvAAL"
"a1WWD000002k4KG2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42265209625547761","a1WWD000002VbDa","005al00000RVcKvAAL"
"a1WWD000002k5LV2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42265415681241182","a1WWD000002VbDa","005al00000RVcKvAAL"
"a1WWD000002k4P42AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42265635377075974","Commercial Construction Budget Template","005al00000RVcKvAAL"
"a1WWD000002k4Zn2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42265636290794994","CLA Complex Budget 1 Template4","005al00000RVcKvAAL"
"a1WWD000002k4hP2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42265779132484424","Hello","005al00000RVcKvAAL"
"a1WWD000002k5zo2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42266210997519552","a1WWD000002VbDZ","005al00000RVcKvAAL"
"a1WWD000002k4yh2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42266326474910461","CLA Simple Budget 1 Template Update","005al00000RVcKvAAL"
"a1WWD000002k4Xh2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42266348439505061","Budget-2","005al00000RVcKvAAL"
"a1WWD000002k61k2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42266348642123517","CLA Simple Budget 2 Template","005al00000RVcKvAAL"
"a1WWD000002k4VM2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42266523354643339","LLC BI  Budget 009-9c3f69","005al00000RVcKvAAL"
"a1WWD000002k50L2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42266558999394961","Residential Construction Budget Template","005al00000RVcKvAAL"
"a1WWD000002k54V2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42266858657352357","CLA Complex Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k4T82AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42266988349130100","Budgets-06","005al00000RVcKvAAL"
"a1WWD000002k4jJ2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42267044752692437","CLA Simple Budget 2 Template","005al00000RVcKvAAL"
"a1WWD000002k62l2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42267313577908634","CLA Simple Budget 2 Template","005al00000RVcKvAAL"
"a1WWD000002k5eL2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42267358452138012","AA budget 2","005al00000RVcKvAAL"
"a1WWD000002k6AN2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42267596704769535","AA budget 2","005al00000RVcKvAAL"
"a1WWD000002k6DW2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42267847046844831","Commercial Office Build-Out Template","005al00000RVcKvAAL"
"a1WWD000002k4wP2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42267951669037926","CLA Simple Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k4cU2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42268009929222424","CLA Simple Budget 2 Template","005al00000RVcKvAAL"
"a1WWD000002k4lU2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42268023181010170","New Budgets","005al00000RVcKvAAL"
"a1WWD000002k6H02AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42268145113099669","CLA Simple Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k5uB2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42268368443307424","Budget for the Construction of a Warehouse","005al00000RVcKvAAL"
"a1WWD000002k5bb2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42269037302873150","a1WWD000002VbDY","005al00000RVcKvAAL"
"a1WWD000002k5io2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42269050986178366","Revenue Budget","005al00000RVcKvAAL"
"a1WWD000002k5SQ2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42269242702047140","LLC BI  Budget 010-6b5a1e","005al00000RVcKvAAL"
"a1WWD000002k4Zj2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42269322836742815","Exc F Source - from CINUIExcVCFetchExNameEB","005al00000RVcKvAAL"
"a1WWD000002WF2M2AW","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42269482166486289","CLA Simple Budget 2 Template Update","005al00000RVcKvAAL"
"a1WWD000002k5G62AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42269810101259424","Exc F Source - from VC IT2","005al00000RVcKvAAL"
"a1WWD000002k5s02AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42270104956452203","a1WWD000002Vayz","005al00000RVcKvAAL"
"a1WWD000002k4fH2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42270251769654295","9969JPD894656593","005al00000RVcKvAAL"
"a1WWD000002k5uT2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42270469203692335","AA budget 2","005al00000RVcKvAAL"
"a1WWD000002k6Ee2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42270526667279354","Renovation Budget Template","005al00000RVcKvAAL"
"a1WWD000002k5tf2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42270691263314875","CLA Simple Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k5Fj2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42270706658812296","CLA Simple Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k5eC2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42271006199752774","Residential Construction Budget Template","005al00000RVcKvAAL"
"a1WWD000002k5Iz2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42271084499104661","CLA Complex Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k6FM2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42271339709448074","Residential Development Template","005al00000RVcKvAAL"
"a1WWD000002k4dW2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42271428781744175","a1WWD000002VOhh","005al00000RVcKvAAL"
"a1WWD000002k4vW2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42271428836535915","a1WWD000002VhE6","005al00000RVcKvAAL"
"a1WWD000002k58b2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42271527076358002","CLA Complex Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k5Hy2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42271664144085056","a1WWD000002VbAL","005al00000RVcKvAAL"
"a1WWD000002k5SY2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42271802238464272","LLC BI  Budget 008-248f83","005al00000RVcKvAAL"
"a1WWD000002k5bV2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42272012645728918","a1WWD000002VbDS","005al00000RVcKvAAL"
"a1WWD000002k69K2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4227231366887902","CLA Simple Budget 2 Template","005al00000RVcKvAAL"
"a1WWD000002k4sf2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42272316121676756","CLA Complex Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k4Mm2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42272361275587751","CLA Simple Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k5nx2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42272590351037145","a1WWD000002VhEA","005al00000RVcKvAAL"
"a1WWD000002k5N32AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42272595318328996","Stark Construction Loan Budget","005al00000RVcKvAAL"
"a1WWD000002k56p2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42272835774160090","a1WWD000002Vayv","005al00000RVcKvAAL"
"a1WWD000002k52M2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42272883036213691","a1WWD000002VbAO","005al00000RVcKvAAL"
"a1WWD000002k52i2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42272905377422395","a1WWD000002VhE2","005al00000RVcKvAAL"
"a1WWD000002k4q32AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42272944462843556","a1WWD000002Vb0X","005al00000RVcKvAAL"
"a1WWD000002k5QJ2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42273145360519127","Budgets-04","005al00000RVcKvAAL"
"a1WWD000002k5Zx2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42273178730918371","Sales budget","005al00000RVcKvAAL"
"a1WWD000002k5bT2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42273314104222002","a1WWD000002VbAU","005al00000RVcKvAAL"
"a1WWD000002k51i2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42273338331568961","a1WWD000002VOhh","005al00000RVcKvAAL"
"a1WWD000002k57T2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42273443008511182","CLA Complex Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k63d2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42273516679269959","LLC BI  Budget 007-ed7281","005al00000RVcKvAAL"
"a1WWD000002k4sJ2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42273595221312291","CLA Simple Budget 2 Template Update","005al00000RVcKvAAL"
"a1WWD000002k5WH2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42273777890003036","AA budget 2","005al00000RVcKvAAL"
"a1WWD000002k5j82AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42274056480218961","CLA Simple Budget 2 Template6","005al00000RVcKvAAL"
"a1WWD000002k5lE2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42274096594423046","Budget for the Construction of a Walgreens","005al00000RVcKvAAL"
"a1WWD000002k6E52AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42274226278746157","Harbor View Hotel Renovation Budget","005al00000RVcKvAAL"
"a1WWD000002k4qa2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42274261358578646","CLA Complex Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002k6G42AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42274421200586865","Mixed-Use Development Template","005al00000RVcKvAAL"
"a1WWD000002k5rF2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42274476461342336","New Budgets 019","005al00000RVcKvAAL"
"a1WWD000002k68D2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42274631257953521","a1WWD000002Vaz4","005al00000RVcKvAAL"
"a1WWD000002k4g12AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42274713567159642","Budgets-05","005al00000RVcKvAAL"
"a1WWD000002k4vR2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42274866790424667","a1WWD000002VhE1","005al00000RVcKvAAL"
"a1WWD000002k69v2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42274877391433634","RS budget 65","005al00000RVcKvAAL"
"a1WWD000002k57U2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42274952481743461","CLA Simple Budget 1 Template","005al00000RVcKvAAL"
"a1WWD000002WF1l2AG","false","XQ77004251","","Standard configuration for loan processing workflow","true","true","378.44","0.0","102.8307","0.0","0.0","-143.5984","100.0","0.0","-386.05","0.0","268.84","276.45","0.0","0.0","268.84","0.0","42274985946343905","LLC BI  Budget 002-317174","005al00000RVcKvAAL"
"a1WWD000002k4jc2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42275147720226439","a1WWD000002VhFk","005al00000RVcKvAAL"
"a1WWD000002k6122AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42275233804040816","nov24","005al00000RVcKvAAL"
"a1WWD000002WF2A2AW","false","LO73981742","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42275923994502123","a1WWD000002VOzO","005al00000RVcKvAAL"
"a1WWD000002k4mh2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42276055340532359","a1WWD000002Vayx","005al00000RVcKvAAL"
