"Id","OwnerId","IsDeleted","Name","LLC_BI__Bundle__c","LLC_BI__Is_Collapsed__c","LLC_BI__Is_Template__c","LLC_BI__Output_1_Display_Type__c","LLC_BI__Output_1_Formula__c","LLC_BI__Output_1_Name__c","LLC_BI__Output_2_Display_Type__c","LLC_BI__Output_2_Formula__c","LLC_BI__Output_2_Name__c","LLC_BI__Output_3_Display_Type__c","LLC_BI__Output_3_Formula__c","LLC_BI__Output_3_Name__c","LLC_BI__Output_4_Display_Type__c","LLC_BI__Output_4_Formula__c","LLC_BI__Output_4_Name__c","LLC_BI__Output_5_Display_Type__c","LLC_BI__Output_5_Formula__c","LLC_BI__Output_5_Name__c","LLC_BI__Output_A_Display_Type__c","LLC_BI__Output_A_Formula__c","LLC_BI__Output_A_Name__c","LLC_BI__Output_B_Display_Type__c","LLC_BI__Output_B_Formula__c","LLC_BI__Variable_A_Direction__c","LLC_BI__Variable_A_Increments__c","LLC_BI__Variable_A_Name__c","LLC_BI__Variable_B_Direction__c","LLC_BI__Variable_B_Increments__c","LLC_BI__Variable_B_Name__c","LLC_BI__lookupKey__c"
"a4oWD000000DpYNYA0","005al00000RVvFOAA1","false","SA-0062","a5VWD000000GcZY2A0","false","false","Currency","PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * $A$)","Monthly Payment","Currency","$1$ * {{loanAssumptions:selectedPeriod.numberOfPeriods}}","Debt Service","Double","<#noi> / $2$","DSCR","String","","","String","","","Currency","{{loanAssumptions:requestedLoanAmount}} + (%A% * {{loanAssumptions:requestedLoanAmount}})","Total Loan Amount","String","","","-4,-3,-2,-1,0,1,2,3,4","Loan Amount","","","","alkjddd33322049823457"
"a4oWD000000DpYOYA0","005al00000RVvFOAA1","false","SA-0063","a5VWD000000GcZY2A0","false","false","Currency","$A$ - <#debt_service>","CF After Debt Service","Double","$A$ / <#debt_service>","DSCR","String","","","String","","","String","","","Currency","<#noi> * (1 + %A%)","Total NOI","String","","","20,15,10,5,0,-5,-10,-15,-20","NOI","","","","alkjddd3332204982345712"
"a4oWD000000DpYPYA0","005al00000RVvFOAA1","false","SA-0064","a5VWD000000GcZY2A0","false","true","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) - <#total_operating_expenses>","NOI","Currency","$1$ - (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","CF After Debt Service","Double","$1$ / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","alkjddda3322049823457"
"a4oWD000000DpYQYA0","005al00000RVvFOAA1","false","SA-0065","a5VWD000000GcZY2A0","false","false","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) - <#total_operating_expenses>","NOI","Currency","$1$ - (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","CF After Debt Service","Double","$1$ / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","alkjddda33220498234571"
"a4oWD000000DpYRYA0","005al00000RVvFOAA1","false","SA-0066","a5VWD000000GcZY2A0","false","true","Double","<#noi> / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","<#noi> / $A$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $2$","Loan to Value","String","","","String","","","Percent","%A% + <#cap_rate>","Total","Percent","%B% + {{loanAssumptions:interestRate}}","X","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","alkjddda33220498234572"
"a4oWD000000DpYSYA0","005al00000RVvFOAA1","false","SA-0067","a5VWD000000GcZY2A0","false","false","Double","<#noi> / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","<#noi> / $A$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $2$","Loan to Value","String","","","String","","","Percent","%A% + <#cap_rate>","Total","Percent","%B% + {{loanAssumptions:interestRate}}","X","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","alkjddda332204982345722"
"a4oWD000000DpYTYA0","005al00000RVvFOAA1","false","SA-0068","a5VWD000000GcZY2A0","false","true","Currency","<#effective_gross_income> - $A$","NOI","Currency","$1$ - (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","CF After Debt Service","Double","$1$ / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","Currency","<#total_operating_expenses> * (1 + %A%)","Total Op Ex","Percent","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","alkjddda33220498234573"
"a4oWD000000DpYUYA0","005al00000RVvFOAA1","false","SA-0069","a5VWD000000GcZY2A0","false","false","Currency","<#effective_gross_income> - $A$","NOI","Currency","$1$ - (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","CF After Debt Service","Double","$1$ / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","Currency","<#total_operating_expenses> * (1 + %A%)","Total Op Ex","Percent","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","alkjddda332204982345733"
"a4oWD000000DpYVYA0","005al00000RVvFOAA1","false","SA-0070","a5VWD000000GcZY2A0","false","true","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) - <#total_operating_expenses>","NOI","Double","$1$ / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","$1$ / $B$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $3$","Loan to Value","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + <#cap_rate>","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","alkjddda33220498234574"
"a4oWD000000DpYWYA0","005al00000RVvFOAA1","false","SA-0071","a5VWD000000GcZY2A0","false","false","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) - <#total_operating_expenses>","NOI","Double","$1$ / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","$1$ / $B$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $3$","Loan to Value","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + <#cap_rate>","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","alkjddda332204982345744"
"a4oWD000000DpYXYA0","005al00000RVvFOAA1","false","SA-0072","a5VWD000000GcZY2A0","false","true","Currency","<#potential_gross_income> - (<#potential_gross_income> * <#vacancy_rate>) - $B$","NOI","Double","$1$ / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","alkjddda33220498234575"
"a4oWD000000DpYYYA0","005al00000RVvFOAA1","false","SA-0073","a5VWD000000GcZY2A0","false","false","Currency","<#potential_gross_income> - (<#potential_gross_income> * <#vacancy_rate>) - $B$","NOI","Double","$1$ / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","alkjddda332204982345755"
"a4oWD000000DpYZYA0","005al00000RVvFOAA1","false","SA-0074","a5VWD000000GcZY2A0","false","true","Double","(<#effective_gross_income> - $B$) / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","(<#effective_gross_income> - $B$) / $A$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $2$","Loan to Value","String","","","String","","","Percent","%A% + <#cap_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","alkjddda33220498234576"
"a4oWD000000DpYaYAK","005al00000RVvFOAA1","false","SA-0075","a5VWD000000GcZY2A0","false","false","Double","(<#effective_gross_income> - $B$) / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","(<#effective_gross_income> - $B$) / $A$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $2$","Loan to Value","String","","","String","","","Percent","%A% + <#cap_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","alkjddda332204982345766"
"a4oWD000000DpYbYAK","005al00000RVvFOAA1","false","SA-0076","a5VWD000000GcZY2A0","false","false","Currency","<#noi> / $A$","Estimated Value","Currency","$1$ * {{policyLTV}}","Max Loan Given Policy LTV","String","","","String","","","String","","","Percent","%A% + <#cap_rate>","Total","String","","","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","","","","alkjfff33322049823457"
"a4oWD000000DpYcYAK","005al00000RVvFOAA1","false","SA-0077","a5VWD000000GcZY2A0","false","false","Currency","<#potential_gross_income> - (<#potential_gross_income> * $A$)","Effective Gross Income","Currency","$1$ - <#total_operating_expenses>","NOI","Currency","$2$ - <#debt_service>","CF After Debt Service","Double","$2$ / <#debt_service>","DSCR","String","","","Percent","%A% + <#vacancy_rate>","Total","String","","","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","","","","alkjsdfh32049823457"
"a4oWD000000DpYdYAK","005al00000RVvFOAA1","false","SA-0078","a5VWD000000GcZY2A0","false","false","Currency","PMT($A$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}})","Monthly Payment","Currency","$1$ * {{loanAssumptions:selectedPeriod.numberOfPeriods}}","Debt Service","Currency","<#noi> - $2$","CF After Debt Service","Double","<#noi> / $2$","DSCR","String","","","Percent","%A% + {{loanAssumptions:interestRate}}","Total","String","","","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","","","","alkjsdfh32049857"
"a4oWD000000DpYeYAK","005al00000RVvFOAA1","false","SA-0079","a5VWD000000GcZG2A0","false","false","Currency","PMT($A$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}})","Monthly Payment from Debt Service","Currency","<#debt_service>-(PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1*{{loanAssumptions:requestedLoanAmount}})*{{loanAssumptions:selectedPeriod.numberOfPeriods}})+($1$*{{loanAssumptions:selectedPeriod.numberOfPeriods}})","Debt Service","Currency","<#noi> - $2$","CF After Debt Service","Double","<#noi> / <#debt_service>","DSCR","String","","","Percent","%A% + {{loanAssumptions:interestRate}}","Total","String","","","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","","","","asdfahsflkjashf7"
"a4oWD000000DpYfYAK","005al00000RVvFOAA1","false","SA-0080","a5VWD000000GcZG2A0","false","true","Currency","<#gross_hotel_revenue> - <#room_revenue> + $A$ - <#total_departmental_expenses> - <#total_operating_expenses>","NOI","Currency","$A$ / <#total_available_rooms>","REVPAR","Currency","$1$ / <#cap_rate>","Estimated Value","String","","","String","","","Currency","<#room_revenue> * (1 + %A%)","Room Revenue","String","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Room Revenue","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","asdfasdfasdf123"
"a4oWD000000DpYgYAK","005al00000RVvFOAA1","false","SA-0081","a5VWD000000GcZG2A0","false","false","Currency","$A$ / <#total_available_rooms>","REVPAR","Currency","<#gross_hotel_revenue> - <#room_revenue> + $A$ - <#total_departmental_expenses> - <#total_operating_expenses>","NOI","Double","$2$ / <#debt_service>","DSCR","String","","","String","","","Currency","<#room_revenue> * (1 + %A%)","Total","String","","","-20,-15,-10,-5,0,5,10,15,20","Room Revenue","","","","asfasdfasdfa3453345"
"a4oWD000000BwiDYAS","005al00000Q6IbCAAV","false","SA-0012","a5VWD000000EDIT2A4","false","false","Currency","<#noi> / $A$","Estimated Value","Currency","$1$ * {{policyLTV}}","Max Loan Given Policy LTV","String","","","String","","","String","","","Percent","%A% + <#cap_rate>","Total","String","","","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","","","","comm-bl-42009999088922078"
"a4oWD000000BwiHYAS","005al00000Q6IbCAAV","false","SA-0016","a5VWD000000EDIT2A4","false","true","Currency","<#gross_revenue> - $A$","NOI","Currency","$1$ - (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","CF After Debt Service","Double","$1$ / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","Currency","<#total_operating_expenses> * (1 + %A%)","Total Op Ex","Percent","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","comm-bl-42022950199802512"
"a4oWD000000BwiJYAS","005al00000Q6IbCAAV","false","SA-0018","a5VWD000000EDIT2A4","false","false","Currency","<#gross_revenue> - $A$","NOI","Currency","$1$ - <#debt_service>","CF After Debt Service","Double","$1$ / <#debt_service>","DSCR","String","","","String","","","Currency","<#total_operating_expenses> * (1 + %A%)","Total Op Ex","String","","","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","","","","comm-bl-42086470551846979"
"a4oWD000000BwiNYAS","005al00000Q6IbCAAV","false","SA-0022","a5VWD000000EDIT2A4","false","true","Currency","<#gross_revenue> - $B$","NOI","Double","$1$ / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-10,-5,-2,-1,0,1,2,5,10","Vacancy Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","comm-bl-42177818482268653"
"a4oWD000000BwiMYAS","005al00000Q6IbCAAV","false","SA-0021","a5VWD000000EDIT2A4","false","false","Currency","<#potential_gross_income> - (<#Residential_Potential_Gross_Income>*<#Res_Vacancy_Rate>) - (<#Total_PGI_Commercial> * $A$)","Effective Gross Income","Currency","$1$ + <#other_income> - <#total_operating_expenses>","NOI","Currency","$2$ - <#debt_service>","CF After Debt Service","Double","$2$ / <#debt_service>","DSCR","String","","","Percent","%A% + <#Commercial_Vacancy_Rate>","Total","String","","","-10,-5,-2,-1,0,1,2,5,10","Commercial Vacancy Rate","","","","comm-bl-42421173730180661"
"a4oWD000000BwiOYAS","005al00000Q6IbCAAV","false","SA-0023","a5VWD000000EDIT2A4","false","true","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) + <#other_income> - <#total_operating_expenses>","NOI","Double","$1$ / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","$1$ / $B$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $3$","Loan to Value","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + <#cap_rate>","X","-10,-5,-2,-1,0,1,2,5,10","Vacancy Rate","Y","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","comm-bl-42452561892497373"
"a4oWD000000BwiGYAS","005al00000Q6IbCAAV","false","SA-0015","a5VWD000000EDIT2A4","false","true","Double","<#noi> / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","<#noi> / $A$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $2$","Loan to Value","String","","","String","","","Percent","%A% + <#cap_rate>","Total","Percent","%B% + {{loanAssumptions:interestRate}}","X","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","comm-bl-42491354017209326"
"a4oWD000000BwiEYAS","005al00000Q6IbCAAV","false","SA-0013","a5VWD000000EDIT2A4","false","true","Double","(<#gross_revenue> - $B$) / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","(<#gross_revenue> - $B$) / $A$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $2$","Loan to Value","String","","","String","","","Percent","%A% + <#cap_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","comm-bl-42500120504589860"
"a4oWD000000BwiKYAS","005al00000Q6IbCAAV","false","SA-0019","a5VWD000000EDIT2A4","false","false","Currency","$A$ - <#debt_service>","CF After Debt Service","Double","$A$ / <#debt_service>","DSCR","String","","","String","","","String","","","Currency","<#noi> * (1 + %A%)","Total NOI","String","","","20,15,10,5,0,-5,-10,-15,-20","NOI","","","","comm-bl-42602587414147405"
"a4oWD000000BwiFYAS","005al00000Q6IbCAAV","false","SA-0014","a5VWD000000EDIT2A4","false","true","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) + <#other_income> - <#total_operating_expenses>","NOI","Currency","$1$ - (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","CF After Debt Service","Double","$1$ / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + {{loanAssumptions:interestRate}}","X","-10,-5,-2,-1,0,1,2,5,10","Vacancy Rate","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","comm-bl-42844379761482611"
"a4oWD000000BwiIYAS","005al00000Q6IbCAAV","false","SA-0017","a5VWD000000EDIT2A4","false","false","Currency","<#potential_gross_income> - (<#Total_PGI_Commercial>*<#Commercial_Vacancy_Rate>) - (<#Residential_Potential_Gross_Income> * $A$)","Effective Gross Income","Currency","$1$ + <#other_income> - <#total_operating_expenses>","NOI","Currency","$2$ - <#debt_service>","CF After Debt Service","Double","$2$ / <#debt_service>","DSCR","String","","","Percent","%A% + <#Res_Vacancy_Rate>","Total","String","","","-10,-5,-2,-1,0,1,2,5,10","Residential Vacancy Rate","","","","comm-bl-42906022347097793"
"a4oWD000000BwiLYAS","005al00000Q6IbCAAV","false","SA-0020","a5VWD000000EDIT2A4","false","false","Currency","PMT($A$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}})","Monthly Payment","Currency","PMT($A$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}}","Debt Service","Currency","<#noi> - $2$","CF After Debt Service","Double","<#noi> / $2$","DSCR","String","","","Percent","%A% + {{loanAssumptions:interestRate}}","Total","String","","","-2,-1.5,-1,-.5,0,0.2500,1,1.5,2","Interest Rate","","","","comm-bl-42980118474060902"
