"Id","OwnerId","IsDeleted","Name","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Remaining__c"
"a1WWD000002V39a2AC","005al00000RVcKvAAL","false","test1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42599791086129440","","","","","","","","0.0","0.0"
"a1WWD000002WF2G2AW","005al00000RVcKvAAL","false","a1WWD000002VOzU","UM26339705","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42612612983792274","","","","","","","","0.0","0.0"
"a1WWD000002V3952AC","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42618541838166399","","","","","","","","0.0","0.0"
"a1WWD000002WF2m2AG","005al00000RVcKvAAL","false","a1WWD000002VbAO","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42626170171979298","","","","","","","","0.0","0.0"
"a1WWD000002WF2y2AG","005al00000RVcKvAAL","false","a1WWD000002VbDW","","a1WWD000002WF2o2AG","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42627621288553838","","","","","","","","0.0","0.0"
"a1WWD000002WF1G2AW","005al00000RVcKvAAL","false","AA budget 1","","","","true","false","0.0","0.0","425.0","0.0","0.0","0.0","0.0","42630031178698104","0.0","0.0","0.0","0.0","100.0","100.0","0.0","425.0","425.0"
"a1WWD000002WF2u2AG","005al00000RVcKvAAL","false","a1WWD000002VbDS","","a1WWD000002WF2k2AG","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42635032873606414","","","","","","","","0.0","0.0"
"a1WWD000002WF1a2AG","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42637028311628552","","","","","","","","0.0","0.0"
"a1WWD000002WF302AG","005al00000RVcKvAAL","false","a1WWD000002VbDY","","a1WWD000002WF2q2AG","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4264067324661231","","","","","","","","0.0","0.0"
"a1WWD000002WF2r2AG","005al00000RVcKvAAL","false","a1WWD000002VbAT","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42642216707047938","","","","","","","","0.0","0.0"
"a1WWD000002WF1r2AG","005al00000RVcKvAAL","false","LLC BI  Budget 008-7c33d0","FF80625723","","Borrower financial statement analysis and spreading setup","false","true","570.62","699.13","541.11","313.45","799.79","866.32","843.5","42642459122356361","129.2029","57.9272","147.8054","160.1005","-63.3808","-29.2029","155.8833","-342.96","-158.02"
"a1WWD000002WF3W2AW","005al00000RVcKvAAL","false","test 101","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42642948778083510","","","","","","","","0.0","0.0"
"a1WWD000002WF1E2AW","005al00000RVcKvAAL","false","Exc F Source - from VC IT2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42649749863455617","","","","","","","","0.0","0.0"
"a1WWD000002WF2B2AW","005al00000RVcKvAAL","false","a1WWD000002VOzP","AH36249282","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42651386268656070","","","","","","","","0.0","0.0"
"a1WWD000002V39G2AS","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42658567736529257","","","","","","","","0.0","0.0"
"a1WWD000002V3962AC","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42663125339013752","","","","","","","","0.0","0.0"
"a1WWD000002V39k2AC","005al00000RVcKvAAL","false","TravelBudget","","","","true","false","0.0","5000.0","10000.0","0.0","0.0","0.0","0.0","42663723825006159","50.0","0.0","0.0","0.0","100.0","50.0","0.0","10000.0","5000.0"
"a1WWD000002WF1Z2AW","005al00000RVcKvAAL","false","Exc F Source - from CINUIExcVCFetchExNameEB","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42663732544988562","","","","","","","","0.0","0.0"
"a1WWD000002WF1J2AW","005al00000RVcKvAAL","false","AA budget 4","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42666151341517648","","","","","","","","0.0","0.0"
"a1WWD000002WF3i2AG","005al00000RVcKvAAL","false","RS budget 4","","","","true","false","0.0","633.0","6734.0","6534.0","0.0","0.0","0.0","42666719393035490","9.4001","97.03","0.0","0.0","2.97","90.5999","0.0","200.0","6101.0"
"a1WWD000002V38n2AC","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002V38o2AC","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","42677360520917603","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002WF2N2AW","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template Update","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42681961766011056","","","","","","","","0.0","0.0"
"a1WWD000002WF372AG","005al00000RVcKvAAL","false","a1WWD000002VhE1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42686147787095565","","","","","","","","0.0","0.0"
"a1WWD000002WF1U2AW","005al00000RVcKvAAL","false","annual budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42690342141278924","","","","","","","","0.0","0.0"
"a1WWD000002V39Z2AS","005al00000RVcKvAAL","false","Test User Budget","","","","true","false","500.0","1500.0","1000.0","1000.0","0.0","0.0","0.0","42693514141402985","150.0","100.0","0.0","0.0","-50.0","-50.0","0.0","-500.0","-500.0"
"a1WWD000002WF322AG","005al00000RVcKvAAL","false","a1WWD000002VbDa","","a1WWD000002WF2s2AG","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42696608065123376","","","","","","","","0.0","0.0"
"a1WWD000002WF3Z2AW","005al00000RVcKvAAL","false","Budget-2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42698341788999811","","","","","","","","0.0","0.0"
"a1WWD000002WF1m2AG","005al00000RVcKvAAL","false","LLC BI  Budget 003-95ae78","FN17800615","","Automated credit analysis and risk assessment parameters","true","false","528.26","0.0","182.27","437.46","0.0","0.0","0.0","42701421856090136","0.0","240.0066","0.0","0.0","-429.8294","100.0","0.0","-783.45","182.27"
"a1WWD000002WF3B2AW","005al00000RVcKvAAL","false","a1WWD000002VhE5","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42706460601736850","","","","","","","","0.0","0.0"
"a1WWD000002WF2p2AG","005al00000RVcKvAAL","false","a1WWD000002VbAR","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42717329295845986","","","","","","","","0.0","0.0"
"a1WWD000002WF2U2AW","005al00000RVcKvAAL","false","a1WWD000002Vaz0","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42718712121512166","","","","","","","","0.0","0.0"
"a1WWD000002WF3G2AW","005al00000RVcKvAAL","false","a1WWD000002VhEA","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42723938924236791","","","","","","","","0.0","0.0"
"a1WWD000002WF2e2AG","005al00000RVcKvAAL","false","a1WWD000002Vb0c","","a1WWD000002WF2U2AW","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42725564153679640","","","","","","","","0.0","0.0"
"a1WWD000002WF272AG","005al00000RVcKvAAL","false","a1WWD000002VOhg","","a1WWD000002WF1n2AG","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42729224529975750","","","","","","","","0.0","0.0"
"a1WWD000002V38o2AC","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42733685110282543","","","","","","","","0.0","0.0"
"a1WWD000002WF1O2AW","005al00000RVcKvAAL","false","RS budget 12","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42747788292289601","","","","","","","","0.0","0.0"
"a1WWD000002WF3X2AW","005al00000RVcKvAAL","false","new 102","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42756814010300512","","","","","","","","0.0","0.0"
"a1WWD000002WF1e2AG","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template5","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42764710424037363","","","","","","","","0.0","0.0"
"a1WWD000002WF2L2AW","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template Update","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42765852179292539","","","","","","","","0.0","0.0"
"a1WWD000002WF3Y2AW","005al00000RVcKvAAL","false","Budget-1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42774566451762339","","","","","","","","0.0","0.0"
"a1WWD000002WF3H2AW","005al00000RVcKvAAL","false","a1WWD000002VhFd","","a1WWD000002WF372AG","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42801859330589551","","","","","","","","0.0","0.0"
"a1WWD000002WF1Y2AW","005al00000RVcKvAAL","false","semi annual budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42803096663066142","","","","","","","","0.0","0.0"
"a1WWD000002WF3k2AG","005al00000RVcKvAAL","false","RS budget 6","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42806665069512802","","","","","","","","0.0","0.0"
"a1WWD000002WF2D2AW","005al00000RVcKvAAL","false","a1WWD000002VOzR","YH98223195","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42815380156726425","","","","","","","","0.0","0.0"
"a1WWD000002V39j2AC","005al00000RVcKvAAL","false","TrainingBudget","","","","true","false","0.0","25.0","50.0","0.0","0.0","0.0","0.0","42816171803932625","50.0","0.0","0.0","0.0","100.0","50.0","0.0","50.0","25.0"
"a1WWD000002WF1P2AW","005al00000RVcKvAAL","false","RS budget `1","","","","true","false","0.0","0.0","425.0","0.0","0.0","0.0","0.0","42825193374177769","0.0","0.0","0.0","0.0","100.0","100.0","0.0","425.0","425.0"
"a1WWD000002WF1N2AW","005al00000RVcKvAAL","false","Product budget","","","","true","false","0.0","8732.0","983.0","9833.0","0.0","0.0","0.0","42826301128788663","888.3011","1000.3052","0.0","0.0","-900.3052","-788.3011","0.0","-8850.0","-7749.0"
"a1WWD000002WF2Q2AW","005al00000RVcKvAAL","false","a1WWD000002Vayw","","","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42836764412461649","","","","","","","","0.0","0.0"
"a1WWD000002WF312AG","005al00000RVcKvAAL","false","a1WWD000002VbDZ","","a1WWD000002WF2r2AG","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42842444749214791","","","","","","","","0.0","0.0"
"a1WWD000002WF3F2AW","005al00000RVcKvAAL","false","a1WWD000002VhE9","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42849423403693477","","","","","","","","0.0","0.0"
"a1WWD000002WF2C2AW","005al00000RVcKvAAL","false","a1WWD000002VOzQ","TW46447427","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42850567572121386","","","","","","","","0.0","0.0"
"a1WWD000002V38c2AC","005al00000RVcKvAAL","false","New Budgets","","a1WWD000002V38e2AC","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","42857882419607219","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002V3922AC","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template - Update06","","a1WWD000002V38i2AC","Test Description updated on 6.16","false","false","2000.0","5000.0","500000.0","3000.0","0.0","0.0","0.0","42861041786945068","1.0","0.6","0.0","0.0","99.0","99.0","0.0","495000.0","495000.0"
"a1WWD000002WF3A2AW","005al00000RVcKvAAL","false","a1WWD000002VhE4","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42865465804026689","","","","","","","","0.0","0.0"
"a1WWD000002WF1w2AG","005al00000RVcKvAAL","false","LLC BI  Budget 003-c93a45","TU99365171","","Document collection and verification workflow settings","true","true","798.47","176.61","877.75","25.03","657.88","934.57","709.31","42884051743245851","20.1208","2.8516","74.9507","106.4734","6.1806","79.8792","80.81","54.25","701.14"
"a1WWD000002WF1R2AW","005al00000RVcKvAAL","false","Sales budget","","","","true","false","0.0","873.0","9834.0","29873.0","0.0","0.0","0.0","42890263054632906","8.8774","303.7726","0.0","0.0","-203.7726","91.1226","0.0","-20039.0","8961.0"
"a1WWD000002WF3E2AW","005al00000RVcKvAAL","false","a1WWD000002VhE8","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42896360914697650","","","","","","","","0.0","0.0"
"a1WWD000002WF1v2AG","005al00000RVcKvAAL","false","LLC BI  Budget 002-0912e8","SM91256929","","Automated credit analysis and risk assessment parameters","true","true","766.02","818.61","650.11","723.95","997.26","483.73","121.29","42906724195661294","125.9187","111.3581","153.3987","74.4074","-129.1874","-25.9187","18.6568","-839.86","-168.5"
"a1WWD000002WF2R2AW","005al00000RVcKvAAL","false","a1WWD000002Vayx","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42910354844880066","","","","","","","","0.0","0.0"
"a1WWD000002WF2j2AG","005al00000RVcKvAAL","false","a1WWD000002VbAL","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42914065314251867","","","","","","","","0.0","0.0"
"a1WWD000002WF2H2AW","005al00000RVcKvAAL","false","a1WWD000002VOzV","WP26485737","","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42930497813564315","","","","","","","","0.0","0.0"
"a1WWD000002WF1Q2AW","005al00000RVcKvAAL","false","Revenue Budget","","","","true","false","7384.0","983.0","0.0","2187.0","0.0","0.0","0.0","42932763487803675","","","","","","","","-9571.0","-983.0"
"a1WWD000002WF1V2AW","005al00000RVcKvAAL","false","new annual budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42938810070504468","","","","","","","","0.0","0.0"
"a1WWD000002V39H2AS","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42940878705367836","","","","","","","","0.0","0.0"
"a1WWD000002WF3I2AW","005al00000RVcKvAAL","false","a1WWD000002VhFe","","a1WWD000002WF382AG","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42941077502706918","","","","","","","","0.0","0.0"
"a1WWD000002WF2f2AG","005al00000RVcKvAAL","false","a1WWD000002Vb0d","","a1WWD000002WF2V2AW","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42946490564447878","","","","","","","","0.0","0.0"
"a1WWD000002WF3g2AG","005al00000RVcKvAAL","false","RS budget 2","","","","true","false","76534.0","543.0","0.0","7634.0","0.0","0.0","0.0","42946799466293940","","","","","","","","-84168.0","-543.0"
"a1WWD000002WF3l2AG","005al00000RVcKvAAL","false","Budgets-01","","","Updated the Rec","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42948902820320891","","","","","","","","0.0","0.0"
"a1WWD000002WF2v2AG","005al00000RVcKvAAL","false","a1WWD000002VbDT","","a1WWD000002WF2l2AG","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42958149075835304","","","","","","","","0.0","0.0"
"a1WWD000002V39i2AC","005al00000RVcKvAAL","false","Sreekar StartUp","","","Sreekar Budget to start a new Business StartUp","true","false","0.0","5000.0","10000.0","0.0","0.0","0.0","0.0","42961264666946633","50.0","0.0","0.0","0.0","100.0","50.0","0.0","10000.0","5000.0"
"a1WWD000002WF3d2AG","005al00000RVcKvAAL","false","commit2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42961897742652840","","","","","","","","0.0","0.0"
"a1WWD000002WF2a2AG","005al00000RVcKvAAL","false","a1WWD000002Vb0Y","","a1WWD000002WF2Q2AW","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42962117481714857","","","","","","","","0.0","0.0"
"a1WWD000002WF3U2AW","005al00000RVcKvAAL","false","RS budget 98","","","","true","false","0.0","34.0","54.0","43.0","0.0","0.0","0.0","42979086029548205","62.963","79.6296","0.0","0.0","20.3704","37.037","0.0","11.0","20.0"
"a1WWD000002WF1c2AG","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template3","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42984688909463711","","","","","","","","0.0","0.0"
"a1WWD000002V38b2AC","005al00000RVcKvAAL","false","New Budgets","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42985387847179945","","","","","","","","0.0","0.0"
"a1WWD000002WF2s2AG","005al00000RVcKvAAL","false","a1WWD000002VbAU","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42985499350495303","","","","","","","","0.0","0.0"
"a1WWD000002WF2E2AW","005al00000RVcKvAAL","false","a1WWD000002VOzS","YO00221433","","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42988856412672904","","","","","","","","0.0","0.0"
"a1WWD000002WF382AG","005al00000RVcKvAAL","false","a1WWD000002VhE2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42989618271552844","","","","","","","","0.0","0.0"
"a1WWD000002WF2i2AG","005al00000RVcKvAAL","false","a1WWD000002Vb0g","","a1WWD000002WF2Y2AW","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42992726209793826","","","","","","","","0.0","0.0"
"a1WWD000002WF2d2AG","005al00000RVcKvAAL","false","a1WWD000002Vb0b","","a1WWD000002WF2T2AW","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42996508357610585","","","","","","","","0.0","0.0"
"a1WWD000002V39R2AS","005al00000RVcKvAAL","false","Construction of Warehouse","","a1WWD000002V39P2AS","Commercial construction budget for building and parking construction.","false","false","429300.0","859688.0","1500000.0","96499.0","481538.0","307000.0","71150.0","5km030j6y3dyzx7o4o","57.3125","6.4333","32.1025","20.4667","64.9467","42.6875","4.7433","974201.0","640312.0"
"a1WWD000002V38f2AC","005al00000RVcKvAAL","false","Budget for the Construction of a Walgreens","","a1WWD000002V39P2AS","This budget is for the construction of a Walgreens.","false","false","5000.0","1500000.0","1500000.0","96499.99","0.0","1500000.0","0.0","96amx8tcv25dm4l1n8","100.0","6.4333","0.0","100.0","93.2333","0.0","0.0","1398500.01","0.0"
"a1WWD000002V39X2AS","005al00000RVcKvAAL","false","Swimming Pool Construction Budget Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","96gcetgjg69r55mb72","","","","","","","","0.0","0.0"
"a1WWD000002h70H2AQ","005al00000RVcKvAAL","false","Mixed-Use Property Renovation","a0B7X000005nQ9Y","a1WWD000002h70f2AA","Budget for the mixed-use property renovation at 450 Elm Street including retail and residential components.","true","false","112500.0","637500.0","750000.0","485000.0","480000.0","37500.0","120000.0","B4T6X1M9P7K2N8R3Q","85.0","64.6667","64.0","5.0","20.3333","15.0","16.0","152500.0","112500.0"
"a1WWD000002h70I2AQ","005al00000RVcKvAAL","false","Construction Budget - Phase 1","a0B5f000001XYZAB","a1WWD000002h70M2AQ","Primary construction budget for the downtown commercial development project, Phase 1 buildout.","true","false","125000.0","875000.0","1000000.0","650000.0","720000.0","30000.0","250000.0","BDG0001","87.5","65.0","72.0","3.0","22.5","12.5","25.0","225000.0","125000.0"
"a1WWD000002h70J2AQ","005al00000RVcKvAAL","false","Renovation Budget Template","a0B5f000002ABCDE","","Standard template for residential renovation loan budgets.","false","true","0.0","0.0","500000.0","0.0","350000.0","25000.0","125000.0","BDG0002","0.0","0.0","70.0","5.0","100.0","100.0","25.0","500000.0","500000.0"
"a1WWD000002h70K2AQ","005al00000RVcKvAAL","false","Warehouse Expansion Budget","","a1WWD000002h70L2AQ","Budget for the industrial warehouse expansion at the Northside logistics park.","true","false","340000.0","1460000.0","1800000.0","980000.0","1350000.0","50000.0","400000.0","BDG0003","81.1111","54.4444","75.0","2.7778","26.6667","18.8889","22.2222","480000.0","340000.0"
"a1WWD000002h70L2AQ","005al00000RVcKvAAL","false","Mixed-Use Development Template","a0B5f000003FGHIJ","a1WWD000002h70M2AQ","Template budget for mixed-use retail and residential development projects.","false","true","0.0","0.0","2500000.0","0.0","1800000.0","100000.0","600000.0","BDG0004","0.0","0.0","72.0","4.0","100.0","100.0","24.0","2500000.0","2500000.0"
"a1WWD000002h70M2AQ","005al00000RVcKvAAL","false","Office Renovation - Suite 400","a0B5f000002ABCDE","","Budget for tenant improvement renovation of Suite 400 in the Maple Street office complex.","true","false","45000.0","280000.0","325000.0","195000.0","225000.0","15000.0","85000.0","BDG0005","86.1538","60.0","69.2308","4.6154","26.1538","13.8462","26.1538","85000.0","45000.0"
"a1WWD000002h70N2AQ","005al00000RVcKvAAL","false","Construction Budget 2024","a0B5f000001XYZW","","Annual construction project budget for commercial building renovation","true","false","45000.0","750000.0","1200000.0","405000.0","850000.0","50000.0","300000.0","BDG001","62.5","33.75","70.8333","4.1667","62.5","37.5","25.0","750000.0","450000.0"
"a1WWD000002h70O2AQ","005al00000RVcKvAAL","false","Residential Development Template","","","Standard template for residential development loan budgets","false","true","0.0","0.0","500000.0","0.0","350000.0","25000.0","125000.0","BDG002","0.0","0.0","70.0","5.0","100.0","100.0","25.0","500000.0","500000.0"
"a1WWD000002h70P2AQ","005al00000RVcKvAAL","false","Office Renovation Q3","a0B5f000002ABCD","","Budget for third quarter office space renovation in downtown district","true","false","120000.0","380000.0","650000.0","150000.0","420000.0","30000.0","200000.0","BDG003","58.4615","23.0769","64.6154","4.6154","58.4615","41.5385","30.7692","380000.0","270000.0"
"a1WWD000002h70Q2AQ","005al00000RVcKvAAL","false","Mixed-Use Property Budget","","","Budget allocation for mixed-use property development including retail and apartments","true","false","275000.0","1500000.0","2800000.0","1025000.0","1900000.0","100000.0","800000.0","BDG004","53.5714","36.6071","67.8571","3.5714","53.5714","46.4286","28.5714","1500000.0","1300000.0"
"a1WWD000002h70R2AQ","005al00000RVcKvAAL","false","Small Business Loan Template","","","Template budget for small business improvement loan disbursements","false","true","0.0","0.0","150000.0","0.0","95000.0","15000.0","40000.0","BDG005","0.0","0.0","63.3333","10.0","100.0","100.0","26.6667","150000.0","150000.0"
"a1WWD000002h70S2AQ","005al00000RVcKvAAL","false","Commercial Renovation Budget","","a1WWD000002h70V2AQ","Budget for the downtown commercial renovation project including all phases of construction and finishing.","true","false","45000.0","320000.0","500000.0","275000.0","210000.0","25000.0","85000.0","BDG_001","64.0","55.0","42.0","5.0","36.0","36.0","17.0","180000.0","180000.0"
"a1WWD000002h70T2AQ","005al00000RVcKvAAL","false","Residential Construction Template","","a1WWD000002h70V2AQ","Standard template for residential new construction loan budgets.","false","true","0.0","0.0","350000.0","0.0","250000.0","15000.0","85000.0","BDG_002","0.0","0.0","71.4286","4.2857","100.0","100.0","24.2857","350000.0","350000.0"
"a1WWD000002h70U2AQ","005al00000RVcKvAAL","false","Warehouse Expansion Budget","BDG_002","a1WWD000002h70S2AQ","Budget for expanding the east-side warehouse facility with additional storage capacity.","true","false","120000.0","680000.0","800000.0","560000.0","520000.0","40000.0","120000.0","BDG_003","85.0","70.0","65.0","5.0","15.0","15.0","15.0","120000.0","120000.0"
"a1WWD000002h70V2AQ","005al00000RVcKvAAL","false","Mixed-Use Development Template","","","Template budget for mixed-use development projects combining retail and residential units.","false","true","0.0","0.0","1250000.0","0.0","875000.0","75000.0","300000.0","BDG_004","0.0","0.0","70.0","6.0","100.0","100.0","24.0","1250000.0","1250000.0"
"a1WWD000002h70W2AQ","005al00000RVcKvAAL","false","Office Tenant Improvement Budget","BDG_004","","Budget covering tenant improvement allowances for the new Class A office lease-up.","true","false","30000.0","170000.0","200000.0","140000.0","110000.0","10000.0","50000.0","BDG_005","85.0","70.0","55.0","5.0","15.0","15.0","25.0","30000.0","30000.0"
"a1WWD000002WF1B2AW","005al00000RVcKvAAL","false","Commercial Construction Budget Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Budget-Construction01","","","","","","","","0.0","0.0"
"a1WWD000002WF1C2AW","005al00000RVcKvAAL","false","Residential Construction Budget Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Budget-Residential02","","","","","","","","0.0","0.0"
"a1WWD000002WF1D2AW","005al00000RVcKvAAL","false","Swimming Pool Construction Budget Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Budget-Swimming-Pool03","","","","","","","","0.0","0.0"
"a1WWD000002Xe7B2AS","005al00000RVcKvAAL","false","LLC BI  Budget Record 001","XR57962646","","Customer onboarding documentation and verification requirements","false","false","4453.0","6458.08","7921.0","890.0","8066.51","3987.89","8524.85","CONFIG_001_1","81.5311","11.236","101.837","50.3458","32.5464","18.4689","107.6234","2578.0","1462.92"
"a1WWD000002Xe7F2AS","005al00000RVcKvAAL","false","LLC BI  Budget Record 005","ZT08287229","","Financial covenant monitoring and exception handling rules","true","false","8627.0","389.82","6733.0","7069.0","892.4","1730.68","8385.51","CONFIG_001_5","5.7897","104.9903","13.2541","25.7044","-133.1205","94.2103","124.5434","-8963.0","6343.18"
"a1WWD000002h70X2AQ","005al00000RVcKvAAL","false","Industrial Warehouse Expansion","a0Z1Q8P7R6K5M4N3","","Budget tracking for warehouse expansion and equipment installation project","true","false","89500.0","2100000.0","2450000.0","2010500.0","1750000.0","112000.0","238000.0","G5N8T2W4R7M1Q9X3E6","85.7143","82.0612","71.4286","4.5714","14.2857","14.2857","9.7143","350000.0","350000.0"
"a1WWD000002h70Y2AQ","005al00000RVcKvAAL","false","Industrial Warehouse Expansion","a0B7X000006oR1Z","a1WWD000002h70f2AA","Expansion budget for the industrial warehouse facility covering structural additions and equipment installation.","true","false","200000.0","1450000.0","2100000.0","950000.0","1550000.0","150000.0","200000.0","H9N2P5Q8T3X7M1K4R","69.0476","45.2381","73.8095","7.1429","45.2381","30.9524","9.5238","950000.0","650000.0"
"a1WWD000002h70Z2AQ","005al00000RVcKvAAL","false","Construction Budget - Phase 1","a0B7X000003kN2T","","Primary construction budget for the downtown commercial renovation project including all phases of development.","true","false","45000.0","875000.0","1250000.0","330000.0","720000.0","55000.0","100000.0","K7R2M9X4P1N8Q3T6V","70.0","26.4","57.6","4.4","70.0","30.0","8.0","875000.0","375000.0"
"a1WWD000002h70a2AA","005al00000RVcKvAAL","false","Commercial Construction Budget","a0B7X9K2M4P8Q1R3","","Budget for commercial office building construction project at 450 Main Street","true","false","125000.0","875000.0","1250000.0","750000.0","650000.0","45000.0","180000.0","K8M3P7R2X5T9N4Q1W6","70.0","60.0","52.0","3.6","30.0","30.0","14.4","375000.0","375000.0"
"a1WWD000002h70b2AA","005al00000RVcKvAAL","false","Ground-Up Construction Template","a0R9T3V5X7Y2A4C6","","Master template for ground-up commercial construction loan budgets","false","true","0.0","3000000.0","3000000.0","0.0","2100000.0","180000.0","720000.0","L3N6Q9S2U5W8Y1A4C7","100.0","0.0","70.0","6.0","100.0","0.0","24.0","3000000.0","0.0"
