"Id","IsDeleted","Name","ConnectionReceivedId","ConnectionSentId","LLC_BI__Data_Source__c","LLC_BI__External_Name__c","LLC_BI__Sort_Order__c","LLC_BI__lookupKey__c","LLC_BI__Data_Source_Section__c"
"a4L4x0000019nidEAA","","42257334968776570","","","a4N4x0000017jP8EAI","","29.0","5d2b1158-2e5b-4ee1-a260-97c54fa5ed7a",""
"a4L4x0000019ngtEAA","","42623113305220732","","","a4N4x0000017jP8EAI","","0.0","5d4a241c-a9bc-492c-97f9-6342cd7b5625",""
"a4L4x0000019ncEEAQ","","42571659300803106","","","a4N4x0000017jP9EAI","","60.0","5d54cd25-a1a0-4f1d-be58-797f3be42ac5",""
"a4L4x0000019nelEAA","","42064055596040456","","","a4N4x0000017jP9EAI","","37.0","5e30fe83-3a81-44b7-9e0c-d408eff2f34e",""
"a4L4x0000019nhXEAQ","","42401609193889201","","","a4N4x0000017jP8EAI","","103.0","5ea9b744-066e-4af2-86bb-02a62b6c81bc",""
"a4L4x0000019ngxEAA","","42533608686544616","","","a4N4x0000017jP8EAI","","75.0","5f0f1efc-e6f7-4654-874e-90410e2779cc",""
"a4L4x0000019ni2EAA","","42155125139258320","","","a4N4x0000017jP8EAI","","114.0","5f1bfa64-291c-486b-9f39-3d53ca621cf7",""
"a4L4x0000019ngEEAQ","","42047238152701968","","","a4N4x0000017jP7EAI","","25.0","5f5651c4-ddf0-4bf5-8d5f-34625ed1cac3",""
"a4L4x0000019neKEAQ","","42962528434742633","","","a4N4x0000017jP9EAI","","156.0","5fa25435-03c4-46f8-bd9e-86489b545639",""
"a4L4x0000019nh4EAA","","42622437610080184","","","a4N4x0000017jP8EAI","","66.0","5fef0337-a93c-416b-9737-cad3270049d3",""
"a4L4x0000019nfWEAQ","","d8fd3cb4-33e5-42f8-b4bc-ff7d74db9748","","","a4N4x0000017jP7EAI","","82.0","602aabb5-ad5c-46da-8c43-087e3f98b5fb",""
"a4L4x0000019nfSEAQ","","7795af77-02d5-419c-8111-62ff2da780f2","","","a4N4x0000017jP7EAI","","76.0","603fb6c7-f520-4141-bdc5-1edacd6d4f01",""
"a4L4x0000019nihEAA","","42602469863914098","","","a4N4x0000017jP8EAI","","33.0","60b9fe22-8602-4635-a651-eaa0d06e66fd",""
"a4L4x0000019nbeEAA","","42540059840815661","","","a4N4x0000017jP9EAI","","218.0","627ab12b-7d7a-49eb-b291-4721925be750",""
"a4L4x0000019nfGEAQ","","9d69bb7a-879f-4056-8ff5-6e1a13c9f06d","","","a4N4x0000017jP7EAI","","47.0","63e19bec-c72b-4f31-8138-f2ebc4e3ad50",""
"a4L4x0000019niaEAA","","42780254733406593","","","a4N4x0000017jP8EAI","","26.0","64d703a2-1871-4940-b920-94b94cb08e3a",""
"a4L4x0000019neIEAQ","","42045420224264175","","","a4N4x0000017jP9EAI","","154.0","65264307-fbf1-474b-819c-4c5a448204a9",""
"a4L4x0000019nhhEAA","","42581253193311326","","","a4N4x0000017jP8EAI","","6.0","65bba840-0612-481e-9d93-f2074c58ea56",""
"a4L4x0000019nbSEAQ","","42787798403951616","","","a4N4x0000017jP9EAI","","183.0","65cd430f-4f1e-41e6-b3bf-5ce172aa617d",""
"a4L4x0000019ndsEAA","","42777399841834277","","","a4N4x0000017jP9EAI","","189.0","68644f9a-7679-474e-b6ff-14f6c1973a9e",""
"a4L4x0000019nfyEAA","","42341163042238861","","","a4N4x0000017jP7EAI","","15.0","68e59152-8e8b-4c06-9297-978cd9025708",""
"a4L4x0000019ngKEAQ","","42196321759156047","","","a4N4x0000017jP7EAI","","31.0","69b78550-cbde-48b6-b00f-8c45ce7c116d",""
"a4L4x0000019nbTEAQ","","42240030202947869","","","a4N4x0000017jP9EAI","","184.0","6a1206b7-3ea4-4bce-9bfd-502b5d6e4bbe",""
"a4L4x0000019nfiEAA","","42778774905368973","","","a4N4x0000017jP7EAI","","94.0","6a7b82ea-d004-4231-9399-d9d84e384b64",""
"a4L4x0000019niAEAQ","","42225373174778336","","","a4N4x0000017jP8EAI","","123.0","6ad021b1-0663-48f2-b443-2812a5b18959",""
"a4L4x0000019ngHEAQ","","42782097035362924","","","a4N4x0000017jP7EAI","","28.0","6bb71e7e-5e43-4864-8133-9630a7e631ae",""
"a4L4x0000019ngiEAA","","b8425d98-c861-46e7-a75b-121a4ab7488f","","","a4N4x0000017jP7EAI","","68.0","6bb9ba3e-64aa-485d-9a3f-772d149af578",""
"a4L4x0000019necEAA","","42152232446009726","","","a4N4x0000017jP9EAI","","165.0","6c4cab93-8aef-496a-9b02-3577ff53f7ca",""
"a4L4x0000019neCEAQ","","42525246328906320","","","a4N4x0000017jP9EAI","","104.0","6c9c2459-6c0b-4663-aab2-ee859d5fd131",""
"a4L4x0000019neOEAQ","","42058340467404747","","","a4N4x0000017jP9EAI","","160.0","6db3d658-58c1-42f8-91fe-a043e1e140bc",""
"a4L4x0000019nblEAA","","42041634557837969","","","a4N4x0000017jP9EAI","","225.0","6e3785f0-bc04-49a5-86a3-71092a0ebe61",""
"a4L4x0000019ngREAQ","","42498086352780423","","","a4N4x0000017jP7EAI","","38.0","708efe59-f719-4f72-9030-d2a066053e9e",""
"a4L4x0000019nehEAA","","42412485937264722","","","a4N4x0000017jP9EAI","","34.0","70fd08c4-000a-48ac-8355-4af0c486df1c",""
"a4L4x0000019nfXEAQ","","5dd28f10-10a5-4467-85fe-98df02dbbe75","","","a4N4x0000017jP7EAI","","83.0","717c1acf-51b6-4378-915a-7bdb9ce09527",""
"a4L4x0000019nh6EAA","","42181539575121179","","","a4N4x0000017jP8EAI","","68.0","718481b5-3e9c-4fac-803a-e1fa01253484",""
"a4L4x0000019ncBEAQ","","42795036061124064","","","a4N4x0000017jP9EAI","","53.0","7294764b-435b-48c8-ba03-d0582098ab3a",""
"a4L4x0000019nhYEAQ","","42734490304525338","","","a4N4x0000017jP8EAI","","104.0","72a6fa40-f2cb-4690-88c8-df6c22b15e32",""
"a4L4x0000019ni8EAA","","42785447511464247","","","a4N4x0000017jP8EAI","","121.0","73069cb9-2235-4513-b782-365f20da0409",""
"a4L4x0000019ngYEAQ","","dfc70227-8c28-4119-a5f3-25628f590839","","","a4N4x0000017jP7EAI","","58.0","732e04c5-c075-49a9-911f-1ffae8bc9dd7",""
"a4L4x0000019ndfEAA","","42421482788788062","","","a4N4x0000017jP9EAI","","91.0","748fbb57-69c7-4f97-83d9-1aacf78a8e88",""
"a4L4x0000019ncREAQ","","42019833417942047","","","a4N4x0000017jP9EAI","","228.0","7493c2ee-e58a-491a-a8cc-9fe7509e4842",""
"a4L4x0000019nbOEAQ","","42811958567984957","","","a4N4x0000017jP9EAI","","179.0","74978c42-b873-4cdb-a86c-e60cf4bc628c",""
"a4L4x0000019niEEAQ","","42874360907782878","","","a4N4x0000017jP8EAI","","126.0","749e657d-73ab-4d46-b4d0-12056f6c5963",""
"a4L4x0000019nhjEAA","","42400114629045578","","","a4N4x0000017jP8EAI","","8.0","774970c7-34e6-4729-ad07-f7f675ede902",""
"a4L4x0000019nhuEAA","","42218510828763055","","","a4N4x0000017jP8EAI","","19.0","775242f7-9da4-415e-b279-54451fa2c27c",""
"a4L4x0000019ndEEAQ","","42984969374247495","","","a4N4x0000017jP9EAI","","146.0","775d8bb5-6158-471d-b0c8-2416d6195d22",""
"a4L4x0000019ngdEAA","","ea1c4e06-cb00-425a-b6ab-bfed8004852e","","","a4N4x0000017jP7EAI","","63.0","7884c59c-8460-4a98-9517-f8701cb14196",""
"a4L4x0000019nfPEAQ","","82c2131d-dfd8-42bb-b464-5f5a53daf8c6","","","a4N4x0000017jP7EAI","","80.0","789c8a3a-3254-4add-83c5-df05f8a16e97",""
"a4L4x0000019neHEAQ","","42721278899074498","","","a4N4x0000017jP9EAI","","153.0","795ed766-4a90-42e6-8688-42129759ad46",""
"a4L4x0000019ng5EAA","","42347818434644903","","","a4N4x0000017jP7EAI","","22.0","7a49b8c1-0eb6-490b-887f-f42638dfa84e",""
"a4L4x0000019negEAA","","42685620955281258","","","a4N4x0000017jP9EAI","","33.0","7a562f86-df4e-45df-ad2a-0939491a22c8",""
"a4L4x0000019ngDEAQ","","42607278860447835","","","a4N4x0000017jP7EAI","","24.0","7a7b3986-de05-4ee7-baaa-0d2dc7de803f",""
"a4L4x0000019nj1EAA","","42790465017720890","","","a4N4x0000017jP8EAI","","146.0","7acc1084-0e2a-4f76-b03e-b666a7f4221d",""
"a4L4x0000019ndlEAA","","42691883890561114","","","a4N4x0000017jP9EAI","","97.0","7afbbb64-8b9c-40b4-bfa8-1323bd5e9a02",""
"a4L4x0000019ndSEAQ","","42738726367717319","","","a4N4x0000017jP9EAI","","78.0","7b21826f-4e6f-42fb-ba09-0dc471bea6af",""
"a4L4x0000019ndqEAA","","42422110906253578","","","a4N4x0000017jP9EAI","","113.0","7bc1defe-d96d-43e0-a70b-20e667bde677",""
"a4L4x0000019nbiEAA","","42239824763819228","","","a4N4x0000017jP9EAI","","222.0","7c311861-bb93-40ac-accc-c4260d3a65f6",""
"a4L4x0000019nc4EAA","","42386068187175041","","","a4N4x0000017jP9EAI","","47.0","7cdc72f3-7062-49ca-9c95-822990ec0be7",""
"a4L4x0000019nfuEAA","","42765713671668202","","","a4N4x0000017jP7EAI","","11.0","7cf03a88-cff8-4c83-9a76-5c84b50256e3",""
"a4L4x0000019nf7EAA","","42722994938199432","","","a4N4x0000017jP7EAI","","8.0","7d5c0407-215d-44fa-97c6-36071e06b0aa",""
"a4L4x0000019ndWEAQ","","42329410642788132","","","a4N4x0000017jP9EAI","","82.0","7d5dfd2e-d704-4a27-9c8a-b4a39775df2d",""
"a4L4x0000019ng6EAA","","45f1a184-47ee-4837-809b-a51d33ea785c","","","a4N4x0000017jP7EAI","","100.0","7d7f1238-f080-4f72-822e-62f54c915f7f",""
"a4L4x0000019ncMEAQ","","42855998441931566","","","a4N4x0000017jP9EAI","","57.0","7ded08f4-f21e-452d-9351-6383b8531d92",""
"a4L4x0000019ndxEAA","","42623684408192165","","","a4N4x0000017jP9EAI","","194.0","7e5f4260-018f-40ad-8e56-7526101281e6",""
"a4L4x0000019niyEAA","","42703387043166160","","","a4N4x0000017jP8EAI","","50.0","7e67b700-6fdd-44ae-baec-56f4b2d05c92",""
"a4L4x0000019nciEAA","","42187052222418086","","","a4N4x0000017jP9EAI","","5.0","7f517b26-552b-45b1-9b05-623d2b0cf441",""
"a4L4x0000019nfrEAA","","da06897c-ca27-4ace-9a45-def8da7f1d19","","","a4N4x0000017jP7EAI","","109.0","7fe1670e-a21e-43d3-9f0b-98f2edde399c",""
"a4L4x0000019nhlEAA","","42374001560367075","","","a4N4x0000017jP8EAI","","10.0","805dda9f-8a4a-4afd-b729-aa273d6ad477",""
"a4L4x0000019niYEAQ","","42417243045940101","","","a4N4x0000017jP8EAI","","24.0","80970cb6-19a7-4e4b-9fd9-66e0f987d627",""
"a4L4x0000019ni5EAA","","42205055511725272","","","a4N4x0000017jP8EAI","","117.0","80cd2fc8-cb45-45b5-83d5-14115241428b",""
"a4L4x0000019nfqEAA","","9b35b797-1736-4e39-90e3-1995224f6b64","","","a4N4x0000017jP7EAI","","108.0","828285cb-0ed2-442e-b534-768022fa9544",""
"a4L4x0000019neTEAQ","","42397481448742610","","","a4N4x0000017jP9EAI","","206.0","82f361bd-1144-41ef-8ac7-5e0400b34a0b",""
"a4L4x0000019ndCEAQ","","42086710774510398","","","a4N4x0000017jP9EAI","","144.0","83193f36-f0f1-4066-859f-2f3627c9cbee",""
"a4L4x0000019ngrEAA","","42969731470751972","","","a4N4x0000017jP8EAI","","64.0","83929961-f8d9-4b19-ae70-3cf4af754786",""
"a4L4x0000019nfaEAA","","e554d4a9-f4ae-4d15-a74f-cb9eb6dda47b","","","a4N4x0000017jP7EAI","","86.0","8472d7c3-d30d-4ba8-b3d8-146ace48c343",""
"a4L4x0000019nd5EAA","","42477640967168770","","","a4N4x0000017jP9EAI","","137.0","8488fc00-2462-40d9-8ded-63bb1b4bbdf2",""
"a4L4x0000019nipEAA","","42356293731477028","","","a4N4x0000017jP8EAI","","41.0","85b4f470-a62f-4f0e-a855-09783dfddd31",""
"a4L4x0000019nbEEAQ","","42614517953645234","","","a4N4x0000017jP9EAI","","169.0","865c8a34-7d29-4417-8e72-d19ce8e1be2a",""
"a4L4x0000019ncKEAQ","","42896329867567644","","","a4N4x0000017jP9EAI","","55.0","86c41a5c-f12b-49ac-af42-d969e8ba8a06",""
"a4L4x0000019nf8EAA","","42357063237041037","","","a4N4x0000017jP7EAI","","9.0","86e4fd24-6dc2-4240-b5d8-c89030f587b2",""
"a4L4x0000019ndZEAQ","","42995068915645123","","","a4N4x0000017jP9EAI","","85.0","86e8decf-d4a9-4527-93bd-85e6df6212fc",""
"a4L4x0000019ngPEAQ","","42887109861788120","","","a4N4x0000017jP7EAI","","36.0","87061ccd-cdd0-4779-ad2d-18e1c7cfc132",""
"a4L4x0000019nbQEAQ","","42104664989121359","","","a4N4x0000017jP9EAI","","181.0","878cc5f1-196a-41ce-ac7b-201d78c00c62",""
"a4L4x0000019niiEAA","","42308082612913499","","","a4N4x0000017jP8EAI","","34.0","886cc913-2835-4dcc-8402-0bf0646d9b84",""
"a4L4x0000019nf1EAA","","42569358909778949","","","a4N4x0000017jP7EAI","","2.0","887462ed-d0ec-458e-a5e8-7ebc6cb5a551",""
"a4L4x0000019nbJEAQ","","42599570174367824","","","a4N4x0000017jP9EAI","","174.0","8887d006-01dc-48e1-bf2a-41e354bde3dc",""
"a4L4x0000019ngUEAQ","","e8478500-493b-4e78-b8fc-9979cafcac21","","","a4N4x0000017jP7EAI","","54.0","88d02c73-56c4-4352-972a-2e98150a86fb",""
"a4L4x0000019neXEAQ","","42984736110515392","","","a4N4x0000017jP9EAI","","210.0","8992dd10-97c9-4051-97c3-0dfa5ff610ba",""
"a4L4x0000019neNEAQ","","42260758495405139","","","a4N4x0000017jP9EAI","","159.0","89e99397-2876-4f3c-9d45-469a853f10ee",""
"a4L4x0000019ngGEAQ","","42016313428242316","","","a4N4x0000017jP7EAI","","27.0","8a012bad-78db-4df3-9900-6750243fc8d6",""
"a4L4x0000019ng3EAA","","42707174836469006","","","a4N4x0000017jP7EAI","","20.0","8a9170ad-8a1c-4742-85b3-9649e2868f1f",""
"a4L4x0000019nhREAQ","","42493621287251863","","","a4N4x0000017jP8EAI","","96.0","8a9462a5-0ad2-4027-8b8a-3e41d0f0fa66",""
"a4L4x0000019nbsEAA","","42123879351475939","","","a4N4x0000017jP9EAI","","16.0","8cdaac51-0479-4f4f-91e6-d26d07b2629a",""
"a4L4x0000019ndjEAA","","42912439872927099","","","a4N4x0000017jP9EAI","","95.0","8d090099-694f-49d0-a291-ce328f50834f",""
"a4L4x0000019ngmEAA","","42340853241798127","","","a4N4x0000017jP8EAI","","59.0","8d0ba9be-83ee-4c81-a0cf-b416795535b0",""
"a4L4x0000019nhvEAA","","42017748619446278","","","a4N4x0000017jP8EAI","","20.0","8d437df4-e747-4bd2-a030-5c4ea1d113f2",""
"a4L4x0000019nj7EAA","","42918852694015477","","","a4N4x0000017jP8EAI","","152.0","8d7892d0-fb1d-4553-bd5c-277a69d1c272",""
"a4L4x0000019ndVEAQ","","4265882421777323","","","a4N4x0000017jP9EAI","","81.0","8d9edcd1-a360-47c3-a46f-d0b1496abedb",""
"a4L4x0000019ncdEAA","","42947197637498567","","","a4N4x0000017jP9EAI","","72.0","8daaabb6-e89e-44de-996a-7d03acc0aa8c",""
"a4L4x0000019ncGEAQ","","42305868113828294","","","a4N4x0000017jP9EAI","","62.0","8dd0ae76-cc87-4cd3-9f0c-71727da3da13",""
"a4L4x0000019nf4EAA","","42720050969278404","","","a4N4x0000017jP7EAI","","5.0","8de84834-771b-4b47-ad26-9e7d34f19f6c",""
"a4L4x0000019nhoEAA","","42349466961460432","","","a4N4x0000017jP8EAI","","13.0","8ec2360b-c9f1-46a9-a921-fdf11fea4c3c",""
"a4L4x0000019ndyEAA","","42474521185093371","","","a4N4x0000017jP9EAI","","195.0","8ec39a04-339f-4ac2-9bdf-738f42d0598b",""
"a4L4x0000019nf0EAA","","42160664790704347","","","a4N4x0000017jP7EAI","","1.0","8ec65f77-8d18-4f34-bed7-f855e038458d",""
"a4L4x0000019neBEAQ","","42378344520763279","","","a4N4x0000017jP9EAI","","103.0","8f26625f-f115-435b-99ea-ec20fd14ddf7",""
"a4L4x0000019ndkEAA","","42619552486736001","","","a4N4x0000017jP9EAI","","96.0","8feaaaaf-9081-493c-9248-2570587abc7a",""
"a4L4x0000019ngVEAQ","","5483b64e-0a8f-49da-a5ce-fa6ec6c82e0d","","","a4N4x0000017jP7EAI","","55.0","9024d2d4-e51d-4733-ad12-04676c8788ca",""
"a4L4x0000019niBEAQ","","42548376501696751","","","a4N4x0000017jP8EAI","","124.0","907fffb0-1826-4409-b90d-a24c2e569d23",""
"a4L4x0000019niNEAQ","","42832284159240421","","","a4N4x0000017jP8EAI","","135.0","90b080f4-28f8-4be5-9f48-049fc7189c5e",""
"a4L4x0000019ng2EAA","","42173729259052881","","","a4N4x0000017jP7EAI","","19.0","9260b901-bf21-4483-8df5-e2eca369dbaa",""
"a4L4x0000019nbcEAA","","42828488360543515","","","a4N4x0000017jP9EAI","","216.0","92fe0f4e-f8fe-47b1-a6d5-eaf458a04867",""
"a4L4x0000019nj0EAA","","42709297378050662","","","a4N4x0000017jP8EAI","","51.0","934b721f-266d-4ebb-ac59-054f67c5ce77",""
"a4L4x0000019nigEAA","","42200782666801729","","","a4N4x0000017jP8EAI","","32.0","957ae3f1-8753-4136-9957-122a88a6afaf",""
"a4L4x0000019nijEAA","","42205619398364491","","","a4N4x0000017jP8EAI","","35.0","959c44cb-cca1-47bd-87ba-108b6eadc11b",""
"a4L4x0000019nePEAQ","","42874623379071662","","","a4N4x0000017jP9EAI","","161.0","9669aed0-ee5f-46d4-b64e-882ed2647014",""
"a4L4x0000019neuEAA","","42311485735898087","","","a4N4x0000017jP9EAI","","118.0","9690ed15-0c2e-4fa3-857c-56fea27e406e",""
"a4L4x0000019nbNEAQ","","42475621250769217","","","a4N4x0000017jP9EAI","","178.0","9696fea5-5e85-4a0e-9e25-b984a437d90e",""
"a4L4x0000019nfREAQ","","aaf7f5d2-9ce4-44e3-b985-3d19c668ece3","","","a4N4x0000017jP7EAI","","75.0","96dee247-c652-46be-90d0-62ee852d1c34",""
"a4L4x0000019nbaEAA","","42012492159725955","","","a4N4x0000017jP9EAI","","214.0","96e84d09-9893-432c-8ce9-24473fb86c22",""
"a4L4x0000019ni7EAA","","42495679041772722","","","a4N4x0000017jP8EAI","","120.0","98fe9c7f-6f13-4725-b999-e969879265e2",""
"a4L4x0000019neAEAQ","","42230659860694111","","","a4N4x0000017jP9EAI","","102.0","990d8cb8-0d57-4f72-a8b9-d0794559109d",""
"a4L4x0000019neVEAQ","","42489860637806811","","","a4N4x0000017jP9EAI","","208.0","994dde10-837b-4723-8849-364221ca2c5b",""
"a4L4x0000019nbREAQ","","42425128927776388","","","a4N4x0000017jP9EAI","","182.0","9a9bcf9d-f021-4bda-9f1b-cee842324bd0",""
"a4L4x0000019nhtEAA","","42526817556838613","","","a4N4x0000017jP8EAI","","18.0","9aca02fa-e997-46a5-9293-f23c0daa2d4d",""
"a4L4x0000019ne0EAA","","42001821354778349","","","a4N4x0000017jP9EAI","","197.0","9c5b5979-fa1c-41e0-bde7-ba0f5702689b",""
"a4L4x0000019nemEAA","","42565778024884892","","","a4N4x0000017jP9EAI","","38.0","9cbe888e-ed4d-4d89-b3fc-8335cb349f10",""
"a4L4x0000019niUEAQ","","42381850767276553","","","a4N4x0000017jP8EAI","","140.0","9d240e88-8a07-4d7a-8d94-4029e594dbc5",""
"a4L4x0000019nhNEAQ","","42242917216064985","","","a4N4x0000017jP8EAI","","92.0","9d42e0b7-8590-43b6-a8e7-79098c084055",""
"a4L4x0000019nc8EAA","","42095343984372835","","","a4N4x0000017jP9EAI","","51.0","9d84f6be-4877-4617-b831-51dda2111c8f",""
"a4L4x0000019ncUEAQ","","42981054280103260","","","a4N4x0000017jP9EAI","","231.0","9e64f8f4-8dcb-41ad-8979-61e87f9f4b1d",""
"a4L4x0000019nf2EAA","","42754378924285883","","","a4N4x0000017jP7EAI","","3.0","9ea7993d-16e2-4e2d-be4e-29889dc62d06",""
"a4L4x0000019nfQEAQ","","a74f8824-2f1e-43de-b05e-131e9bff70de","","","a4N4x0000017jP7EAI","","81.0","9eedbfc2-77d5-43c6-8e74-365eaec0bccd",""
"a4L4x0000019nhEEAQ","","42641850016228902","","","a4N4x0000017jP8EAI","","83.0","9efe2113-fe42-4a40-896c-db75768f9db0",""
"a4L4x0000019nftEAA","","42931836218488077","","","a4N4x0000017jP7EAI","","10.0","9f633135-b337-47ae-881f-ad1ada856b7d",""
"a4L4x0000019ngTEAQ","","ff3a04a3-9c4c-4985-b227-bac489ddd284","","","a4N4x0000017jP7EAI","","53.0","9f8903d7-e0cf-43fa-8dc3-e3c333e38a4c",""
"a4L4x0000019nfpEAA","","cb9ea34e-8ae4-45bf-bab4-7986b713864f","","","a4N4x0000017jP7EAI","","107.0","9fb15270-c14e-4de8-bc25-35bed320ddbf",""
"a4L4x0000019ngCEAQ","","42680278175229327","","","a4N4x0000017jP7EAI","","23.0","9fd55e27-693c-4068-979d-0e9c7976537d",""
"a4L4x0000019ngjEAA","","f16f010b-f885-4dd3-9d83-76e2c389f196","","","a4N4x0000017jP7EAI","","69.0","9fe08393-d36f-4fe6-b1d7-8c017d9084d9",""
"a4L4x0000019nfkEAA","","f32b2588-737f-454c-a28a-d9d239ee3c31","","","a4N4x0000017jP7EAI","","96.0","a08e1bdb-d8c0-4348-9f0a-5d9acdcfbbcb",""
"a4L4x0000019nf6EAA","","42705355773375417","","","a4N4x0000017jP7EAI","","7.0","a0cc1443-d7fa-405c-b9a0-2e1d89119fb3",""
"a4L4x0000019nhdEAA","","42772657837778931","","","a4N4x0000017jP8EAI","","108.0","a0ce2211-9b5f-4649-9180-a576a9b882af",""
"a4L4x0000019nfUEAQ","","00b02ec3-104c-40ab-8cb0-b4ab5f2cf20f","","","a4N4x0000017jP7EAI","","78.0","a107a3ed-b33b-49b4-8c21-66080be64db6",""
"a4L4x0000019ncTEAQ","","42083293833106223","","","a4N4x0000017jP9EAI","","230.0","a1b6eed6-8cca-45d3-9ac6-9b870b17daa4",""
"a4L4x0000019nbmEAA","","42166576332563808","","","a4N4x0000017jP9EAI","","226.0","a1f97a05-eb81-49a2-8640-e72b921ae821",""
"a4L4x0000019nchEAA","","42135453493274515","","","a4N4x0000017jP9EAI","","4.0","a2855d78-3031-4aec-9033-7145235b80c2",""
"a4L4x0000019ngLEAQ","","42614594947310745","","","a4N4x0000017jP7EAI","","32.0","a3701fd9-067e-4d09-901b-d4029f5dcc9a",""
"a4L4x0000019nfvEAA","","42342710859684568","","","a4N4x0000017jP7EAI","","12.0","a3f5ccd8-b458-49f7-8382-cc57afc4529e",""
"a4L4x0000019ngMEAQ","","42425692878418259","","","a4N4x0000017jP7EAI","","33.0","a52509a2-f0cb-468a-85d9-79330d30015f",""
"a4L4x0000019ncVEAQ","","42833407177390590","","","a4N4x0000017jP9EAI","","232.0","a545a76f-26bb-4199-b14c-317b0af0ce47",""
"a4L4x0000019nhOEAQ","","42127266969809100","","","a4N4x0000017jP8EAI","","93.0","a5ec9abb-691c-4efc-a68f-a5badddaca54",""
"a4L4x0000019ndOEAQ","","42163846925055635","","","a4N4x0000017jP9EAI","","31.0","a69c1aa7-7f3d-4102-859b-6008acf626d7",""
"a4L4x0000019nfJEAQ","","73bf2369-1ce6-4d0c-91ea-452fe6aa8580","","","a4N4x0000017jP7EAI","","50.0","a7111afe-9f45-4a74-9030-d0ece12e2d7a",""
"a4L4x0000019nhrEAA","","42889837018715667","","","a4N4x0000017jP8EAI","","16.0","a7387c24-b69b-4b89-83c7-f31cd5553431",""
"a4L4x0000019nifEAA","","42106524324503338","","","a4N4x0000017jP8EAI","","31.0","a85ccc4d-5723-4424-9400-f1566c106cb3",""
"a4L4x0000019niZEAQ","","42416141958480465","","","a4N4x0000017jP8EAI","","25.0","ab17c75f-fd3c-488e-892f-022a36c72116",""
"a4L4x0000019ne4EAA","","42581010365826840","","","a4N4x0000017jP9EAI","","201.0","ab98c9f5-de69-47cf-973b-7ff9f27301ad",""
"a4L4x0000019nfZEAQ","","87cec542-88b0-46db-ad29-4b8aebeb6fd2","","","a4N4x0000017jP7EAI","","85.0","abd19d12-aa8e-48f9-a880-a1ab2931903e",""
"a4L4x0000019nfYEAQ","","5df63bf8-b11b-43fe-8c91-b23a24cf01e1","","","a4N4x0000017jP7EAI","","84.0","b003f5dd-5247-4002-a94e-fdb8e588ce5e",""
"a4L4x0000019nbnEAA","","42079877452447921","","","a4N4x0000017jP9EAI","","0.0","b088e713-64cd-4361-9241-3399b1e29f5d",""
"a4L4x0000019neDEAQ","","42075941061961590","","","a4N4x0000017jP9EAI","","105.0","b184e982-0f96-4bd0-9747-97ebe321783e",""
"a4L4x0000019ncqEAA","","42089147332676529","","","a4N4x0000017jP9EAI","","13.0","b1863ab6-dc53-47f1-8fae-e95d0d429c20",""
"a4L4x0000019niVEAQ","","42925823002882882","","","a4N4x0000017jP8EAI","","143.0","b1ec3f40-de00-4d14-bc91-355b08b4faec",""
"a4L4x0000019nf9EAA","","42849127223717724","","","a4N4x0000017jP7EAI","","40.0","b226189a-47b4-4c37-83c8-172768cbe0ac",""
"a4L4x0000019ndJEAQ","","42003499680366772","","","a4N4x0000017jP9EAI","","26.0","b2470924-6c8c-4c51-a7f7-ae818b084ebc",""
"a4L4x0000019ncXEAQ","","42654697020575135","","","a4N4x0000017jP9EAI","","66.0","b27dd6e8-c8e0-4dca-9cd5-11a87485653c",""
"a4L4x0000019nfFEAQ","","42779415427682424","","","a4N4x0000017jP7EAI","","46.0","b316103c-460f-4fc8-a9a1-a42a497d0ed3",""
"a4L4x0000019nclEAA","","42417724931354783","","","a4N4x0000017jP9EAI","","8.0","b3f49c6d-6534-41a6-9ff3-e16b334ff8c1",""
"a4L4x0000019nf5EAA","","42319011331260522","","","a4N4x0000017jP7EAI","","6.0","b482d242-00d7-43a2-971f-e4face446de1",""
"a4L4x0000019nefEAA","","42150386028629516","","","a4N4x0000017jP9EAI","","168.0","b4a9af0f-d2d0-4925-befb-a7b54d3626b9",""
"a4L4x0000019neUEAQ","","42359247143500238","","","a4N4x0000017jP9EAI","","207.0","b5a8774e-f82e-489d-9285-2ef90660139e",""
"a4L4x0000019ndtEAA","","42095760813878162","","","a4N4x0000017jP9EAI","","190.0","b5e88301-fb0d-4819-8b39-35fde0ceeeb0",""
"a4L4x0000019nfoEAA","","d72c5cf7-fb53-43d5-80ca-481b14e38948","","","a4N4x0000017jP7EAI","","106.0","b5f8c7ff-8008-4dd3-9646-b58966cfcd6a",""
"a4L4x0000019ncSEAQ","","42396095320485705","","","a4N4x0000017jP9EAI","","229.0","b6170d36-a1c9-4925-93c8-032ae16d4f95",""
"a4L4x0000019nhGEAQ","","42657410466643425","","","a4N4x0000017jP8EAI","","85.0","b6be9ee9-45db-4017-aeed-8c7b666ec347",""
"a4L4x0000019ngyEAA","","42183156484070304","","","a4N4x0000017jP8EAI","","76.0","b71a0381-a646-4f8f-8de0-69a418c32388",""
"a4L4x0000019nevEAA","","42900745164024685","","","a4N4x0000017jP9EAI","","119.0","b7f54726-1438-4af3-8a00-982ba7a28200",""
"a4L4x0000019njBEAQ","","42829453314316755","","","a4N4x0000017jP8EAI","","54.0","b86b9aaa-c05f-4088-9309-e1911ef275c7",""
