"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","nFORCE__Data__c","nFORCE__Icon__c","nFORCE__Parameters__c","nFORCE__Script_Resource_Eight__c","nFORCE__Script_Resource_Eleven__c","nFORCE__Script_Resource_Fifteen__c","nFORCE__Script_Resource_Five__c","nFORCE__Script_Resource_Four__c","nFORCE__Script_Resource_Fourteen__c","nFORCE__Script_Resource_Nine__c","nFORCE__Script_Resource_One__c","nFORCE__Script_Resource_Seven__c","nFORCE__Script_Resource_Six__c","nFORCE__Script_Resource_Ten__c","nFORCE__Script_Resource_Thirteen__c","nFORCE__Script_Resource_Three__c","nFORCE__Script_Resource_Twelve__c","nFORCE__Script_Resource_Two__c","nFORCE__Stylesheet_Resource_Eight__c","nFORCE__Stylesheet_Resource_Five__c","nFORCE__Stylesheet_Resource_Four__c","nFORCE__Stylesheet_Resource_Nine__c","nFORCE__Stylesheet_Resource_One__c","nFORCE__Stylesheet_Resource_Seven__c","nFORCE__Stylesheet_Resource_Six__c","nFORCE__Stylesheet_Resource_Ten__c","nFORCE__Stylesheet_Resource_Three__c","nFORCE__Stylesheet_Resource_Two__c","nFORCE__Type__c","nFORCE__View__c","nFORCE__lookupKey__c","nFORCE__Is_Angular__c","nFORCE__Is_Knockout__c","nFORCE__Is_Narrative__c"
"a17WE00006w0TDUYA2","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42115208461604074","false","true","true"
"a17WE00006w0TDVYA2","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42118740669044497","false","true","true"
"a17WE00006w0TDWYA2","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42120926646352448","false","true","true"
"a17WE00006w0TDXYA2","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42121071618343657","false","true","true"
"a17WE00006w0TDYYA2","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42122323151233351","false","true","true"
"a17WE00006w0TDZYA2","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42123334589756972","false","true","true"
"a17WE00006w0TDaYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42123522083264252","false","true","true"
"a17WE00006w0TDbYAM","005al00000RVcKvAAL","false","LifeCycle.Payment_Structure_Summary","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","debug:true;group:loan;route:payment-structure","","","","","","","","LLC_BI__payment_structure_summary_app","","","","","nFORCE__screen_models","","LLC_BI__payment_structure_summary_viewModel","","","","","LLC_BI__payment_calculator_css","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;payment_structure_summary&#39;}&quot;&gt;&lt;/div&gt;","42124531341326514","false","true","false"
"a17WE00006w0TDcYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42124860296729099","false","true","true"
"a17WE00006w0TDdYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42126175228763952","false","true","true"
"a17WE00006w0TDeYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42129000911437190","false","true","true"
"a17WE00006w0TDfYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42129596870232114","false","true","true"
"a17WE00006w0TDgYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","In this section, I can have static narrative if there are components of my existing credit memo that never change.  <ul><li>I can also customize the format of the text within this field.</li><li>Using some useful editing components which have been incorporated for <b>your convenience</b>.</li><li>Things like FONT, SIZE, <i>ITALICS</i>, COLOR, and <u>UNDERLINING</u> can all be accomplished.</li></ul>     We can also insert charts and photos to accommodate details that may be stored in other components.   ","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42129778232567689","false","true","true"
"a17WE00006w0TDhYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42130255037591349","false","true","true"
"a17WE00006w0TDiYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42130752820627948","false","true","true"
"a17WE00006w0TDjYAM","005al00000RVcKvAAL","false","LifeCycle.Payment_Structure_Summary","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","debug:true;group:loan;route:payment-structure","","","","","","","","LLC_BI__payment_structure_summary_app","","","","","nFORCE__screen_models","","LLC_BI__payment_structure_summary_viewModel","","","","","LLC_BI__payment_calculator_css","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;payment_structure_summary&#39;}&quot;&gt;&lt;/div&gt;","42131415434416881","false","true","false"
"a17WE00006w0TDkYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42134553761774068","false","true","true"
"a17WE00006w0TDlYAM","005al00000RVcKvAAL","false","LifeCycle.Spread_Base","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","filterSpreadsByLoanId:true","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","","42134819635918764","false","true","false"
"a17WE00006w0TDmYAM","005al00000RVcKvAAL","false","Risk_Grade_Worksheet","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","readOnly:true;","","","","","","","","LLC_BI__risk_grade_worksheet_app","","","","","LLC_BI__risk_grade_worksheet_viewModel","","LLC_BI__risk_grade_models","","","","","LLC_BI__risk_grade_worksheet_css","","","","","","Knockout","&lt;div data-bind=&quot;template: {name: &#39;riskGradeWorksheet-template&#39;}&quot; /&gt;","42135206758205025","false","true","false"
"a17WE00006w0TDnYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42137555193430042","false","true","true"
"a17WE00006w0TDoYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42138888865574863","false","true","true"
"a17WE00006w0TDpYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","A lender or anyone in the credit process with the need to do so can add their commentary/recommendations in this section with formatting options to help make the text as meaningful as they would like.     We need to do this deal!","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42139733223154633","false","true","true"
"a17WE00006w0TDqYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42141122885554291","false","true","true"
"a17WE00006w0TDrYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42144238868439873","false","true","true"
"a17WE00006w0TDsYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","A lender or anyone in the credit process with the need to do so can add their commentary/recommendations in this section with formatting options to help make the text as meaningful as they would like.     We need to do this deal!","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42144284895491459","false","true","true"
"a17WE00006w0TDtYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42144816150959149","false","true","true"
"a17WE00006w0TDuYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42146448043968061","false","true","true"
"a17WE00006w0TDvYAM","005al00000RVcKvAAL","false","LifeCycle.Payment_Structure_Summary","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","debug:true;group:loan;route:payment-structure","","","","","","","","LLC_BI__payment_structure_summary_app","","","","","nFORCE__screen_models","","LLC_BI__payment_structure_summary_viewModel","","","","","LLC_BI__payment_calculator_css","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;payment_structure_summary&#39;}&quot;&gt;&lt;/div&gt;","42147816317173941","false","true","false"
"a17WE00006w0TDwYAM","005al00000RVcKvAAL","false","LifeCycle.Spread_Base","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","filterSpreadsByLoanId:true","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","","42149108325615206","false","true","false"
"a17WE00006w0TDxYAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42150247859615980","false","true","true"
"a17WE00006w0TDyYAM","005al00000RVcKvAAL","false","LifeCycle.Default_Widget","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","LLC_BI__default_widget_app","","","","","","","LLC_BI__default_widget_viewModel","","","","","","","","","","","Knockout","&lt;table class=&quot;table&quot;&gt; &lt;tr&gt; &lt;th&gt;Date&lt;/th&gt; &lt;th&gt;Assigned To&lt;/th&gt; &lt;th&gt;Actual Approver&lt;/th&gt; &lt;th&gt;Status&lt;/th&gt; &lt;th&gt;Comments&lt;/th&gt; &lt;/tr&gt; &lt;!-- ko foreach: approvalHistory --&gt; &lt;!-- ko foreach: steps --&gt; &lt;tr&gt; &lt;td data-bind=&quot;dateText: theDate&quot; /&gt; &lt;td&gt; &lt;span data-bind=&quot;text: originalActor.name&quot; /&gt; &lt;/td&gt; &lt;td&gt; &lt;span data-bind=&quot;text: assignedActor.name&quot; /&gt; &lt;/td&gt; &lt;td data-bind=&quot;text: status&quot; /&gt; &lt;td data-bind=&quot;text: comments&quot; /&gt; &lt;/tr&gt; &lt;!-- /ko --&gt; &lt;!-- /ko --&gt; &lt;/table&gt;","42153591005945550","false","true","false"
"a17WE00006w0TDzYAM","005al00000RVcKvAAL","false","Risk_Grade_Worksheet","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","readOnly:true;","","","","","","","","LLC_BI__risk_grade_worksheet_app","","","","","LLC_BI__risk_grade_worksheet_viewModel","","LLC_BI__risk_grade_models","","","","","LLC_BI__risk_grade_worksheet_css","","","","","","Knockout","&lt;div data-bind=&quot;template: {name: &#39;riskGradeWorksheet-template&#39;}&quot; /&gt;","42153817395509725","false","true","false"
"a17WE00006w0TE0YAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42154744960102467","false","true","true"
"a17WE00006w0TE1YAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42155925827473834","false","true","true"
"a17WE00006w0TE2YAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42167047595387293","false","true","true"
"a17WE00006w0TE3YAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42167303237366064","false","true","true"
"a17WE00006w0TE4YAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","maxSize: 12000000;","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42167380681636667","false","true","true"
"a17WE00006w0TE5YAM","005al00000RVcKvAAL","false","LifeCycle.Default_Widget","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","LLC_BI__default_widget_app","","","","","","","LLC_BI__default_widget_viewModel","","","","","","","","","","","Knockout","&lt;table class=&quot;table&quot;&gt; &lt;tr&gt; &lt;th&gt;Date&lt;/th&gt; &lt;th&gt;Assigned To&lt;/th&gt; &lt;th&gt;Actual Approver&lt;/th&gt; &lt;th&gt;Status&lt;/th&gt; &lt;th&gt;Comments&lt;/th&gt; &lt;/tr&gt; &lt;!-- ko foreach: approvalHistory --&gt; &lt;!-- ko foreach: steps --&gt; &lt;tr&gt; &lt;td data-bind=&quot;dateText: theDate&quot; /&gt; &lt;td&gt; &lt;span data-bind=&quot;text: originalActor.lastName&quot; /&gt;, &lt;span data-bind=&quot;text: originalActor.firstName&quot; /&gt; &lt;/td&gt; &lt;td&gt; &lt;span data-bind=&quot;text: assignedActor.lastName&quot; /&gt;, &lt;span data-bind=&quot;text: assignedActor.firstName&quot; /&gt; &lt;/td&gt; &lt;td data-bind=&quot;text: status&quot; /&gt; &lt;td data-bind=&quot;text: comments&quot; /&gt; &lt;/tr&gt; &lt;!-- /ko --&gt; &lt;!-- /ko --&gt; &lt;/table&gt;","42167554876725629","false","true","false"
"a17WE00006w0TE6YAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42168243976644615","false","true","true"
"a17WE00006w0TE7YAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","ko_narrative_app","","","","","ko_narrative_viewModel","","screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42168517133444068","false","true","true"
"a17WE00006w0TE8YAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42170625112149162","false","true","true"
"a17WE00006w0TE9YAM","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","In this section, I can have static narrative if there are components of my existing credit memo that never change.  <ul><li>I can also customize the format of the text within this field.</li><li>Using some useful editing components which have been incorporated for <b>your convenience</b>.</li><li>Things like FONT, SIZE, <i>ITALICS</i>, COLOR, and <u>UNDERLINING</u> can all be accomplished.</li></ul>     We can also insert charts and photos to accommodate details that may be stored in other components.   ","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42170874669408048","false","true","true"
"a17WE00006w0TEAYA2","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42172393657136323","false","true","true"
"a17WE00006w0TEBYA2","005al00000RVcKvAAL","false","LifeCycle.Spread_Base","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","","42172395681080154","false","true","false"
"a17WE00006w0TECYA2","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:22.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","005al00000RVcKvAAL","2026-08-24T08:33:09.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42172548194046789","false","true","true"
