"Id","IsDeleted","Name","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Category__c"
"a238c0000054JF1AAM","false","CLA-BD-0009989","a258c000004VBJuAAO","0.0","Allowance - Drywall Support/Finishing","","34.0","","","0.0","0.0","","0.0","","","42563656296851461",""
"a238c0000054JF2AAM","false","CLA-BD-0009990","a258c000004VBK1AAO","0.0","Concrete Sidewalks","","27.0","","","0.0","0.0","0.0","0.0","","","42564132644914191",""
"a238c0000054JF3AAM","false","CLA-BD-0009991","a258c000004VBK1AAO","0.0","Electrical Material","","82.0","","","0.0","0.0","0.0","0.0","","","42565656182677049",""
"a238c0000054JF4AAM","false","CLA-BD-0009992","a258c000004VBJtAAO","0.0","Concrete Foundation( Include building slab)","","51.0","","","0.0","0.0","0.0","0.0","","","42566958015228852",""
"a238c0000054JF5AAM","false","CLA-BD-0009993","a258c000004VBK1AAO","0.0","Cedar brackets","","79.0","","","0.0","0.0","0.0","0.0","","","42567432704634805",""
"a238c0000054JF6AAM","false","CLA-BD-0009994","a258c000004VBJxAAO","0.0","Temp sidewalk","","15.0","","","0.0","0.0","","0.0","","","4256874686879947",""
"a238c0000054JF7AAM","false","CLA-BD-0009995","a258c000004VBK2AAO","0.0","Site Demolition","","22.0","","","0.0","0.0","","0.0","","","42568849395581391",""
"a238c0000054JF8AAM","false","CLA-BD-0009996","a258c000004VBJwAAO","0.0","Finish Lumber & Doors","","54.0","","","0.0","0.0","","0.0","","","42569313763142413",""
"a238c0000054JF9AAM","false","CLA-BD-0009997","a258c000004VBJyAAO","0.0","Allowance - Add'l Steel Support","","33.0","","","0.0","0.0","","0.0","","","42571027974902641",""
"a238c0000054JFAAA2","false","CLA-BD-0009998","a258c000004VBK2AAO","0.0","Finish Carpentry Labor","","60.0","","","0.0","0.0","","0.0","","","42573141128282989",""
"a238c0000054JFBAA2","false","CLA-BD-0009999","a258c000004VBJwAAO","0.0","Glass & Glazing","","65.0","","","0.0","0.0","","0.0","","","42575107492508969",""
"a238c0000054JFCAA2","false","CLA-BD-0010000","a258c000004VBJxAAO","0.0","H.V.A.C. System","","74.0","","","0.0","0.0","","0.0","","","42578165461918332",""
"a238c0000054JFDAA2","false","CLA-BD-0010001","a258c000004VBJsAAO","0.0","Sewer to Property Line","","3.0","","","0.0","0.0","0.0","0.0","","","42578611214076579",""
"a238c0000054JFEAA2","false","CLA-BD-0010002","a258c000004VBJxAAO","0.0","Rough Carpentry Material","","62.0","","","0.0","0.0","","0.0","","","42579086166156206",""
"a238c0000054JFFAA2","false","CLA-BD-0010003","a258c000004VBJsAAO","0.0","Signage","","46.0","","","0.0","0.0","0.0","0.0","","","42580392880284309",""
"a238c0000054JFGAA2","false","CLA-BD-0010004","a258c000004VBK1AAO","0.0","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","0.0","0.0","","","42580935752493828",""
"a238c0000054JFHAA2","false","CLA-BD-0010005","a258c000004VBK2AAO","0.0","Fire Extinguishers","","87.0","","","0.0","0.0","","0.0","","","42581195002332741",""
"a238c0000054JFIAA2","false","CLA-BD-0010006","a258c000004VBK2AAO","0.0","Concrete slabs/curbs (do not include in building slab)","","25.0","","","0.0","0.0","","0.0","","","42583368692811438",""
"a238c0000054JFJAA2","false","CLA-BD-0010007","a258c000004VBJwAAO","0.0","Sheet Metal","","63.0","","","0.0","0.0","","0.0","","","42583679907298522",""
"a238c0000054JFKAA2","false","CLA-BD-0010008","a258c000004VBK2AAO","0.0","Ceramic tile","","69.0","","","0.0","0.0","","0.0","","","42583835567790859",""
"a238c0000054JFLAA2","false","CLA-BD-0010009","a258c000004VBJtAAO","0.0","F.R.P. and marlite","","86.0","","","0.0","0.0","0.0","0.0","","","42584328166863781",""
"a238c0000054JFMAA2","false","CLA-BD-0010010","a258c000004VBK1AAO","0.0","Finish Hardware","","57.0","","","0.0","0.0","0.0","0.0","","","42584604181680972",""
"a238c0000054JFNAA2","false","CLA-BD-0010011","a258c000004VBJtAAO","0.0","Electrical Material","","82.0","","","0.0","0.0","0.0","0.0","","","42585191622436075",""
"a238c0000054JFOAA2","false","CLA-BD-0010012","a258c000004VBJtAAO","0.0","Preasure Washing","","43.0","","","0.0","0.0","0.0","0.0","","","42585541239079570",""
"a238c0000054JFPAA2","false","CLA-BD-0010013","a258c000004VBJsAAO","0.0","Cedar brackets","","79.0","","","0.0","0.0","0.0","0.0","","","42586769669198476",""
"a238c0000054JFQAA2","false","CLA-BD-0010014","a258c000004VBJqAAO","0.0","Plumbing","","3.0","","","0.0","0.0","","0.0","","","42587097712938779",""
"a238c0000054JFRAA2","false","CLA-BD-0010015","a258c000004VBJsAAO","0.0","Framing Labor","","58.0","","","0.0","0.0","0.0","0.0","","","42587479112666337",""
"a238c0000054JFSAA2","false","CLA-BD-0010016","a258c000004VBJtAAO","0.0","Concrete Sidewalks","","27.0","","","0.0","0.0","0.0","0.0","","","42589608607219746",""
"a238c0000054JFTAA2","false","CLA-BD-0010017","a258c000004VBJtAAO","0.0","Toilet accessories","","72.0","","","0.0","0.0","0.0","0.0","","","42591886293461653",""
"a238c0000054JFUAA2","false","CLA-BD-0010018","a258c000004VBJvAAO","0.0","Mechanical","","2.0","","","0.0","0.0","","0.0","","","42592496802184260",""
"a238c0000054JFVAA2","false","CLA-BD-0010019","a258c000004VBJxAAO","0.0","Insulation","","64.0","","","0.0","0.0","","0.0","","","42593500468085494",""
"a238c0000054JFWAA2","false","CLA-BD-0010020","a258c000004VBJwAAO","0.0","Acoustic Tile","","67.0","","","0.0","0.0","","0.0","","","42594028438269021",""
"a238c0000054JFXAA2","false","CLA-BD-0010021","a258c000004VBJxAAO","0.0","Sheet Metal","","63.0","","","0.0","0.0","","0.0","","","42595880475701529",""
"a238c0000054JFYAA2","false","CLA-BD-0010022","a258c000004VBK2AAO","0.0","Electrical Material","","82.0","","","0.0","0.0","","0.0","","","42597159574408341",""
"a238c0000054JFZAA2","false","CLA-BD-0010023","a258c000004VBJrAAO","0.0","General Conditions","","29.0","","","0.0","0.0","","0.0","","","42599135747264656",""
"a238c0000054JFaAAM","false","CLA-BD-0010024","a258c000004VBJzAAO","0.0","Drywall and Framing","","7.0","","","0.0","0.0","","0.0","","","42601821273611643",""
"a238c0000054JFbAAM","false","CLA-BD-0010025","a258c000004VBJyAAO","0.0","Joint Sealers","","13.0","","","0.0","0.0","","0.0","","","42602165390756683",""
"a238c0000054JFcAAM","false","CLA-BD-0010026","a258c000004VBK1AAO","0.0","Concrete light bases","","28.0","","","0.0","0.0","0.0","0.0","","","42604080704897172",""
"a238c0000054JFdAAM","false","CLA-BD-0010027","a258c000004VBJwAAO","0.0","Street paving and markings","","14.0","","","0.0","0.0","","0.0","","","42607460221533445",""
"a238c0000054JFeAAM","false","CLA-BD-0010028","a258c000004VBK1AAO","0.0","Site Lighting Material","","30.0","","","0.0","0.0","0.0","0.0","","","42608552132632692",""
"a238c0000054JFfAAM","false","CLA-BD-0010029","a258c000004VBJrAAO","0.0","Fire Protection","","26.0","","","0.0","0.0","","0.0","","","42608618981829783",""
"a238c0000054JFgAAM","false","CLA-BD-0010030","a258c000004VBJyAAO","0.0","S & C Bond","","30.0","","","0.0","0.0","","0.0","","","42609722069178266",""
"a238c0000054JFhAAM","false","CLA-BD-0010031","a258c000004VBJqAAO","0.0","CMU - Stucco","","11.0","","","0.0","0.0","","0.0","","","42610507487340650",""
"a238c0000054JFiAAM","false","CLA-BD-0010032","a258c000004VBJtAAO","0.0","Insulation","","64.0","","","0.0","0.0","0.0","0.0","","","42611982761223309",""
"a238c0000054JFjAAM","false","CLA-BD-0010033","a258c000004VBJrAAO","0.0","Rough Carpentry","","9.0","","","0.0","0.0","","0.0","","","42615863740049765",""
"a238c0000054JFkAAM","false","CLA-BD-0010034","a258c000004VBJsAAO","0.0","Concrete light bases","","28.0","","","0.0","0.0","0.0","0.0","","","42619683087951044",""
"a238c0000054JFlAAM","false","CLA-BD-0010035","a258c000004VBJuAAO","0.0","Resilient and Carpet Flooring","","20.0","","","0.0","0.0","","0.0","","","42620958039176433",""
"a238c0000054JFmAAM","false","CLA-BD-0010036","a258c000004VBJyAAO","0.0","Sitework","","1.0","","","0.0","0.0","","0.0","","","42621322851003010",""
"a238c0000054JFnAAM","false","CLA-BD-0010037","a258c000004VBJwAAO","0.0","Fire Hydrant","","40.0","","","0.0","0.0","","0.0","","","42622227465873208",""
"a238c0000054JFoAAM","false","CLA-BD-0010038","a258c000004VBJxAAO","0.0","Acoustic Tile","","67.0","","","0.0","0.0","","0.0","","","42624508960291417",""
"a238c0000054JFpAAM","false","CLA-BD-0010039","a258c000004VBJyAAO","0.0","Unit Masonry","","7.0","","","0.0","0.0","","0.0","","","42625695041278474",""
"a238c0000054JFqAAM","false","CLA-BD-0010040","a258c000004VBJsAAO","0.0","Plumbing","","76.0","","","0.0","0.0","0.0","0.0","","","42625706685896434",""
"a238c0000054JFrAAM","false","CLA-BD-0010041","a258c000004VBJtAAO","0.0","Gas to Property Line","","1.0","","","0.0","0.0","0.0","0.0","","","42626072768553893",""
"a238c0000054JFsAAM","false","CLA-BD-0010042","a258c000004VBJxAAO","0.0","Cabinets / Millwork","","88.0","","","0.0","0.0","","0.0","","","42626353128838175",""
"a238c0000054JFtAAM","false","CLA-BD-0010043","a258c000004VBJwAAO","0.0","Electrical Labor","","81.0","","","0.0","0.0","","0.0","","","42631617551377423",""
"a238c0000054JFuAAM","false","CLA-BD-0010044","a258c000004VBK1AAO","0.0","Cabinets / Millwork","","88.0","","","0.0","0.0","0.0","0.0","","","42632781624052178",""
"a238c0000054JFvAAM","false","CLA-BD-0010045","a258c000004VBK2AAO","0.0","Telephone Underground","","33.0","","","0.0","0.0","","0.0","","","42632792106961280",""
"a238c0000054JFwAAM","false","CLA-BD-0010046","a258c000004VBK1AAO","0.0","Wheel stops","","42.0","","","0.0","0.0","0.0","0.0","","","42634339669795368",""
"a238c0000054JFxAAM","false","CLA-BD-0010047","a258c000004VBJwAAO","0.0","Ceramic tile","","69.0","","","0.0","0.0","","0.0","","","42634814139605158",""
"a238c0000054JFyAAM","false","CLA-BD-0010048","a258c000004VBJqAAO","0.0","O&P","","23.0","","","0.0","0.0","","0.0","","","42636481232665608",""
"a238c0000054JFzAAM","false","CLA-BD-0010049","a258c000004VBK2AAO","0.0","Plumbing","","76.0","","","0.0","0.0","","0.0","","","42636780833946668",""
"a238c0000054JG0AAM","false","CLA-BD-0010050","a258c000004VBJsAAO","0.0","100 ft secondary service","","84.0","","","0.0","0.0","0.0","0.0","","","42638169021003809",""
"a238c0000054JG1AAM","false","CLA-BD-0010051","a258c000004VBJtAAO","0.0","Grade fill / cut","","21.0","","","0.0","0.0","0.0","0.0","","","42638746188691169",""
"a238c0000054JG2AAM","false","CLA-BD-0010052","a258c000004VBK1AAO","0.0","Fire Hydrant","","40.0","","","0.0","0.0","0.0","0.0","","","42639140566329148",""
"a238c0000054JG3AAM","false","CLA-BD-0010053","a258c000004VBK1AAO","0.0","Temp sidewalk","","15.0","","","0.0","0.0","0.0","0.0","","","42639835980245422",""
"a238c0000054JG4AAM","false","CLA-BD-0010054","a258c000004VBJuAAO","0.0","Unit Masonry","","7.0","","","0.0","0.0","","0.0","","","42642645678479732",""
"a238c0000054JG5AAM","false","CLA-BD-0010055","a258c000004VBJvAAO","0.0","Ceiling","","6.0","","","0.0","0.0","","0.0","","","4264280103920152",""
"a238c0000054JG6AAM","false","CLA-BD-0010056","a258c000004VBK2AAO","0.0","Fire Hydrant","","40.0","","","0.0","0.0","","0.0","","","42642947939474463",""
"a238c0000054JG7AAM","false","CLA-BD-0010057","a258c000004VBK1AAO","0.0","New sidewalk","","12.0","","","0.0","0.0","0.0","0.0","","","42647448333286074",""
"a238c0000054JG8AAM","false","CLA-BD-0010058","a258c000004VBJvAAO","0.0","General Conditions","","22.0","","","0.0","0.0","","0.0","","","42650402289214235",""
"a238c0000054JG9AAM","false","CLA-BD-0010059","a258c000004VBJvAAO","0.0","Plumbing","","3.0","","","0.0","0.0","","0.0","","","42651272663354785",""
"a238c0000054JGAAA2","false","CLA-BD-0010060","a258c000004VBJxAAO","0.0","Corporate Decor Package Installation","","93.0","","","0.0","0.0","","0.0","","","42651329872621154",""
"a238c0000054JGBAA2","false","CLA-BD-0010061","a258c000004VBJsAAO","0.0","Cabinets / Millwork","","88.0","","","0.0","0.0","0.0","0.0","","","42652344007621176",""
"a238c0000054JGCAA2","false","CLA-BD-0010062","a258c000004VBJvAAO","0.0","Flooring","","5.0","","","0.0","0.0","","0.0","","","42654211310096662",""
"a238c0000054JGDAA2","false","CLA-BD-0010063","a258c000004VBK1AAO","0.0","Offsite Demolition","","10.0","","","0.0","0.0","0.0","0.0","","","42655123407481451",""
"a238c0000054JGEAA2","false","CLA-BD-0010064","a258c000004VBK2AAO","0.0","Power Management System","","83.0","","","0.0","0.0","","0.0","","","42655163138213961",""
"a238c0000054JGFAA2","false","CLA-BD-0010065","a258c000004VBJsAAO","0.0","Preasure Washing","","43.0","","","0.0","0.0","0.0","0.0","","","42657440002679518",""
"a238c0000054JGGAA2","false","CLA-BD-0010066","a258c000004VBK2AAO","0.0","Plumbing sit work","","32.0","","","0.0","0.0","","0.0","","","42658194635651154",""
"a238c0000054JGHAA2","false","CLA-BD-0010067","a258c000004VBJxAAO","0.0","Finish Lumber & Doors","","54.0","","","0.0","0.0","","0.0","","","42659162641070782",""
"a238c0000054JGIAA2","false","CLA-BD-0010068","a258c000004VBJtAAO","0.0","Misc.","","92.0","","","0.0","0.0","0.0","0.0","","","42659302964830145",""
"a238c0000054JGJAA2","false","CLA-BD-0010069","a258c000004VBJxAAO","0.0","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","0.0","0.0","","0.0","","","42660170386449149",""
"a238c0000054JGKAA2","false","CLA-BD-0010070","a258c000004VBJwAAO","0.0","New approaches","","13.0","","","0.0","0.0","","0.0","","","42663101474468650",""
"a238c0000054JGLAA2","false","CLA-BD-0010071","a258c000004VBK2AAO","0.0","Toilet Partitions","","89.0","","","0.0","0.0","","0.0","","","42665672530231973",""
"a238c0000054JGMAA2","false","CLA-BD-0010072","a258c000004VBJxAAO","0.0","New sidewalk","","12.0","","","0.0","0.0","","0.0","","","42669069926170208",""
"a238c0000054JGNAA2","false","CLA-BD-0010073","a258c000004VBJsAAO","0.0","TABC - Air Balance (Required)","","75.0","","","0.0","0.0","0.0","0.0","","","42671249476185544",""
"a238c0000054JGOAA2","false","CLA-BD-0010074","a258c000004VBJxAAO","0.0","Masonry/Building","","52.0","","","0.0","0.0","","0.0","","","42671515751372726",""
"a238c0000054JGPAA2","false","CLA-BD-0010075","a258c000004VBJtAAO","0.0","Bollard w/ Covers","","37.0","","","0.0","0.0","0.0","0.0","","","42671781518424246",""
"a238c0000054JGQAA2","false","CLA-BD-0010076","a258c000004VBK1AAO","0.0","Street paving and markings","","14.0","","","0.0","0.0","0.0","0.0","","","42675445061721387",""
"a238c0000054JGRAA2","false","CLA-BD-0010077","a258c000004VBJrAAO","0.0","Structural Steel","","8.0","","","0.0","0.0","","0.0","","","42675575780116620",""
"a238c0000054JGSAA2","false","CLA-BD-0010078","a258c000004VBJuAAO","0.0","Doors/Frames/Hardware","","14.0","","","0.0","0.0","","0.0","","","42677220132964765",""
"a238c0000054JGTAA2","false","CLA-BD-0010079","a258c000004VBJxAAO","0.0","Off site fire hydrant","","8.0","","","0.0","0.0","","0.0","","","42677223692590863",""
"a238c0000054JGUAA2","false","CLA-BD-0010080","a258c000004VBJwAAO","0.0","Landscaping w/ Irrigation (Required)","","36.0","","","0.0","0.0","","0.0","","","42677542980799964",""
"a238c0000054JGVAA2","false","CLA-BD-0010081","a258c000004VBJuAAO","0.0","Cast in Place Concrete","","5.0","","","0.0","0.0","","0.0","","","42677823870627021",""
"a238c0000054JGWAA2","false","CLA-BD-0010082","a258c000004VBJsAAO","0.0","Telephone Underground","","33.0","","","0.0","0.0","0.0","0.0","","","42678173592293945",""
"a238c0000054JGXAA2","false","CLA-BD-0010083","a258c000004VBJwAAO","0.0","Finish Carpentry Labor","","60.0","","","0.0","0.0","","0.0","","","42681694426914343",""
"a238c0000054JGYAA2","false","CLA-BD-0010084","a258c000004VBK1AAO","0.0","Concrete Foundation( Include building slab)","","51.0","","","0.0","0.0","0.0","0.0","","","42684110528665480",""
"a238c0000054JGZAA2","false","CLA-BD-0010085","a258c000004VBK2AAO","0.0","Concrete paving","","34.0","","","0.0","0.0","","0.0","","","42686005043026254",""
"a238c0000054JGaAAM","false","CLA-BD-0010086","a258c000004VBJuAAO","0.0","Linear Metal Ceilings","","19.0","","","0.0","0.0","","0.0","","","42686726561016197",""
"a238c0000054JGbAAM","false","CLA-BD-0010087","a258c000004VBJxAAO","0.0","Concrete light bases","","28.0","","","0.0","0.0","","0.0","","","42687116135468528",""
"a238c0000054JGcAAM","false","CLA-BD-0010088","a258c000004VBJyAAO","0.0","Structural Steel","","8.0","","","0.0","0.0","","0.0","","","42689059522858611",""
"a238c0000054JGdAAM","false","CLA-BD-0010089","a258c000004VBJtAAO","0.0","Painting","","68.0","","","0.0","0.0","0.0","0.0","","","42692485968980203",""
"a238c0000054JGeAAM","false","CLA-BD-0010090","a258c000004VBJwAAO","0.0","Metal Fab","","78.0","","","0.0","0.0","","0.0","","","42697897025318898",""
"a238c0000054JGfAAM","false","CLA-BD-0010091","a258c000004VBJwAAO","0.0","New Curb & Gutter","","11.0","","","0.0","0.0","","0.0","","","42698753606073882",""
"a238c0000054JGgAAM","false","CLA-BD-0010092","a258c000004VBJxAAO","0.0","Electrical Material","","82.0","","","0.0","0.0","","0.0","","","42700033471296741",""
"a238c0000054JGhAAM","false","CLA-BD-0010093","a258c000004VBK2AAO","0.0","Electrical Labor","","81.0","","","0.0","0.0","","0.0","","","42702395256446626",""
"a238c0000054JGiAAM","false","CLA-BD-0010094","a258c000004VBJuAAO","0.0","Allowance - Mis Paving Earthwork","","32.0","","","0.0","0.0","","0.0","","","42705633390981490",""
"a238c0000054JGjAAM","false","CLA-BD-0010095","a258c000004VBJwAAO","0.0","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","","0.0","","","42707143803860408",""
"a238c0000054JGkAAM","false","CLA-BD-0010096","a258c000004VBJxAAO","0.0","Gas to Property Line","","1.0","","","0.0","0.0","","0.0","","","42707518422274797",""
"a238c0000054JGlAAM","false","CLA-BD-0010097","a258c000004VBJyAAO","0.0","Allowance - Drywall Support/Finishing","","34.0","","","0.0","0.0","","0.0","","","42708419265474916",""
"a238c0000054JGmAAM","false","CLA-BD-0010098","a258c000004VBJxAAO","0.0","Survey","","18.0","","","0.0","0.0","","0.0","","","42709059929897159",""
"a238c0000054JGnAAM","false","CLA-BD-0010099","a258c000004VBK2AAO","0.0","Site Lighting Material","","30.0","","","0.0","0.0","","0.0","","","42709951400384944",""
"a238c0000054JGoAAM","false","CLA-BD-0010100","a258c000004VBK1AAO","0.0","Survey","","18.0","","","0.0","0.0","0.0","0.0","","","42715063826203440",""
"a238c0000054JGpAAM","false","CLA-BD-0010101","a258c000004VBJsAAO","0.0","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","0.0","0.0","","","42716542934575386",""
"a238c0000054JGqAAM","false","CLA-BD-0010102","a258c000004VBK1AAO","0.0","F.R.P. and marlite","","86.0","","","0.0","0.0","0.0","0.0","","","42719108399509862",""
"a238c0000054JGrAAM","false","CLA-BD-0010103","a258c000004VBK2AAO","0.0","New approaches","","13.0","","","0.0","0.0","","0.0","","","42721280454363625",""
"a238c0000054JGsAAM","false","CLA-BD-0010104","a258c000004VBK1AAO","0.0","Fire Extinguishers","","87.0","","","0.0","0.0","0.0","0.0","","","42721649497475817",""
"a238c0000054JGtAAM","false","CLA-BD-0010105","a258c000004VBJsAAO","0.0","Plumbing sit work","","32.0","","","0.0","0.0","0.0","0.0","","","42722379615252063",""
"a238c0000054JGuAAM","false","CLA-BD-0010106","a258c000004VBJwAAO","0.0","Wood Doors","","56.0","","","0.0","0.0","","0.0","","","42722466258805063",""
"a238c0000054JGvAAM","false","CLA-BD-0010107","a258c000004VBJtAAO","0.0","Power Management System","","83.0","","","0.0","0.0","0.0","0.0","","","42722512141694029",""
"a238c0000054JGwAAM","false","CLA-BD-0010108","a258c000004VBJxAAO","0.0","Drywall & Metal Studs","","66.0","","","0.0","0.0","","0.0","","","42724202134594379",""
"a238c0000054JGxAAM","false","CLA-BD-0010109","a258c000004VBJzAAO","0.0","Millwork","","14.0","","","0.0","0.0","","0.0","","","42725874827067433",""
"a238c0000054JGyAAM","false","CLA-BD-0010110","a258c000004VBJwAAO","0.0","Lighting Fixtures","","85.0","","","0.0","0.0","","0.0","","","42726104476460515",""
"a238c0000054JGzAAM","false","CLA-BD-0010111","a258c000004VBJrAAO","0.0","Change Orders","","36.0","","","0.0","0.0","","0.0","","","42727665587049337",""
"a238c0000054JH0AAM","false","CLA-BD-0010112","a258c000004VBJtAAO","0.0","Storm Drain","","26.0","","","0.0","0.0","0.0","0.0","","","42728038952622267",""
"a238c0000054JH1AAM","false","CLA-BD-0010113","a258c000004VBJuAAO","0.0","S & C Bond","","30.0","","","0.0","0.0","","0.0","","","42729225202556486",""
"a238c0000054JH2AAM","false","CLA-BD-0010114","a258c000004VBJrAAO","0.0","Tilt-Up Precast Concrete","","6.0","","","0.0","0.0","","0.0","","","42729334508640524",""
"a238c0000054JH3AAM","false","CLA-BD-0010115","a258c000004VBJtAAO","0.0","Finish Carpentry Labor","","60.0","","","0.0","0.0","0.0","0.0","","","42729470484298065",""
"a238c0000054JH4AAM","false","CLA-BD-0010116","a258c000004VBJwAAO","0.0","Off site fire hydrant","","8.0","","","0.0","0.0","","0.0","","","42731565287870165",""
"a238c0000054JH5AAM","false","CLA-BD-0010117","a258c000004VBK1AAO","0.0","Sheet Metal","","63.0","","","0.0","0.0","0.0","0.0","","","42732147636264141",""
"a238c0000054JH6AAM","false","CLA-BD-0010118","a258c000004VBJsAAO","0.0","Toilet Partitions","","89.0","","","0.0","0.0","0.0","0.0","","","42732258317857977",""
"a238c0000054JH7AAM","false","CLA-BD-0010119","a258c000004VBJxAAO","0.0","Site Demolition","","22.0","","","0.0","0.0","","0.0","","","42732607136102219",""
"a238c0000054JH8AAM","false","CLA-BD-0010120","a258c000004VBK2AAO","0.0","Structural Steel","","53.0","","","0.0","0.0","","0.0","","","42733062906856681",""
"a238c0000054JH9AAM","false","CLA-BD-0010121","a258c000004VBJyAAO","0.0","Electrical","","28.0","","","0.0","0.0","","0.0","","","42733379171416023",""
"a238c0000054JHAAA2","false","CLA-BD-0010122","a258c000004VBJrAAO","0.0","Hydraulic Elevators","","24.0","","","0.0","0.0","","0.0","","","42733752472748276",""
"a238c0000054JHBAA2","false","CLA-BD-0010123","a258c000004VBJzAAO","0.0","Mechanical","","2.0","","","0.0","0.0","","0.0","","","42734403473313298",""
"a238c0000054JHCAA2","false","CLA-BD-0010124","a258c000004VBJxAAO","0.0","Asphalt paving & striping","","35.0","","","0.0","0.0","","0.0","","","42736903595874178",""
"a238c0000054JHDAA2","false","CLA-BD-0010125","a258c000004VBJwAAO","0.0","Signage","","46.0","","","0.0","0.0","","0.0","","","42737840698928271",""
"a238c0000054JHEAA2","false","CLA-BD-0010126","a258c000004VBJrAAO","0.0","Resilient and Carpet Flooring","","20.0","","","0.0","0.0","","0.0","","","42741352116750018",""
"a238c0000054JHFAA2","false","CLA-BD-0010127","a258c000004VBJvAAO","0.0","Roofing","","19.0","","","0.0","0.0","","0.0","","","42741399979275724",""
"a238c0000054JHGAA2","false","CLA-BD-0010128","a258c000004VBJuAAO","0.0","Fire Protection","","26.0","","","0.0","0.0","","0.0","","","42743155056530558",""
"a238c0000054JHHAA2","false","CLA-BD-0010129","a258c000004VBJsAAO","0.0","Roofing","","59.0","","","0.0","0.0","0.0","0.0","","","42743432408773329",""
"a238c0000054JHIAA2","false","CLA-BD-0010130","a258c000004VBJtAAO","0.0","Corporate Decor Package Installation","","93.0","","","0.0","0.0","0.0","0.0","","","42744142891282844",""
"a238c0000054JHJAA2","false","CLA-BD-0010131","a258c000004VBK2AAO","0.0","Building Demolition","","48.0","","","0.0","0.0","","0.0","","","42749072416130748",""
"a238c0000054JHKAA2","false","CLA-BD-0010132","a258c000004VBJzAAO","0.0","Flooring","","5.0","","","0.0","0.0","","0.0","","","42752838485734970",""
"a238c0000054JHLAA2","false","CLA-BD-0010133","a258c000004VBJxAAO","0.0","Soils","","20.0","","","0.0","0.0","","0.0","","","42753274723971832",""
"a238c0000054JHMAA2","false","CLA-BD-0010134","a258c000004VBJxAAO","0.0","Roofing","","59.0","","","0.0","0.0","","0.0","","","42754790924118209",""
"a238c0000054JHNAA2","false","CLA-BD-0010135","a258c000004VBK2AAO","0.0","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","","0.0","","","42757056433505261",""
"a238c0000054JHOAA2","false","CLA-BD-0010136","a258c000004VBJtAAO","0.0","Ceramic tile","","69.0","","","0.0","0.0","0.0","0.0","","","42757651975673884",""
"a238c0000054JHPAA2","false","CLA-BD-0010137","a258c000004VBJzAAO","0.0","Lights - LED","","20.0","","","0.0","0.0","","0.0","","","42758134652290606",""
"a238c0000054JHQAA2","false","CLA-BD-0010138","a258c000004VBJsAAO","0.0","Street paving and markings","","14.0","","","0.0","0.0","0.0","0.0","","","42759388635163463",""
"a238c0000054JHRAA2","false","CLA-BD-0010139","a258c000004VBJyAAO","0.0","Termite Control","","2.0","","","0.0","0.0","","0.0","","","42762314988923784",""
"a238c0000054JHSAA2","false","CLA-BD-0010140","a258c000004VBJxAAO","0.0","Wheel stops","","42.0","","","0.0","0.0","","0.0","","","42764906906290882",""
"a238c0000054JHTAA2","false","CLA-BD-0010141","a258c000004VBJsAAO","0.0","Gas to Property Line","","1.0","","","0.0","0.0","0.0","0.0","","","4276607457744751",""
"a238c0000054JHUAA2","false","CLA-BD-0010142","a258c000004VBJyAAO","0.0","Hydraulic Elevators","","24.0","","","0.0","0.0","","0.0","","","42766501100072533",""
"a238c0000054JHVAA2","false","CLA-BD-0010143","a258c000004VBJxAAO","0.0","Electrical Labor","","81.0","","","0.0","0.0","","0.0","","","42767437914318135",""
"a238c0000054JHWAA2","false","CLA-BD-0010144","a258c000004VBJqAAO","0.0","Drywall and Framing","","7.0","","","0.0","0.0","","0.0","","","42769972314701735",""
"a238c0000054JHXAA2","false","CLA-BD-0010145","a258c000004VBJxAAO","0.0","Toilet accessories","","72.0","","","0.0","0.0","","0.0","","","42771093967820751",""
"a238c0000054JHYAA2","false","CLA-BD-0010146","a258c000004VBJsAAO","0.0","Rough Carpentry Material","","62.0","","","0.0","0.0","0.0","0.0","","","42772683834811407",""
"a238c0000054JHZAA2","false","CLA-BD-0010147","a258c000004VBK1AAO","0.0","Storm Drain","","16.0","","","0.0","0.0","0.0","0.0","","","42774505006903390",""
"a238c0000054JHaAAM","false","CLA-BD-0010148","a258c000004VBJrAAO","0.0","Finish Carpentry/Millwork","","10.0","","","0.0","0.0","","0.0","","","42775966349135705",""
"a238c0000054JHbAAM","false","CLA-BD-0010149","a258c000004VBJxAAO","0.0","Lighting Fixtures","","85.0","","","0.0","0.0","","0.0","","","42776943175110013",""
