"Id","OwnerId","IsDeleted","Name","nFORCE__Answer_Context__c","nFORCE__App__c","nFORCE__Category__c","nFORCE__Default_Collapse_Parent_Navigation__c","nFORCE__Description__c","nFORCE__Is_Archived__c","nFORCE__Is_Questionnaire__c","nFORCE__Layout__c","nFORCE__Parent_Group__c","nFORCE__Screen__c","nFORCE__Taxonomy_Id__c","nFORCE__lookupKey__c","Description_Custom__c"
"a0XWD000002y1yF2AQ","005al00000RVcKvAAL","false","Reg W","","Reg-W","","false","","false","true","","","","","42609568878702857","Used in the Compliance Route in the Loan UI"
"a0XWD000002y2HJ2AY","005al00000RVcKvAAL","false","a2B79000000trJf","","","","false","","false","false","","","","","42610199779082994",""
"a0XWD000002y2FL2AY","005al00000RVcKvAAL","false","ACH Block and Filter","","tmmg-ACHBlockandFilter00-00","","false","","false","false","","","a0sWD00000cQ1L2YAK","","42616403597651882",""
"a0XWD000002y2FM2AY","005al00000RVcKvAAL","false","Customer Portal","","customer-portal","Customer Dashboard","false","","false","false","a0bWD000001EB1RYAW","","","customer-portal","42618985083488670",""
"a0XWD000002y1xy2AA","005al00000RVcKvAAL","false","Reg O Loan Questionnaire","","","","false","","false","true","","","","","42619981783916507",""
"a0XWD000002y2FN2AY","005al00000RVcKvAAL","false","Deposit Adjustment","","tmmg-DepositAdjustment00-00","","false","","false","false","","","a0sWD00000cQ1M8YAK","","42620712357920306",""
"a0XWD000002y1yG2AQ","005al00000RVcKvAAL","false","CRA","","CRA","","false","","false","true","","","","","42628075973481801","Used in the Compliance Route in the Loan UI"
"a0XWD000002y2FO2AY","005al00000RVcKvAAL","false","OB Loan Module","","tmmg-OBLoanModule00-00","","false","","false","false","","","a0sWD00000cQ1LnYAK","","42629436023108108",""
"a0XWD000002y2Go2AI","005al00000RVcKvAAL","false","Treasury Proforma","","treasury-proforma","","false","","false","false","","","","treasury-proforma","42632675207231296",""
"a0XWD000002y2FP2AY","005al00000RVcKvAAL","false","zzzSession (Not Used) - Vehicle Loan","","veh-loan-grp","","false","","false","false","","","","veh-loan-grp","42633052120866545","Packaged - Do not use as this is not maintained (Summer 19)"
"a0XWD000002y2Gp2AI","005al00000RVcKvAAL","false","Relationship","","relationship","","false","","false","false","","","","relationship","42635757875411396",""
"a0XWD000002y2Gq2AI","005al00000RVcKvAAL","false","Treasury Services","","treasury-default","","false","","false","false","","","","treasury-default","42641407286729576",""
"a0XWD000002y2FQ2AY","005al00000RVcKvAAL","false","Pa1test","","test","","false","","false","false","","a0XWD000002y2FG2AY","","","42649082600446183",""
"a0XWD000002y1xz2AA","005al00000RVcKvAAL","false","Reg W","","","","false","","false","true","","","","","42653793309322418",""
"a0XWD000002y2FR2AY","005al00000RVcKvAAL","false","Secured Retail Loan Application","","portal-rl-secured","","false","","false","false","","","","portal-rl-secured","42655019862816908",""
"a0XWD000002y2HP2AY","005al00000RVcKvAAL","false","DMW Additional Income Group","","DMW_Ancillary_Revenue_Modal_1","","false","","false","false","","a0XWD000002y2HN2AY","a0sWD00000cQ1VhYAK","","42658409791791901",""
"a0XWD000002y2FS2AY","005al00000RVcKvAAL","false","Secured Small Business Loan Application (Individual Other Involved)","","portal-sbl-secured-other","","false","","false","false","","a0XWD000002y2EJ2AY","","portal-sbl-secured-other","42658790117959030",""
"a0XWD000002y2FT2AY","005al00000RVcKvAAL","false","Checks","","tmmg-Checks00-00","","false","","false","false","","","a0sWD00000cQ1IPYA0","","42659953253932440",""
"a0XWD000002y2FU2AY","005al00000RVcKvAAL","false","Residential Mortgage Purchase","","res-mtg-purchs","","false","","false","false","","","","","42660392346979059",""
"a0XWD000002y1y02AA","005al00000RVcKvAAL","false","Loan Gold Questions","","","","false","","false","true","","","","","42662481910622078",""
"a0XWD000002y2FV2AY","005al00000RVcKvAAL","false","Deposit Application (Individual) - Additional Owner","","portal-perdep-owner-odao","Online Application","false","","false","false","a0bWD000001EB1SYAW","a0XWD000002y2Ea2AI","","portal-perdep-owner-odao","42668082779579811",""
"a0XWD000002y2Hx2AI","005al00000RVcKvAAL","false","CP Group_A","","CP_UIConfig_A","","false","","false","false","","a0XWD000002y2Hu2AI","","","42668987580423819",""
"a0XWD000002y2Hv2AI","005al00000RVcKvAAL","false","CP Group_LT","","CP_Group_LT","","false","","false","false","","a0XWD000002y2Hu2AI","","","42673131332051536",""
"a0XWD000002y1y12AA","005al00000RVcKvAAL","false","DAO- Individual-Account Due Diligence","Deposit","dao-ind-add","null","false","null","false","true","","","","dao-ind-add","42677444022408553","null"
"a0XWD000002y2FW2AY","005al00000RVcKvAAL","false","Unsecured Line of Credit","","loc1","","false","","false","false","","","","","42679299595156119",""
"a0XWD000002y1yK2AQ","005al00000RVcKvAAL","false","Add Product Verification","","","","false","","false","true","","","","","42679652685732093",""
"a0XWD000002y2HY2AY","005al00000RVcKvAAL","false","CP Group_M_04","","CP_UIConfig_M_04","","false","","false","false","","a0XWD000002y2HV2AY","","","42683608751546278",""
"a0XWD000002y2FX2AY","005al00000RVcKvAAL","false","LOE-Loan-Booked-SBA-Conventional","","loe-loanbooked","","false","","false","false","","","","","42691508030600874",""
"a0XWD000002y2FY2AY","005al00000RVcKvAAL","false","Deposit Application (Business)","","portal-dep-bus","Online Application","false","","false","false","a0bWD000001EB1SYAW","","","portal-dep-bus","42693416628638679",""
"a0XWD000002y2Hf2AI","005al00000RVcKvAAL","false","CP UIConfig_QP_Post_Save","","CP_UIConfig_QP_Post_Save","","false","","false","false","","a0XWD000002y2He2AI","","","42696566775936216",""
"a0XWD000002y2FZ2AY","005al00000RVcKvAAL","false","Account Analysis Statement","","tmmg-AccountAnalysisStatement01-00","","false","","false","false","","","a0sWD00000cQ1KkYAK","","42715393892623243",""
"a0XWD000002y1yL2AQ","005al00000RVcKvAAL","false","Q1","","","","false","","false","true","","","","","42718787324244555",""
"a0XWD000002y2Hh2AI","005al00000RVcKvAAL","false","Priority Manager Sample View","","pm-sample-tabs","Priority Manager","false","","false","false","","","","","42733846488970299",""
"a0XWD000002y2Hr2AI","005al00000RVcKvAAL","false","Wire Transfer Bundle","","tmmg-WireTransferBundle00-00","","false","","false","false","","","","tmmg-WireTransferBundle00-00","42738613727112277",""
"a0XWD000002y2Fa2AI","005al00000RVcKvAAL","false","Forced Wire Transfer Wd","","tmmg-ForcedWireTransferWd00-00","","false","","false","false","","","a0sWD00000cQ1L6YAK","","42739838105768423",""
"a0XWD000002y2HK2AY","005al00000RVcKvAAL","false","Credit Card Online Application","Loan","credit-card-application-online-app","Online Application","false","","false","false","","","","","42743914440976539",""
"a0XWD000002y2Fb2AI","005al00000RVcKvAAL","false","Deposit Application (Individual) - Additional Owner","","portal-perdep-owner","Online Application","false","","false","false","a0bWD000001EB1TYAW","a0XWD000002y2Eb2AI","","","42747180529059436",""
"a0XWD000002y2Gr2AI","005al00000RVcKvAAL","false","Deposit Customer Creation Individual","","dep-cc-ind","","false","","false","false","","","","dep-cc-ind","42753016822525984",""
"a0XWD000002y2HS2AY","005al00000RVcKvAAL","false","DT2-Group","Loan","DT2-App","Customer Dashboard","false","","false","false","a0bWD000001EB1VYAW","a0XWD000002y2FG2AY","a0sWD00000cQ1YwYAK","","42754425689368252",""
"a0XWD000002y2Gs2AI","005al00000RVcKvAAL","false","MASTER-Product Package Details","","m-pp-details","","false","","false","false","","","","m-pp-details","42754447670500511","Used in the Product Package's Commercial Workspace flexipage."
"a0XWD000002y2Fc2AI","005al00000RVcKvAAL","false","Coin and Currency","","tmmg-CoinandCurrency00-00","","false","","false","false","","","a0sWD00000cQ1LlYAK","","42764696581352067",""
"a0XWD000002y2Fd2AI","005al00000RVcKvAAL","false","Deposit Wall","","deposit-wall","","false","","false","false","","","","","42769676550390565",""
"a0XWD000002y2Fe2AI","005al00000RVcKvAAL","false","OB Stop Payment","","tmmg-OBStopPayment00-00","","false","","false","false","","","a0sWD00000cQ1INYA0","","42776404962862342",""
"a0XWD000002y2Ff2AI","005al00000RVcKvAAL","false","HELOC Loan","","heloc-loan-grp1","","false","","false","false","","","","","42784148414399005",""
"a0XWD000002y1yM2AQ","005al00000RVcKvAAL","false","QuesMeeta","","","","false","","false","true","","","","","42787560250831539",""
"a0XWD000002y2Fg2AI","005al00000RVcKvAAL","false","Deposit Booking UI","","deposit-booking","","false","","false","false","","","","deposit-booking","42788024293596456",""
"a0XWD000002y2Fh2AI","005al00000RVcKvAAL","false","ARP Full","","tmmg-ARPFull00-00","","false","","false","false","","","a0sWD00000cQ1I3YAK","","42788061816231401",""
"a0XWD000002y2Hu2AI","005al00000RVcKvAAL","false","CP Group_LO","","CP_Group_LO","","false","","false","false","","","","","42792010306096565",""
"a0XWD000002y2Gt2AI","005al00000RVcKvAAL","false","Deposit Ownership and Roles Maintenance","","dep-pm-structure-and-roles","","false","","false","false","","","","dep-pm-structure-and-roles","42792102819560802",""
"a0XWD000002y1y22AA","005al00000RVcKvAAL","false","SNC","","","","false","","false","true","","","","","42799096368321312",""
"a0XWD000002y2HL2AY","005al00000RVcKvAAL","false","a2B79000000trJe","","","","false","","false","false","","","","","42799308258248044",""
"a0XWD000002y2Fi2AI","005al00000RVcKvAAL","false","Covenant Mgmt","","llc-bi--covenant2","","false","","false","false","","","","","42800643343195458",""
"a0XWD000002y2Fj2AI","005al00000RVcKvAAL","false","Small Business Loan Workflow","","sbl-group","","false","","false","false","","","","sbl-group","42806046586701337",""
"a0XWD000002y2Fk2AI","005al00000RVcKvAAL","false","Return Deposited Item","","tmmg-ReturnDepositedItem00-00","","false","","false","false","","","a0sWD00000cQ1M1YAK","","42808642688529097",""
"a0XWD000002y2Fl2AI","005al00000RVcKvAAL","false","Direct Deposit","","tmmg-DirectDeposit00-00","","false","","false","false","","","a0sWD00000cQ1LsYAK","","42814953076653538",""
"a0XWD000002y2Fm2AI","005al00000RVcKvAAL","false","Wire Notification","","tmmg-WireNotification00-00","","false","","false","false","","","a0sWD00000cQ1LvYAK","","42815272644690869",""
"a0XWD000002y2Hw2AI","005al00000RVcKvAAL","false","CP Group_IR","","CP_Group_IR","","false","","false","false","","a0XWD000002y2Hu2AI","","","42821210396974891",""
"a0XWD000002y2Fn2AI","005al00000RVcKvAAL","false","Account Analysis Statement","","tmmg-AccountAnalysisStatement00-00","","false","","false","false","","","a0sWD00000cQ1LdYAK","","42837017047787376",""
"a0XWD000002y2Gu2AI","005al00000RVcKvAAL","false","CD Renewal","","dep-pm-renew-cd","","false","","false","false","","","","dep-pm-renew-cd","42837111203817960",""
"a0XWD000002y2HQ2AY","005al00000RVcKvAAL","false","DMW Treasury Income Group","","DMW_Ancillary_Revenue_Modal_0","","false","","false","false","","a0XWD000002y2HN2AY","a0sWD00000cQ1ViYAK","","42839940097258523",""
"a0XWD000002y2Fo2AI","005al00000RVcKvAAL","false","Leasing Group","","Leasing-retail1","","false","","false","false","","","","","42843662834659469",""
"a0XWD000002y2Fp2AI","005al00000RVcKvAAL","false","Unsecured Term Loan","","term1","","false","","false","false","","","","","42844470492818289",""
"a0XWD000002y2Fq2AI","005al00000RVcKvAAL","false","Productized Retail Lending","","productized-retail-lending","","false","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.","false","false","","","","productized-retail-lending","42845150078169205",""
"a0XWD000002y2Fr2AI","005al00000RVcKvAAL","false","Application","","llc-bi--application","","false","","false","false","","","","","42848229011907454",""
"a0XWD000002y2Ho2AI","005al00000RVcKvAAL","false","ACH Origination","","tmmg-ACHOrigination00-00","","false","","false","false","","","","tmmg-ACHOrigination00-00","42857492652523047",""
"a0XWD000002y2Fs2AI","005al00000RVcKvAAL","false","Sweep","","tmmg-Sweep00-00","","false","","false","false","","","a0sWD00000cQ1M6YAK","","42859800291646632",""
"a0XWD000002y2Gv2AI","005al00000RVcKvAAL","false","Loan","","loan","","false","","false","false","","","","loan","42873438710069149",""
"a0XWD000002y2Gw2AI","005al00000RVcKvAAL","false","Loan Customer Creation Individual","","loan-cc-ind","","false","","false","false","","","","loan-cc-ind","42874089776727817",""
"a0XWD000002y2Ft2AI","005al00000RVcKvAAL","false","OB Bundle","","tmmg-OBBundle00-00","","false","","false","false","","","a0sWD00000cQ1IUYA0","","42876938326776748",""
"a0XWD000002y2Fu2AI","005al00000RVcKvAAL","false","Small Business Loan Application","","portal-sbloan","Online Application","false","","false","false","","","","portal-sbloan","42877593676380574",""
"a0XWD000002y2HC2AY","005al00000RVcKvAAL","false","Secured Retail Loan Application (Individual Other Involved)","","portal-rl-secured-other","","false","","false","false","","a0XWD000002y2FR2AY","","portal-rl-secured-other","42884066139848024",""
"a0XWD000002y2Fv2AI","005al00000RVcKvAAL","false","Deposit Application (Business) Additional Owner","","portal-dep-owner","Online Application","false","","false","false","a0bWD000001EB1SYAW","a0XWD000002y2FY2AY","","portal-dep-owner","42884073905355528",""
"a0XWD000002y2GU2AY","005al00000RVcKvAAL","false","a2B780000001mvt","","","","false","","false","false","","","","","42886989060141023",""
"a0XWD000002y2Fw2AI","005al00000RVcKvAAL","false","ARP Partial","","tmmg-ARPPartial00-00","","false","","false","false","","","a0sWD00000cQ1I6YAK","","42891193703210100",""
"a0XWD000002y2Fx2AI","005al00000RVcKvAAL","false","Business Debit Card","","tmmg-BusinessDebitCard01-00","","false","","false","false","","","a0sWD00000cQ1M4YAK","","42899443307354903",""
"a0XWD000002y1yR2AQ","005al00000RVcKvAAL","false","CRE Financing Questionnaire","","","","false","","false","true","","","","","42903181595034252",""
"a0XWD000002y2Fy2AI","005al00000RVcKvAAL","false","Unsecured Small Business Loan Workflow","","sbl-unsec-group","","false","","false","false","","","","sbl-unsec-group","42903851954541033",""
"a0XWD000002y2Hj2AI","005al00000RVcKvAAL","false","Product Package Deal Proposal","","PPDealProp","","false","","false","false","","","","","42904795160609748",""
"a0XWD000002y2Fz2AI","005al00000RVcKvAAL","false","Loan - Commercial","","loan1","","false","","false","false","","","a0sWD00000cQ1MfYAK","","42912109734307319",""
"a0XWD000002y2Gx2AI","005al00000RVcKvAAL","false","DocuSign - Default","","docusign-default","","false","","false","false","","","","docusign-default","42921740115752574",""
"a0XWD000002y2G02AI","005al00000RVcKvAAL","false","Business Questionnaire (Button Group)","","business-questionnaire-button","","false","","false","false","","","","","42922192505793972",""
"a0XWD000002y2G12AI","005al00000RVcKvAAL","false","Unsecured Small Business Loan Workflow","","sbl-unsec-group1","","false","","false","false","","","","","42926721888755667",""
"a0XWD000002y2HD2AY","005al00000RVcKvAAL","false","Test 2","","tmmg-Test200-00","","false","","false","false","","","a0sWD00000cQ1YoYAK","tmmg-Test200-00","42929089401890532",""
"a0XWD000002y2HT2AY","005al00000RVcKvAAL","false","San group","","test2","","false","","false","false","","","","","42932928528581350",""
"a0XWD000002y2G22AI","005al00000RVcKvAAL","false","ACH Credit","","tmmg-ACHCredit00-00","","false","","false","false","","","a0sWD00000cQ1KhYAK","","42939241993680442",""
"a0XWD000002y2G32AI","005al00000RVcKvAAL","false","Account Reconciliation Services","","tmmg-AccountReconciliationServices00-00","","false","","false","false","","","a0sWD00000cQ1LoYAK","","42939322020636023",""
"a0XWD000002y1yH2AQ","005al00000RVcKvAAL","false","Business KYC","","bus-kyc","","false","","false","true","","","","","42940369988812827",""
"a0XWD000002y2G42AI","005al00000RVcKvAAL","false","Relationship - Default","","relationship-default","","false","","false","false","","","","relationship-default","42943134305184229",""
"a0XWD000002y1yP2AQ","005al00000RVcKvAAL","false","Individual KYC","Individual Account","ind-questionnaire","","false","","false","true","","","","ind-questionnaire","42944583575018160",""
"a0XWD000002y2Gy2AI","005al00000RVcKvAAL","false","nCino Administration","","admin","","false","","false","false","","","","admin","42945668722646292","Drives the experience when accessing the ""nCino Administration"" app"
"a0XWD000002y2He2AI","005al00000RVcKvAAL","false","CP UIConfig_QP_01","","CP_UIConfig_QP_01","","false","","false","false","","","","","42947460186763433",""
"a0XWD000002y2G52AI","005al00000RVcKvAAL","false","Research","","tmmg-Research00-00","","false","","false","false","","","a0sWD00000cQ1IJYA0","","42953266095278948",""
"a0XWD000002y2G62AI","005al00000RVcKvAAL","false","Small Business Loan Application (Individual Other Involved)","","portal-sbl-ind-other","","false","","false","false","","a0XWD000002y2Fu2AI","","portal-sbl-ind-other","42963370448176169",""
"a0XWD000002y2Gz2AI","005al00000RVcKvAAL","false","New Loan Product","","new-loan","","false","","false","false","","","","new-loan","42964014987709751",""
"a0XWD000002y2G72AI","005al00000RVcKvAAL","false","Individual Questionnaire (Button Group)","","individual-questionnaire-button","","false","","false","false","","","","","42968451330376803",""
"a0XWD000002y2GX2AY","005al00000RVcKvAAL","false","Loan Covenant","","COV_Loan","","false","","false","false","","","","","42974329455514665",""
"a0XWD000002y2G82AI","005al00000RVcKvAAL","false","Controlled Disbursement","","tmmg-ControlledDisbursement00-00","","false","","false","false","","","a0sWD00000cQ1IWYA0","","42994799597081279",""
"a0XWD000002y1yN2AQ","005al00000RVcKvAAL","false","KYC Onboarding","","","","false","","true","true","","","","","42997644533406082",""
"a0XWD000002y1yO2AQ","005al00000RVcKvAAL","false","AML/KYC Questionnaire - Business","Loan","","","false","","false","true","","","","","42999629887234975",""
"a0XWD000002y2H02AI","005al00000RVcKvAAL","false","Retail Loan","","retail-loan","","false","","false","false","","","","retail-loan","46461560278745196",""
"a0XWD000002y1y32AA","005al00000RVcKvAAL","false","Reg O Loan Questionnaire","","","","false","","false","true","","","","","495D11641D15481EAF65046837694C2D",""
"a0XWD000002y2G92AI","005al00000RVcKvAAL","false","MASTER Loan Booked","","m-loan-booked","","false","","false","false","","","","m-loan-booked","49741620937669910","test"
"a0XWD000002y1y42AA","005al00000RVcKvAAL","false","Business KYC","","","","false","","false","true","","","","","51174A2B04174F48BC4E7B383871201C",""
"a0XWD000002y2GA2AY","005al00000RVcKvAAL","false","Unsecured Retail Loan Online Application (Individual Other Involved)","Loan","unsecured-retail-loan-online-application--individual-other-involved","Online Application","false","","false","false","a0bWD000001EB1SYAW","a0XWD000002y2GC2AY","","unsecured-retail-loan-online-application--individual-other-involved","51611603130192527",""
"a0XWD000002y2GB2AY","005al00000RVcKvAAL","false","Secured Retail Loan Online Application (Individual Other Involved)","Loan","secured-retail-loan-online-application--individual-other-involved","Online Application","false","","false","false","a0bWD000001EB1SYAW","a0XWD000002y2GL2AY","","secured-retail-loan-online-application--individual-other-involved","56841602603006905",""
"a0XWD000002y2GC2AY","005al00000RVcKvAAL","false","Unsecured Retail Loan Online Application","Loan","unsecured-retail-loan-online-application","Online Application","false","","false","false","a0bWD000001EB1SYAW","","","unsecured-retail-loan-online-application","60411603129896006",""
"a0XWD000002y2GD2AY","005al00000RVcKvAAL","false","LOB-SBA-Paycheck","","lob-sba-paycheck","","false","","false","false","","","","","64182C3C563742558122286F3A310A51",""
"a0XWD000002y2Hs2AI","005al00000RVcKvAAL","false","Custom Retail Loan","","custom-retail","","false","","false","false","","","","custom-retail","654654983652136549876251",""
"a0XWD000002y2GE2AY","005al00000RVcKvAAL","false","Loan - Residential Mortgage Purchase - APAC","","apac-res-mtg-purchase","","false","","false","false","","","","","661A5471073A49118B14037E561B610A",""
"a0XWD000002y2H12AI","005al00000RVcKvAAL","false","MASTER Loan Post Approval","","m-loan-post-approval","","false","","false","false","","","","m-loan-post-approval","66341619447512452","Used in the Loan object's Commercial Workspace flexipage. Displays during Loan Stages during and after Approval."
"a0XWD000002y2GV2AY","005al00000RVcKvAAL","false","Deposit Account Origination - Baseline","","deposit-account-origination---baseline","","false","","false","false","","","","deposit-account-origination_2023R1","73581701790660761",""
"a0XWD000002y1y52AA","005al00000RVcKvAAL","false","Reg W","","","","false","","false","true","","","","","7459046C4536495BB95D35126F1E4F60",""
"a0XWD000002y1y62AA","005al00000RVcKvAAL","false","HVCRE","","","","false","","false","true","","","","","794F2F0C57694D199104622D0E1F3033",""
"a0XWD000002y2GF2AY","005al00000RVcKvAAL","false","lobloanbooked","","lobloanbooked","","false","","false","false","","","","","7E560B786D584970AE52394141683224",""
"a0XWD000002y2GG2AY","005al00000RVcKvAAL","false","MASTER-Loan - Retail","","m-retail","","false","","false","false","","","","m-retail","80561560278865441",""
"a0XWD000002y2HU2AY","005al00000RVcKvAAL","false","TM ACH Origination","","tm-ach-origination","","false","","false","false","","","","tm-ach-origination","81401621360604189",""
"a0XWD000002y2GH2AY","005al00000RVcKvAAL","false","Small Business Loan Post Approval UI","","small-business-loan-post-approval-ui","","false","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.","false","false","","","","retail-loan-ui","88091663700612060",""
"a0XWD000002y2GI2AY","005al00000RVcKvAAL","false","Retail Loan- Post Approval UI","","retail-loan--post-approval-ui","","false","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.","false","false","","","","retail-loan--post-approval-ui","89621602764612697",""
"a0XWD000002y2HE2AY","005al00000RVcKvAAL","false","Small Business Loan UI","","small-business-loan-ui","","false","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.","false","false","","","","small-business-loan-ui","91991600720340913",""
"a0XWD000002y2GJ2AY","005al00000RVcKvAAL","false","SBA-Paycheck","","sba-paycheck","","false","","false","false","","","","","92721585311454918",""
"a0XWD000002y2GK2AY","005al00000RVcKvAAL","false","Second Draw Forgiveness","","second-draw-forgiveness","","false","","false","false","","","","","95161613054558756",""
"a0XWD000002y2GL2AY","005al00000RVcKvAAL","false","Secured Retail Loan Online Application","Loan","secured-retail-loan-online-application","Online Application","false","","false","false","a0bWD000001EB1SYAW","","","secured-retail-loan-online-application","95231602078250452",""
"a0XWD000002y2H22AI","005al00000RVcKvAAL","false","MASTER-Treasury Services","","master-treasury-services","","false","","false","false","","","","master-treasury-services","95821567002558847",""
"a0XWD000002y2GM2AY","005al00000RVcKvAAL","false","Retail Loan UI","","retail-loan-ui","","false","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.","false","false","","","","retail-loan-ui","96991600720267323",""
"a0XWD000002y2H52AI","005al00000RVcKvAAL","false","Deal Proposal - Product Package","","deal-proposal-pp","","true","","false","false","","","","","DPPP42501614037730000",""
"a0XWD000002y2H72AI","005al00000RVcKvAAL","false","Session (MASTER) - HELOC Loan","","heloc-loan-grp","","false","","false","false","","","","heloc-loan-grp","NotHelocSpecific-UseforAllRetail","Packaged - This is 1 of 4 packaged Groups used for Retail.  As a Gold Standard, this is the baseline to clone and begin configuration.  The other 3 Session Groups are not maintained at this time (Summer 19)"
"a0XWD000002y2GN2AY","005al00000RVcKvAAL","false","LOE-LoanPre-SBA-Conventional","","loe-loanpre","","false","","false","false","","","","","PreLOEConventional",""
"a0XWD000002y1y72AA","005al00000RVcKvAAL","false","Reg O Loan Questionnaire_DL","","oan.questionnaire-rego","","false","","false","true","","","","","a2B3k000002eimBEAQ",""
"a0XWD000002y1y82AA","005al00000RVcKvAAL","false","HVCRE_DL","","loan.questionnaire-hvcre","","false","","false","true","","","","","a2B3k000002eimDEAQ",""
"a0XWD000002y1y92AA","005al00000RVcKvAAL","false","CRA_DL","","loan.questionnaire-cra","","false","","false","true","","","","","a2B3k000002eimEEAQ",""
"a0XWD000002y2GO2AY","005al00000RVcKvAAL","false","Product Package Details LOB PWC","","pp-details-lob-pwc","","false","","false","false","","","a0sWD00000cQ1RVYA0","","a2B3k000002eimFEAQ",""
"a0XWD000002y2GP2AY","005al00000RVcKvAAL","false","SBA-Loan-Pre-LOB-PWC","","sba-loanpre-lob-pwc","","false","","false","false","","","","","a2B3k000002eimhEAA",""
"a0XWD000002y2GQ2AY","005al00000RVcKvAAL","false","lobloanbooked-LOB-PWC","","lobloanbooked-lob-pwc","","false","","false","false","","","","","a2B3k000002eimxEAA",""
"a0XWD000002y2GR2AY","005al00000RVcKvAAL","false","SBA-Loan-Post-LOB-PWC","","sba-loanpost-lob-pwc","","false","","false","false","","","","","a2B3k000002eimyEAA",""
"a0XWD000002y2H32AI","005al00000RVcKvAAL","false","Deal Management Workspace: Loan","","dmw-group-loan","","false","","false","false","","","","","dmwui-42926525468",""
"a0XWD000002y2H42AI","005al00000RVcKvAAL","false","Deal Management Workspace: Treasury","","dmw-group-treasury","","false","","false","false","","","","","dmwui-42947458925",""
"a0XWD000002y2GS2AY","005al00000RVcKvAAL","false","LOE-Loan-SBA-Conventional","","loe.loan","","false","","false","false","","","","","loeSBAandConventional",""
"a0XWD000002y2H62AI","005al00000RVcKvAAL","false","New Relationship","","new-relationship","","false","","false","false","","","","new-relationship","new-relationship",""
"a0XWD000002y2H82AI","005al00000RVcKvAAL","false","Relationship Loans Treegrid","","relationship-loans-treegrid","","false","","false","false","","","","relationship-loans-treegrid","rcaui-42318683902",""
"a0XWD000002y1yA2AQ","005al00000RVcKvAAL","false","Small Business Loan - Business - KYC","Loan","small-business-loan-bus-kyc","Online Application","false","","false","true","","","","","small-business-loan-bus-kyc",""
"a0XWD000002y2GT2AY","005al00000RVcKvAAL","false","Small Business Loan Application (Individual Other Involved)","","small-business-loan-individual-online-application-other-involved","Online Application","false","","false","false","","a0XWD000002y2Fu2AI","","portal-sbl-ind-other","small-business-loan-individual-online-application-other-involved",""
