"Id","OwnerId","IsDeleted","Name","nFORCE__Conditional_Display_Criteria_Context__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Group__c","nFORCE__Has_Visibility_Criteria__c","nFORCE__Is_Default_Context_Child__c","nFORCE__Is_Forward_Navigation_Disabled__c","nFORCE__Is_Hidden__c","nFORCE__Order__c","nFORCE__Parent_Route__c","nFORCE__Primary_Button_Text__c","nFORCE__Question_Group__c","nFORCE__Route__c","nFORCE__Visibility_Criteria__c","nFORCE__lookupKey__c","Route_App_Name__c","Route_Screen__c"
"a0jWD000006mrgxYAA","005al00000RVcKvAAL","false","19387","","","a0XWD000002hCDB2A2","false","false","false","false","2.0","","","","a0mWD000003RDxIYAW","","42086751277510500","tool-statement-launcher","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mrprYAA","005al00000RVcKvAAL","false","19939","","","a0XWD000002hCBI2A2","false","false","false","false","5.0","","","","a0mWD000003RDRxYAO","","42087476669482896","tmmpr-ACHBlockandFilter00(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000XnoLC"" target=""_blank"">Available One to Many Screen Sections</a>"
"a0jWD000006mrgyYAA","005al00000RVcKvAAL","false","19388","","","a0XWD000002hCD52AM","false","false","false","false","1.0","","","","a0mWD000003RDvdYAG","","42089175597150200","relationship-loan-products","<a href=""/a0sWD00000Xo7kE"" target=""_blank"">Loan Products</a>"
"a0jWD000006mrG1YAI","005al00000RVcKvAAL","false","17717","","","a0XWD000002hC9g2AE","false","false","false","false","2000.0","a0mWD000003RDchYAG","","","a0mWD000003RDnrYAG","","42095099221492478","seller-debt-m","<a href=""/a0sWD00000Xo7eM"" target=""_blank"">Seller Debt</a>"
"a0jWD000006mqgYYAQ","005al00000RVcKvAAL","false","15718","","","a0XWD000002hCBs2AM","false","false","false","false","710.0","","","","a0mWD000003RDl8YAG","","42096872291915885","retail-hmda-applicants","<a href=""/a0sWD00000Xo7c9"" target=""_blank"">HMDA</a>"
"a0jWD000006mrgzYAA","005al00000RVcKvAAL","false","19389","","","a0XWD000002hCD52AM","false","false","false","false","2.0","","","","a0mWD000003RE0JYAW","","42097943923291900","statement-launcher","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mrpsYAA","005al00000RVcKvAAL","false","19940","","","a0XWD000002hCAr2AM","false","false","false","true","10.0","a0mWD000003RDX6YAO","","","a0mWD000003RDX6YAO","","42097972341704150","conditions","<a href=""/a0sWD00000Xo7bT"" target=""_blank"">Conditions</a>"
"a0jWD000006mqgZYAQ","005al00000RVcKvAAL","false","15719","","","a0XWD000002hCCS2A2","false","false","false","false","160.0","a0mWD000003RDmLYAW","","","a0mWD000003RDlFYAW","","42100331343760663","credit-auth-joint-intent","<a href=""/a0sWD00000Xo7ci"" target=""_blank"">Credit Authorization/Joint Intent</a>"
"a0jWD000006mrptYAA","005al00000RVcKvAAL","false","19941","","","a0XWD000002hCAr2AM","false","false","false","true","20.0","","","","a0mWD000003RDUhYAO","","42100554576470750","doc-prep-continue-csi","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mrpuYAA","005al00000RVcKvAAL","false","19942","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Account__r.First_Draw_Application_Status__c"" NOT=""Complete""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCb2AM","false","false","true","false","2000.0","","","","a0mWD000003RDcDYAW","","42100724781850375","action-sba-submit-approval","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mqgaYAA","005al00000RVcKvAAL","false","15720","","","a0XWD000002hCCS2A2","false","false","false","true","320.0","","","","a0mWD000003RDmWYAW","","42101600720267438","retail-loan-ui-third-party","<a href=""/a0sWD00000Xo7bv"" target=""_blank"">Third Party Management</a>"
"a0jWD000006mrh0YAA","005al00000RVcKvAAL","false","19390","","","a0XWD000002hCDK2A2","false","false","false","false","30.0","a0mWD000003RDt9YAG","","","a0mWD000003RDuhYAG","","42103508669509231","dmw-list-view-all-loans.dmw-row-action-copy-loan","<a href=""/a0sWD00000Xo7jx"" target=""_blank"">Copy Loan</a>"
"a0jWD000006mrSUYAY","005al00000RVcKvAAL","false","18490","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.Partner_True__c"" IS=""FALSE""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCT2A2","false","false","false","false","900.0","","","","a0mWD000003RDetYAG","","42105418327391292","loan-team-m-lob-pwc","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mrh1YAA","005al00000RVcKvAAL","false","19391","","","a0XWD000002hCDB2A2","false","false","false","false","1.0","a0mWD000003RDwKYAW","","","a0mWD000003RDydYAG","","42105473212134500","loan-pricing-m","<a href=""/a0sWD00000Xo7l8"" target=""_blank"">Pricing</a>"
"a0jWD000006mqgbYAA","005al00000RVcKvAAL","false","15721","","","a0XWD000002hCDB2A2","false","false","false","false","1.0","","","","a0mWD000003RDydYAG","","42105473212134535","loan-pricing-m","<a href=""/a0sWD00000Xo7l8"" target=""_blank"">Pricing</a>"
"a0jWD000006mrh2YAA","005al00000RVcKvAAL","false","19392","","","a0XWD000002hCDB2A2","false","false","false","false","12.0","","","","a0mWD000003RDuoYAG","","42105847975743800","pricing-options","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mrSVYAY","005al00000RVcKvAAL","false","18491","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""F""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCB62AM","false","false","false","false","50570.0","a0mWD000003RDgnYAG","","","a0mWD000003RDhBYAW","","42105950752388973","loan-post-referrals2-lob-pwc","<a href=""/a0sWD00000Xo7eh"" target=""_blank"">Referral</a>"
"a0jWD000006mrh3YAA","005al00000RVcKvAAL","false","19393","","","a0XWD000002hCDB2A2","false","false","false","false","0.0","a0mWD000003RDuHYAW","","","a0mWD000003RDuHYAW","","42106670263082100","risk-rating-old-m","<a href=""/a0sWD00000Xo7jn"" target=""_blank"">Risk Rating</a>"
"a0jWD000006mqgcYAA","005al00000RVcKvAAL","false","15722","","","a0XWD000002hCCq2AM","false","false","true","false","0.0","","","","a0mWD000003RDzZYAW","","42109599331866491","pm-landing","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mrpvYAA","005al00000RVcKvAAL","false","19943","","","a0XWD000002hCAs2AM","false","false","false","false","5.0","","","","a0mWD000003RDRTYA4","","42112511102899765","tmmpr-PreEncodedChecks00(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000XnoKn"" target=""_blank"">Available One to Many Screen Sections</a>"
"a0jWD000006mrYSYAY","005al00000RVcKvAAL","false","18860","","{{IF=""A AND B AND (C OR D OR E OR F OR G)""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.Partner_True__c"" IS=""False""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LOB_Change_Memo_UI_locking__c"" NOT=""approved changes not completed""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""Graham Kelly""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""James Hughes""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""John Randall""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""Jessica Ferguson""}}{{COND=""G"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""Brandy Keck""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCB62AM","false","false","false","false","1072.0","a0mWD000003RDoVYAW","","","a0mWD000003RDnpYAG","","42112533693628159","post-editable-referral-info","<a href=""/a0sWD00000Xo7eC"" target=""_blank"">Referrals</a>"
"a0jWD000006mrSWYAY","005al00000RVcKvAAL","false","18492","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LOB_Change_Memo_UI_locking__c"" IS=""approved changes not completed""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.Edit_Booked_Loan__c"" IS=""True""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBY2A2","false","false","false","false","10.0","a0mWD000003RDhXYAW","","","a0mWD000003RDsNYAW","","42113385371302879","sba-booked-edit-change-of-ownership-lob-pwc","<a href=""/a0sWD00000Xo7ii"" target=""_blank"">Change of Ownership</a>"
"a0jWD000006mrSXYAY","005al00000RVcKvAAL","false","18493","","","a0XWD000002hCBY2A2","false","false","false","false","1.0","a0mWD000003RDhuYAG","","","a0mWD000003RDnxYAG","","42113933726144241","booked-acceptance-loe","<a href=""/a0sWD00000Xo7e0"" target=""_blank"">Acceptance</a>"
"a0jWD000006mrRkYAI","005al00000RVcKvAAL","false","18444","","","a0XWD000002hCCa2AM","false","true","false","false","8500020.0","a0mWD000003RDnfYAG","","","a0mWD000003RDoMYAW","","42113952763212871","loan-post-reg-o-readonly-lob-pwc","<a href=""/a0sWD00000Xo7hD"" target=""_blank"">Reg O</a>"
"a0jWD000006mrSYYAY","005al00000RVcKvAAL","false","18494","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Complete""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBY2A2","false","false","false","false","1050.0","a0mWD000003RDnlYAG","","","a0mWD000003RDpiYAG","","42114192567369827","lobloanbooked-balance-details-lob-pwc","<a href=""/a0sWD00000Xo7fs"" target=""_blank"">Balance Details</a>"
"a0jWD000006mrh4YAA","005al00000RVcKvAAL","false","19394","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__HMDA_Record_Type__c"" IS=""HMDA-Effective-2018""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCDB2A2","false","false","false","false","2.0","a0mWD000003RDyCYAW","","","a0mWD000003RE0HYAW","","42116061755874400","hmda-loan-compliance-2018-m","<a href=""/a0sWD00000Xo7lS"" target=""_blank"">Loan Compliance Screen</a>"
"a0jWD000006mrh5YAA","005al00000RVcKvAAL","false","19395","","","a0XWD000002hCCj2AM","false","false","false","false","1020.0","a0mWD000003RDveYAG","","","a0mWD000003RDufYAG","","42116512051540302","amortization-structure","<a href=""/a0sWD00000Xo7jw"" target=""_blank"">Rate &amp; Payment Structure</a>"
"a0jWD000006mqgdYAA","005al00000RVcKvAAL","false","15723","","","a0XWD000002hCBZ2A2","false","false","false","false","71.0","a0mWD000003RDkYYAW","","","a0mWD000003RDm3YAG","","42117022765373793","dep-bus-co-owners-multi-record","<a href=""/a0sWD00000Xo7cl"" target=""_blank"">Add Signers MRF</a>"
"a0jWD000006mrpwYAA","005al00000RVcKvAAL","false","19944","","","a0XWD000002hCBf2AM","false","false","false","false","4.0","","","","a0mWD000003RDR9YAO","","42117312698659965","tmmpr-OBStopPayment00(MassEditAuthorizedUsers)-00","<a href=""/a0sWD00000XnoKT"" target=""_blank"">Available One to Many Screen Sections</a>"
"a0jWD000006mqgeYAA","005al00000RVcKvAAL","false","15724","","","a0XWD000002hCBs2AM","false","false","false","false","120.0","a0mWD000003RDlpYAG","","","a0mWD000003RDlCYAW","","42117495521996680","retail-income-details","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mqgfYAA","005al00000RVcKvAAL","false","15725","","","a0XWD000002hCBs2AM","false","false","false","false","410.0","a0mWD000003RDlMYAW","","","a0mWD000003RDlHYAW","","42117563289499668","retail-underwriting-summary","<a href=""/a0sWD00000Xo7cG"" target=""_blank"">Underwriting Details</a>"
"a0jWD000006mqggYAA","005al00000RVcKvAAL","false","15726","","","a0XWD000002hCBx2AM","false","false","false","true","30.0","a0mWD000003RDlWYAW","","","a0mWD000003RDkqYAG","","42118108677889868","dep-eid-owner","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mrSZYAY","005al00000RVcKvAAL","false","18495","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__isRenewal__c"" IS=""TRUE""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Is_Modification__c"" IS=""TRUE""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCB62AM","false","false","false","false","6.000001E7","a0mWD000003RDoVYAW","","","a0mWD000003RDieYAG","","42123311143251722","lob-loan-post-modification-renewal-lob-pwc","<a href=""/a0sWD00000Xo7hL"" target=""_blank"">Modification Reason</a>"
"a0jWD000006mrSaYAI","005al00000RVcKvAAL","false","18496","","","a0XWD000002hCB62AM","false","false","false","false","8500050.0","a0mWD000003RDnfYAG","","","a0mWD000003RDoOYAW","","42124454010718044","loan-post-cra-readonly-lob-pwc","<a href=""/a0sWD00000Xo7hF"" target=""_blank"">CRA</a>"
"a0jWD000006mrSbYAI","005al00000RVcKvAAL","false","18497","","{{IF=""(A AND B AND C)""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.Edit_Booked_Loan__c"" IS=""False""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.Partner_True__c"" IS=""False""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LOB_Change_Memo_UI_locking__c"" NOT=""approved changes not completed""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBY2A2","false","false","false","false","7005.0","","","","a0mWD000003RDfvYAG","","42124861018183309","lobloanbooked-policy-exceptions-lob-pwc","<a href=""/a0sWD00000Xo7gc"" target=""_blank"">Policy Exceptions</a>"
"a0jWD000006mrFwYAI","005al00000RVcKvAAL","false","17712","","","a0XWD000002hC9f2AE","false","false","false","false","3500.0","","","","a0mWD000003RDoDYAW","","42125911422401833","lob-loan-industry-specific-information","<a href=""/a0sWD00000Xo7eA"" target=""_blank"">Industry Specific Information</a>"
"a0jWD000006mqghYAA","005al00000RVcKvAAL","false","15727","","","a0XWD000002hCBs2AM","false","false","false","false","110.0","a0mWD000003RDlpYAG","","","a0mWD000003RDnVYAW","","42127878403873078","retail-application-details-read-only","<a href=""/a0sWD00000Xo7c4"" target=""_blank"">Application Details</a>"
"a0jWD000006mrYBYAY","005al00000RVcKvAAL","false","18843","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Adverse_Action_Flag__c"" IS=""1""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCB62AM","false","false","false","false","900000.0","a0mWD000003RDesYAG","","","a0mWD000003RDesYAG","","42128765130546032","adverse-actions-lob-pwc","<a href=""/a0sWD00000Xo7e2"" target=""_blank"">Adverse Actions</a>"
"a0jWD000006mqgiYAA","005al00000RVcKvAAL","false","15728","","","a0XWD000002hCCN2A2","false","false","false","false","90.0","a0mWD000003RDnFYAW","","","a0mWD000003RDkUYAW","","42128836810938117","mall-business-loan-post-approval-ui-payment-structure","<a href=""/a0sWD00000Xo7cK"" target=""_blank"">Rate &amp; Payment Structure</a>"
"a0jWD000006mrpxYAA","005al00000RVcKvAAL","false","19945","","","a0XWD000002hCB12AM","false","false","true","false","20.0","a0mWD000003RDz2YAG","","","a0mWD000003RDvxYAG","","42129150067923000","doc-prep-status","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mrScYAI","005al00000RVcKvAAL","false","18498","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" IS=""Commercial - Conventional""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCT2A2","false","false","false","false","1010.0","a0mWD000003RDoTYAW","","","a0mWD000003RDnuYAG","","42130683290659328","loan-detail-m-loe-conventional","<a href=""/a0sWD00000Xo7dy"" target=""_blank"">Loan Information</a>"
"a0jWD000006mrSdYAI","005al00000RVcKvAAL","false","18499","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LOB_Change_Memo_UI_locking__c"" IS=""approved changes not completed""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.Edit_Booked_Loan__c"" IS=""True""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBY2A2","false","false","false","false","1101.0","","","","a0mWD000003RDrkYAG","","42132323152639822","loanbookededit-borrowing-structure-lob-pwc","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mrpyYAA","005al00000RVcKvAAL","false","19946","","","a0XWD000002hCAr2AM","false","false","false","false","1.0","a0mWD000003RDYIYA4","","","a0mWD000003RDZOYA4","","42132688186049772","financial-difficulty","<a href=""/a0sWD00000Xo7bR"" target=""_blank"">Financial Difficulty</a>"
"a0jWD000006mrSeYAI","005al00000RVcKvAAL","false","18500","","{{IF=""(A OR B) AND C""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LOB_Change_Memo_UI_locking__c"" IS=""approved changes not completed""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.Edit_Booked_Loan__c"" IS=""True""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" IS=""Commercial - Conventional""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBY2A2","false","false","false","false","1010.0","a0mWD000003RDnlYAG","","","a0mWD000003RDoHYAW","","42133020678448809","loe-booked-loan-edit-information-conventional","<a href=""/a0sWD00000Xo7dv"" target=""_blank"">Loan Information</a>"
"a0jWD000006mrpzYAA","005al00000RVcKvAAL","false","19947","","","a0XWD000002hCAy2AM","false","false","false","false","5.0","","","","a0mWD000003RDRyYAO","","42133910170809239","tmmpr-OverdraftProtection00(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000XnoLH"" target=""_blank"">Available One to Many Screen Sections</a>"
"a0jWD000006mrh6YAA","005al00000RVcKvAAL","false","19396","","","a0XWD000002hCDB2A2","false","false","false","false","0.0","a0mWD000003RDtrYAG","","","a0mWD000003RDtrYAG","","42134642613932800","collateral1","<a href=""/a0sWD00000Xo7jj"" target=""_blank"">Collateral2</a>"
"a0jWD000006mqgjYAA","005al00000RVcKvAAL","false","15729","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Application__c.nPortal__Applicant__r.Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{COND=""B"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Application__r.nPortal__Applicant__r.Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBZ2A2","false","false","false","false","52.0","a0mWD000003RDkmYAG","","","a0mWD000003RDkyYAG","","42136533704281401","dep-eid-business","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mrq0YAA","005al00000RVcKvAAL","false","19948","","","a0XWD000002hCC32AM","false","false","false","false","11.0","","","","a0mWD000003RDWvYAO","","42136767918796753","income-details","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mqgkYAA","005al00000RVcKvAAL","false","15730","","","a0XWD000002hCCO2A2","false","false","false","false","10.0","a0mWD000003RDkuYAG","","","a0mWD000003RDkuYAG","","42137174050259029","dashboard-loan-SBL","<a href=""/a0sWD00000Xo7lJ"" target=""_blank"">Loan Dashboard Summary Screen</a>"
"a0jWD000006mrq1YAA","005al00000RVcKvAAL","false","19949","","","a0XWD000002hCBH2A2","false","false","false","false","4.0","","","","a0mWD000003RDRHYA4","","42137620333603113","tmmpr-zerobalanceaccount(MassEditAuthorizedUsers)-00","<a href=""/a0sWD00000XnoKb"" target=""_blank"">Available One to Many Screen Sections</a>"
"a0jWD000006mrSfYAI","005al00000RVcKvAAL","false","18501","","","a0XWD000002hCB62AM","false","false","false","false","3010.0","a0mWD000003RDgfYAG","","","a0mWD000003RDgfYAG","","42138443205127929","loan-post-risk-rating-lob-pwc","<a href=""/a0sWD00000Xo7em"" target=""_blank"">Risk Rating</a>"
"a0jWD000006mrSgYAI","005al00000RVcKvAAL","false","18502","","{{IF=""(A AND B AND C)""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.Edit_Booked_Loan__c"" IS=""False""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.Partner_True__c"" IS=""False""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LOB_Change_Memo_UI_locking__c"" NOT=""approved changes not completed""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBY2A2","false","false","false","false","1095.0","a0mWD000003RDnlYAG","","","a0mWD000003RDppYAG","","42139631669197072","lobloanbooked-referrals-lob-pwc","<a href=""/a0sWD00000Xo7fH"" target=""_blank"">Referral</a>"
"a0jWD000006mrh7YAA","005al00000RVcKvAAL","false","19397","","","a0XWD000002hCDB2A2","false","false","false","false","8.0","","","","a0mWD000003RDv6YAG","","42140642598602300","action-auto-decision-m","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mrh8YAA","005al00000RVcKvAAL","false","19398","","","a0XWD000002hCDK2A2","false","false","false","false","180.0","a0mWD000003RDt7YAG","","","a0mWD000003RE0eYAG","","42141967182472035","dmw-list-view-booked-loans.dmw-row-action-copy-loan","<a href=""/a0sWD00000Xo7lY"" target=""_blank"">Copy Loan</a>"
"a0jWD000006mrShYAI","005al00000RVcKvAAL","false","18503","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.Partner_True__c"" IS=""FALSE""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBY2A2","false","false","false","false","7010.0","a0mWD000003RDfvYAG","","","a0mWD000003RDfvYAG","","42142181864503827","lobloanbooked-policy-exceptions-lob-pwc","<a href=""/a0sWD00000Xo7gc"" target=""_blank"">Policy Exceptions</a>"
"a0jWD000006mrSiYAI","005al00000RVcKvAAL","false","18504","","","a0XWD000002hCB62AM","false","false","false","false","2511.0","a0mWD000003RDiyYAG","","","a0mWD000003RDiyYAG","","42142223694701848","post-editable-borrowing-structure-lob-pwc","<a href=""/"" target=""_blank""> </a>"
"a0jWD000006mrYMYAY","005al00000RVcKvAAL","false","18854","","{{IF=""A AND B""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" NOT=""Insurance officer""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" NOT=""Finance Officer""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBY2A2","false","false","false","false","140.0","a0mWD000003RDhuYAG","","","a0mWD000003RDnoYAG","","42143600767503228","booked-Insurance-lob-pwc","<a href=""/a0sWD00000Xo7dp"" target=""_blank"">Insurance</a>"
"a0jWD000006mrq2YAA","005al00000RVcKvAAL","false","19950","","","a0XWD000002hCAD2A2","false","false","false","false","4.0","","","","a0mWD000003RDSEYA4","","42144649268059604","tmmpr-OverdraftProtection01(MassEditAuthorizedUsers)-00","<a href=""/a0sWD00000XnoLX"" target=""_blank"">Available One to Many Screen Sections</a>"
"a0jWD000006mrSjYAI","005al00000RVcKvAAL","false","18505","","{{IF=""((A OR B) AND C)""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LOB_Change_Memo_UI_locking__c"" IS=""approved changes not completed""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.Edit_Booked_Loan__c"" IS=""True""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.Partner_True__c"" IS=""FALSE""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBY2A2","false","false","false","false","6001.0","","","","a0mWD000003RDs2YAG","","42144661697689838","booked-editable-risk-rating-lob-pwc","<a href=""/a0sWD00000Xo7iT"" target=""_blank"">Risk Rating</a>"
"a0jWD000006mrh9YAA","005al00000RVcKvAAL","false","19399","","{{IF=""A OR B OR C OR D OR E OR F""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Complete""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCj2AM","false","false","false","false","1005.0","a0mWD000003RDveYAG","","","a0mWD000003RDxqYAG","","42144871228816362","loan-information-read-only","<a href=""/a0sWD00000Xo7ks"" target=""_blank"">Loan Details</a>"
"a0jWD000006mrq3YAA","005al00000RVcKvAAL","false","19951","","","a0XWD000002hCB42AM","false","false","false","false","4.0","","","","a0mWD000003RDRwYAO","","42145470359387638","tmmpr-ATMCard00(MassEditAuthorizedUsers)-00","<a href=""/a0sWD00000XnoKO"" target=""_blank"">Available One to Many Screen Sections</a>"
"a0jWD000006mrhAYAQ","005al00000RVcKvAAL","false","19400","","","a0XWD000002hCDK2A2","false","false","false","false","120.0","a0mWD000003RDtAYAW","","","a0mWD000003RDueYAG","","42146916159960079","dmw-list-view-postapproval-loans.dmw-row-action-edit","<a href=""/a0sWD00000Xo7jv"" target=""_blank"">Row Edit Post Approval</a>"
"a0jWD000006mrSkYAI","005al00000RVcKvAAL","false","18506","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""F""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCB62AM","false","false","false","false","50580.0","a0mWD000003RDgnYAG","","","a0mWD000003RDhAYAW","","4214727231383702","post-supplementary-details2-lob-pwc","<a href=""/a0sWD00000Xo7fK"" target=""_blank"">Supplementary Details</a>"
