"Id","OwnerId","IsDeleted","Name","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","AutorabitExtId__c","nFORCE__Taxonomy_Id__c","nFORCE__Parameters__c","nFORCE__Body_Type__c","nFORCE__Description__c"
"a2EKU0000004ocJ2AQ","0058c00000BxeO9AAJ","false","Credit Memo","tool-pp-credit-memo","llc_bi__creditmemocontainerui","","n-icon-credit_memo","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42426156136121000","","tool-pp-credit-memo","","",""
"a2EKU0000004ouo2AA","0058c00000BxeO9AAJ","false","Decisioning","retail-decision","LLC_BI__LoanAutoDecision","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","42426528086984422","","retail-decision","","Visualforce Page","This productized route is the retail template for the Decisioning route. This route includes the Auto-Decision route as a subroute. Users clone this route to reduce configuration and implementation time."
"a2EKU0000004oh02AA","0058c00000BxeO9AAJ","false","Collateral","collateral2","nforce__korelatedtable","","n-icon-collateral","false","nforce__navigation","","","a2GKU0000004W9c2AE","nforce__sub_navigation","","nforce__topbar","42426914232466300","","collateral2","","",""
"a2EKU0000004ofD2AQ","0058c00000BxeO9AAJ","false","New Entity Involvement","relationship-new-involvement","llc_bi__relationship_new_entity_involvement","","n-icon-relationship","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__blank","42427415056365700","","relationship-new-involvement","","",""
"a2EKU0000004ocD2AQ","0058c00000BxeO9AAJ","false","Team","pp-sn-team","llc_bi__prodpkguiteampage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42427423651744500","","pp-sn-team","","",""
"a2EKU0000004ocK2AQ","0058c00000BxeO9AAJ","false","Generate Forms","tool-pp-form-gen","nForms__NewFormGenerator","","n-icon-generate","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42428108790552200","","tool-pp-form-gen","","",""
"a2EKU0000004ocY2AQ","0058c00000BxeO9AAJ","false","Treasury Management","checklist-treasury-management-admin","ncino__checklistadmin","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42429253174498700","","checklist-treasury-management-admin","sObjectType=LLC_BI__Treasury_Service__c","",""
"a2EKU0000004oar2AA","0058c00000BxeO9AAJ","false","Generate Documents","pc-dep-docprep","nfuse__depactdocpreplanding","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42432437859509300","","pc-dep-docprep","","",""
"a2EKU0000004oji2AA","0058c00000BxeO9AAJ","false","Beneficiary","pm-beneficiary","llc_bi__beneficiary_maintenance_app","","","false","nforce__navigation","","","a2GKU0000004W9b2AE","nforce__sub_navigation","","llc_bi__nctopbar","42433120311323100","","pm-beneficiary","","",""
"a2EKU0000004os52AA","0058c00000BxeO9AAJ","false","Conditions","conditions","nforce__korelatedlist","","n-icon-relationship","false","nforce__navigation","","","a2GKU0000004WKb2AM","nforce__sub_navigation","","nforce__topbar","42433217096446275","","","","",""
"a2EKU0000004ou22AA","0058c00000BxeO9AAJ","false","Needs Assessment","loan-api-needsassessment","nforce__kodatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004WFe2AM","nforce__sub_navigation","","nforce__topbar","42433468633645800","","","","",""
"a2EKU0000004ohs2AA","0058c00000BxeO9AAJ","false","EPCOC","sba-form-19205-m","nforce__ncdatagrid","","n-icon-misc5","false","nforce__navigation","","","a2GKU0000004WCs2AM","nforce__sub_navigation","","nforce__topbar","42437651845393400","","sba-form-19205-m","","",""
"a2EKU0000004oiN2AQ","0058c00000BxeO9AAJ","false","Collateral","collateral1","LLC_BI__Collateral_2_Management","","n-icon-collateral","false","nforce__navigation","","","a2GKU0000004W8g2AE","nforce__sub_navigation","","nforce__topbar","42437794600930300","","collateral1","","",""
"a2EKU0000004ouC2AQ","0058c00000BxeO9AAJ","false","Review & Submit","dep-review-business","NPORTAL__PortalReview","","","false","NPORTAL__ApplicationNavigation","80.0","","","","","NPORTAL__LoanTopbar","42437987356274396","","dep-review-business","","",""
"a2EKU0000004obb2AA","0058c00000BxeO9AAJ","false","Loan Compliance","hmda-loan-compliance-2017","nforce__ncrelatedlist","","n-icon-hmda","false","nforce__navigation","","","a2GKU0000004W8U2AU","nforce__sub_navigation","","nforce__topbar","42439147694779900","","hmda-loan-compliance-2017","","",""
"a2EKU0000004orC2AQ","0058c00000BxeO9AAJ","false","Referral","sba-referral-information","nforce__kodatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004WK12AM","nforce__sub_navigation","","nforce__topbar","42439419955192759","","","","",""
"a2EKU0000004oea2AA","0058c00000BxeO9AAJ","false","Personal Info","sbl-personal","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","60.0","","a2GKU0000004W982AE","","","NPORTAL__LoanTopbar","42441231746326200","","sbl-personal","","",""
"a2EKU0000004otL2AQ","0058c00000BxeO9AAJ","false","Collateral","retail-loanwall-collateral","llc_bi__collateral_2_management","","n-icon-loan","false","nFORCE__navigation","","","a2GKU0000004WEj2AM","nFORCE__sub_navigation","","nforce__topbar","42441617063192624","","","","",""
"a2EKU0000004ou62AA","0058c00000BxeO9AAJ","false","Application","dep-apply-bus","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","10.0","","","","","NPORTAL__LoanTopbar","42446564242059213","","dep-apply-bus","","",""
"a2EKU0000004otk2AA","0058c00000BxeO9AAJ","false","Lease Details","leasedetails-dummy","","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42448948710583846","","","","",""
"a2EKU0000004owE2AQ","0058c00000BxeO9AAJ","false","HMDA","retail-hmda-applicants","llc_bi__hmda_applicants","","n-icon-hmda","false","nFORCE__navigation","","","a2GKU0000004WD72AM","nFORCE__sub_navigation","","nforce__topbar","42449057226273562","","retail-hmda-applicants","","Visualforce Page","This productized route is the retail template for the HMDA route. Users clone this route to reduce configuration and implementation time."
"a2EKU0000004op02AA","0058c00000BxeO9AAJ","false","Exposure & Aggregation","Aggregation1","","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42452393729439159","","","","",""
"a2EKU0000004od32AA","0058c00000BxeO9AAJ","false","Collateral","heloc-collateral","llc_bi__collateral_2_management","","n-icon-loan","false","nFORCE__navigation","","","a2GKU0000004W8g2AE","nFORCE__sub_navigation","","nretail__summaryheadertopbar","42456014632247500","","heloc-collateral","","",""
"a2EKU0000004oef2AA","0058c00000BxeO9AAJ","false","Personal Info","sbl-personal-ind-other","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2GKU0000004W9C2AU","","","NPORTAL__LoanTopbar","42456042702573700","","sbl-personal-ind-other","","",""
"a2EKU0000004ohB2AQ","0058c00000BxeO9AAJ","false","Memos","memos","nforce__ncrelatedlist","","n-icon-memo","false","nforce__navigation","","","a2GKU0000004W9r2AE","nforce__sub_navigation","","nforce__topbar","42457019908624400","","memos","","",""
"a2EKU0000004osv2AA","0058c00000BxeO9AAJ","false","Use of Proceeds","application-use-of-proceeds","nforce__korelatedtable","","","false","nFORCE__Navigation","","","a2GKU0000004WFK2A2","nFORCE__Sub_Navigation","","nFORCE__Topbar","42457116577594943","","","","",""
"a2EKU0000004ote2AA","0058c00000BxeO9AAJ","false","Snapshot","action-test-snapshot-route","c__snapshot_loan","","n-icon-add","false","nforce__navigation","","","a2GKU0000004WFY2A2","nforce__sub_navigation","","nforce__topbar","42458265540902832","","","","",""
"a2EKU0000004ocR2AQ","0058c00000BxeO9AAJ","false","Proforma Pricing and Quantity","proforma-pricing-quantity","llc_bi__proforma_quantity_and_pricing","","","false","","","","","","","llc_bi__nctopbar","42461070270353000","","proforma-pricing-quantity","","",""
"a2EKU0000004oxS2AQ","0058c00000BxeO9AAJ","false","Adverse Actions/Counter Offers","adverse-action-create-table","nforce__ncrelatedlist","","n-icon-reject","false","nforce__navigation","","","a2GKU0000004WDh2AM","nforce__sub_navigation","","nforce__topbar","42462619286950407","","adverse-action-create-table","","Visualforce Page",""
"a2EKU0000004oxO2AQ","0058c00000BxeO9AAJ","false","Others Involved MRF","sbl-others-multi-record","NPORTAL__MultiRecordForm","","","false","NPORTAL__ApplicationNavigation","","","a2GKU0000004WDd2AM","","","NPORTAL__LoanTopbar","42464074899761912","","sbl-others-multi-record","","Visualforce Page",""
"a2EKU0000004ose2AA","0058c00000BxeO9AAJ","false","ID Scan","rl-secured-other-id-scan","NPORTAL__IdScan","","","false","NPORTAL__ApplicationNavigation","15.0","","","","","NPORTAL__LoanTopbar","42466047617228747","","","","",""
"a2EKU0000004od92AA","0058c00000BxeO9AAJ","false","Closing","heloc-closing","nretail__blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nretail__summaryheadertopbar","42467441636818300","","heloc-closing","","",""
"a2EKU0000004oci2AA","0058c00000BxeO9AAJ","false","Fee Summary","veh-fee-summary","nretail__blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nretail__summaryheadertopbar","4246759663286910","","veh-fee-summary","","",""
"a2EKU0000004ogB2AQ","0058c00000BxeO9AAJ","false","Relationship Search","loan-bus-relationship-search","llc_bi__relationship_search_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42471381436319600","","loan-bus-relationship-search","","",""
"a2EKU0000004ot82AA","0058c00000BxeO9AAJ","false","Application","rl-secured-apply-other","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","10.0","","","","","NPORTAL__LoanTopbar","42471491178496515","","","","",""
"a2EKU0000004obN2AQ","0058c00000BxeO9AAJ","false","E-Signature","unidoc-e-signature","ndoc__universaldocmanconfigurationesign","","","false","nforce__navigation","8.0","","","nforce__sub_navigation","","nforce__topbar","42471764745649800","","unidoc-e-signature","","",""
"a2EKU0000004os42AA","0058c00000BxeO9AAJ","false","HVCRE","hvcre","llc_bi__Questionnaire_Loan_App","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42472323083885068","","","","",""
"a2EKU0000004ouI2AQ","0058c00000BxeO9AAJ","false","Review & Submit","dep-review-owner","NPORTAL__PortalReview","","","false","NPORTAL__ApplicationNavigation","40.0","","","","","NPORTAL__LoanTopbar","42472499023441038","","dep-review-owner","","",""
"a2EKU0000004ogp2AA","0058c00000BxeO9AAJ","false","Adverse Action","action-decline-loan-default-m","llc_bi__adverseaction","","n-icon-reject","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42475967709447000","","action-decline-loan-default-m","","",""
"a2EKU0000004ouj2AA","0058c00000BxeO9AAJ","false","Income Details","retail-income-details","llc_bi__income","","fa fa-money fa-lg","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","42477948751066086","","retail-income-details","incomeFieldSet=LLC_BI__Income_Schedule;tabs=true;","Visualforce Page","This productized route is the retail template for the Income Details route. Users clone this route to reduce configuration and implementation time."
"a2EKU0000004odB2AQ","0058c00000BxeO9AAJ","false","Documents","heloc-document","nDOC__UniversalDocman","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nretail__summaryheadertopbar","42478186910108500","","heloc-document","","",""
"a2EKU0000004ohA2AQ","0058c00000BxeO9AAJ","false","Manage Memos","manage-memos","llc_bi__memo","","n-icon-relationship","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42478387045668900","","manage-memos","","",""
"a2EKU0000004og52AA","0058c00000BxeO9AAJ","false","Know Your Customer","loan-ind-connected-kyc","llc_bi__questionnaire_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42479906642761400","","loan-ind-connected-kyc","","",""
"a2EKU0000004oce2AA","0058c00000BxeO9AAJ","false","Decisioning","veh-decision","LLC_BI__LoanAutoDecision","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__Blank","","nretail__summaryheadertopbar","42483226436500800","","veh-decision","","",""
"a2EKU0000004ojm2AA","0058c00000BxeO9AAJ","false","Maintenance Request","pm-maintenance-request","llc_bi__maintenance_request_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","llc_bi__nctopbar","42486082359577600","","pm-maintenance-request","","",""
"a2EKU0000004ojZ2AQ","0058c00000BxeO9AAJ","false","Retail Configuration","retail-configuration","llc_bi__retail_configuration","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42486658113527700","","retail-configuration","","",""
"a2EKU0000004ou52AA","0058c00000BxeO9AAJ","false","new test route","qaws","cfdr","","","false","","","","a2GKU0000004W9o2AE","","","","42487851024384107","","","","",""
"a2EKU0000004oeb2AA","0058c00000BxeO9AAJ","false","Others Involved","sbl-others","NPORTAL__OthersInvolved","","","false","NPORTAL__ApplicationNavigation","70.0","","","","","NPORTAL__LoanTopbar","42488246185036800","","sbl-others","","",""
"a2EKU0000004owL2AQ","0058c00000BxeO9AAJ","false","Credit Authorization/Joint Intent","credit-auth-joint-intent","nforce__ncrelatedlist","","","false","nforce__navigation","","","a2GKU0000004WDE2A2","nforce__sub_navigation","","nforce__topbar","42488539563662868","","credit-auth-joint-intent","action_new_label=Please Acknowledge Credit Authorization and Joint Intent (if applicable) for each Entity Below by clicking ""Edit"" next to each name:","Visualforce Page",""
"a2EKU0000004ot92AA","0058c00000BxeO9AAJ","false","Personal Info","rl-secured-personal-other","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2GKU0000004WFO2A2","","","NPORTAL__LoanTopbar","42489736025479970","","","","",""
"a2EKU0000004ojU2AQ","0058c00000BxeO9AAJ","false","Manage Facilities","action-pp-manage-facilities-m","llc_bi__managefacilitycontainerui","","fa fa-list-alt","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42491813140579500","","action-pp-manage-facilities-m","","",""
"a2EKU0000004ogY2AQ","0058c00000BxeO9AAJ","false","Treasury Management","unidoc-LLC_BI__Treasury_Service__c","ndoc__universaldocmanconfiguration","","","false","nforce__navigation","2.0","","","nforce__sub_navigation","","nforce__topbar","42491909366815900","","unidoc-LLC_BI__Treasury_Service__c","","",""
"a2EKU0000004oiB2AQ","0058c00000BxeO9AAJ","false","Underwriting","tool-relationship-spreads","llc_bi__spread","","n-icon-underwriting","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42492817286365000","","tool-relationship-spreads","","",""
"a2EKU0000004otO2AQ","0058c00000BxeO9AAJ","false","Opportunity History","Opportunity-history","nforce__korelatedlist","","","false","nFORCE__Navigation","","","a2GKU0000004WFQ2A2","nFORCE__Sub_Navigation","","nFORCE__Topbar","42493192282016288","","","","",""
"a2EKU0000004oic2AA","0058c00000BxeO9AAJ","false","New Loan Product","relationship-new-loan","LLC_BI__NewProduct","","n-icon-loan","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__topbar","42495063752179600","","relationship-new-loan","","",""
"a2EKU0000004oi72AA","0058c00000BxeO9AAJ","false","Product Summary","tm-product-summary","llc_bi__koproductsummary","","n-icon-treasury_management","false","nforce__navigation","","","a2GKU0000004W9v2AE","nforce__sub_navigation","","nforce__topbar","42495689659147100","","tm-product-summary","","",""
"a2EKU0000004oaq2AA","0058c00000BxeO9AAJ","false","Verifications Checklist","loan-verify-credit-checklist","nfuse__verificationschecklist","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42497093717940900","","loan-verify-credit-checklist","","",""
"a2EKU0000004orB2AQ","0058c00000BxeO9AAJ","false","Loan Dashboard SBA","dashboard-sba-loan","llc_bi__loan_dashboard","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004WK02AM","nforce__sub_navigation","","nforce__topbar","42501085403977809","","","","",""
"a2EKU0000004ot42AA","0058c00000BxeO9AAJ","false","Verification","rl-secured-verification","NPORTAL__PortalEIDVerification","","","false","NPORTAL__ApplicationNavigation","40.0","","","","","NPORTAL__LoanTopbar","42501729389344107","","","","",""
"a2EKU0000004osH2AQ","0058c00000BxeO9AAJ","false","Third Party Management","third-party-management-dummy","","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42501746394576334","","","","",""
"a2EKU0000004ohy2AA","0058c00000BxeO9AAJ","false","SBA Form 652","sba-form-652-m","nsba__sba_form_contact","","","false","nforce__navigation","","","a2GKU0000004WCG2A2","nforce__sub_navigation","","nforce__topbar","42502871482969600","","sba-form-652-m","","",""
"a2EKU0000004ob92AA","0058c00000BxeO9AAJ","false","Document Manager","tool-counterparty-unidocman","NDOC__UniversalDocMan","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42505373187801300","","tool-counterparty-unidocman","","",""
"a2EKU0000004oiS2AQ","0058c00000BxeO9AAJ","false","DocuSign","document","llc_bi__docusignreview","","n-icon-generate","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42505809998053200","","document","","",""
"a2EKU0000004ojh2AA","0058c00000BxeO9AAJ","false","Finish","pm-finish","llc_bi__product_maintenance_finish_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","llc_bi__nctopbar","42506189797548900","","pm-finish","","",""
"a2EKU0000004osF2AQ","0058c00000BxeO9AAJ","false","Your Account","dep-account","NPORTAL__DepositAccount","","","false","NPORTAL__ApplicationNavigation","50.0","","","","","NPORTAL__LoanTopbar","42506594962254750","","","","",""
"a2EKU0000004ocb2AA","0058c00000BxeO9AAJ","false","Underwriting","veh-underwriting","nretail__blank","","n-icon-loan","false","nFORCE__navigation","","","a2GKU0000004W8f2AE","nFORCE__sub_navigation","","nretail__summaryheadertopbar","42506687603772800","","veh-underwriting","","",""
"a2EKU0000004osd2AA","0058c00000BxeO9AAJ","false","ID Scan","rl-secured-id-scan","NPORTAL__IdScan","","","false","NPORTAL__ApplicationNavigation","25.0","","","","","NPORTAL__LoanTopbar","42508402653131823","","","","",""
"a2EKU0000004ooz2AA","0058c00000BxeO9AAJ","false","Enhanced Monitoring Analysis","enhanced-monitoring-analysis","","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42510002628472435","","","","",""
"a2EKU0000004ofG2AQ","0058c00000BxeO9AAJ","false","Risk Rating","risk-rating-old-m","nforce__ncrelatedlist","","n-icon-risk_grading","false","nforce__navigation","","","a2GKU0000004W9T2AU","nforce__sub_navigation","","nforce__topbar","42510774030267300","","risk-rating-old-m","action_new=m-loan.action-risk-rating-selector-loan","",""
"a2EKU0000004orX2AQ","0058c00000BxeO9AAJ","false","EPCOC","sba-form-19205","nforce__kodatagrid","","n-icon-misc5","false","nforce__navigation","","","a2GKU0000004WKJ2A2","nforce__sub_navigation","","nforce__topbar","42511225886235387","","","","",""
"a2EKU0000004ouG2AQ","0058c00000BxeO9AAJ","false","ID Scan","dep-business-owner-id-scan","NPORTAL__IdScan","","","false","NPORTAL__ApplicationNavigation","15.0","","","","","NPORTAL__LoanTopbar","42511520176062633","","dep-business-owner-id-scan","","",""
"a2EKU0000004os72AA","0058c00000BxeO9AAJ","false","Adverse Action","loan-adverse","nforce__korelatedtable","","n-icon-adverse","false","nforce__navigation","","","a2GKU0000004WKc2AM","nforce__sub_navigation","","nforce__topbar","42512340452542096","","","","",""
"a2EKU0000004ofs2AA","0058c00000BxeO9AAJ","false","Documents","bus-connected-documents","llc_bi__retail_customer_creation_docman","","","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__ncTopbar","42512889578695400","","bus-connected-documents","","",""
"a2EKU0000004oil2AA","0058c00000BxeO9AAJ","false","Rule Engine User Context","ruleengineoauth2","nforce__ruleenginecommunicationprovider","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42514454993199100","","ruleengineoauth2","","",""
"a2EKU0000004owD2AQ","0058c00000BxeO9AAJ","false","Underwriting Summary","retail-underwriting-summary","nretail__underwriting","","n-icon-loan","false","nFORCE__navigation","","","a2GKU0000004WD62AM","nFORCE__sub_navigation","","nforce__topbar","42516142065022618","","retail-underwriting-summary","","Visualforce Page","This productized route is the retail template for the Underwriting Summary route. Users clone this route to reduce configuration and implementation time."
"a2EKU0000004ov62AA","0058c00000BxeO9AAJ","false","Adverse Action","next-step-adverse-action","llc_bi__adverseaction","","n-icon-reject","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42517424182597581","","next-step-adverse-action","","Visualforce Page",""
"a2EKU0000004osG2AQ","0058c00000BxeO9AAJ","false","Additional Info","loan-business-kyc","nPORTAL__PortalQuestionnaire","","","false","nPORTAL_ApplicationNavigation","","","","","","nPORTAL__LoanTopbar","42518700831466485","","","","",""
"a2EKU0000004oas2AA","0058c00000BxeO9AAJ","false","Review & Submit","dep-docprep-review","nfuse__depactdocprepreview","","","false","nforce__navigation","","","","nforce__sub_navigation","","llc_bi__nctopbar","42518819524502700","","dep-docprep-review","","",""
"a2EKU0000004oeF2AQ","0058c00000BxeO9AAJ","false","Application","sbl-secured-apply","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","10.0","","","","","NPORTAL__LoanTopbar","42519156983091300","","sbl-secured-apply","","",""
"a2EKU0000004obt2AA","0058c00000BxeO9AAJ","false","Loan Team","loan-team","","","n-icon-team","false","","","","","","","","42523406271363800","","loan-team","","",""
"a2EKU0000004oaX2AQ","0058c00000BxeO9AAJ","false","Collateral Details","collateral2-details-m","nforce__korelatedtable","","n-","false","nforce__navigation","","","a2GKU0000004WBb2AM","nforce__sub_navigation","","nforce__topbar","42525387980542900","","collateral2-details-m","","",""
"a2EKU0000004owr2AA","0058c00000BxeO9AAJ","false","Pricing","small-business-loan-post-approval-ui-pricing","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004WCr2AM","nforce__sub_navigation","","nforce__topbar","42525984063509268","","","","",""
"a2EKU0000004os02AA","0058c00000BxeO9AAJ","false","Repayment Terms","sba-la-repayment-terms","nforce__kodatagrid","","","false","nforce__navigation","","","a2GKU0000004WKX2A2","nforce__sub_navigation","","nforce__topbar","42526551364866246","","","","",""
"a2EKU0000004ot02AA","0058c00000BxeO9AAJ","false","Additional Products","dep-ancillary-services-business","NPORTAL__AncillaryServices","","","false","NPORTAL__ApplicationNavigation","75.0","","","","","NPORTAL__LoanTopbar","42527469731149736","","","","",""
"a2EKU0000004ojC2AQ","0058c00000BxeO9AAJ","false","Covenants","pp-sn-covenants-m","llc_bi__prodpkguiloancovenantspage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42527924279564100","","pp-sn-covenants-m","","",""
"a2EKU0000004obU2AQ","0058c00000BxeO9AAJ","false","Booked Details","booked-information","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004W8P2AU","nforce__sub_navigation","","nforce__topbar","42530010605376500","","booked-information","","",""
"a2EKU0000004ojJ2AQ","0058c00000BxeO9AAJ","false","Team","pp-sn-team-m","llc_bi__prodpkguiteampage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42531494589525900","","pp-sn-team-m","","",""
"a2EKU0000004otS2AQ","0058c00000BxeO9AAJ","false","Personal Info","perdep-owner-personal","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2GKU0000004WFR2A2","","","NPORTAL__LoanTopbar","42531503044577893","","","","",""
"a2EKU0000004ouW2AQ","0058c00000BxeO9AAJ","false","Needs Review","dep-booking-needs-review","cm_BookingNeedsReview","","","false","NPORTAL__ApplicationNavigation","","","","","","NPORTAL__LoanTopbar","42532494244522441","","dep-booking-needs-review","","Visualforce Page",""
"a2EKU0000004obp2AA","0058c00000BxeO9AAJ","false","Decision History","loan-auto-decision-history","llc_bi__loanautodecisionscorecardhistory","","n-icon-analyze","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42533653240386800","","loan-auto-decision-history","","",""
"a2EKU0000004ofe2AA","0058c00000BxeO9AAJ","false","Documents","ind-connected-documents","llc_bi__retail_customer_creation_docman","","","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nforce__nctopbar","42533662635468700","","ind-connected-documents","","",""
"a2EKU0000004oso2AA","0058c00000BxeO9AAJ","false","Preliminary Information","loan-detail-prelim","nforce__kodatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004WFD2A2","nforce__sub_navigation","","nforce__topbar","42534641060179243","","","","",""
"a2EKU0000004oav2AA","0058c00000BxeO9AAJ","false","Portal Dashboard","ptl-dashboard","nportal__dashboard","","","false","nportal__dashboardnavigation","","","","","","","42535068051304800","","ptl-dashboard","","",""
"a2EKU0000004omo2AA","0058c00000BxeO9AAJ","false","Offers","rl-secured-offers","NPORTAL__Offers","","","false","NPORTAL__ApplicationNavigation","75.0","","","","","NPORTAL__LoanTopbar","42536059540069965","","","","",""
"a2EKU0000004og72AA","0058c00000BxeO9AAJ","false","Summary","loan-ind-summary","llc_bi__new_customer_summary_app","","","false","nforce__navigation","","","a2GKU0000004W9Z2AU","nforce__sub_navigation","","nforce__nctopbar","42536397464639900","","loan-ind-summary","","",""
"a2EKU0000004obu2AA","0058c00000BxeO9AAJ","false","Team Members","loan-team-members","nforce__ncrelatedlist","","","false","nforce__navigation","","","a2GKU0000004W8Y2AU","nforce__sub_navigation","","nforce__topbar","42536651116951300","","loan-team-members","","",""
"a2EKU0000004ocm2AA","0058c00000BxeO9AAJ","false","Underwriting","loc-underwriting","nretail__underwritingdetails","","n-icon-loan","false","nFORCE__navigation","","","a2GKU0000004W8j2AE","nFORCE__Blank","","nretail__summaryheadertopbar","42539306954055300","","loc-underwriting","","",""
"a2EKU0000004ody2AA","0058c00000BxeO9AAJ","false","Third Party Management","third-party-management-m","llc_bi__third_party_management","","n-icon-relationship","false","nforce__navigation","","","a2GKU0000004W8o2AE","nforce__sub_navigation","","nforce__topbar","42541653244471400","","third-party-management-m","","",""
"a2EKU0000004orN2AQ","0058c00000BxeO9AAJ","false","SBA Form 413","sba-form-413","nsba__sba_form_contact","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42541733539593886","","","","",""
"a2EKU0000004ofx2AA","0058c00000BxeO9AAJ","false","Relationship Search","loan-ind-relationship-search","llc_bi__relationship_search_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42543439391614400","","loan-ind-relationship-search","","",""
"a2EKU0000004ogE2AQ","0058c00000BxeO9AAJ","false","Documents","loan-bus-documents","llc_bi__retail_customer_creation_docman","","","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nforce__nctopbar","42544119548250200","","loan-bus-documents","","",""
"a2EKU0000004oft2AA","0058c00000BxeO9AAJ","false","Summary","bus-summary","llc_bi__new_customer_summary_app","","","false","nforce__navigation","","","a2GKU0000004W9Y2AU","nforce__sub_navigation","","nforce__nctopbar","42544464364310800","","bus-summary","","",""
"a2EKU0000004obh2AA","0058c00000BxeO9AAJ","false","Credit Memo","tool-credit-memo","llc_bi__creditmemoui","","n-icon-credit_memo","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42544728699041000","","tool-credit-memo","","",""
"a2EKU0000004orP2AQ","0058c00000BxeO9AAJ","false","SBA Form 10","sba-form-10","nforce__kodatagrid","","","false","nforce__navigation","","","a2GKU0000004WKB2A2","nforce__sub_navigation","","nforce__topbar","42545070145105309","","","","",""
"a2EKU0000004oc32AA","0058c00000BxeO9AAJ","false","Other Related Entities","pp-tn-related-entities","llc_bi__prodpkguiotherpartiespage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42545439595524800","","pp-tn-related-entities","","",""
