"Id","IsDeleted","Name","nFORCE__Screen_Section__c","nFORCE__Display_Order__c","nFORCE__Field_Set_Key__c","nFORCE__Layout__c","nFORCE__Parent_Configuration__c","nFORCE__Parent_Relationship_Name__c","nFORCE__Section_Header__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","nFORCE__Filter_Criteria__c","nFORCE__Limit__c","nFORCE__Offset_By_Limit__c","nFORCE__Sort_Criteria__c","nFORCE__Unique__c","AutorabitExtId__c"
"a2HKU0000004sLi2AI","false","SC-000133407","a2FKU0000004vsV2AQ","2.0","","","","","","42026176072069606298","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSZ2AY","false","SC-000133832","a2FKU0000004vsV2AQ","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sLi2AI","LLC_BI__Authorized_Users__r","","42026176072069606299","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sRN2AY","false","SC-000133758","a2FKU0000004vsq2AA","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sKW2AY","LLC_BI__Authorized_Users__r","","420261760720696063","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sKd2AI","false","SC-000133340","a2FKU0000004vrx2AA","2.0","","","","","","4202617607206960630","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sVB2AY","false","SC-000133994","a2FKU0000004vsV2AQ","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSZ2AY","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606300","Contact","","50.0","true","","false",""
"a2HKU0000004sLj2AI","false","SC-000133408","a2FKU0000004vrZ2AQ","2.0","","","","","","42026176072069606302","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSa2AI","false","SC-000133833","a2FKU0000004vrZ2AQ","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sLj2AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606303","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sVC2AY","false","SC-000133995","a2FKU0000004vrZ2AQ","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSa2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606304","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sLk2AI","false","SC-000133409","a2FKU0000004vsW2AQ","2.0","","","","","","42026176072069606306","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSb2AI","false","SC-000133834","a2FKU0000004vsW2AQ","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sLk2AI","LLC_BI__Authorized_Users__r","","42026176072069606307","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sVD2AY","false","SC-000133996","a2FKU0000004vsW2AQ","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSb2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606308","Contact","","50.0","true","","false",""
"a2HKU0000004sRU2AY","false","SC-000133765","a2FKU0000004vrx2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sKd2AI","LLC_BI__Analyzed_Accounts__r","","4202617607206960631","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sLl2AI","false","SC-000133410","a2FKU0000004vra2AA","2.0","","","","","","42026176072069606310","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSc2AI","false","SC-000133835","a2FKU0000004vra2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sLl2AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606311","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sVE2AY","false","SC-000133997","a2FKU0000004vra2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSc2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606312","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sLm2AI","false","SC-000133411","a2FKU0000004vsX2AQ","2.0","","","","","","42026176072069606314","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSd2AI","false","SC-000133836","a2FKU0000004vsX2AQ","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sLm2AI","LLC_BI__Authorized_Users__r","","42026176072069606315","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sVF2AY","false","SC-000133998","a2FKU0000004vsX2AQ","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSd2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606316","Contact","","50.0","true","","false",""
"a2HKU0000004sLn2AI","false","SC-000133412","a2FKU0000004vrb2AA","2.0","","","","","","42026176072069606318","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSe2AI","false","SC-000133837","a2FKU0000004vrb2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sLn2AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606319","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sU62AI","false","SC-000133927","a2FKU0000004vrx2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sRU2AY","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","4202617607206960632","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sVG2AY","false","SC-000133999","a2FKU0000004vrb2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSe2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606320","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sLo2AI","false","SC-000133413","a2FKU0000004vsY2AQ","2.0","","","","","","42026176072069606322","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSf2AI","false","SC-000133838","a2FKU0000004vsY2AQ","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sLo2AI","LLC_BI__Authorized_Users__r","","42026176072069606323","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sVH2AY","false","SC-000134000","a2FKU0000004vsY2AQ","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSf2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606324","Contact","","50.0","true","","false",""
"a2HKU0000004sLp2AI","false","SC-000133414","a2FKU0000004vrc2AA","2.0","","","","","","42026176072069606326","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSg2AI","false","SC-000133839","a2FKU0000004vrc2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sLp2AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606327","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sVI2AY","false","SC-000134001","a2FKU0000004vrc2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSg2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606328","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sLq2AI","false","SC-000133415","a2FKU0000004vsZ2AQ","2.0","","","","","","42026176072069606330","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSh2AI","false","SC-000133840","a2FKU0000004vsZ2AQ","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sLq2AI","LLC_BI__Authorized_Users__r","","42026176072069606331","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sVJ2AY","false","SC-000134002","a2FKU0000004vsZ2AQ","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSh2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606332","Contact","","50.0","true","","false",""
"a2HKU0000004sLr2AI","false","SC-000133416","a2FKU0000004vrd2AA","2.0","","","","","","42026176072069606334","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSi2AI","false","SC-000133841","a2FKU0000004vrd2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sLr2AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606335","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sVK2AY","false","SC-000134003","a2FKU0000004vrd2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSi2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606336","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sLs2AI","false","SC-000133417","a2FKU0000004vsa2AA","2.0","","","","","","42026176072069606338","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSj2AI","false","SC-000133842","a2FKU0000004vsa2AA","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sLs2AI","LLC_BI__Authorized_Users__r","","42026176072069606339","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sKe2AI","false","SC-000133341","a2FKU0000004vsu2AA","2.0","","","","","","4202617607206960634","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sVL2AY","false","SC-000134004","a2FKU0000004vsa2AA","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSj2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606340","Contact","","50.0","true","","false",""
"a2HKU0000004sLt2AI","false","SC-000133418","a2FKU0000004vre2AA","2.0","","","","","","42026176072069606342","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSk2AI","false","SC-000133843","a2FKU0000004vre2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sLt2AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606343","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sVM2AY","false","SC-000134005","a2FKU0000004vre2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSk2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606344","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sLu2AI","false","SC-000133419","a2FKU0000004vsb2AA","2.0","","","","","","42026176072069606346","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSl2AI","false","SC-000133844","a2FKU0000004vsb2AA","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sLu2AI","LLC_BI__Authorized_Users__r","","42026176072069606347","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sVN2AY","false","SC-000134006","a2FKU0000004vsb2AA","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSl2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606348","Contact","","50.0","true","","false",""
"a2HKU0000004sRV2AY","false","SC-000133766","a2FKU0000004vsu2AA","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sKe2AI","LLC_BI__Authorized_Users__r","","4202617607206960635","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sLv2AI","false","SC-000133420","a2FKU0000004vrf2AA","2.0","","","","","","42026176072069606350","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSm2AI","false","SC-000133845","a2FKU0000004vrf2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sLv2AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606351","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sVO2AY","false","SC-000134007","a2FKU0000004vrf2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSm2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606352","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sLw2AI","false","SC-000133421","a2FKU0000004vsc2AA","2.0","","","","","","42026176072069606354","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSn2AI","false","SC-000133846","a2FKU0000004vsc2AA","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sLw2AI","LLC_BI__Authorized_Users__r","","42026176072069606355","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sVP2AY","false","SC-000134008","a2FKU0000004vsc2AA","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSn2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606356","Contact","","50.0","true","","false",""
"a2HKU0000004sLx2AI","false","SC-000133422","a2FKU0000004vrg2AA","2.0","","","","","","42026176072069606358","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSo2AI","false","SC-000133847","a2FKU0000004vrg2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sLx2AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606359","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sU72AI","false","SC-000133928","a2FKU0000004vsu2AA","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sRV2AY","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","4202617607206960636","Contact","","50.0","true","","false",""
"a2HKU0000004sVQ2AY","false","SC-000134009","a2FKU0000004vrg2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSo2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606360","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sLy2AI","false","SC-000133423","a2FKU0000004vsd2AA","2.0","","","","","","42026176072069606362","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSp2AI","false","SC-000133848","a2FKU0000004vsd2AA","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sLy2AI","LLC_BI__Authorized_Users__r","","42026176072069606363","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sVR2AY","false","SC-000134010","a2FKU0000004vsd2AA","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSp2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606364","Contact","","50.0","true","","false",""
"a2HKU0000004sLz2AI","false","SC-000133424","a2FKU0000004vrh2AA","2.0","","","","","","42026176072069606366","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSq2AI","false","SC-000133849","a2FKU0000004vrh2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sLz2AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606367","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sVS2AY","false","SC-000134011","a2FKU0000004vrh2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSq2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606368","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sM02AI","false","SC-000133425","a2FKU0000004vse2AA","2.0","","","","","","42026176072069606370","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSr2AI","false","SC-000133850","a2FKU0000004vse2AA","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sM02AI","LLC_BI__Authorized_Users__r","","42026176072069606371","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sVT2AY","false","SC-000134012","a2FKU0000004vse2AA","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSr2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606372","Contact","","50.0","true","","false",""
"a2HKU0000004sM12AI","false","SC-000133426","a2FKU0000004vri2AA","2.0","","","","","","42026176072069606374","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSs2AI","false","SC-000133851","a2FKU0000004vri2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sM12AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606375","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sVU2AY","false","SC-000134013","a2FKU0000004vri2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSs2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606376","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sM22AI","false","SC-000133427","a2FKU0000004vsf2AA","2.0","","","","","","42026176072069606378","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSt2AI","false","SC-000133852","a2FKU0000004vsf2AA","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sM22AI","LLC_BI__Authorized_Users__r","","42026176072069606379","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sKf2AI","false","SC-000133342","a2FKU0000004vry2AA","2.0","","","","","","4202617607206960638","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sVV2AY","false","SC-000134014","a2FKU0000004vsf2AA","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSt2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606380","Contact","","50.0","true","","false",""
"a2HKU0000004sM32AI","false","SC-000133428","a2FKU0000004vrj2AA","2.0","","","","","","42026176072069606382","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSu2AI","false","SC-000133853","a2FKU0000004vrj2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sM32AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606383","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sVW2AY","false","SC-000134015","a2FKU0000004vrj2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSu2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606384","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sM42AI","false","SC-000133429","a2FKU0000004vsg2AA","2.0","","","","","","42026176072069606386","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSv2AI","false","SC-000133854","a2FKU0000004vsg2AA","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sM42AI","LLC_BI__Authorized_Users__r","","42026176072069606387","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sVX2AY","false","SC-000134016","a2FKU0000004vsg2AA","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSv2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606388","Contact","","50.0","true","","false",""
"a2HKU0000004sRW2AY","false","SC-000133767","a2FKU0000004vry2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sKf2AI","LLC_BI__Analyzed_Accounts__r","","4202617607206960639","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sM52AI","false","SC-000133430","a2FKU0000004vrk2AA","2.0","","","","","","42026176072069606390","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSw2AI","false","SC-000133855","a2FKU0000004vrk2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sM52AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606391","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sVY2AY","false","SC-000134017","a2FKU0000004vrk2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSw2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606392","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sM62AI","false","SC-000133431","a2FKU0000004vsh2AA","2.0","","","","","","42026176072069606394","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSx2AI","false","SC-000133856","a2FKU0000004vsh2AA","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sM62AI","LLC_BI__Authorized_Users__r","","42026176072069606395","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sVZ2AY","false","SC-000134018","a2FKU0000004vsh2AA","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSx2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606396","Contact","","50.0","true","","false",""
"a2HKU0000004sM72AI","false","SC-000133432","a2FKU0000004vrl2AA","2.0","","","","","","42026176072069606398","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSy2AI","false","SC-000133857","a2FKU0000004vrl2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sM72AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606399","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sTz2AI","false","SC-000133920","a2FKU0000004vsq2AA","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sRN2AY","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","420261760720696064","Contact","","50.0","true","","false",""
"a2HKU0000004sU82AI","false","SC-000133929","a2FKU0000004vry2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sRW2AY","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","4202617607206960640","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sVa2AI","false","SC-000134019","a2FKU0000004vrl2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sSy2AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606400","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sM82AI","false","SC-000133433","a2FKU0000004vsi2AA","2.0","","","","","","42026176072069606402","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sSz2AI","false","SC-000133858","a2FKU0000004vsi2AA","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sM82AI","LLC_BI__Authorized_Users__r","","42026176072069606403","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sVb2AI","false","SC-000134020","a2FKU0000004vsi2AA","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sSz2AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606404","Contact","","50.0","true","","false",""
"a2HKU0000004sM92AI","false","SC-000133434","a2FKU0000004vrm2AA","2.0","","","","","","42026176072069606406","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sT02AI","false","SC-000133859","a2FKU0000004vrm2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sM92AI","LLC_BI__Analyzed_Accounts__r","","42026176072069606407","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sVc2AI","false","SC-000134021","a2FKU0000004vrm2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sT02AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606408","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
"a2HKU0000004sMA2AY","false","SC-000133435","a2FKU0000004vsj2AA","2.0","","","","","","42026176072069606410","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sT12AI","false","SC-000133860","a2FKU0000004vsj2AA","3.0","LLC_BI__Treasury_Mass_Actions_Authorized_Users","","a2HKU0000004sMA2AY","LLC_BI__Authorized_Users__r","","42026176072069606411","LLC_BI__Authorized_User__c","","","false","","false",""
"a2HKU0000004sVd2AI","false","SC-000134022","a2FKU0000004vsj2AA","4.0","LLC_BI__Treasury_Mass_Actions_Contacts","","a2HKU0000004sT12AI","LLC_BI__Contact_Reference__r","Select contacts from the account or connected accounts to add as authorized users.","42026176072069606412","Contact","","50.0","true","","false",""
"a2HKU0000004sMB2AY","false","SC-000133436","a2FKU0000004vrn2AA","2.0","","","","","","42026176072069606414","LLC_BI__Treasury_Service__c","","","false","","false",""
"a2HKU0000004sT22AI","false","SC-000133861","a2FKU0000004vrn2AA","3.0","LLC_BI__Treasury_Mass_Actions_Analyzed_Accounts","","a2HKU0000004sMB2AY","LLC_BI__Analyzed_Accounts__r","","42026176072069606415","LLC_BI__Analyzed_Account__c","LLC_BI__Analyzed_Account_Type__c = DDA","","false","","false",""
"a2HKU0000004sVe2AI","false","SC-000134023","a2FKU0000004vrn2AA","4.0","LLC_BI__Treasury_Mass_Actions_Deposits","","a2HKU0000004sT22AI","LLC_BI__Deposit_Reference__r","Select deposits from the account or connected accounts to add as analyzed accounts.","42026176072069606416","LLC_BI__Deposit__c","LLC_BI__Analyzed_Account_Type__c = DDA","50.0","true","","false",""
