"Id","OwnerId","IsDeleted","Name","nFORCE__Group__c","nFORCE__Is_Hidden__c","nFORCE__Order__c","nFORCE__Parent_Route__c","nFORCE__Route__c","nFORCE__lookupKey__c","nFORCE__Conditional_Display_Criteria_Context__c","nFORCE__Primary_Button_Text__c","nFORCE__Has_Visibility_Criteria__c","nFORCE__Is_Default_Context_Child__c","nFORCE__Is_Forward_Navigation_Disabled__c","nFORCE__Question_Group__c","nFORCE__Visibility_Criteria__c","Route_App_Name__c","Route_Screen__c","nFORCE__Conditional_Display_Criteria__c","AutorabitExtId__c"
"a2DKU0000000XK22AM","0058c00000BxeO9AAJ","false","184339","a2BKU0000009wxs2AA","false","0.0","","a2EKU0000004p6M2AQ","544B7F6F0E","","","false","false","true","","","action-lobloanbooked-change-memo-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YKf2AM","0058c00000BxeO9AAJ","false","188222","a2BKU0000009wuN2AQ","false","20.0","","a2EKU0000004odg2AA","5451560278866260","","","false","false","false","","","action-m-retail-submit-for-approval","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X0c2AE","0058c00000BxeO9AAJ","false","183135","a2BKU0000009wv32AA","false","2000.0","","a2EKU0000004om52AA","54571620937670261","","","false","false","false","","","booked-borrowing-structure","<a href=""/a2GKU0000004WBN"" target=""_blank"">Borrowing Structure Information</a>","",""
"a2DKU0000000XJg2AM","0058c00000BxeO9AAJ","false","184317","a2BKU0000009wxU2AQ","false","10.0","","a2EKU0000004p602AA","5459517A18","","","false","false","false","","","balance-information-m-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YX02AM","0058c00000BxeO9AAJ","false","188987","a2BKU0000009wun2AA","false","8500060.0","a2EKU0000004oiV2AQ","a2EKU0000004oiu2AA","5461609165316","","","false","false","false","","","hmda-entity-compliance-2018-m","<a href=""/a2GKU0000004WA8"" target=""_blank"">Entity Compliance Screen</a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__HMDA_Record_Type__c"" IS=""HMDA-Effective-2018""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000XOK2A2","0058c00000BxeO9AAJ","false","184605","a2BKU0000009wxr2AA","false","1.0","","a2EKU0000004ozb2AA","5468154C28","","","false","true","true","","","lobloanbooked-third-party-management","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YCH2A2","0058c00000BxeO9AAJ","false","187702","a2BKU0000009wxR2AQ","false","120.0","","a2EKU0000004ovy2AA","54691666029062609","","","false","false","false","","","small-business-loan-online-application-next-steps","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XKU2A2","0058c00000BxeO9AAJ","false","184367","a2BKU0000009wxe2AA","false","6500.0","","a2EKU0000004p6o2AA","550E2C330E","","","false","false","false","","","hmda-loan-compliance-2017-m-lob-pwc","<a href=""/"" target=""_blank""> </a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""F""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000YYU2A2","0058c00000BxeO9AAJ","false","189079","a2BKU0000009wuy2AA","true","300.0","a2EKU0000004og92AA","a2EKU0000004ogB2AQ","55151585668912500","","","false","false","true","","","loan-bus-relationship-search","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YVO2A2","0058c00000BxeO9AAJ","false","188887","a2BKU0000009wuk2AA","false","9000070.0","","a2EKU0000004oiK2AQ","55201585604343600","","","false","false","false","","","action-submit-approval-m","<a href=""/"" target=""_blank""> </a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000X0M2AU","0058c00000BxeO9AAJ","false","183119","a2BKU0000009wv32AA","true","1.0E7","","a2EKU0000004old2AA","55261620937670254","","","false","false","false","","","tool-booked-payment-calculator","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XJr2AM","0058c00000BxeO9AAJ","false","184328","a2BKU0000009wxY2AQ","false","5.0","","a2EKU0000004p6B2AQ","552B280312","","","false","false","false","","","post-appr-due-diligence-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YKb2AM","0058c00000BxeO9AAJ","false","188218","a2BKU0000009wuN2AQ","false","1.0","a2EKU0000004odp2AA","a2EKU0000004odp2AA","5561560278866260","","","false","true","false","","","m-retail-underwriting","<a href=""/a2GKU0000004W90"" target=""_blank"">Underwriting Details</a>","",""
"a2DKU0000000XKO2A2","0058c00000BxeO9AAJ","false","184361","a2BKU0000009wxY2AQ","false","1340.0","","a2EKU0000004p6i2AA","55654F512D","","","false","false","false","","","loan-detail-m-lob-pwc","<a href=""/"" target=""_blank""> </a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000YFv2AM","0058c00000BxeO9AAJ","false","187928","a2BKU0000009wuR2AQ","false","4.0","","a2EKU0000004oep2AA","55701567002559400","","","false","false","false","","","master-treasury-services-treasury-service-details","<a href=""/a2GKU0000004W9H"" target=""_blank"">Treasury Service Details</a>","",""
"a2DKU0000000YL02AM","0058c00000BxeO9AAJ","false","188243","a2BKU0000009wuk2AA","false","1080.0","a2EKU0000004oiX2AQ","a2EKU0000004ojV2AQ","55731585604343600","","","false","false","false","","","supplementary-details-m","<a href=""/a2GKU0000004WAF"" target=""_blank"">Supplementary Details</a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000XGi2AM","0058c00000BxeO9AAJ","false","184133","a2BKU0000009wxj2AA","false","6.0","","a2EKU0000004p322AA","557F595A0E","","","false","false","false","","","lob-sba-paycheck-add-entity","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YHJ2A2","0058c00000BxeO9AAJ","false","188014","a2BKU0000009wu42AA","false","20.0","a2EKU0000004oc62AA","a2EKU0000004oc82AA","55841563816246900","","","false","false","false","","","pp-tn-account-loan","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XyI2AU","0058c00000BxeO9AAJ","false","186835","a2BKU0000009wuO2AQ","false","3.0","","a2EKU0000004oe92AA","55911562008923000","","","false","false","false","","","master-relationship-treasury---ancillary-services","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YRC2A2","0058c00000BxeO9AAJ","false","188627","a2BKU0000009wuk2AA","false","1090.0","a2EKU0000004oiX2AQ","a2EKU0000004oiM2AQ","56131585604343600","","","false","false","false","","","booked-information-m","<a href=""/a2GKU0000004W9x"" target=""_blank"">Booked Information</a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000XFU2A2","0058c00000BxeO9AAJ","false","184057","a2BKU0000009wxw2AA","false","1.0","","a2EKU0000004p1o2AA","561D797571","","","false","true","false","","","risk-rating-lobloanpre","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XEI2A2","0058c00000BxeO9AAJ","false","183983","a2BKU0000009wxo2AA","false","4.0","","a2EKU0000004p0c2AA","561E7B4C36","","","false","false","false","","","lob-loan-post-reg-o","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YOT2A2","0058c00000BxeO9AAJ","false","188458","a2BKU0000009wuk2AA","false","9000050.0","","a2EKU0000004ofI2AQ","56211585604343600","","","false","false","false","","","tool-payment-calculator-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YKK2A2","0058c00000BxeO9AAJ","false","188201","a2BKU0000009wuK2AQ","false","1.0","a2EKU0000004odG2AQ","a2EKU0000004odG2AQ","562452462451245","","","false","true","false","","","retail-loan-decision-history","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YKL2A2","0058c00000BxeO9AAJ","false","188202","a2BKU0000009wuK2AQ","false","1.0","a2EKU0000004odD2AQ","a2EKU0000004odD2AQ","56245562345243500","","","false","true","false","","","retail-loan-details","<a href=""/a2GKU0000004W8p"" target=""_blank"">Loan Details-Retail</a>","",""
"a2DKU0000000YF12AM","0058c00000BxeO9AAJ","false","187872","a2BKU0000009wvV2AQ","true","598.0","","a2EKU0000004oxZ2AQ","56331602764613613","","","false","false","false","","","small-business-loan-ui-loan-auto-decision-detail","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YKM2A2","0058c00000BxeO9AAJ","false","188203","a2BKU0000009wuK2AQ","false","10.0","","a2EKU0000004ob22AA","56435632653245","","","false","false","false","","","action-recalculate-loan","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000Wyk2AE","0058c00000BxeO9AAJ","false","183019","a2BKU0000009wv22AA","false","8500060.0","a2EKU0000004ol22AA","a2EKU0000004ol72AA","56471619447513204","","","false","false","false","","","post-approval-entity-compliance","<a href=""/a2GKU0000004WAq"" target=""_blank"">Entity Compliance Screen</a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__HMDA_Record_Type__c"" IS=""HMDA-Effective-2018""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000YC12AM","0058c00000BxeO9AAJ","false","187686","a2BKU0000009wxQ2AQ","false","350.0","a2EKU0000004ovi2AA","a2EKU0000004owu2AA","56491663700614633","","","false","false","false","","","small-business-loan-post-approval-ui-fees","<a href=""/a2GKU0000004WCR"" target=""_blank"">Enhanced Fees Management</a>","",""
"a2DKU0000000XFs2AM","0058c00000BxeO9AAJ","false","184081","a2BKU0000009wxe2AA","false","1.0","","a2EKU0000004p2C2AQ","5652594C08","","","false","true","false","","","lob-sba-paycheck-hmda-eligibility","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000WzQ2AU","0058c00000BxeO9AAJ","false","183061","a2BKU0000009wv22AA","true","1100.0","a2EKU0000004olO2AQ","a2EKU0000004okw2AA","56571619447513223","","","false","false","false","","","post-approval-booked-information","<a href=""/a2GKU0000004WAi"" target=""_blank"">Booked Information</a>","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Complete""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000YEv2AM","0058c00000BxeO9AAJ","false","187866","a2BKU0000009wvV2AQ","false","50.0","a2EKU0000004oxD2AQ","a2EKU0000004ovU2AQ","56851602764613609","","","false","false","true","","","retail-loan--post-approval-ui-adverse-action","<a href=""/"" target=""_blank""> </a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.Next_Steps__c"" IS=""Initiate Adverse Action""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000YNp2AM","0058c00000BxeO9AAJ","false","188418","a2BKU0000009wuk2AA","false","1740.0","a2EKU0000004okG2AQ","a2EKU0000004ok52AA","56961585604343600","","","false","false","false","","","payment-structure-booked","<a href=""/a2GKU0000004W9S"" target=""_blank"">Payment Structure</a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000YHH2A2","0058c00000BxeO9AAJ","false","188012","a2BKU0000009wu42AA","false","20.0","a2EKU0000004oc12AA","a2EKU0000004oc32AA","57051563816246900","","","false","false","false","","","pp-tn-related-entities","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YNh2AM","0058c00000BxeO9AAJ","false","188410","a2BKU0000009wuc2AA","false","4.0","","a2EKU0000004okD2AQ","57051567002551800","","","false","false","false","","","ts-details","<a href=""/a2GKU0000004WAN"" target=""_blank"">Treasury Service Details</a>","",""
"a2DKU0000000XFO2A2","0058c00000BxeO9AAJ","false","184051","a2BKU0000009wxq2AA","false","8.0","","a2EKU0000004p1i2AA","57064F7F07","","","false","false","false","","","lob-loan-post-credit-underwriting","<a href=""/"" target=""_blank""> </a>","{{IF=""A OR B OR C OR D OR E OR F""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Review""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Complete""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Hold""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000XHQ2A2","0058c00000BxeO9AAJ","false","184177","a2BKU0000009wxv2AA","false","0.0","","a2EKU0000004p3k2AA","570D525645","","","false","false","false","","","tool-pp-credit-memo-lob-pwc","<a href=""/"" target=""_blank""> </a>","{{IF=""A""}}{{COND=""A"" FIELD=""Partner_True__c"" IS=""FALSE""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000YTv2AM","0058c00000BxeO9AAJ","false","188796","a2BKU0000009wuk2AA","false","9000060.0","","a2EKU0000004ogv2AA","57111585604343600","","","false","false","false","","","action-limit-sublimit-takedown","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000Wyz2AE","0058c00000BxeO9AAJ","false","183034","a2BKU0000009wv22AA","false","1000000.0","","a2EKU0000004okY2AQ","57181619447513210","","","false","false","false","","","action-post-approval-create-risk-rating","<a href=""/"" target=""_blank""> </a>","{{IF=""A OR B OR C OR D""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000YBw2AM","0058c00000BxeO9AAJ","false","187681","a2BKU0000009wxQ2AQ","true","1780.0","a2EKU0000004ovk2AA","a2EKU0000004ovq2AA","57181663700614630","","","false","false","false","a2BKU0000009wu02AA","","small-business-loan-post-approval-ui-reg-o","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XJ42AM","0058c00000BxeO9AAJ","false","184279","a2BKU0000009wxf2AA","false","0.0","","a2EKU0000004p5O2AQ","5741201F6C","","","false","false","false","","","booked-appr-closing-review-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XJw2AM","0058c00000BxeO9AAJ","false","184333","a2BKU0000009wxd2AA","false","0.0","","a2EKU0000004p6G2AQ","5751350F0E","","","false","true","false","","","post-readonly-appr-acceptance-lob-pwc","<a href=""/"" target=""_blank""> </a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Reference__r.LLC_BI__Product_Feature__r.LLC_BI__Is_Budget_Item__c"" IS=""true""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000XIm2AM","0058c00000BxeO9AAJ","false","184261","a2BKU0000009wxX2AQ","false","40.0","","a2EKU0000004p562AA","57573A7019","","","false","false","false","","","action-lob-loan-post-run-auto-decision-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YHI2A2","0058c00000BxeO9AAJ","false","188013","a2BKU0000009wu42AA","false","10.0","a2EKU0000004oc62AA","a2EKU0000004oc72AA","57631563816246900","","","false","true","false","","","pp-tn-covenants-loan","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X022AE","0058c00000BxeO9AAJ","false","183099","a2BKU0000009wv32AA","true","10100.0","a2EKU0000004omA2AQ","a2EKU0000004omB2AQ","57631620937670245","","","false","true","false","","","booked-budget-details","<a href=""/a2GKU0000004WBO"" target=""_blank"">Budget Details</a>","",""
"a2DKU0000000YYG2A2","0058c00000BxeO9AAJ","false","189065","a2BKU0000009wux2AA","false","500.0","a2EKU0000004ofv2AA","a2EKU0000004ofy2AA","58031585669723000","","","false","false","true","","","loan-ind-relationship-details","<a href=""/a2GKU0000004W9Z"" target=""_blank"">Details - EO</a>","",""
"a2DKU0000000YYc2AM","0058c00000BxeO9AAJ","false","189087","a2BKU0000009wuy2AA","false","1300.0","a2EKU0000004ogF2AQ","a2EKU0000004ogI2AQ","58081585668912500","","","false","false","true","","","loan-bus-connected-relationship-details","<a href=""/a2GKU0000004W9a"" target=""_blank"">Details</a>","",""
"a2DKU0000000XOI2A2","0058c00000BxeO9AAJ","false","184603","a2BKU0000009wxp2AA","false","1.0","","a2EKU0000004ozZ2AQ","58137B0073","","","false","true","true","","","tool-lobloanbooked-spreads","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YYe2AM","0058c00000BxeO9AAJ","false","189089","a2BKU0000009wuy2AA","false","1500.0","a2EKU0000004ogF2AQ","a2EKU0000004ogK2AQ","58211585668912500","","","false","false","true","","","loan-bus-connected-documents","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XKG2A2","0058c00000BxeO9AAJ","false","184353","a2BKU0000009wxj2AA","false","999.0","","a2EKU0000004p6a2AA","5841717547","","","false","false","true","","","pp-tn-covenants-loan-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YE02AM","0058c00000BxeO9AAJ","false","187809","a2BKU0000009wvN2AQ","false","430.0","a2EKU0000004ouy2AA","a2EKU0000004owH2AQ","58481600720267437","","","false","false","false","","","retail-loan-ui-manage-fees","<a href=""/a2GKU0000004WDA"" target=""_blank"">Enhanced Fees Management</a>","",""
"a2DKU0000000XOV2A2","0058c00000BxeO9AAJ","false","184616","a2BKU0000009wxg2AA","true","7.0","","a2EKU0000004ozm2AA","5865545F76","","","false","false","false","","","lobloanbooked-assign-team","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XNG2A2","0058c00000BxeO9AAJ","false","184539","a2BKU0000009wxe2AA","false","20.0","","a2EKU0000004oyX2AQ","58891610326485926","","","false","false","false","","","eligibility-draw2","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X012AE","0058c00000BxeO9AAJ","false","183098","a2BKU0000009wv32AA","true","11200.0","a2EKU0000004olX2AQ","a2EKU0000004om72AA","59161620937670244","","","false","false","false","","","booked-manage-budget-l","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XGe2AM","0058c00000BxeO9AAJ","false","184129","a2BKU0000009wxg2AA","false","2.0","","a2EKU0000004p2y2AA","5919731276","","","false","false","false","","","lob-sba-paycheck-participation","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XL82AM","0058c00000BxeO9AAJ","false","184407","a2BKU0000009wxu2AA","false","0.0","","a2EKU0000004p7S2AQ","592A35010F","","","false","true","true","","","loanbooked-stage-proc-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XKR2A2","0058c00000BxeO9AAJ","false","184364","a2BKU0000009wxb2AA","false","1370.0","","a2EKU0000004p6l2AA","593E3C4C79","","","false","false","false","","","sba-document-generate-lob-pwc","<a href=""/"" target=""_blank""> </a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000XLf2AM","0058c00000BxeO9AAJ","false","184440","a2BKU0000009wxu2AA","false","20.0","","a2EKU0000004p7z2AA","5963310950","","","false","true","false","","","loan-post-collateral-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XJp2AM","0058c00000BxeO9AAJ","false","184326","a2BKU0000009wxW2AQ","false","2.0","","a2EKU0000004p692AA","596A343A2B","","","false","false","false","","","loan-post-qualification-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YYV2A2","0058c00000BxeO9AAJ","false","189080","a2BKU0000009wuy2AA","false","500.0","a2EKU0000004og92AA","a2EKU0000004ogC2AQ","59801585668912500","","","false","false","true","","","loan-bus-relationship-details","<a href=""/a2GKU0000004W9a"" target=""_blank"">Details</a>","",""
"a2DKU0000000YSn2AM","0058c00000BxeO9AAJ","false","188726","a2BKU0000009wuj2AA","false","8500020.0","a2EKU0000004oiV2AQ","a2EKU0000004oiW2AQ","59811585604343600","","","false","false","false","","","hmda-loan-information","<a href=""/a2GKU0000004WA0"" target=""_blank"">HMDA Screen 2</a>","",""
"a2DKU0000000XEi2AM","0058c00000BxeO9AAJ","false","184009","a2BKU0000009wxY2AQ","false","50.0","","a2EKU0000004p122AA","5A02443912","","","false","true","false","","","lob-loan-post-approved-details","<a href=""/"" target=""_blank""> </a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Product_Package__c.LLC_BI__Stage__c"" NOT=""Complete""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000XIW2A2","0058c00000BxeO9AAJ","false","184245","a2BKU0000009wxx2AA","false","0.0","","a2EKU0000004p4q2AA","5A203A583B","","","false","true","true","","","hmda-entity-compliance-2018-m-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XKI2A2","0058c00000BxeO9AAJ","false","184355","a2BKU0000009wxl2AA","false","0.0","","a2EKU0000004p6c2AA","5A37753F24","","","false","true","true","","","referral-information-m-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XJI2A2","0058c00000BxeO9AAJ","false","184293","a2BKU0000009wxW2AQ","false","30.0","","a2EKU0000004p5c2AA","5A3B634C42","","","false","false","false","","","pp-approvals-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XEb2AM","0058c00000BxeO9AAJ","false","184002","a2BKU0000009wxk2AA","false","310.0","","a2EKU0000004p0v2AA","5A43066352","","","false","true","false","","","lob-loan-post-fees","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XGQ2A2","0058c00000BxeO9AAJ","false","184115","a2BKU0000009wxo2AA","false","1.0","","a2EKU0000004p2k2AA","5A48777827","","","false","false","false","","","action-lob-sba-paycheck-new-limit-sub-takedown","<a href=""/"" target=""_blank""> </a>","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.Partner_True__c"" IS=""FALSE""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000XJd2AM","0058c00000BxeO9AAJ","false","184314","a2BKU0000009wxU2AQ","false","30.0","","a2EKU0000004p5x2AA","5A55474D2B","","","false","false","false","","","lob-loan-post-risk-ratingsummary-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XFE2A2","0058c00000BxeO9AAJ","false","184041","a2BKU0000009wxX2AQ","true","75.0","","a2EKU0000004p1Y2AQ","5A7B6F6D2F","","","false","true","false","","","lob-loan-post-budget-details","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XJi2AM","0058c00000BxeO9AAJ","false","184319","a2BKU0000009wxi2AA","false","10.0","","a2EKU0000004p622AA","5B04256A3B","","","false","true","false","","","action-lob-loan-post-change-product-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XL62AM","0058c00000BxeO9AAJ","false","184405","a2BKU0000009wxs2AA","false","5.0","","a2EKU0000004p7Q2AQ","5B2D381658","","","false","false","true","","","lobloanbooked-booked-information2-lob-pwc","<a href=""/"" target=""_blank""> </a>","",""
