"Id","OwnerId","IsDeleted","Name","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Remaining__c"
"a1WWD000002QYEd2AO","005al00000RVcKvAAL","false","AA budget 1","","","","true","false","0.0","","425.0","","0.0","0.0","0.0","42630031178698104","0.0","0.0","0.0","0.0","100.0","100.0","0.0","425.0","425.0"
"a1WWD000002VbDS2A0","005al00000RVcKvAAL","false","a1WWD000002VbDS","","a1WWD000002VbAM2A0","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42635032873606414","","","","","","","","0.0","0.0"
"a1WWD000002V8Ef2AK","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42637028311628552","","","","","","","","0.0","0.0"
"a1WWD000002VbDY2A0","005al00000RVcKvAAL","false","a1WWD000002VbDY","","a1WWD000002VbAS2A0","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4264067324661231","","","","","","","","0.0","0.0"
"a1WWD000002VbAT2A0","005al00000RVcKvAAL","false","a1WWD000002VbAT","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42642216707047938","","","","","","","","0.0","0.0"
"a1WWD000002VNKH2A4","005al00000RVcKvAAL","false","LLC BI  Budget 008-7c33d0","FF80625723","","Borrower financial statement analysis and spreading setup","false","true","570.62","699.13","541.11","313.45","799.79","866.32","843.5","42642459122356361","129.2029","57.9272","147.8054","160.1005","-63.3808","-29.2029","155.8833","-342.96","-158.02"
"a1WWD000002VxVm2AK","005al00000RVcKvAAL","false","test 101","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42642948778083510","","","","","","","","0.0","0.0"
"a1WWD000002QYEb2AO","005al00000RVcKvAAL","false","Exc F Source - from VC IT2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42649749863455617","","","","","","","","0.0","0.0"
"a1WWD000002VOzP2AW","005al00000RVcKvAAL","false","a1WWD000002VOzP","AH36249282","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42651386268656070","","","","","","","","0.0","0.0"
"a1WWD000002M0Rn2AK","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42658567736529257","","","","","","","","0.0","0.0"
"a1WWD000002M0Ro2AK","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42663125339013752","","","","","","","","0.0","0.0"
"a1WWD000002QYFB2A4","005al00000RVcKvAAL","false","TravelBudget","","","","true","false","0.0","5000.0","10000.0","0.0","0.0","0.0","0.0","42663723825006159","50.0","0.0","0.0","0.0","100.0","50.0","0.0","10000.0","5000.0"
"a1WWD000002Tu8v2AC","005al00000RVcKvAAL","false","Exc F Source - from CINUIExcVCFetchExNameEB","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42663732544988562","","","","","","","","0.0","0.0"
"a1WWD000002QYEg2AO","005al00000RVcKvAAL","false","AA budget 4","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42666151341517648","","","","","","","","0.0","0.0"
"a1WWD000002VxVy2AK","005al00000RVcKvAAL","false","RS budget 4","","","","true","false","0.0","633.0","6734.0","6534.0","0.0","0.0","0.0","42666719393035490","9.4001","97.03","0.0","0.0","2.97","90.5999","0.0","200.0","6101.0"
"a1WWD000002M0Rp2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002M0Rr2AK","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","42677360520917603","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002VZy32AG","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template Update","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42681961766011056","","","","","","","","0.0","0.0"
"a1WWD000002VhE12AK","005al00000RVcKvAAL","false","a1WWD000002VhE1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42686147787095565","","","","","","","","0.0","0.0"
"a1WWD000002QYFC2A4","005al00000RVcKvAAL","false","annual budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42690342141278924","","","","","","","","0.0","0.0"
"a1WWD000002M0Rq2AK","005al00000RVcKvAAL","false","Test User Budget","","","","true","false","500.0","1500.0","1000.0","1000.0","0.0","0.0","0.0","42693514141402985","150.0","100.0","0.0","0.0","-50.0","-50.0","0.0","-500.0","-500.0"
"a1WWD000002VbDa2AK","005al00000RVcKvAAL","false","a1WWD000002VbDa","","a1WWD000002VbAU2A0","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42696608065123376","","","","","","","","0.0","0.0"
"a1WWD000002VxVp2AK","005al00000RVcKvAAL","false","Budget-2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42698341788999811","","","","","","","","0.0","0.0"
"a1WWD000002VNKC2A4","005al00000RVcKvAAL","false","LLC BI  Budget 003-95ae78","FN17800615","","Automated credit analysis and risk assessment parameters","true","false","528.26","0.0","182.27","437.46","0.0","0.0","0.0","42701421856090136","0.0","240.0066","0.0","0.0","-429.8294","100.0","0.0","-783.45","182.27"
"a1WWD000002VhE52AK","005al00000RVcKvAAL","false","a1WWD000002VhE5","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42706460601736850","","","","","","","","0.0","0.0"
"a1WWD000002VbAR2A0","005al00000RVcKvAAL","false","a1WWD000002VbAR","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42717329295845986","","","","","","","","0.0","0.0"
"a1WWD000002Vaz02AC","005al00000RVcKvAAL","false","a1WWD000002Vaz0","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42718712121512166","","","","","","","","0.0","0.0"
"a1WWD000002VhEA2A0","005al00000RVcKvAAL","false","a1WWD000002VhEA","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42723938924236791","","","","","","","","0.0","0.0"
"a1WWD000002Vb0c2AC","005al00000RVcKvAAL","false","a1WWD000002Vb0c","","a1WWD000002Vaz02AC","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42725564153679640","","","","","","","","0.0","0.0"
"a1WWD000002VOhg2AG","005al00000RVcKvAAL","false","a1WWD000002VOhg","","a1WWD000002VNKD2A4","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42729224529975750","","","","","","","","0.0","0.0"
"a1WWD000002M0Rr2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42733685110282543","","","","","","","","0.0","0.0"
"a1WWD000002QYF32AO","005al00000RVcKvAAL","false","RS budget 12","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42747788292289601","","","","","","","","0.0","0.0"
"a1WWD000002VxVn2AK","005al00000RVcKvAAL","false","new 102","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42756814010300512","","","","","","","","0.0","0.0"
"a1WWD000002V8Ej2AK","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template5","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42764710424037363","","","","","","","","0.0","0.0"
"a1WWD000002VZy12AG","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template Update","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42765852179292539","","","","","","","","0.0","0.0"
"a1WWD000002VxVo2AK","005al00000RVcKvAAL","false","Budget-1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42774566451762339","","","","","","","","0.0","0.0"
"a1WWD000002VhFd2AK","005al00000RVcKvAAL","false","a1WWD000002VhFd","","a1WWD000002VhE12AK","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42801859330589551","","","","","","","","0.0","0.0"
"a1WWD000002QYFH2A4","005al00000RVcKvAAL","false","semi annual budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42803096663066142","","","","","","","","0.0","0.0"
"a1WWD000002VxW02AK","005al00000RVcKvAAL","false","RS budget 6","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42806665069512802","","","","","","","","0.0","0.0"
"a1WWD000002VOzR2AW","005al00000RVcKvAAL","false","a1WWD000002VOzR","YH98223195","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42815380156726425","","","","","","","","0.0","0.0"
"a1WWD000002QYFA2A4","005al00000RVcKvAAL","false","TrainingBudget","","","","true","false","0.0","25.0","50.0","0.0","0.0","0.0","0.0","42816171803932625","50.0","0.0","0.0","0.0","100.0","50.0","0.0","50.0","25.0"
"a1WWD000002QYF42AO","005al00000RVcKvAAL","false","RS budget `1","","","","true","false","0.0","","425.0","0.0","0.0","0.0","0.0","42825193374177769","0.0","0.0","0.0","0.0","100.0","100.0","0.0","425.0","425.0"
"a1WWD000002QYF12AO","005al00000RVcKvAAL","false","Product budget","","","","true","false","0.0","8732.0","983.0","9833.0","0.0","0.0","0.0","42826301128788663","888.3011","1000.3052","0.0","0.0","-900.3052","-788.3011","0.0","-8850.0","-7749.0"
"a1WWD000002Vayw2AC","005al00000RVcKvAAL","false","a1WWD000002Vayw","","","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42836764412461649","","","","","","","","0.0","0.0"
"a1WWD000002VbDZ2A0","005al00000RVcKvAAL","false","a1WWD000002VbDZ","","a1WWD000002VbAT2A0","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42842444749214791","","","","","","","","0.0","0.0"
"a1WWD000002VhE92AK","005al00000RVcKvAAL","false","a1WWD000002VhE9","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42849423403693477","","","","","","","","0.0","0.0"
"a1WWD000002VOzQ2AW","005al00000RVcKvAAL","false","a1WWD000002VOzQ","TW46447427","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42850567572121386","","","","","","","","0.0","0.0"
"a1WWD000002QYEy2AO","005al00000RVcKvAAL","false","New Budgets","","a1WWD000002QYEm2AO","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","42857882419607219","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002M0Rs2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template - Update01","","a1WWD000002M0Rd2AK","Test Description","false","false","2000.0","5000.0","500000.0","3000.0","0.0","0.0","0.0","42861041786945068","1.0","0.6","0.0","0.0","99.0","99.0","0.0","495000.0","495000.0"
"a1WWD000002VhE42AK","005al00000RVcKvAAL","false","a1WWD000002VhE4","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42865465804026689","","","","","","","","0.0","0.0"
"a1WWD000002VOg32AG","005al00000RVcKvAAL","false","LLC BI  Budget 003-c93a45","TU99365171","","Document collection and verification workflow settings","true","true","798.47","176.61","877.75","25.03","657.88","934.57","709.31","42884051743245851","20.1208","2.8516","74.9507","106.4734","6.1806","79.8792","80.81","54.25","701.14"
"a1WWD000002QYF62AO","005al00000RVcKvAAL","false","Sales budget","","","","true","false","0.0","873.0","9834.0","29873.0","0.0","0.0","0.0","42890263054632906","8.8774","303.7726","0.0","0.0","-203.7726","91.1226","0.0","-20039.0","8961.0"
"a1WWD000002VhE82AK","005al00000RVcKvAAL","false","a1WWD000002VhE8","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42896360914697650","","","","","","","","0.0","0.0"
"a1WWD000002VOg22AG","005al00000RVcKvAAL","false","LLC BI  Budget 002-0912e8","SM91256929","","Automated credit analysis and risk assessment parameters","true","true","766.02","818.61","650.11","723.95","997.26","483.73","121.29","42906724195661294","125.9187","111.3581","153.3987","74.4074","-129.1874","-25.9187","18.6568","-839.86","-168.5"
"a1WWD000002Vayx2AC","005al00000RVcKvAAL","false","a1WWD000002Vayx","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42910354844880066","","","","","","","","0.0","0.0"
"a1WWD000002VbAL2A0","005al00000RVcKvAAL","false","a1WWD000002VbAL","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42914065314251867","","","","","","","","0.0","0.0"
"a1WWD000002VOzV2AW","005al00000RVcKvAAL","false","a1WWD000002VOzV","WP26485737","","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42930497813564315","","","","","","","","0.0","0.0"
"a1WWD000002QYF52AO","005al00000RVcKvAAL","false","Revenue Budget","","","","true","false","7384.0","983.0","0.0","2187.0","0.0","0.0","0.0","42932763487803675","","","","","","","","-9571.0","-983.0"
"a1WWD000002QYFD2A4","005al00000RVcKvAAL","false","new annual budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42938810070504468","","","","","","","","0.0","0.0"
"a1WWD000002M0Rt2AK","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42940878705367836","","","","","","","","0.0","0.0"
"a1WWD000002VhFe2AK","005al00000RVcKvAAL","false","a1WWD000002VhFe","","a1WWD000002VhE22AK","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42941077502706918","","","","","","","","0.0","0.0"
"a1WWD000002Vb0d2AC","005al00000RVcKvAAL","false","a1WWD000002Vb0d","","a1WWD000002Vaz12AC","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42946490564447878","","","","","","","","0.0","0.0"
"a1WWD000002VxVw2AK","005al00000RVcKvAAL","false","RS budget 2","","","","true","false","76534.0","543.0","0.0","7634.0","0.0","0.0","0.0","42946799466293940","","","","","","","","-84168.0","-543.0"
"a1WWD000002VxW12AK","005al00000RVcKvAAL","false","Budgets-01","","","Updated the Rec","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42948902820320891","","","","","","","","0.0","0.0"
"a1WWD000002VbDT2A0","005al00000RVcKvAAL","false","a1WWD000002VbDT","","a1WWD000002VbAN2A0","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42958149075835304","","","","","","","","0.0","0.0"
"a1WWD000002QYF92AO","005al00000RVcKvAAL","false","Sreekar StartUp","","","Sreekar Budget to start a new Business StartUp","true","false","0.0","5000.0","10000.0","0.0","0.0","0.0","0.0","42961264666946633","50.0","0.0","0.0","0.0","100.0","50.0","0.0","10000.0","5000.0"
"a1WWD000002VxVt2AK","005al00000RVcKvAAL","false","commit2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42961897742652840","","","","","","","","0.0","0.0"
"a1WWD000002Vb0Y2AS","005al00000RVcKvAAL","false","a1WWD000002Vb0Y","","a1WWD000002Vayw2AC","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42962117481714857","","","","","","","","0.0","0.0"
"a1WWD000002VxVk2AK","005al00000RVcKvAAL","false","RS budget 98","","","","true","false","0.0","34.0","54.0","43.0","0.0","0.0","0.0","42979086029548205","62.963","79.6296","0.0","0.0","20.3704","37.037","0.0","11.0","20.0"
"a1WWD000002V8Eh2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template3","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42984688909463711","","","","","","","","0.0","0.0"
"a1WWD000002VbAU2A0","005al00000RVcKvAAL","false","a1WWD000002VbAU","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42985499350495303","","","","","","","","0.0","0.0"
"a1WWD000002VOzS2AW","005al00000RVcKvAAL","false","a1WWD000002VOzS","YO00221433","","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42988856412672904","","","","","","","","0.0","0.0"
"a1WWD000002VhE22AK","005al00000RVcKvAAL","false","a1WWD000002VhE2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42989618271552844","","","","","","","","0.0","0.0"
"a1WWD000002Vb0g2AC","005al00000RVcKvAAL","false","a1WWD000002Vb0g","","a1WWD000002Vaz42AC","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42992726209793826","","","","","","","","0.0","0.0"
"a1WWD000002Vb0b2AC","005al00000RVcKvAAL","false","a1WWD000002Vb0b","","a1WWD000002Vayz2AC","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42996508357610585","","","","","","","","0.0","0.0"
"a1WWD000002M0Ru2AK","005al00000RVcKvAAL","false","Construction of Warehouse","","a1WWD000002M0SG2A0","Commercial construction budget for building and parking construction.","false","false","429300.0","859688.0","1500000.0","96499.0","481538.0","307000.0","71150.0","5km030j6y3dyzx7o4o","57.3125","6.4333","32.1025","20.4667","64.9467","42.6875","4.7433","974201.0","640312.0"
"a1WWD000002M0Rv2AK","005al00000RVcKvAAL","false","Budget for the Construction of a Walgreens","","a1WWD000002M0SG2A0","This budget is for the construction of a Walgreens.","false","false","5000.0","1500000.0","1500000.0","96499.99","0.0","1500000.0","0.0","96amx8tcv25dm4l1n8","100.0","6.4333","0.0","100.0","93.2333","0.0","0.0","1398500.01","0.0"
"a1WWD000002M0Rw2AK","005al00000RVcKvAAL","false","Swimming Pool Construction Budget Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","96gcetgjg69r55mb72","","","","","","","","0.0","0.0"
"a1WWD000002MPD72AO","005al00000RVcKvAAL","false","Commercial Construction Budget Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Budget-Construction01","","","","","","","","0.0","0.0"
"a1WWD000002MPD82AO","005al00000RVcKvAAL","false","Residential Construction Budget Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Budget-Residential02","","","","","","","","0.0","0.0"
"a1WWD000002MPD92AO","005al00000RVcKvAAL","false","Swimming Pool Construction Budget Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Budget-Swimming-Pool03","","","","","","","","0.0","0.0"
"a1WWD000002M0Rx2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002M0S02AK","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a254S0000006XjdQAE","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002M0Ry2AK","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254S0000006XjeQAE","","","","","","","","0.0","0.0"
"a1WWD000002M0Rz2AK","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254S0000006XjfQAE","","","","","","","","0.0","0.0"
"a1WWD000002M0S02AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254S0000006XjgQAE","","","","","","","","0.0","0.0"
"a1WWD000002M0S12AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002M0S42AK","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a254W000002ZgNyQAK","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002M0S22AK","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254W000002ZgNzQAK","","","","","","","","0.0","0.0"
"a1WWD000002M0S32AK","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254W000002ZgO0QAK","","","","","","","","0.0","0.0"
"a1WWD000002M0S42AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254W000002ZgO1QAK","","","","","","","","0.0","0.0"
"a1WWD000002M0S52AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002M0S82AK","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a254W000002i4CnQAI","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002M0S62AK","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254W000002i4CoQAI","","","","","","","","0.0","0.0"
"a1WWD000002M0S72AK","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254W000002i4CpQAI","","","","","","","","0.0","0.0"
"a1WWD000002M0S82AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254W000002i4CqQAI","","","","","","","","0.0","0.0"
"a1WWD000002QYEj2AO","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002QYEk2AO","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a255f000001fQo3AAE","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002QYEo2AO","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a255f000001fQo4AAE","","","","","","","","0.0","0.0"
"a1WWD000002QYEr2AO","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a255f000001fQo5AAE","","","","","","","","0.0","0.0"
"a1WWD000002QYEk2AO","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a255f000001fQo6AAE","","","","","","","","0.0","0.0"
"a1WWD000002M0SI2A0","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002M0SL2A0","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a258c000003SSUTAA4","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002M0SJ2A0","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a258c000003SSUUAA4","","","","","","","","0.0","0.0"
"a1WWD000002M0SK2A0","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a258c000003SSUVAA4","","","","","","","","0.0","0.0"
"a1WWD000002M0SL2A0","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a258c000003SSUWAA4","","","","","","","","0.0","0.0"
"a1WWD000002VdGr2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002VdGu2AK","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a25Ho000002VAh2IAG","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002VdGs2AK","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Ho000002VAh3IAG","","","","","","","","0.0","0.0"
"a1WWD000002VdGt2AK","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Ho000002VAh4IAG","","","","","","","","0.0","0.0"
"a1WWD000002VdGu2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Ho000002VAh5IAG","","","","","","","","0.0","0.0"
"a1WWD000002QYEh2AO","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002QYEi2AO","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a25Ho000003PYydIAG","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002QYEn2AO","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Ho000003PYyeIAG","","","","","","","","0.0","0.0"
"a1WWD000002QYEq2AO","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Ho000003PYyfIAG","","","","","","","","0.0","0.0"
"a1WWD000002QYEi2AO","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Ho000003PYygIAG","","","","","","","","0.0","0.0"
"a1WWD000002QYEl2AO","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002QYEm2AO","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a25Hu000005tejWIAQ","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002QYEp2AO","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Hu000005tejXIAQ","","","","","","","","0.0","0.0"
"a1WWD000002QYEs2AO","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Hu000005tejYIAQ","","","","","","","","0.0","0.0"
"a1WWD000002QYEm2AO","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Hu000005tejZIAQ","","","","","","","","0.0","0.0"
"a1WWD000002A0Qc2AK","005al00000Q6IbCAAV","false","CLA Simple Budget 1 Template Update","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25al000006EurhAAC","","","","","","","","0.0","0.0"
"a1WWD000002A0Qd2AK","005al00000Q6IbCAAV","false","CLA Simple Budget 2 Template Update","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25al000006EuriAAC","","","","","","","","0.0","0.0"
"a1WWD000002A0Qe2AK","005al00000Q6IbCAAV","false","CLA Complex Budget 1 Template Update","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25al000006EurjAAC","","","","","","","","0.0","0.0"
"a1WWD000002QI4z2AG","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002QI522AG","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a25bn000002bxRNAAY","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002QI502AG","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25bn000002bxROAAY","","","","","","","","0.0","0.0"
"a1WWD000002QI512AG","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25bn000002bxRPAAY","","","","","","","","0.0","0.0"
