"Id","IsDeleted","Name","LLC_BI__Spread_Statement_Type__c","LLC_BI__Debit__c","LLC_BI__Hide_All_Records__c","LLC_BI__Hide_Currency_Symbol__c","LLC_BI__Include_In_Total__c","LLC_BI__Is_Grand_Total__c","LLC_BI__Row_Number__c","LLC_BI__Title__c","LLC_BI__lookupKey__c","LLC_BI__Group_Type__c","LLC_BI__Is_Summary_Group__c","LLC_BI__Global_Analysis_Type__c","LLC_BI__Hide_Column_Totals__c","LLC_BI__KPI_Type__c","LLC_BI__Publish_On_Init_Event__c","LLC_BI__Publish_On_Update_Event__c","LLC_BI__Total_Type__c","LLC_BI__Show_Math__c","LLC_BI__Source_Group__c","LLC_BI__Is_Balance_Check__c","LLC_BI__Color__c"
"a16bn00000108VlAAI","","Total Cash Paid for Int. & Div.","a19bn000001uMUhAAM","false","false","false","true","","90.0","Cash Paid for Int. & Div.","42158610570432566","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108gwAAA","","Net Operating Income","a19bn000001uMdjAAE","false","true","false","true","","5000.0","Net Operating Income","42160205936798665","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108eOAAQ","","Unexplained Difference","a19bn000001uMdWAAU","false","false","false","true","","91.0","Balance Check","42160649616917997","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108eJAAQ","","Net Cash Used in Investing","a19bn000001uMdWAAU","false","true","false","true","","41.0","Cash Used in Investing","42163020430467326","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108XWAAY","","Cash Paid to Suppliers","a19bn000001uMUwAAM","false","false","false","true","","11.0","Cash Paid to Suppliers","42164667940728665","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108XXAAY","","CASH FROM TRADING ACTIVITIES","a19bn000001uMUwAAM","false","true","false","true","","21.0","Cash From Trading Activities","42165854536552831","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108dTAAQ","","Total Unexplained Balance","a19bn000001uMdQAAU","false","false","false","true","","230.0","Unexplained Balance","42166907798044234","Financial","false","None","false","","","","Standard","false","","true",""
"a16bn00000108gLAAQ","","Max Loan @ Policy DSCR","a19bn000001uMdgAAE","false","false","false","true","","12000.0","Max Loan @ Policy DSCR","42167549793202098","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108VNAAY","","Activity","a19bn000001uMUeAAM","false","false","false","true","","90.0","Activity","42167654295356047","Decimal","false","None","true","","","","Standard","false","","false",""
"a16bn00000108apAAA","","Total Net Worth","a19bn000001uMV3AAM","false","false","false","true","","70.0","Net Worth","42172275148917744","Financial","false","Total Equity","false","","","","Standard","false","","false",""
"a16bn00000108erAAA","","NET CASH AFTER OPERATIONS","a19bn000001uMdZAAU","false","true","false","true","","71.0","Net Cash After Operations","42172695089125823","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108ZyAAI","","Total Other Income","a19bn000001uMV0AAM","false","false","false","true","","70.0","Other Income","42174437106146777","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108ciAAA","","Prior Period Values","a19bn000001uMdNAAU","false","false","false","true","","20.0","Prior Period Values","42175115071991507","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108bRAAQ","","Chg. Net Intangibles","a19bn000001uMdBAAU","false","false","false","true","","150.0","Chg. Net Intangibles","42175732226192308","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108ZzAAI","","Total Other Expense","a19bn000001uMV0AAM","false","false","false","true","","75.0","Other Expense","42176043670564262","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108cGAAQ","","Schedule K-1 Income","a19bn000001uMdHAAU","false","false","false","true","","60.0","Schedule K-1 Income","42179153534564018","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108bCAAQ","","Total Provision for Taxes","a19bn000001uMV6AAM","false","false","false","true","","80.0","Provision for Taxes","42181058518175866","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108aWAAQ","","Effective Gross Income","a19bn000001uMV2AAM","false","false","false","true","","20.0","Effect. Gross Income","42184216674960368","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108aAAAQ","","Total Inventory","a19bn000001uMV1AAM","false","false","false","true","","8.75","Inventory","42184234684629310","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108gPAAQ","","DSCR","a19bn000001uMdhAAE","false","false","false","true","","7000.0","Debt Service Coverage Ratio","42185049881075278","Decimal","false","None","false","","","","Standard","false","","false",""
"a16bn00000108XJAAY","","Pro Forma Debt Service","a19bn000001uMUvAAM","false","false","false","true","","31.0","Pro Forma Debt Service","42185727366359012","Financial","false","Debt Service","false","","","","Standard","false","","false",""
"a16bn00000108X8AAI","","Cash Effect Debt Amortization","a19bn000001uMUtAAM","false","false","false","true","","110.0","Debt Amortization","42186841304986091","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108fkAAA","","Total Cash and Equivalents","a19bn000001uMdfAAE","false","false","false","true","","5.0","Cash and Equivalents","42187373901056001","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108INAAY","","Total Financing","a19bn000001uMUSAA2","false","false","false","false","","75.0","Total Financing","42189241952941798","Financial","false","","false","","","","Standard","false","","false",""
"a16bn00000108X3AAI","","Total Other Income/(Expense)","a19bn000001uMUtAAM","false","false","false","true","","60.0","Other Income/(Expense)","42190927125039198","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108gjAAA","","Max Annual Payment @ Policy DSCR","a19bn000001uMdiAAE","false","false","false","true","","11000.0","Max Annual Payment @ Policy DSCR","42194164324280222","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108gaAAA","","Effective Gross Income","a19bn000001uMdiAAE","false","false","false","true","","3000.0","Effective Gross Income","42194499724207640","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108gXAAQ","","Max Loan @ Policy DSCR","a19bn000001uMdhAAE","false","false","false","true","","12000.0","Max Loan @ Policy DSCR","42195478331851531","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108aZAAQ","","Net Operating Income","a19bn000001uMV2AAM","false","true","false","true","","50.0","NOI","42197102125200638","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108WuAAI","","CF Available to Service Debt","a19bn000001uMUsAAM","false","false","false","true","","10.0","Adjusted EBITDA","42197104013956610","Financial","false","Cash Flow","false","","","","Standard","false","","false",""
"a16bn00000108cEAAQ","","Total Adjustments to CF","a19bn000001uMdHAAU","false","false","false","true","","80.0","Adjustments to Cash Flow","42201672186017906","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108aOAAQ","","Total Liabilities","a19bn000001uMV1AAM","false","true","false","true","","60.0","Total Liabilities","42203413685198598","Financial","false","Total Liabilities","false","","","","Standard","false","","false",""
"a16bn00000108ghAAA","","Loan to Value","a19bn000001uMdiAAE","false","false","false","true","","9000.0","Loan to Value","42205019385197477","Percentage","false","None","false","","","","Standard","false","","false",""
"a16bn00000108feAAA","","Net Operating Profit","a19bn000001uMdeAAE","false","true","false","true","","50.0","Operating Profit","42205776482241762","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108UzAAI","","Total Schedule F Cash Flow","a19bn000001uMUbAAM","false","false","false","true","","35.0","Schedule F Cash Flow","42208076716512424","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108VIAAY","","Liquidity","a19bn000001uMUeAAM","false","false","false","true","","40.0","Liquidity","42212174202362670","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108WfAAI","","Gross Profit","a19bn000001uMUoAAM","false","true","false","true","","30.0","Gross Profit","42217377418441541","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108XOAAY","","Cash After Financing","a19bn000001uMUtAAM","false","true","false","true","","220.0","Cash After Financing","42217396676233586","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108gqAAA","","Total Departmental Expenses","a19bn000001uMdjAAE","false","false","false","true","","2000.0","Hotel Departmental Expenses","42218421148771595","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108ffAAA","","Total Other Income","a19bn000001uMdeAAE","false","false","false","true","","70.0","Other Income","42222278769183804","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108WrAAI","","Total Farm Expenses","a19bn000001uMUqAAM","false","false","false","true","","20.0","Farm Expenses","42223108255259844","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108bPAAQ","","Net Cash Income","a19bn000001uMdBAAU","false","false","false","true","","100.0","Net Cash Income","42224105843316198","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108V7AAI","","Total Current Assets","a19bn000001uMUdAAM","false","false","false","true","","10.0","Current Assets","42225746695761596","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108Y0AAI","","Total Changes in Equity Accounts","a19bn000001uMUyAAM","false","false","false","true","","21.0","Change in Equity Accounts","42229033843109331","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108a3AAA","","Profit Before Extraordinary Items","a19bn000001uMV0AAM","false","true","false","true","","100.0","Profit Before Extraordinary Items","42231334851458297","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108bYAAQ","","Total Unexplained Balance","a19bn000001uMdBAAU","false","false","false","true","","230.0","Unexplained Balance","42231419447829744","Financial","false","None","false","","","","Standard","false","","true",""
"a16bn00000108bjAAA","","Self-Employment","a19bn000001uMdDAAU","false","false","false","true","","35.0","Self-Employment","42232190239369882","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108ZjAAI","","Net Cash from Operations","a19bn000001uMUzAAM","false","false","false","true","","1.0","Cash from Operations","42232209378873435","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108gcAAA","","Net Operating Income","a19bn000001uMdiAAE","false","false","false","true","","5000.0","Net Operating Income","42233659695025504","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108dxAAA","","Prior Period Values","a19bn000001uMdTAAU","false","false","false","true","","6.0","Prior Period Values","42234252987373706","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108f3AAA","","Net Change in Other Funding","a19bn000001uMdZAAU","false","false","false","true","","191.0","Change in Other Funding","42234464494614769","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108I5AAI","","Total Personal Assets","a19bn000001uMURAA2","false","false","false","true","","45.0","Personal Assets","42234978068278039","Financial","false","","false","","","","Standard","false","","false",""
"a16bn00000108fbAAA","","Total Cost of Sales/Revenue","a19bn000001uMdeAAE","false","false","false","true","","20.0","Cost of Goods Sold","42239081380320385","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108VxAAI","","Schedule M-1 Group 1","a19bn000001uMUiAAM","false","false","false","true","","15.0","Schedule M-1 Group 1","42239159756795713","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108e5AAA","","Beginning Net Worth","a19bn000001uMdUAAU","false","false","false","true","","1.0","Beginning Net Worth","42239603915309751","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108dKAAQ","","Chg. Net Intangibles","a19bn000001uMdQAAU","false","false","false","true","","150.0","Chg. Net Intangibles","42241988624576652","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108VvAAI","","Net Cash from Funding","a19bn000001uMUhAAM","false","false","false","true","","210.0","Cash from Funding","42244305405005309","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108eZAAQ","","Net Profit","a19bn000001uMdXAAU","false","true","false","true","","120.0","Net Profit","42245232065954477","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108cmAAA","","Profitability","a19bn000001uMdNAAU","false","false","false","true","","60.0","Profitability","42251349938815550","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108c2AAA","","Total Adjusted Net Worth","a19bn000001uMdGAAU","false","false","false","true","","70.0","Total Adjusted Net Worth","42253821709162236","Financial","false","Adjusted Total Equity","false","","","","Standard","false","","false",""
"a16bn00000108VVAAY","","Ordinary Business Income","a19bn000001uMUfAAM","false","true","false","true","","50.0","Ordinary Business Income","42255433577048715","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108bLAAQ","","Total Other Income/(Expense)","a19bn000001uMdBAAU","false","false","false","true","","60.0","Other Income/(Expense)","42256704173366948","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108azAAA","","Liquidity","a19bn000001uMV5AAM","false","false","false","true","","40.0","Liquidity","42257334090751498","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108UxAAI","","Total Adjusted Net Worth","a19bn000001uMUaAAM","false","false","false","true","","70.0","Total Adjusted Net Worth","42258180553678872","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108bvAAA","","Book Net Income","a19bn000001uMdEAAU","false","false","false","true","","80.0","Book Net Income","42258481671491052","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108Y3AAI","","Total Changes in Retained Earnings","a19bn000001uMUyAAM","false","false","false","true","","11.0","Changes in Retained Earnings","42260216377582692","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108JMAAY","","Net Worth Recon - Market Basis","a19bn000001uMUXAA2","false","false","false","true","","20.0","Net Worth Recon - Market Basis","42262263379536747","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108blAAA","","International Transactions","a19bn000001uMdDAAU","false","false","false","true","","45.0","International Transactions","42262380881153402","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108ewAAA","","Change in Net Fixed Assets","a19bn000001uMdZAAU","false","false","false","true","","121.0","Change in Net Fixed Assets","42263359045454347","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108ftAAA","","Net Intangible Assets","a19bn000001uMdfAAE","false","false","false","true","","23.75","Net Intangible Assets","42265359463090680","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108gEAAQ","","Net Operating Income","a19bn000001uMdgAAE","false","false","false","true","","5000.0","Net Operating Income","42265741352297027","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108WhAAI","","Total Income","a19bn000001uMUpAAM","false","false","false","true","","10.0","Income","42268072196809842","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108bVAAQ","","Net Change in Other Funding","a19bn000001uMdBAAU","false","false","false","true","","200.0","Change in Other Funding","42268332035292803","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108amAAA","","Total Current Liabilities","a19bn000001uMV3AAM","false","false","false","true","","40.0","Current Liabilities","42269785326397492","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108IjAAI","","Total Assets","a19bn000001uMUUAA2","false","false","false","true","","30.0","Total Assets (Subt)","42274138277455437","Financial","false","Total Assets","false","","","","Standard","false","","false",""
"a16bn00000108gGAAQ","","DSCR","a19bn000001uMdgAAE","false","false","false","true","","7000.0","Debt Service Coverage Ratio","42274397095221608","Decimal","false","None","false","","","","Standard","false","","false",""
"a16bn00000108XdAAI","","Cash Paid for Dividends & Interest","a19bn000001uMUwAAM","false","false","false","true","","81.0","Cash Paid for Dividends & Interest","42276500835934789","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108X4AAI","","Taxes Paid","a19bn000001uMUtAAM","false","false","false","true","","70.0","Taxes","42278381843875114","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108b5AAA","","Net Sales/Revenue","a19bn000001uMV6AAM","false","false","false","true","","10.0","Sales","42278658905891705","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108b0AAA","","Leverage","a19bn000001uMV5AAM","false","false","false","true","","50.0","Leverage","42279210994590581","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108eCAAQ","","Historical Debt Service","a19bn000001uMdVAAU","false","false","false","true","","21.0","Historical Debt Service","42280074444771266","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108gFAAQ","","Excess  Cash Flow","a19bn000001uMdgAAE","false","false","false","true","","6000.0","Excess  Cash Flow","42281423176329253","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108bFAAQ","","Net Profit/(Loss)","a19bn000001uMV6AAM","false","false","false","true","","110.0","Net Profit/(Loss)","42282092757482247","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108aUAAQ","","Potential Gross Income - Residential","a19bn000001uMV2AAM","false","false","false","true","","12.5","PGI - Residential","42284427097684325","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108dHAAQ","","Cash After Debt Amort.","a19bn000001uMdQAAU","false","true","false","true","","120.0","Cash After Debt Amort.","42285121486722510","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108W6AAI","","Credits","a19bn000001uMUjAAM","false","false","false","true","","40.0","Credits","42285415854696916","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108gBAAQ","","PGI","a19bn000001uMdgAAE","false","false","false","true","","1000.0","Potential Gross Income","42285652196512029","Financial","false","None","false","","LLC_BI.Spreads.PGI_Record_Total.Init","LLC_BI.Spreads.PGI_Record_Total.Update","Standard","false","","false",""
"a16bn00000108aMAAQ","","Total Current Liabilities","a19bn000001uMV1AAM","false","true","false","true","","45.0","Total Current Liabilities","42287373976575017","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108csAAA","","Gross Profit","a19bn000001uMdOAAU","false","true","false","true","","30.0","Gross Profit","42288270618652886","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108WvAAI","","Total Historical DS","a19bn000001uMUsAAM","false","false","false","true","","20.0","Historical Debt Service","42291061986760924","Financial","false","","false","","","","Standard","false","","false",""
"a16bn00000108e7AAA","","Total Changes in Equity Accounts","a19bn000001uMdUAAU","false","false","false","true","","21.0","Change in Equity Accounts","42291098688061842","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108gRAAQ","","Loan to Value","a19bn000001uMdhAAE","false","false","false","true","","9000.0","Loan to Value","42292039907545251","Percentage","false","None","false","","","","Standard","false","","false",""
"a16bn00000108cSAAQ","","Income/(Loss) from Partnerships and S Corporations","a19bn000001uMdJAAU","false","false","false","true","","30.0","Income/(Loss) from Partnerships and S Corporations","42292879209146900","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108bkAAA","","Credits","a19bn000001uMdDAAU","false","false","false","true","","40.0","Credits","42294380149785912","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108clAAA","","Leverage","a19bn000001uMdNAAU","false","false","false","true","","50.0","Leverage","42297465320463234","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108fuAAA","","Total Non Current Assets","a19bn000001uMdfAAE","false","false","false","true","","25.0","Total Non Current Assets","42297513783930220","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108ayAAA","","Annualized Values","a19bn000001uMV5AAM","false","false","false","false","","30.0","Annualized Values","42299537458948097","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108gtAAA","","Gross Hotel Revenue","a19bn000001uMdjAAE","false","false","false","true","","1000.0","Gross Hotel Revenue","42299626274530881","Financial","false","None","false","","LLC_BI.Spreads.PGI_Record_Total.Init","LLC_BI.Spreads.PGI_Record_Total.Update","Standard","false","","false",""
"a16bn00000108cMAAQ","","Gross Profit","a19bn000001uMdIAAU","false","true","false","true","","30.0","Gross Profit","42301255722911048","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108dDAAQ","","Net Cash After Operations","a19bn000001uMdQAAU","false","true","false","true","","80.0","Net Cash After Operations","42301327772724534","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108XFAAY","","Financing Surplus/(Reqmnts)","a19bn000001uMUtAAM","false","true","false","true","","180.0","Financing Surplus/(Reqmnts)","42301353176927811","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108cxAAA","","Total Provision for Taxes","a19bn000001uMdOAAU","false","false","false","true","","80.0","Provision for Taxes","42302433377734560","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108UtAAI","","Total Stated Net Worth (subT)","a19bn000001uMUaAAM","false","false","false","true","","50.0","Stated Net Worth (Subtotal)","42302903132106228","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108b6AAA","","Total Cost of Sales/Revenue","a19bn000001uMV6AAM","false","false","false","true","","20.0","Cost of Goods Sold","42303055315612377","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108XSAAY","","Total Adjustments to Net Worth","a19bn000001uMUuAAM","false","true","false","true","","40.0","Adjustments to Net Worth","42303439910198751","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108IhAAI","","Total Current Assets","a19bn000001uMUUAA2","false","false","false","true","","10.0","Current Assets","42306059462875739","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108JKAAY","","Profitability","a19bn000001uMUWAA2","false","false","false","true","","120.0","Profitability","42307626910507414","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108IwAAI","","Coverage","a19bn000001uMUVAA2","false","false","false","true","","80.0","Coverage","42309158262595092","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108VYAAY","","Total Pro Forma DS","a19bn000001uMUgAAM","false","false","false","true","","30.0","Pro Forma Debt Service","42310172632109118","Financial","false","Debt Service","false","","","","Standard","false","","false",""
"a16bn00000108f5AAA","","CASH AFTER FINANCING","a19bn000001uMdZAAU","false","true","false","true","","211.0","CASH AFTER FINANCING","42311939656236750","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108bxAAA","","Rental Real Estate Income","a19bn000001uMdFAAU","false","false","false","true","","10.0","Rental Real Estate Income","42312307134086459","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108V6AAI","","Ratios","a19bn000001uMUcAAM","false","false","false","true","","10.0","Ratios","42312325950295448","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108XzAAI","","Activity","a19bn000001uMUxAAM","false","false","false","true","","61.0","Activity","42313045148285136","Decimal","false","None","true","","","","Standard","false","","false",""
"a16bn00000108ctAAA","","Total Operating Expenses","a19bn000001uMdOAAU","false","false","false","true","","40.0","Operating Expenses","42313294009996784","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108brAAA","","Book Gross Profit","a19bn000001uMdEAAU","false","false","false","true","","30.0","Book Gross Profit","42314586288398436","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108bNAAQ","","Net Cash After Operations","a19bn000001uMdBAAU","false","false","false","true","","80.0","Net Cash After Operations","42315314697209517","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108faAAA","","Net/Sales/Revenue","a19bn000001uMdeAAE","false","false","false","true","","10.0","Sales","42316180295220746","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108IbAAI","","Accrual Conversion Cash Flow","a19bn000001uMUTAA2","false","false","false","true","","98.75","Accrual Conversion Cash Flow","42316398131634641","Financial","false","","true","","","","Standard","false","","false",""
"a16bn00000108c9AAA","","Total Schedule F Cash Flow","a19bn000001uMdHAAU","false","false","false","true","","50.0","Schedule F Cash Flow","42316766168619406","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108bSAAQ","","Cash Paid for Plant & Investments","a19bn000001uMdBAAU","false","false","false","true","","160.0","Cash Paid for Plant & Investments","4231953307448265","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108cUAAQ","","Income/(Loss) from REMICS","a19bn000001uMdJAAU","false","false","false","true","","50.0","Income/(Loss) from Real Estate Mortgage Investment Conduits","42320300623470277","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108cBAAQ","","Total Net Cash Flow","a19bn000001uMdHAAU","false","true","false","true","","110.0","Total Net Cash Flow","42322021304014096","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108cTAAQ","","Income/(Loss) from Estates and Trusts","a19bn000001uMdJAAU","false","false","false","true","","40.0","Income/(Loss) from Estates and Trusts","42323453728076945","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108f6AAA","","Total Unexplained Balance","a19bn000001uMdZAAU","false","false","false","true","","221.0","Unexplained Balance","42328844982440499","Financial","false","None","false","","","","Standard","false","","true",""
"a16bn00000108XRAAY","","Total Changes in Retained Earnings","a19bn000001uMUuAAM","false","false","false","true","","20.0","Changes in Retained Earnings","42331069409758944","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108VAAAY","","Total Current Liabilities","a19bn000001uMUdAAM","false","false","false","true","","40.0","Current Liabilities","42331623280642745","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108W1AAI","","Schedule M-2 Group 2","a19bn000001uMUiAAM","false","false","false","true","","19.6875","Schedule M-2 Group 2","42335724546985754","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108f9AAA","","Annualized Values","a19bn000001uMdaAAE","false","false","false","false","","11.0","Annualized Values","42336765895079376","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108cqAAA","","Net Sales/Revenue","a19bn000001uMdOAAU","false","false","false","true","","10.0","Sales","42340161746109423","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108WjAAI","","Total Expenses","a19bn000001uMUoAAM","false","false","false","true","","50.0","Expenses","42340535750883420","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108cRAAQ","","Net Income/(Loss)","a19bn000001uMdJAAU","false","false","false","true","","60.0","Net Income/(Loss)","42342049667746166","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108IsAAI","","Liquidity","a19bn000001uMUVAA2","false","false","false","true","","40.0","Liquidity","42342495047230815","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108dJAAQ","","Chg. Investments","a19bn000001uMdQAAU","false","false","false","true","","140.0","Chg. Investments","42343766121195428","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108WUAAY","","Total Schedule C Cash Flow","a19bn000001uMUnAAM","false","false","false","true","","20.0","Schedule C Cash Flow","42346847077252925","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108b1AAA","","Profitability","a19bn000001uMV5AAM","false","false","false","true","","60.0","Profitability","42349794192395938","Financial","false","None","true","","","","Standard","false","","false",""
"a16bn00000108dXAAQ","","Total Change in Net Worth","a19bn000001uMdRAAU","false","false","false","true","","50.0","Change in Net Worth","42351029220016611","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108biAAA","","Deductions","a19bn000001uMdDAAU","false","false","false","true","","30.0","Deductions","42352110684906917","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108WNAAY","","Total Other Assets","a19bn000001uMUmAAM","false","false","false","true","","20.0","Other Assets","42352430971848044","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108dVAAQ","","Total Changes in Retained Earnings","a19bn000001uMdRAAU","false","false","false","true","","20.0","Changes in Retained Earnings","42354076055575980","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108XoAAI","","Net Change in Other Funding","a19bn000001uMUwAAM","false","false","false","true","","191.0","Change in Other Funding","42354389059386557","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108WlAAI","","Net Profit/(Loss)","a19bn000001uMUoAAM","false","true","false","true","","70.0","Net Profit/(Loss)","42356218960897667","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108dQAAQ","","Net Cash from Funding","a19bn000001uMdQAAU","false","false","false","true","","210.0","Cash from Funding","42356671628378727","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108ZuAAI","","Total Cost of Sales/Revenue","a19bn000001uMV0AAM","false","false","false","true","","20.0","Cost of Goods Sold","42358445422239044","Financial","false","None","false","","","","Standard","false","","false",""
"a16bn00000108Y1AAI","","Growth (%)","a19bn000001uMUxAAM","false","false","false","true","","71.0","Growth (%)","42359561534622844","Percentage","false","None","true","","","","Standard","false","","false",""
"a16bn00000108asAAA","","Total Historical DS","a19bn000001uMV4AAM","false","false","false","true","","20.0","Historical Debt Service","42360053455612091","Financial","false","None","false","","","","Standard","false","","false",""
