"Id","IsDeleted","LLC_BI__Allow_Record_Filtering__c","LLC_BI__Balance_Total__c","LLC_BI__Borrower_Type__c","LLC_BI__Bundle__c","LLC_BI__Calc_Common_Sizing_Record__c","LLC_BI__Calc_Common_Sizing_Total_Group__c","LLC_BI__Description__c","LLC_BI__Display_Common_Sizing__c","LLC_BI__Display_Projection_Drivers__c","LLC_BI__Display_Trend__c","LLC_BI__End_Date_Quarter__c","LLC_BI__End_Date__c","LLC_BI__Entity_Type__c","LLC_BI__Group_Columns__c","LLC_BI__Interaction__c","LLC_BI__Is_Balance_Sheet__c","LLC_BI__Is_Budget__c","LLC_BI__Is_Cash_Flow_Statement__c","LLC_BI__Is_Global_Analysis__c","LLC_BI__Is_Income_Statement__c","LLC_BI__Is_Multi_Currency__c","LLC_BI__Is_Personal_Financial_Statement__c","LLC_BI__Is_Ratios__c","LLC_BI__Is_Template__c","LLC_BI__Is_Traditional_Cash_Flow__c","LLC_BI__Is_UCA_Cash_Flow__c","LLC_BI__Sort_Order__c","LLC_BI__Source_Statement__c","LLC_BI__Spread_Statement_Total_Group__c","LLC_BI__Start_Date_Quarter__c","LLC_BI__Start_Date__c","LLC_BI__Static_Periods__c","LLC_BI__Supports_Common_Sizing__c","LLC_BI__Supports_Trend__c","LLC_BI__Total_Hide_Currency_Symbol__c","LLC_BI__Total_Row_Name__c","LLC_BI__Type__c","LLC_BI__lookupKey__c","Name","OwnerId"
"a19DV000002V1oEYAS","false","true","false","","a1GDV000008GH7B2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","400.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42464195411155169","000039164","0058c00000Dk4fdAAB"
"a19DV000002qH2QYAU","false","true","false","","a1GDV000008GH8L2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","false","","Book Income Statement","42469600463719925","000039277","0058c00000Dk4fdAAB"
"a19DV000002qH2EYAU","false","true","false","","a1GDV000008GH8J2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","250.0","","","4.0","","false","false","false","false","","Reconciliation","42475544347216780","000039265","0058c00000Dk4fdAAB"
"a19DV000002V1nzYAC","false","true","false","","a1GDV000008GH792AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","400.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42486959144265621","000039149","0058c00000BxeO9AAJ"
"a19DV000002V1oYYAS","false","true","false","","a1GDV000008GH7F2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Balance Sheet","42489687207879473","000039184","0058c00000BxeO9AAJ"
"a19DV000002qH2MYAU","false","true","false","","a1GDV000008GH8L2AW","","a16DV000006R4T8YAK","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","1.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Income Statement","42491873646198511","000039273","0058c00000Dk4fdAAB"
"a19DV000002V1ooYAC","false","true","false","","a1GDV000008GH7H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","75.0","","","4.0","","false","false","false","false","","Input Reconciliation","42494708589545878","000039200","0058c00000BxeO9AAJ"
"a19DV000002qH2SYAU","false","true","false","","a1GDV000008GH8K2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","false","false","false","","Rent Roll","42499207925720293","000039279","0058c00000Dk4fdAAB"
"a19DV000002V1ncYAC","false","true","false","","a1GDV000008GH712AG","","a16DV000006IRj8YAG","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","1.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","true","true","false","","Income Statement","42510780909249112","000039126","0058c00000BxeO9AAJ"
"a19DV000002qH24YAE","false","true","false","","a1GDV000008GH8H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","300.0","","","4.0","","false","false","false","false","","Schedule C","42515207760990156","000039255","0058c00000Dk4fdAAB"
"a19DV000002V1nlYAC","false","true","false","","a1GDV000008GH772AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","250.0","","","4.0","","false","false","false","false","","Reconciliation","42515367812227058","000039135","0058c00000BxeO9AAJ"
"a19DV000002V1o8YAC","false","true","false","","a1GDV000008GH7A2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","400.0","","","4.0","","false","false","false","false","","Schedule E","42537822157366058","000039158","0058c00000Dk4fdAAB"
"a19DV000002V1ojYAC","false","true","false","","a1GDV000008GH7H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","350.0","","","4.0","","false","false","false","false","","Summary Indirect CF","42558558594669851","000039195","0058c00000BxeO9AAJ"
"a19DV000002qH2IYAU","false","true","false","","a1GDV000008GH8K2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","false","false","false","","NOI Statement","42559843907603758","000039269","0058c00000Dk4fdAAB"
"a19DV000002V1ofYAC","false","true","false","","a1GDV000008GH7H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","1.0","400.0","","","4.0","","false","false","false","false","","UCA Cash Flow","42563969026241506","000039191","0058c00000BxeO9AAJ"
"a19DV000002V1o6YAC","false","true","false","","a1GDV000008GH7A2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","200.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42565892204185460","000039156","0058c00000Dk4fdAAB"
"a19DV000002V1o7YAC","false","true","false","","a1GDV000008GH7A2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","300.0","","","4.0","","false","false","false","false","","Schedule C","42567909799112129","000039157","0058c00000Dk4fdAAB"
"a19DV000002V1nSYAS","false","true","false","","a1GDV000008GH702AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","175.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42574816942636521","000039116","0058c00000BxeO9AAJ"
"a19DV000002V1oBYAS","false","true","false","","a1GDV000008GH7B2AW","","a16DV000006R4UeYAK","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Balance Sheet","42575175729298504","000039161","0058c00000Dk4fdAAB"
"a19DV000002qH1lYAE","false","true","false","","a1GDV000008GH8I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","600.0","","","4.0","","false","false","false","false","","Ratios","42580367609228569","000039236","0058c00000Dk4fdAAB"
"a19DV000002V1oSYAS","false","true","false","","a1GDV000008GH7D2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","350.0","","","4.0","","false","false","false","false","","Summary Indirect CF","42582995634370283","000039178","0058c00000Dk4fdAAB"
"a19DV000002V1neYAC","false","true","false","","a1GDV000008GH762AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","1.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","true","true","false","","Income Statement","42584810956511153","000039128","0058c00000BxeO9AAJ"
"a19DV000002qH2JYAU","false","true","false","","a1GDV000008GH8L2AW","","a16DV000006R4SoYAK","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","300.0","","","4.0","","false","true","true","false","","Balance Sheet","42585570063438102","000039270","0058c00000Dk4fdAAB"
"a19DV000002V1pHYAS","false","true","false","","a1GDV000008GH7N2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","550.0","","","4.0","","false","false","false","false","","Debt Service Analysis","42585613535016919","000039229","0058c00000BxeO9AAJ"
"a19DV000002V1nvYAC","false","true","false","","a1GDV000008GH782AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","190.0","","","4.0","","false","false","false","false","","Schedule F","42593329798537972","000039145","0058c00000BxeO9AAJ"
"a19DV000002V1nrYAC","false","true","false","","a1GDV000008GH782AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","175.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42603037809749078","000039141","0058c00000BxeO9AAJ"
"a19DV000002V1oaYAC","false","true","false","","a1GDV000008GH7F2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","400.0","","","4.0","","false","false","false","false","","Accrual Income Statement","42603499014173811","000039186","0058c00000BxeO9AAJ"
"a19DV000002V1opYAC","false","true","false","","a1GDV000008GH7I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","1.0","400.0","a19DV000002V1ofYAC","","4.0","","false","false","false","false","","UCA Cash Flow","42616518199972776","000039201","0058c00000BxeO9AAJ"
"a19DV000002V1ouYAC","false","true","false","","a1GDV000008GH7I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","1.0","false","0.0","0.0","true","0.0","0.0","200.0","a19DV000002V1okYAC","","4.0","","false","true","true","false","","Income Statement","42621709089886078","000039206","0058c00000BxeO9AAJ"
"a19DV000002V1nYYAS","false","true","false","","a1GDV000008GH712AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","true","","Ratios","42622996126034047","000039122","0058c00000BxeO9AAJ"
"a19DV000002V1nTYAS","false","true","false","","a1GDV000008GH702AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","true","","Ratios","42626573602732464","000039117","0058c00000BxeO9AAJ"
"a19DV000002qH20YAE","false","true","false","","a1GDV000008GH8G2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","false","","Book Income Statement","42638348996935149","000039251","0058c00000Dk4fdAAB"
"a19DV000002qH2OYAU","false","true","false","","a1GDV000008GH8L2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","400.0","","","4.0","","false","false","false","false","","Reconciliation","42645653897254740","000039275","0058c00000Dk4fdAAB"
"a19DV000002V1nbYAC","false","true","false","","a1GDV000008GH712AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","350.0","","","4.0","","false","false","false","false","","Summary Indirect CF","42661897259728715","000039125","0058c00000BxeO9AAJ"
"a19DV000002V1ntYAC","false","true","false","","a1GDV000008GH782AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","180.0","","","4.0","","false","false","false","false","","Schedule C","42664412920788310","000039143","0058c00000BxeO9AAJ"
"a19DV000002V1oOYAS","false","true","false","","a1GDV000008GH7D2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","400.0","","","4.0","","false","false","false","false","","Summary Direct CF","42679411006265561","000039174","0058c00000Dk4fdAAB"
"a19DV000002V1pDYAS","false","true","false","","a1GDV000008GH7N2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","600.0","","","4.0","","false","false","false","false","","Accrual Income Statement","42682650654649558","000039225","0058c00000BxeO9AAJ"
"a19DV000002V1nfYAC","false","true","false","","a1GDV000008GH762AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","1.0","500.0","","","4.0","","false","false","false","false","","UCA Cash Flow","42692421908011687","000039129","0058c00000BxeO9AAJ"
"a19DV000002qH1tYAE","false","true","false","","a1GDV000008GH8G2AW","","a16DV000006R4OoYAK","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","300.0","","","4.0","","false","true","true","false","","Balance Sheet","42694007954566332","000039244","0058c00000Dk4fdAAB"
"a19DV000002V1p2YAC","false","true","false","","a1GDV000008GH7J2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","false","","Summary Indirect CF","42696962803934057","000039214","0058c00000BxeO9AAJ"
"a19DV000002V1p1YAC","false","true","false","","a1GDV000008GH7J2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","300.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42700456383265452","000039213","0058c00000BxeO9AAJ"
"a19DV000002V1odYAC","false","true","false","","a1GDV000008GH7G2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","false","false","false","","NOI Statement","42715053697123401","000039189","0058c00000BxeO9AAJ"
"a19DV000002V1oxYAC","false","true","false","","a1GDV000008GH7I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","50.0","a19DV000002V1onYAC","","4.0","","false","false","false","false","","Input Income Statement","42718407870218549","000039209","0058c00000BxeO9AAJ"
"a19DV000002V1oGYAS","false","true","false","","a1GDV000008GH7B2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","300.0","","","4.0","","false","false","false","false","","Reconciliation","42721010119485140","000039166","0058c00000Dk4fdAAB"
"a19DV000002V1oyYAC","false","true","false","","a1GDV000008GH7I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","75.0","a19DV000002V1ooYAC","","4.0","","false","false","false","false","","Input Reconciliation","42723948240308394","000039210","0058c00000BxeO9AAJ"
"a19DV000002V1oRYAS","false","true","false","","a1GDV000008GH7D2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","300.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42728158060726523","000039177","0058c00000Dk4fdAAB"
"a19DV000002qH23YAE","false","true","false","","a1GDV000008GH8H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","false","false","false","","Personal Cash Flow","42737219975260112","000039254","0058c00000Dk4fdAAB"
"a19DV000002V1o0YAC","false","true","false","","a1GDV000008GH792AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","600.0","","","4.0","","false","false","false","false","","Ratios","42746678924084822","000039150","0058c00000BxeO9AAJ"
"a19DV000002qH2PYAU","false","true","false","","a1GDV000008GH8L2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","false","false","false","","Schedule K","42759458857026550","000039276","0058c00000Dk4fdAAB"
"a19DV000002V1pGYAS","false","true","false","","a1GDV000008GH7N2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","525.0","","","4.0","","false","false","false","false","","Personal Cash Flow","42767512540095415","000039228","0058c00000BxeO9AAJ"
"a19DV000002V1nRYAS","false","true","false","","a1GDV000008GH752AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","1.0","","","4.0","","true","false","false","false","","NOI Statement","42773410010915110","000039115","0058c00000Dk4fdAAB"
"a19DV000002V1oNYAS","false","true","false","","a1GDV000008GH7C2AW","","a16DV000006R4WfYAK","","true","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Balance Sheet","42781954768389993","000039173","0058c00000Dk4fdAAB"
"a19DV000002qH21YAE","false","true","false","","a1GDV000008GH8G2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","600.0","","","4.0","","false","false","false","false","","8825","42782192864686086","000039252","0058c00000Dk4fdAAB"
"a19DV000002V1nZYAS","false","true","false","","a1GDV000008GH712AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","250.0","","","4.0","","false","false","false","false","","Reconciliation","42783716958808069","000039123","0058c00000BxeO9AAJ"
"a19DV000002qH1yYAE","false","true","false","","a1GDV000008GH8G2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","400.0","","","4.0","","false","false","false","false","","Reconciliation","42791344555254910","000039249","0058c00000Dk4fdAAB"
"a19DV000002V1nOYAS","false","true","false","","a1GDV000008GH722AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","1.0","","","4.0","","true","false","false","false","","NOI Statement","42805201395841711","000039112","0058c00000Dk4fdAAB"
"a19DV000002V1pBYAS","false","true","false","","a1GDV000008GH7N2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","true","true","false","","Balance Sheet","42817793474517060","000039223","0058c00000BxeO9AAJ"
"a19DV000002qH2AYAU","false","true","false","","a1GDV000008GH8I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","300.0","","","4.0","","false","false","false","false","","Reconciliation","42822927953357372","000039261","0058c00000Dk4fdAAB"
"a19DV000002qH2KYAU","false","true","false","","a1GDV000008GH8L2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","700.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42824785543041391","000039271","0058c00000Dk4fdAAB"
"a19DV000002V1obYAC","false","true","false","","a1GDV000008GH7F2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","false","","Ratios","42827136812928325","000039187","0058c00000BxeO9AAJ"
"a19DV000002V1oLYAS","false","true","false","","a1GDV000008GH7C2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","350.0","","","4.0","","false","false","false","false","","Summary Indirect CF","42829433167636053","000039171","0058c00000Dk4fdAAB"
"a19DV000002V1o4YAC","false","true","false","","a1GDV000008GH732AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","2.0","","","4.0","","true","false","false","false","","Rent Roll","42830306504740781","000039154","0058c00000Dk4fdAAB"
"a19DV000002V1oQYAS","false","true","false","","a1GDV000008GH7D2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","250.0","","","4.0","","false","false","false","false","","Reconciliation","42836102411979083","000039176","0058c00000Dk4fdAAB"
"a19DV000002V1p8YAC","false","true","false","","a1GDV000008GH7L2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","false","false","false","","Rent Roll","42839541271380779","000039220","0058c00000BxeO9AAJ"
"a19DV000002V1naYAC","false","true","false","","a1GDV000008GH712AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","300.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42841136562407675","000039124","0058c00000BxeO9AAJ"
"a19DV000002V1oFYAS","false","true","false","","a1GDV000008GH7B2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","false","","Summary Direct CF","42847743321211061","000039165","0058c00000Dk4fdAAB"
"a19DV000002V1nMYAS","false","true","false","","a1GDV000008GH702AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","1.0","0.0","true","0.0","0.0","150.0","","","4.0","","false","false","false","false","","Personal Financial Statement","42849062823355285","000039110","0058c00000BxeO9AAJ"
"a19DV000002V1nXYAS","false","true","false","","a1GDV000008GH712AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","400.0","","","4.0","","false","false","false","false","","Summary Direct CF","42855277949385888","000039121","0058c00000BxeO9AAJ"
"a19DV000002qH28YAE","false","true","false","","a1GDV000008GH8I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","400.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42873843739014681","000039259","0058c00000Dk4fdAAB"
"a19DV000002V1o5YAC","false","true","false","","a1GDV000008GH7A2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","1.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","false","false","false","","Personal Financial Statement","42874763403944311","000039155","0058c00000Dk4fdAAB"
"a19DV000002V1nPYAS","false","true","false","","a1GDV000008GH732AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","1.0","","","4.0","","true","false","false","false","","NOI Statement","42878974329464442","000039113","0058c00000Dk4fdAAB"
"a19DV000002V1noYAC","false","true","false","","a1GDV000008GH772AG","","a16DV000006IRnzYAG","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","1.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","true","true","false","","Income Statement","42891491450895646","000039138","0058c00000BxeO9AAJ"
"a19DV000002qH1rYAE","false","true","false","","a1GDV000008GH8F2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","","","","4.0","","false","false","false","false","","Personal Cash Flow","42894921916095075","000039242","0058c00000Dk4fdAAB"
"a19DV000002V1oCYAS","false","true","false","","a1GDV000008GH7B2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","600.0","","","4.0","","false","false","false","false","","Ratios","42899806087187980","000039162","0058c00000Dk4fdAAB"
"a19DV000002qH2CYAU","false","true","false","","a1GDV000008GH8J2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","400.0","","","4.0","","false","false","false","false","","Summary Direct CF","42900184307078439","000039263","0058c00000Dk4fdAAB"
"a19DV000002qH26YAE","false","true","false","","a1GDV000008GH8H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","false","","Schedule F","42901706296498575","000039257","0058c00000Dk4fdAAB"
"a19DV000002V1niYAC","false","true","false","","a1GDV000008GH762AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","300.0","","","4.0","","false","false","false","false","","Reconciliation","42902676842580787","000039132","0058c00000BxeO9AAJ"
"a19DV000002V1oZYAS","false","true","false","","a1GDV000008GH7F2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","false","false","false","","Cash Income Statement","42912836032788426","000039185","0058c00000BxeO9AAJ"
"a19DV000002V1nuYAC","false","true","false","","a1GDV000008GH782AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","185.0","","","4.0","","false","false","false","false","","Schedule E","42920567389118260","000039144","0058c00000BxeO9AAJ"
"a19DV000002V1oJYAS","false","true","false","","a1GDV000008GH7C2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","250.0","","","4.0","","false","false","false","false","","Reconciliation","42926432012898837","000039169","0058c00000Dk4fdAAB"
"a19DV000002V1o9YAC","false","true","false","","a1GDV000008GH7A2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","false","","Schedule F","42930451079429346","000039159","0058c00000Dk4fdAAB"
