"Id","IsDeleted","LLC_BI__Classification__c","LLC_BI__Spread_Statement_Record__c","LLC_BI__lookupKey__c","Name"
"a3fDV000001T9mzYAC","false","a3YDV000000vXG92AM","a18DV0000033qtVYAQ","42258309279427988","a5xbn000000Jowu"
"a3fDV000001T9VeYAK","false","a3YDV000000vWf82AE","a18DV0000033qbFYAQ","42258801442298030","a3jbn000000le3H"
"a3fDV000001T9jfYAC","false","a3YDV000000vWfG2AU","a18DV0000033qYxYAI","42258917646151398","a3jbn000000ldwM"
"a3fDV000001T9ABYA0","false","a3YDV000000vWfG2AU","a18DV0000033b0fYAA","42259495358676080","a3f8c000000BtOg"
"a3fDV000001T9YXYA0","false","a3YDV000000vWet2AE","a18DV0000033qWwYAI","42259549848758264","a3jbn000000ldzu"
"a3fDV000001T9E7YAK","false","a3YDV000000vWfJ2AU","a18DV0000033bJ4YAI","42260058183494186","a4T8c000000RKgM"
"a3fDV000001T9ALYA0","false","a3YDV000000vWfG2AU","a18DV0000033b0pYAA","42260394858989854","a4T8c000000RKgu"
"a3fDV000001T9tpYAC","false","a3YDV000000vXFz2AM","a18DV0000033qUaYAI","42260638129534247","a5xbn000000Jozz"
"a3fDV000001T9lrYAC","false","a3YDV000000vXDz2AM","a18DV0000033qxaYAA","42260646629750439","a5xbn000000JouQ"
"a3fDV000001T9B9YAK","false","a3YDV000000vWf82AE","a18DV0000033b1yYAA","42261066421370257","a5x8c0000019SWK"
"a3fDV000001T9MWYA0","false","a3YDV000000vXFe2AM","a18DV0000033qu8YAA","42261472219066614","PFS - Total Current Liabilities"
"a3fDV000001T9yJYAS","false","a3YDV000000vXDz2AM","a18DV0000033bjgYAA","42261695896181470","a5xbn000000Jooj"
"a3fDV000001T9kSYAS","false","a3YDV000000vXHI2A2","a18DV0000033qnCYAQ","42262015760502811","a5xbn000000JowS"
"a3fDV000001T9QuYAK","false","a3YDV000000vWet2AE","a18DV0000033qzMYAQ","42262443171557724","a3fbn000000fu2y"
"a3fDV000001T9DpYAK","false","a3YDV000000vWf62AE","a18DV0000033bIfYAI","42262840858401788","a4T8c000000RKgE"
"a3fDV000001T9FvYAK","false","a3YDV000000vWf22AE","a18DV0000033bLHYAY","42262913274138608","a4T8c000000RKhH"
"a3fDV000001T9Q3YAK","false","a3YDV000000vXJ72AM","a18DV0000033qpoYAA","42263053678596217","a3fbn000000fu2m"
"a3fDV000001T9SEYA0","false","a3YDV000000vXGE2A2","a18DV0000033r3UYAQ","42263199086145808","a5xbn000000Jopg"
"a3fDV000001T9hoYAC","false","a3YDV000000vXHK2A2","a18DV0000033r95YAA","42263548867586862","a5xbn000000JosL"
"a3fDV000001T9XlYAK","false","a3YDV000000vWfB2AU","a18DV0000033baZYAQ","42263796069366340","a3jbn000000le3j"
"a3fDV000001T9J0YAK","false","a3YDV000000vXEU2A2","a18DV0000033qUZYAY","42264394945141624","workingcapitaltemplate"
"a3fDV000001T9bbYAC","false","a3YDV000000vXGu2AM","a18DV0000033r6HYAQ","42265004900925178","a5xbn000000Jovc"
"a3fDV000001T9YwYAK","false","a3YDV000000vWf02AE","a18DV0000033qVTYAY","42265859132657592","a3jbn000000le0C"
"a3fDV000001T9pXYAS","false","a3YDV000000vXEq2AM","a18DV0000033qQdYAI","42266918842543416","a5xbn000000Joua"
"a3fDV000001T9wrYAC","false","a3YDV000000vXDy2AM","a18DV0000033qMFYAY","42267007066532485","a5xbn000000Jove"
"a3fDV000001T9TTYA0","false","a3YDV000000vXGr2AM","a18DV0000033qNWYAY","42267019625712536","a5xbn000000Joql"
"a3fDV000001T9ViYAK","false","a3YDV000000vWf82AE","a18DV0000033qoPYAQ","42267274101718913","a3jbn000000le3J"
"a3fDV000001T9pRYAS","false","a3YDV000000vWet2AE","a18DV0000033bYnYAI","42267897694858456","a9Ibn000001OBFZ"
"a3fDV000001T9oqYAC","false","a3YDV000000vXDz2AM","a18DV0000033qozYAA","42267910271002940","a5xbn000000Jouc"
"a3fDV000001T9kmYAC","false","a3YDV000000vXEN2A2","a18DV0000033qrpYAA","42267980197815106","a5xbn000000JomJ"
"a3fDV000001TA0BYAW","false","a3YDV000000vXFT2A2","a18DV0000033qPFYAY","42268039357829649","a5xbn000000Jou5"
"a3fDV000001T9YVYA0","false","a3YDV000000vXDz2AM","a18DV0000033qWsYAI","42268098159377545","a5xbn000000Jp1O"
"a3fDV000001T9wGYAS","false","a3YDV000000vWfG2AU","a18DV0000033qLjYAI","42268844667076202","a3jbn000000le24"
"a3fDV000001T9bzYAC","false","a3YDV000000vXEY2A2","a18DV0000033qf4YAA","42269625507923360","a5xbn000000Jovr"
"a3fDV000001T9JvYAK","false","a3YDV000000vWet2AE","a18DV0000033qebYAA","42269625908293908","a3jbn000000ldzF"
"a3fDV000001T9kEYAS","false","a3YDV000000vXDz2AM","a18DV0000033qZsYAI","42269687507958183","a3fbn000000fu1R"
"a3fDV000001T9rMYAS","false","a3YDV000000vXEj2AM","a18DV0000033qSOYAY","42269728491076749","a5xbn000000Joxy"
"a3fDV000001T9rlYAC","false","a3YDV000000vXDz2AM","a18DV0000033qS5YAI","42269819936634532","a5xbn000000JoyL"
"a3fDV000001T9tVYAS","false","a3YDV000000vXET2A2","a18DV0000033qT9YAI","42270014803497760","a5xbn000000Jozk"
"a3fDV000001T9g1YAC","false","a3YDV000000vXDz2AM","a18DV0000033qMRYAY","42270036891937888","a5xbn000000Joly"
"a3fDV000001T9vSYAS","false","a3YDV000000vXDz2AM","a18DV0000033qZaYAI","42270337217178590","a3fbn000000fu1q"
"a3fDV000001T9rHYAS","false","a3YDV000000vXEb2AM","a18DV0000033qTGYAY","42270425268514310","a5xbn000000Joxt"
"a3fDV000001T9kOYAS","false","a3YDV000000vXFn2AM","a18DV0000033qPZYAY","42271338183945080","a5xbn000000JotR"
"a3fDV000001T9u0YAC","false","a3YDV000000vXEg2AM","a18DV0000033qUIYAY","42271348500281204","a5xbn000000Jp05"
"a3fDV000001T9TQYA0","false","a3YDV000000vWf62AE","a18DV0000033qNUYAY","42272332705238737","a5xbn000000Joqi"
"a3fDV000001T9qtYAC","false","a3YDV000000vXJv2AM","a18DV0000033qtpYAA","42273051409087702","k1class"
"a3fDV000001T98mYAC","false","a3YDV000000vWf82AE","a18DV0000033az4YAA","42273671293251115","a3f8c000000BtOM"
"a3fDV000001T9ufYAC","false","a3YDV000000vWeu2AE","a18DV0000033qOhYAI","42274089637135992","a3jbn000000ldwe"
"a3fDV000001T9WMYA0","false","a3YDV000000vWfB2AU","a18DV0000033baIYAQ","42274305432636211","a3jbn000000le3P"
"a3fDV000001T9FMYA0","false","a3YDV000000vWfG2AU","a18DV0000033bKSYAY","42274674543271895","a4T8c000000RKgw"
"a3fDV000001T9cTYAS","false","a3YDV000000vXJc2AM","a18DV0000033qeoYAA","42274818292871246","a5xbn000000JowK"
"a3fDV000001T9aVYAS","false","a3YDV000000vXDz2AM","a18DV0000033qx2YAA","42274943810528916","a5xbn000000Jon0"
"a3fDV000001T9mbYAC","false","a3YDV000000vXG92AM","a18DV0000033qmyYAA","42275469291486160","a3jbn000000ldyk"
"a3fDV000001T9NcYAK","false","a3YDV000000vXG42AM","a18DV0000033r2nYAA","42275960027163125","a5xbn000000Jooo"
"a3fDV000001T9SmYAK","false","a3YDV000000vXGZ2A2","a18DV0000033r7OYAQ","42276317204688275","a5xbn000000Joq7"
"a3fDV000001T9zmYAC","false","a3YDV000000vWf72AE","a18DV0000033qZzYAI","42276555692620013","a3fbn000000fu2B"
"a3fDV000001T9VmYAK","false","a3YDV000000vXIK2A2","a18DV0000033qoVYAQ","42276584598600509","a5xbn000000Jp5j"
"a3fDV000001T9y4YAC","false","a3YDV000000vWf82AE","a18DV0000033qgAYAQ","42276809606416674","a3jbn000000le1c"
"a3fDV000001T9AcYAK","false","a3YDV000000vWf12AE","a18DV0000033b1DYAQ","42276833188564330","a4T8c000000RKh3"
"a3fDV000001T9M5YAK","false","a3YDV000000vXDw2AM","a18DV0000033qrPYAQ","42276858805639253","a5xbn000000Jony"
"a3fDV000001T9P3YAK","false","a3YDV000000vXFm2AM","a18DV0000033qOkYAI","42277771979623085","a3jbn000000ldxi"
"a3fDV000001T9uKYAS","false","a3YDV000000vXI52AM","a18DV0000033qOsYAI","42277974148131764","a5xbn000000JotY"
"a3fDV000001T9diYAC","false","a3YDV000000vWfC2AU","a18DV0000033qxqYAA","42278021823309546","a5xbn000000Jolt"
"a3fDV000001T9hnYAC","false","a3YDV000000vWf22AE","a18DV0000033r94YAA","42278147148167314","a4Wbn000000hSHj"
"a3fDV000001T9tuYAC","false","a3YDV000000vXHh2AM","a18DV0000033qUqYAI","42278835827956372","a5xbn000000Josy"
"a3fDV000001T9KfYAK","false","a3YDV000000vWfa2AE","a18DV0000033qejYAA","42280211117176599","a3jbn000000ldzW"
"a3fDV000001T9BRYA0","false","a3YDV000000vWfO2AU","a18DV0000033b2IYAQ","42280413186523550","a5x8c0000019SWc"
"a3fDV000001T9GlYAK","false","a3YDV000000vWf22AE","a18DV0000033bPvYAI","42280537641759597","a5x8c0000019SWx"
"a3fDV000001T9BhYAK","false","a3YDV000000vWfR2AU","a18DV0000033b2YYAQ","42280551423654669","a5x8c0000019SWs"
"a3fDV000001T9jVYAS","false","a3YDV000000vWfG2AU","a18DV0000033qYsYAI","42281188846732304","a3jbn000000ldwH"
"a3fDV000001T9vGYAS","false","a3YDV000000vWfB2AU","a18DV0000033qY7YAI","42281455869961016","a3jbn000000ldwv"
"a3fDV000001T9yGYAS","false","a3YDV000000vXDz2AM","a18DV0000033bjeYAA","42281894158314647","a5xbn000000Jooi"
"a3fDV000001T9v6YAC","false","a3YDV000000vWfB2AU","a18DV0000033qY3YAI","42282120760456352","a3jbn000000ldwo"
"a3fDV000001T9v7YAC","false","a3YDV000000vXID2A2","a18DV0000033qY4YAI","42282188340454692","a5xbn000000Jotq"
"a3fDV000001T9IsYAK","false","a3YDV000000vXJW2A2","a18DV0000033qcyYAA","42282805618758432","chgnetfixedassetstemplate"
"a3fDV000001T9AkYAK","false","a3YDV000000vWf12AE","a18DV0000033b1LYAQ","42283129460897181","a4T8c000000RKhA"
"a3fDV000001T9AXYA0","false","a3YDV000000vWf02AE","a18DV0000033b18YAA","42283249894958375","a4T8c000000RKh1"
"a3fDV000001T9XPYA0","false","a3YDV000000vXHA2A2","a18DV0000033bXvYAI","42284271313381519","a5xbn000000Jp5z"
"a3fDV000001T9Q0YAK","false","a3YDV000000vXJ42AM","a18DV0000033qplYAA","42284789924230999","a3fbn000000fu2j"
"a3fDV000001T9tEYAS","false","a3YDV000000vXDz2AM","a18DV0000033qTUYAY","42285429159377810","a5xbn000000JozV"
"a3fDV000001T9dUYAS","false","a3YDV000000vWeu2AE","a18DV0000033qnuYAA","42286210393522692","a9Ibn000001OBEt"
"a3fDV000001T9r1YAC","false","a3YDV000000vXJw2AM","a18DV0000033qtNYAQ","42286366993671139","a5xbn000000Joxh"
"a3fDV000001T9qeYAC","false","a3YDV000000vXIR2A2","a18DV0000033bYkYAI","42286693605165871","a5xbn000000Jp6e"
"a3fDV000001T9BnYAK","false","a3YDV000000vWf32AE","a18DV0000033b2eYAA","42287358109726124","a5x8c0000019SWy"
"a3fDV000001T9MiYAK","false","a3YDV000000vXFi2AM","a18DV0000033quJYAQ","42287378789428882","a5xbn000000JooB"
"a3fDV000001T9mtYAC","false","a3YDV000000vXJi2AM","a18DV0000033qslYAA","42287492223185283","a5xbn000000Jowo"
"a3fDV000001T9lGYAS","false","a3YDV000000vXDz2AM","a18DV0000033qnYYAQ","42288531376338887","a5xbn000000Jomj"
"a3fDV000001T9D2YAK","false","a3YDV000000vWfK2AU","a18DV0000033bHOYAY","42288609566846539","a4T8c000000RKfo"
"a3fDV000001T9ESYA0","false","a3YDV000000vWfB2AU","a18DV0000033bJQYAY","42288900301127622","a6A8c000000DJqb"
"a3fDV000001T9OTYA0","false","a3YDV000000vXGD2A2","a18DV0000033r3lYAA","42288926239536789","a5xbn000000Jop9"
"a3fDV000001T9G4YAK","false","a3YDV000000vWf82AE","a18DV0000033bPCYAY","42289067764472228","a5x8c0000019SWG"
"a3fDV000001T9mYYAS","false","a3YDV000000vXDz2AM","a18DV0000033qmwYAA","42290227058113070","a3jbn000000ldyi"
"a3fDV000001T9c7YAC","false","a3YDV000000vXJa2AM","a18DV0000033qfKYAQ","42290718408529869","a5xbn000000Jow0"
"a3fDV000001T9CiYAK","false","a3YDV000000vWes2AE","a18DV0000033bH0YAI","42291291459773119","a4T8c000000RKfZ"
"a3fDV000001T9prYAC","false","a3YDV000000vXGu2AM","a18DV0000033bYGYAY","42291323366634411","a3fbn000000fu5I"
"a3fDV000001T9InYAK","false","a3YDV000000vXGw2AM","a18DV0000033qV0YAI","42291449311048828","a5xbn000000Jp0T"
"a3fDV000001T9XCYA0","false","a3YDV000000vXI72AM","a18DV0000033bamYAA","42291643012963750","a3fbn000000fu5B"
"a3fDV000001T9ckYAC","false","a3YDV000000vXJV2A2","a18DV0000033qmGYAQ","42292264790852410","a3fbn000000fu3B"
"a3fDV000001T9duYAC","false","a3YDV000000vXDz2AM","a18DV0000033qneYAA","42292588326069334","a5xbn000000JouS"
"a3fDV000001T9WmYAK","false","a3YDV000000vWet2AE","a18DV0000033bYlYAI","42292599883229139","a9Ibn000001OBFP"
"a3fDV000001T98IYAS","false","a3YDV000000vWet2AE","a18DV0000033axsYAA","42293391728096657","a4S8c0000015yqM"
"a3fDV000001T9WqYAK","false","a3YDV000000vXER2A2","a18DV0000033bbWYAQ","42293643110726020","a5xbn000000JomN"
"a3fDV000001T9B5YAK","false","a3YDV000000vWf82AE","a18DV0000033b1uYAA","42293701832617863","a5x8c0000019SWG"
"a3fDV000001T9UBYA0","false","a3YDV000000vXDz2AM","a18DV0000033r83YAA","42293807849943718","a5xbn000000JorI"
"a3fDV000001T9oHYAS","false","a3YDV000000vWf82AE","a18DV0000033qoQYAQ","42293842664874577","a3jbn000000le3z"
"a3fDV000001T9D5YAK","false","a3YDV000000vWeu2AE","a18DV0000033bHRYAY","42293994600738242","a4T8c000000RKfr"
"a3fDV000001T9wVYAS","false","a3YDV000000vXIY2A2","a18DV0000033qWVYAY","42294014224722622","a5xbn000000Jp4w"
"a3fDV000001T9YsYAK","false","a3YDV000000vWf12AE","a18DV0000033qVRYAY","42294159266782037","a3jbn000000le08"
"a3fDV000001T9h6YAC","false","a3YDV000000vXGp2AM","a18DV0000033bjBYAQ","42294353091718864","a5xbn000000Jp2l"
"a3fDV000001T9nCYAS","false","a3YDV000000vXJk2AM","a18DV0000033qtDYAQ","42294382000467600","a5xbn000000Jox7"
"a3fDV000001T9YgYAK","false","a3YDV000000vXIK2A2","a18DV0000033qX1YAI","42294617059504776","a3fbn000000fu3m"
"a3fDV000001T9nZYAS","false","a3YDV000000vXGA2A2","a18DV0000033qtXYAQ","42294638400736153","a5xbn000000JoxU"
"a3fDV000001T9hhYAC","false","a3YDV000000vWf02AE","a18DV0000033r8vYAA","42294832494462247","a4Wbn000000hSHg"
"a3fDV000001T9goYAC","false","a3YDV000000vXDz2AM","a18DV0000033bitYAA","42295256945868555","a5xbn000000Jov3"
"a3fDV000001T9ZcYAK","false","a3YDV000000vXId2AM","a18DV0000033qVgYAI","42295914024247582","a5xbn000000Jp1b"
"a3fDV000001T9wRYAS","false","a3YDV000000vXIW2A2","a18DV0000033qWTYAY","42296101063954871","a5xbn000000Jp4u"
"a3fDV000001T9FaYAK","false","a3YDV000000vWf12AE","a18DV0000033bKoYAI","42296189917354740","a5x8c0000019SW9"
"a3fDV000001T9xCYAS","false","a3YDV000000vWf02AE","a18DV0000033qLpYAI","42296416219044389","a3jbn000000le2F"
"a3fDV000001T9kMYAS","false","a3YDV000000vWfF2AU","a18DV0000033qZiYAI","42297151166323715","a3fbn000000fu1Y"
"a3fDV000001T9xPYAS","false","a3YDV000000vXDz2AM","a18DV0000033qx9YAA","42298351136284787","a5xbn000000Jp47"
"a3fDV000001T9AMYA0","false","a3YDV000000vWfG2AU","a18DV0000033ayHYAQ","42299144747242999","a4T8c000000RKgv"
"a3fDV000001T9RdYAK","false","a3YDV000000vXDz2AM","a18DV0000033qzaYAA","42299568752830450","a5xbn000000Jouq"
"a3fDV000001T9i0YAC","false","a3YDV000000vWfB2AU","a18DV0000033r7ZYAQ","42300005409243527","a5xbn000000JosR"
"a3fDV000001T9ZTYA0","false","a3YDV000000vXDz2AM","a18DV0000033qVbYAI","42300157084093204","a5xbn000000Jp1W"
"a3fDV000001T9dyYAC","false","a3YDV000000vXI02AM","a18DV0000033qnhYAA","42300258882104387","a5xbn000000JouW"
"a3fDV000001T9KvYAK","false","a3YDV000000vXDz2AM","a18DV0000033r4DYAQ","42301276503674051","a5xbn000000JowZ"
"a3fDV000001T9TRYA0","false","a3YDV000000vXGq2AM","a18DV0000033qNVYAY","42301474228898974","a5xbn000000Joqj"
"a3fDV000001T9ieYAC","false","a3YDV000000vWf62AE","a18DV0000033qOUYAY","42301597981929356","a3fbn000000fu1B"
"a3fDV000001T9WvYAK","false","a3YDV000000vXEe2AM","a18DV0000033bZ4YAI","42301971793707057","EBIT"
"a3fDV000001T9NdYAK","false","a3YDV000000vWf22AE","a18DV0000033r2nYAA","42302041526757387","a4Wbn000000hSHH"
"a3fDV000001T9qvYAC","false","a3YDV000000vXJv2AM","a18DV0000033qtrYAA","42302264060946464","a5xbn000000Joxb"
"a3fDV000001T9KVYA0","false","a3YDV000000vWfM2AU","a18DV0000033qUKYAY","42302275691329107","a3fbn000000fu3i"
"a3fDV000001T9pEYAS","false","a3YDV000000vXFm2AM","a18DV0000033bYbYAI","42302636485327595","a5xbn000000Jp6F"
"a3fDV000001T9tGYAS","false","a3YDV000000vWeu2AE","a18DV0000033qTpYAI","42303340713069889","a9Ibn000001OBFM"
"a3fDV000001T9EiYAK","false","a3YDV000000vWfN2AU","a18DV0000033bJgYAI","42304026371323393","a4T8c000000RKga"
"a3fDV000001T9QsYAK","false","a3YDV000000vXEq2AM","a18DV0000033qzLYAQ","42304204720452716","a5xbn000000Joua"
"a3fDV000001T9v3YAC","false","a3YDV000000vXDw2AM","a18DV0000033qY3YAI","42304968703192715","a5xbn000000Joto"
"a3fDV000001T9zuYAC","false","a3YDV000000vXDz2AM","a18DV0000033qXpYAI","42305367471216130","a3fbn000000fu2I"
"a3fDV000001T9rUYAS","false","a3YDV000000vXEc2AM","a18DV0000033qScYAI","42305808536133384","a5xbn000000Joy6"
"a3fDV000001T9SFYA0","false","a3YDV000000vXGB2A2","a18DV0000033r3wYAA","42306342581720254","a5xbn000000Joph"
"a3fDV000001T9Q8YAK","false","a3YDV000000vXJC2A2","a18DV0000033qpxYAA","42306351805435649","a3jbn000000ldyF"
"a3fDV000001T9xmYAC","false","a3YDV000000vXGn2AM","a18DV0000033binYAA","42306504559750036","a5xbn000000Jp4C"
"a3fDV000001T99aYAC","false","a3YDV000000vWfB2AU","a18DV0000033azzYAA","42306582834216611","a3f8c000000BtOa"
"a3fDV000001T9ziYAC","false","a3YDV000000vXIR2A2","a18DV0000033qZvYAI","42307105292904746","a3fbn000000fu2A"
"a3fDV000001T9wIYAS","false","a3YDV000000vXEF2A2","a18DV0000033qLkYAI","42307286845582969","a5xbn000000Jp3k"
"a3fDV000001T9zaYAC","false","a3YDV000000vWet2AE","a18DV0000033qP8YAI","42307287153506205","a3fbn000000fu24"
"a3fDV000001T9hiYAC","false","a3YDV000000vXHI2A2","a18DV0000033r92YAA","42307864747061464","a5xbn000000JosI"
"a3fDV000001T99pYAC","false","a3YDV000000vWfO2AU","a18DV0000033b0MYAQ","42308274256754072","a4T8c000000RKgd"
"a3fDV000001T9vBYAS","false","a3YDV000000vXIF2A2","a18DV0000033qY6YAI","42308734145071678","a5xbn000000Jotr"
"a3fDV000001T9ZkYAK","false","a3YDV000000vWf22AE","a18DV0000033qVkYAI","42310048588838061","a3jbn000000le0O"
"a3fDV000001T9HEYA0","false","a3YDV000000vWeu2AE","a18DV0000033bQTYAY","42310454652568936","a5x8c0000019SXJ"
"a3fDV000001T9ojYAC","false","a3YDV000000vXDz2AM","a18DV0000033r5SYAQ","42311047980585980","a5xbn000000JovG"
"a3fDV000001T9PtYAK","false","a3YDV000000vWfS2AU","a18DV0000033qpcYAA","42311510746026377","a3fbn000000fu2c"
"a3fDV000001T9rIYAS","false","a3YDV000000vXEa2AM","a18DV0000033qTHYAY","42311641368069817","a5xbn000000Joxu"
"a3fDV000001T9lmYAC","false","a3YDV000000vXJS2A2","a18DV0000033qnQYAQ","42311730473817064","a5xbn000000Jouw"
"a3fDV000001T97nYAC","false","a3YDV000000vWeu2AE","a18DV0000033axLYAQ","42311764812163344","a4T8c000000RKfd"
"a3fDV000001T98AYAS","false","a3YDV000000vWeu2AE","a18DV0000033axiYAA","42312459081794560","a3f8c000000BtOE"
"a3fDV000001T9WrYAK","false","a3YDV000000vXEV2A2","a18DV0000033bbXYAQ","4231274283867441","a5xbn000000JomQ"
"a3fDV000001T9VKYA0","false","a3YDV000000vXJM2A2","a18DV0000033bbQYAQ","42313041440746103","a5xbn000000Jp3G"
"a3fDV000001T9qKYAS","false","a3YDV000000vXK02AM","a18DV0000033baqYAA","42313097351581085","a5xbn000000Jp2D"
"a3fDV000001T9lkYAC","false","a3YDV000000vXDz2AM","a18DV0000033qnNYAQ","42313356552713955","a5xbn000000Joux"
"a3fDV000001T9u1YAC","false","a3YDV000000vXEc2AM","a18DV0000033qUOYAY","42313441253655070","a5xbn000000Jp06"
"a3fDV000001T9cOYAS","false","a3YDV000000vXFm2AM","a18DV0000033qffYAA","42314175358055337","a5xbn000000JowG"
"a3fDV000001T9lNYAS","false","a3YDV000000vXEl2AM","a18DV0000033qs9YAA","42314819691045857","a5xbn000000Joms"
"a3fDV000001T9lVYAS","false","a3YDV000000vWeu2AE","a18DV0000033qxuYAA","42315154941489066","a9Ibn000001OBEx"
"a3fDV000001T9RJYA0","false","a3YDV000000vXFm2AM","a18DV0000033qzYYAQ","42315260231946662","a5xbn000000Joou"
"a3fDV000001T9VUYA0","false","a3YDV000000vWf62AE","a18DV0000033qbAYAQ","42316056460086666","a3fbn000000fu4E"
"a3fDV000001T9KdYAK","false","a3YDV000000vXDz2AM","a18DV0000033qUVYAY","42316166573246203","a5xbn000000Jp0y"
"a3fDV000001T9oLYAS","false","a3YDV000000vWf82AE","a18DV0000033qoRYAQ","42316757725181804","a3jbn000000le41"
"a3fDV000001T9vYYAS","false","a3YDV000000vWf12AE","a18DV0000033qYBYAY","42316890682683617","a3jbn000000ldwy"
"a3fDV000001T9q1YAC","false","a3YDV000000vXDz2AM","a18DV0000033bXiYAI","42316970795597025","a5xbn000000Jp6V"
"a3fDV000001T99PYAS","false","a3YDV000000vWfB2AU","a18DV0000033azoYAA","42317100088762935","a3f8c000000BtOW"
"a3fDV000001T9UYYA0","false","a3YDV000000vXDz2AM","a18DV0000033r8IYAQ","42317212339013392","a5xbn000000Jorf"
"a3fDV000001T9ecYAC","false","a3YDV000000vXDz2AM","a18DV0000033qwoYAA","42317222460117530","a3fbn000000fu4B"
"a3fDV000001T9XmYAK","false","a3YDV000000vXIF2A2","a18DV0000033baaYAA","42317501462066008","a5xbn000000Jp2Z"
"a3fDV000001T9BIYA0","false","a3YDV000000vWf92AE","a18DV0000033b27YAA","42317869094699808","a5x8c0000019SWT"
"a3fDV000001T9AsYAK","false","a3YDV000000vWf22AE","a18DV0000033ayQYAQ","42318335649977898","a4T8c000000RKhD"
"a3fDV000001T9zNYAS","false","a3YDV000000vWf12AE","a18DV0000033qYLYAY","42318409730527360","a3fbn000000fu22"
"a3fDV000001T9b9YAC","false","a3YDV000000vXDz2AM","a18DV0000033qqaYAA","42318442549955741","a5xbn000000JovC"
"a3fDV000001T9bmYAC","false","a3YDV000000vXIH2A2","a18DV0000033r6OYAQ","42318445142266489","a5xbn000000Jovm"
"a3fDV000001T9j2YAC","false","a3YDV000000vXHd2AM","a18DV0000033qQGYAY","42318542559488896","a5xbn000000Jost"
"a3fDV000001T9x6YAC","false","a3YDV000000vWfB2AU","a18DV0000033qMMYAY","42318696620086815","a5xbn000000Jp57"
"a3fDV000001T9CtYAK","false","a3YDV000000vWeu2AE","a18DV0000033bHFYAY","42318713850274623","a4T8c000000RKfj"
"a3fDV000001T9wbYAC","false","a3YDV000000vXHP2A2","a18DV0000033qWYYAY","42318889454564205","a5xbn000000Jp4z"
"a3fDV000001T9GIYA0","false","a3YDV000000vWfB2AU","a18DV0000033bPQYAY","42319304389458929","a5x8c0000019SWU"
"a3fDV000001T9mLYAS","false","a3YDV000000vXE82AM","a18DV0000033qmXYAQ","42319415888174839","K1 Section 179 Deduction"
"a3fDV000001T9tlYAC","false","a3YDV000000vXGf2AM","a18DV0000033qd5YAA","42319770631072456","a5xbn000000Jozx"
"a3fDV000001T9VbYAK","false","a3YDV000000vXGs2AM","a18DV0000033qbEYAQ","42320255513598385","a5xbn000000Jp4g"
"a3fDV000001T9AHYA0","false","a3YDV000000vWfQ2AU","a18DV0000033b0lYAA","42320400289713282","a5x8c0000019SVz"
"a3fDV000001T9HCYA0","false","a3YDV000000vWeu2AE","a18DV0000033bQRYAY","42320848548726338","a5x8c0000019SXO"
"a3fDV000001T9T9YAK","false","a3YDV000000vXDz2AM","a18DV0000033r8QYAQ","42321046571349884","a5xbn000000JoqS"
"a3fDV000001T9k0YAC","false","a3YDV000000vXHT2A2","a18DV0000033qZ3YAI","42321200853393041","a5xbn000000JotK"
"a3fDV000001T9wNYAS","false","a3YDV000000vWfG2AU","a18DV0000033qLmYAI","42321368416732905","a3jbn000000le23"
"a3fDV000001T9AfYAK","false","a3YDV000000vWf12AE","a18DV0000033b1GYAQ","42321422414279512","a4T8c000000RKh6"
"a3fDV000001T98EYAS","false","a3YDV000000vWex2AE","a18DV0000033axoYAA","42321517395562405","a3f8c000000BtOF"
"a3fDV000001T9iwYAC","false","a3YDV000000vWfJ2AU","a18DV0000033qPlYAI","42321525628337212","a3fbn000000fu1J"
"a3fDV000001T9wDYAS","false","a3YDV000000vWfG2AU","a18DV0000033qLhYAI","42323639722995856","a3jbn000000le22"
"a3fDV000001T99NYAS","false","a3YDV000000vWfB2AU","a18DV0000033azmYAA","42323672058271098","a3f8c000000BtOU"
"a3fDV000001T9fOYAS","false","a3YDV000000vXGp2AM","a18DV0000033qwWYAQ","42324160764264347","a3fbn000000fu4D"
"a3fDV000001T9tzYAC","false","a3YDV000000vXJS2A2","a18DV0000033qUHYAY","42324517285863533","a5xbn000000Jp04"
"a3fDV000001T9bWYAS","false","a3YDV000000vWf82AE","a18DV0000033r6EYAQ","42324535533366875","a5xbn000000JovX"
"a3fDV000001T9jAYAS","false","a3YDV000000vXFz2AM","a18DV0000033qP0YAI","42324989916406427","a3jbn000000ldw6"
"a3fDV000001T9G8YAK","false","a3YDV000000vWf82AE","a18DV0000033bPGYAY","42325479442243051","a5x8c0000019SWK"
"a3fDV000001T9pvYAC","false","a3YDV000000vXGv2AM","a18DV0000033bYIYAY","42325610989232401","a3fbn000000fu5K"
"a3fDV000001T9RlYAK","false","a3YDV000000vXDz2AM","a18DV0000033qzgYAA","42325694846443603","a5xbn000000Joux"
"a3fDV000001T9N9YAK","false","a3YDV000000vXFm2AM","a18DV0000033qiPYAQ","42325735757436331","a5xbn000000JooW"
"a3fDV000001T9HWYA0","false","a3YDV000000vWet2AE","a18DV0000033bQsYAI","42326309349147811","a5x8c0000019SXk"
"a3fDV000001T9rZYAS","false","a3YDV000000vXDz2AM","a18DV0000033qSfYAI","42327265602352519","a5xbn000000JoyA"
"a3fDV000001T9eDYAS","false","a3YDV000000vXEH2A2","a18DV0000033qnAYAQ","42327553834815847","a5xbn000000JomB"
