"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Remaining__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c","AutorabitExtId__c","YM_ExternalIDDestination__c","YM_ExternalIDSource__c"
"a1WWE000004pp222AA","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:14.000Z","005al00000RVvFOAA1","2026-08-13T16:59:14.000Z","","","","","a1WWE000004pp252AA","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a254W000002i4CnQAI","0.0","0.0","0.0","0.0","0.0","0.0","a1WWD000002M0S52AK","",""
"a1WWE000004pp232AA","005al00000RVvFOAA1","false","CLA Simple Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:14.000Z","005al00000RVvFOAA1","2026-08-13T16:59:14.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a254W000002i4CoQAI","","","","0.0","0.0","0.0","a1WWD000002M0S62AK","",""
"a1WWE000004pp242AA","005al00000RVvFOAA1","false","CLA Simple Budget 2 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:15.000Z","005al00000RVvFOAA1","2026-08-13T16:59:15.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a254W000002i4CpQAI","","","","0.0","0.0","0.0","a1WWD000002M0S72AK","",""
"a1WWE000004pp252AA","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:15.000Z","005al00000RVvFOAA1","2026-08-13T16:59:15.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a254W000002i4CqQAI","","","","0.0","0.0","0.0","a1WWD000002M0S82AK","",""
"a1WWE000004pp302AA","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:15.000Z","005al00000RVvFOAA1","2026-08-13T16:59:15.000Z","","","","","a1WWE000004pp1b2AA","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a255f000001fQo3AAE","0.0","0.0","0.0","0.0","0.0","0.0","a1WWD000002QYEj2AO","",""
"a1WWE000004pp1Z2AQ","005al00000RVvFOAA1","false","CLA Simple Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:15.000Z","005al00000RVvFOAA1","2026-08-13T16:59:15.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a255f000001fQo4AAE","","","","0.0","0.0","0.0","a1WWD000002QYEo2AO","",""
"a1WWE000004pp1a2AA","005al00000RVvFOAA1","false","CLA Simple Budget 2 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:15.000Z","005al00000RVvFOAA1","2026-08-13T16:59:15.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a255f000001fQo5AAE","","","","0.0","0.0","0.0","a1WWD000002QYEr2AO","",""
"a1WWE000004pp1b2AA","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:15.000Z","005al00000RVvFOAA1","2026-08-13T16:59:15.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a255f000001fQo6AAE","","","","0.0","0.0","0.0","a1WWD000002QYEk2AO","",""
"a1WWE000004pp2A2AQ","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:16.000Z","005al00000RVvFOAA1","2026-08-13T16:59:16.000Z","","","","","a1WWE000004pp2D2AQ","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a258c000003SSUTAA4","0.0","0.0","0.0","0.0","0.0","0.0","a1WWD000002M0SI2A0","",""
"a1WWE000004pp2B2AQ","005al00000RVvFOAA1","false","CLA Simple Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:16.000Z","005al00000RVvFOAA1","2026-08-13T16:59:16.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a258c000003SSUUAA4","","","","0.0","0.0","0.0","a1WWD000002M0SJ2A0","",""
"a1WWE000004pp2C2AQ","005al00000RVvFOAA1","false","CLA Simple Budget 2 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:16.000Z","005al00000RVvFOAA1","2026-08-13T16:59:16.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a258c000003SSUVAA4","","","","0.0","0.0","0.0","a1WWD000002M0SK2A0","",""
"a1WWE000004pp2D2AQ","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:16.000Z","005al00000RVvFOAA1","2026-08-13T16:59:16.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a258c000003SSUWAA4","","","","0.0","0.0","0.0","a1WWD000002M0SL2A0","",""
"a1WWE000004pp1Y2AQ","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:16.000Z","005al00000RVvFOAA1","2026-08-13T16:59:16.000Z","","","","","a1WWE000004pp2z2AA","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a25Ho000003PYydIAG","0.0","0.0","0.0","0.0","0.0","0.0","a1WWD000002QYEh2AO","",""
"a1WWE000004pp2x2AA","005al00000RVvFOAA1","false","CLA Simple Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:16.000Z","005al00000RVvFOAA1","2026-08-13T16:59:16.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25Ho000003PYyeIAG","","","","0.0","0.0","0.0","a1WWD000002QYEn2AO","",""
"a1WWE000004pp2y2AA","005al00000RVvFOAA1","false","CLA Simple Budget 2 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:16.000Z","005al00000RVvFOAA1","2026-08-13T16:59:16.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25Ho000003PYyfIAG","","","","0.0","0.0","0.0","a1WWD000002QYEq2AO","",""
"a1WWE000004pp2z2AA","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:16.000Z","005al00000RVvFOAA1","2026-08-13T16:59:16.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25Ho000003PYygIAG","","","","0.0","0.0","0.0","a1WWD000002QYEi2AO","",""
"a1WWE000004pp2E2AQ","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:16.000Z","005al00000RVvFOAA1","2026-08-13T16:59:16.000Z","","","","","a1WWE000004pp1P2AQ","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a25Hu000005tejWIAQ","0.0","0.0","0.0","0.0","0.0","0.0","a1WWD000002QYEl2AO","",""
"a1WWE000004pp2F2AQ","005al00000RVvFOAA1","false","CLA Simple Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:16.000Z","005al00000RVvFOAA1","2026-08-13T16:59:16.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25Hu000005tejXIAQ","","","","0.0","0.0","0.0","a1WWD000002QYEp2AO","",""
"a1WWE000004pp2G2AQ","005al00000RVvFOAA1","false","CLA Simple Budget 2 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:16.000Z","005al00000RVvFOAA1","2026-08-13T16:59:16.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25Hu000005tejYIAQ","","","","0.0","0.0","0.0","a1WWD000002QYEs2AO","",""
"a1WWE000004pp1P2AQ","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:16.000Z","005al00000RVvFOAA1","2026-08-13T16:59:16.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25Hu000005tejZIAQ","","","","0.0","0.0","0.0","a1WWD000002QYEm2AO","",""
"a25bn000002bxRNAAY","005bn000003k2JdAAI","false","CLA Complex Budget 1 Template","2026-05-11T14:18:16.000Z","005al00000RVcKvAAL","2026-08-14T09:24:57.000Z","005al00000RVvFOAA1","2026-08-14T09:24:57.000Z","","","","","a25bn000002bxRQAAY","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a25bn000002bxRNAAY","0.0","0.0","0.0","0.0","0.0","0.0","","",""
"a25bn000002bxROAAY","005bn000003k2JdAAI","false","CLA Simple Budget 1 Template","2026-05-11T14:18:16.000Z","005al00000RVcKvAAL","2026-08-14T09:24:57.000Z","005al00000RVvFOAA1","2026-08-14T09:24:57.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25bn000002bxROAAY","","","","0.0","0.0","0.0","","",""
"a25bn000002bxRPAAY","005bn000003k2JdAAI","false","CLA Simple Budget 2 Template","2026-05-11T14:18:16.000Z","005al00000RVcKvAAL","2026-08-14T09:24:57.000Z","005al00000RVvFOAA1","2026-08-14T09:24:57.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25bn000002bxRPAAY","","","","0.0","0.0","0.0","","",""
"a25bn000002bxRQAAY","005bn000003k2JdAAI","false","CLA Complex Budget 1 Template","2026-05-11T14:18:16.000Z","005al00000RVcKvAAL","2026-08-14T09:24:57.000Z","005al00000RVvFOAA1","2026-08-14T09:24:57.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25bn000002bxRQAAY","","","","0.0","0.0","0.0","","",""
"a1WWE000004pp262AA","005al00000RVvFOAA1","false","Budget for the Construction of a Walgreens","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:17.000Z","005al00000RVvFOAA1","2026-08-13T16:59:17.000Z","","","","","a1WWE000004pp292AA","This budget is for the construction of a Walgreens.","false","false","128999.99","100.0","0.0","91.4","0.0","1371000.01","1500000.0","1500000.0","0.0","0.0","dm3tvpla1o7g4whico","0.0","100.0","0.0","0.0","1500000.0","0.0","a1WWD000002M0S92AK","",""
"a25Ka000003Td4IIAS","0058c00000BxeO9AAJ","false","Elite budget","","","","","","","","","","","","","","","0.0","5344.0","0.0","0.0","42069451525749142","","","","831.1042","false","643.0","6873.0","0.0","","","true","1068.8958","","0.0"
"a25Ka000003Td4GIAS","0058c00000BxeO9AAJ","false","Contract budget","","","","","","","","","","","","","","","0.0","7444.0","0.0","0.0","42081875638704092","","","","17.0406","false","43684.0","67464.0","0.0","","","true","154.4364","","0.0"
"a258c000004VBLJAA4","0058c00000BxeO9AAJ","false","New Rec 62 updated","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42152289717499210","","","","","false","0.0","0.0","0.0","","","false","","",""
"a25Ka000003Td4DIAS","0058c00000BxeO9AAJ","false","Services budget","","","","","","","","","","","","","","","883.0","8394.0","0.0","0.0","42172159694687762","","","","1128.2258","false","744.0","843.0","0.0","","","true","113.3065","","0.0"
"a258c000004VBJsAAO","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42191334335403812","","","","0.0","false","500000.0","0.0","0.0","a258c000004VBJxAAO","","false","0.0","","0.0"
"a258c000004VBJtAAO","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42228810885640343","","","","0.0","false","500000.0","0.0","0.0","a258c000004VBJwAAO","","false","0.0","","0.0"
"a25Ka000003SBbuIAG","0058c00000BxeO9AAJ","false","newJob001","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42235077918149309","","","","","false","0.0","0.0","0.0","","","true","","",""
"a258c000004VBCaAAO","0058c00000BxeO9AAJ","false","New Budgets 01","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42244306118689534","","","","0.0","false","500000.0","0.0","0.0","a258c000004VBKUAA4","","false","0.0","","0.0"
"a25Ka000003Td4RIAS","0058c00000BxeO9AAJ","false","A budget 2","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42290867984417717","","","","","false","0.0","0.0","0.0","","","true","","",""
"a25Ka000003Td4HIAS","0058c00000BxeO9AAJ","false","Intake budget","","","","","","","","","","","","","","","0.0","634.0","0.0","0.0","42319798035310692","","","","9.541","false","6645.0","643.0","0.0","","","true","9.6764","","0.0"
"a25Ka000003Td4LIAS","0058c00000BxeO9AAJ","false","semi annual budget","","","","","","","","","","","","","","","0.0","874638.0","0.0","0.0","42426512277583364","","","","136024.5723","false","643.0","7643.0","0.0","","","true","1188.647","","0.0"
"a25Ka000003Td4UIAS","0058c00000BxeO9AAJ","false","AA budget 3","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42499909363725076","","","","","false","0.0","0.0","0.0","","","true","","",""
"a25Ka000003Td4JIAS","0058c00000BxeO9AAJ","false","overall budget","","","","","","","","","","","","","","","0.0","4638.0","0.0","0.0","42507880177204313","","","","5.3028","false","87463.0","87643.0","0.0","","","true","100.2058","","0.0"
"a25Ka000003Td4TIAS","0058c00000BxeO9AAJ","false","AA budget 2","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42513768554706735","","","","","false","0.0","0.0","0.0","","","true","","",""
"a25Ka000003Td4FIAS","0058c00000BxeO9AAJ","false","Security budget","","","","","","","","","","","","","","","0.0","6364.0","0.0","0.0","42529092827833181","","","","83.3748","false","7633.0","3644.0","0.0","","","true","47.7401","","0.0"
"a258c000004VBLOAA4","0058c00000BxeO9AAJ","false","Programming Budget","","","","","","","","","","","","","","","3000.0","8000.0","0.0","0.0","42580408335031508","","","","80.0","false","10000.0","5000.0","0.0","","Budget for programming tools and classes_Metzger","true","50.0","","0.0"
"a25Ka000003SBEjIAO","0058c00000BxeO9AAJ","false","Hello","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42591324258334766","","","","","false","0.0","0.0","0.0","","","false","","",""
"a25Ka000003SBbvIAG","0058c00000BxeO9AAJ","false","test1","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42599791086129440","","","","","false","0.0","0.0","0.0","","","true","","",""
"a25Ka000003Td4SIAS","0058c00000BxeO9AAJ","false","AA budget 1","","","","","","","","","","","","","","","0.0","","0.0","0.0","42630031178698104","","","","0.0","false","425.0","","0.0","","","true","0.0","","0.0"
"a25Ka000003Td4QIAS","0058c00000BxeO9AAJ","false","A budget 1","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42649749863455617","","","","","false","0.0","0.0","0.0","","","true","","",""
"a25Ka000003SBA3IAO","0058c00000BxeO9AAJ","false","TravelBudget","","","","","","","","","","","","","","","0.0","5000.0","0.0","0.0","42663723825006159","","","","50.0","false","10000.0","0.0","0.0","","","true","0.0","","0.0"
"a25Ka000003Td4VIAS","0058c00000BxeO9AAJ","false","AA budget 4","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42666151341517648","","","","","false","0.0","0.0","0.0","","","true","","",""
"a258c000004VBK1AAO","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42677360520917603","","","","0.0","false","500000.0","0.0","0.0","a258c000004VBK2AAO","","false","0.0","","0.0"
"a25Ka000003Td4KIAS","0058c00000BxeO9AAJ","false","annual budget","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42690342141278924","","","","","false","0.0","0.0","0.0","","","true","","",""
"a258c000004VBCSAA4","0058c00000BxeO9AAJ","false","Test User Budget","","","","","","","","","","","","","","","500.0","1500.0","0.0","0.0","42693514141402985","","","","150.0","false","1000.0","1000.0","0.0","","","true","100.0","","0.0"
"a25Ka000003Td4PIAS","0058c00000BxeO9AAJ","false","RS budget 12","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42747788292289601","","","","","false","0.0","0.0","0.0","","","true","","",""
"a25Ka000003Td4NIAS","0058c00000BxeO9AAJ","false","semi annual budget","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42803096663066142","","","","","false","0.0","0.0","0.0","","","true","","",""
"a25Ka000003SB4FIAW","0058c00000BxeO9AAJ","false","TrainingBudget","","","","","","","","","","","","","","","0.0","25.0","0.0","0.0","42816171803932625","","","","50.0","false","50.0","0.0","0.0","","","true","0.0","","0.0"
"a25Ka000003Td4OIAS","0058c00000BxeO9AAJ","false","RS budget `1","","","","","","","","","","","","","","","0.0","","0.0","0.0","42825193374177769","","","","0.0","false","425.0","0.0","0.0","","","true","0.0","","0.0"
"a25Ka000003Td4EIAS","0058c00000BxeO9AAJ","false","Product budget","","","","","","","","","","","","","","","0.0","8732.0","0.0","0.0","42826301128788663","","","","888.3011","false","983.0","9833.0","0.0","","","true","1000.3052","","0.0"
"a258c000004VBCZAA4","0058c00000BxeO9AAJ","false","New Budgets","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42857882419607219","","","","0.0","false","500000.0","0.0","0.0","a258c000004VBKUAA4","","false","0.0","","0.0"
"a258c000004VBCTAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template - Update01","","","","","","","","","","","","","","","2000.0","5000.0","0.0","0.0","42861041786945068","","","","1.0","false","500000.0","3000.0","0.0","a258c000004VBJpAAO","Test Description","false","0.6","","0.0"
"a25Ka000003Td4BIAS","0058c00000BxeO9AAJ","false","Sales budget","","","","","","","","","","","","","","","0.0","873.0","0.0","0.0","42890263054632906","","","","8.8774","false","9834.0","29873.0","0.0","","","true","303.7726","","0.0"
"a25Ka000003Td4CIAS","0058c00000BxeO9AAJ","false","Revenue Budget","","","","","","","","","","","","","","","7384.0","983.0","0.0","0.0","42932763487803675","","","","","false","0.0","2187.0","0.0","","","true","","",""
"a25Ka000003Td4MIAS","0058c00000BxeO9AAJ","false","new annual budget","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42938810070504468","","","","","false","0.0","0.0","0.0","","","true","","",""
"a258c000004VBDXAA4","0058c00000BxeO9AAJ","false","Sreekar StartUp","","","","","","","","","","","","","","","0.0","5000.0","0.0","0.0","42961264666946633","","","","50.0","false","10000.0","0.0","0.0","","Sreekar Budget to start a new Business StartUp","true","0.0","","0.0"
"a258c000004VBCUAA4","0058c00000BxeO9AAJ","false","Construction of Warehouse","","","","","","","","","","","","","","","429300.0","859688.0","481538.0","307000.0","5km030j6y3dyzx7o4o","","","","57.3125","false","1500000.0","96499.0","71150.0","a258c000004VBKLAA4","Commercial construction budget for building and parking construction.","false","6.4333","","32.1025"
"a258c000004VBK4AAO","0058c00000BxeO9AAJ","false","Budget for the Construction of a Walgreens","","","","","","","","","","","","","","","5000.0","1500000.0","0.0","1500000.0","96amx8tcv25dm4l1n8","","","","100.0","false","1500000.0","96499.99","0.0","a258c000004VBKLAA4","This budget is for the construction of a Walgreens.","false","6.4333","","0.0"
"a258c000004VBK6AAO","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a254S0000006XjdQAE","","","","0.0","false","500000.0","0.0","0.0","a258c000004VBK9AAO","","false","0.0","","0.0"
"a258c000004VBKAAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a254W000002ZgNyQAK","","","","0.0","false","500000.0","0.0","0.0","a258c000004VBKDAA4","","false","0.0","","0.0"
"a258c000004VBKEAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a254W000002i4CnQAI","","","","0.0","false","500000.0","0.0","0.0","a258c000004VBKHAA4","","false","0.0","","0.0"
"a258c000004VBDTAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a255f000001fQo3AAE","","","","0.0","false","500000.0","0.0","0.0","a258c000004VBDWAA4","","false","0.0","","0.0"
"a258c000004VBKNAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a258c000003SSUTAA4","","","","0.0","false","500000.0","0.0","0.0","a258c000004VBKQAA4","","false","0.0","","0.0"
"a258c000004VBDPAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a25Ho000003PYydIAG","","","","0.0","false","500000.0","0.0","0.0","a258c000004VBDSAA4","","false","0.0","","0.0"
"a258c000004VBKRAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a25Hu000005tejWIAQ","","","","0.0","false","500000.0","0.0","0.0","a258c000004VBKUAA4","","false","0.0","","0.0"
"a258c000004VBKIAA4","0058c00000BxeO9AAJ","false","Budget for the Construction of a Walgreens","","","","","","","","","","","","","","","128999.99","1500000.0","0.0","1500000.0","dm3tvpla1o7g4whico","","","","100.0","false","1500000.0","0.0","0.0","a258c000004VBKLAA4","This budget is for the construction of a Walgreens.","false","0.0","","0.0"
"a258c000004VBCVAA4","0058c00000BxeO9AAJ","false","Stark Construction Loan Budget","","","","","","","","","","","","","","","0.0","51150.0","0.0","51150.0","ffw63azh7kgn5nrn4v","","","","2.046","false","2500000.0","2150.0","0.0","a258c000004VBKLAA4","","true","0.086","","0.0"
"a258c000004VBCWAA4","0058c00000BxeO9AAJ","false","Maple Construction Loan Budget","","","","","","","","","","","","","","","0.0","8150.0","0.0","8150.0","nw7nlfncuclo988ede","","","","0.4405","false","1850000.0","1650.0","0.0","a258c000004VBKLAA4","","false","0.0892","","0.0"
"a258c000004VBCXAA4","0058c00000BxeO9AAJ","false","Budget for the Construction of a Warehouse","","","","","","","","","","","","","","","250.0","932612.0","539462.0","285000.0","t2mxuxi14ydm4lfqkv","","","","62.1741","false","1500000.0","0.0","108150.0","a258c000004VBKLAA4","This budget is for the construction of a warehouse","false","0.0","","35.9641"
"a1WWE000004pp1U2AQ","005al00000RVvFOAA1","false","Stark Construction Loan Budget","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:17.000Z","005al00000RVvFOAA1","2026-08-13T16:59:17.000Z","","","","","a1WWE000004pp292AA","","true","false","0.0","2.046","0.086","99.914","97.954","2497850.0","51150.0","2500000.0","2150.0","2448850.0","ffw63azh7kgn5nrn4v","0.0","2.046","0.0","0.0","51150.0","0.0","a1WWD000002M0SA2A0","",""
"a1WWE000004pp272AA","005al00000RVvFOAA1","false","Residential Construction Budget Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:17.000Z","005al00000RVvFOAA1","2026-08-13T16:59:17.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","m47rwh80tij7dno12c","","","","0.0","0.0","0.0","a1WWD000002M0SB2A0","",""
"a1WWE000004pp1Q2AQ","005al00000RVvFOAA1","false","Swimming Pool Construction Budget Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:17.000Z","005al00000RVvFOAA1","2026-08-13T16:59:17.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","noumsrsw8zvk9qpfuj","","","","0.0","0.0","0.0","a1WWD000002M0SC2A0","",""
"a1WWE000004pp1V2AQ","005al00000RVvFOAA1","false","Maple Construction Loan Budget","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:17.000Z","005al00000RVvFOAA1","2026-08-13T16:59:17.000Z","","","","","a1WWE000004pp292AA","","false","false","0.0","0.4405","0.0892","99.9108","99.5595","1848350.0","8150.0","1850000.0","1650.0","1841850.0","nw7nlfncuclo988ede","0.0","0.4405","0.0","0.0","8150.0","0.0","a1WWD000002M0SD2A0","",""
"a1WWE000004pp1W2AQ","005al00000RVvFOAA1","false","Budget for the Construction of a Warehouse","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:17.000Z","005al00000RVvFOAA1","2026-08-13T16:59:17.000Z","","","","","a1WWE000004pp292AA","This budget is for the construction of a warehouse","false","false","250.0","62.1741","0.0","99.9833","37.8259","1499750.0","932612.0","1500000.0","0.0","567388.0","t2mxuxi14ydm4lfqkv","35.9641","19.0","7.21","539462.0","285000.0","108150.0","a1WWD000002M0SE2A0","",""
"a1WWE000004pp282AA","005al00000RVvFOAA1","false","Residential Construction Budget Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:17.000Z","005al00000RVvFOAA1","2026-08-13T16:59:17.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","t9fuq012tnzadfit8v","","","","0.0","0.0","0.0","a1WWD000002M0SF2A0","",""
"a258c000004VBJpAAO","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42021036359002676","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBCYAA4","0058c00000BxeO9AAJ","false","NcinoRecord-01","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42056301407591363","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBJqAAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42110583086880417","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBJrAAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42190861640379324","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBJuAAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42253046241412123","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBJvAAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42516101622084174","","","","","true","0.0","0.0","0.0","","","true","","",""
