"Id","IsDeleted","LLC_BI__Amount_Budgeted__c","LLC_BI__Budget__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","AutorabitExtId__c"
"a238c0000054JHQAA2","false","","","","","","","","","Street paving and markings","","14.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010138","","","","","","","","",""
"a238c0000054JHRAA2","false","","","","","","","","","Termite Control","","2.0","","a258c000004VBJyAAO","0.0","","CLA-BD-0010139","","","","","","","","",""
"a238c0000054JHSAA2","false","","","","","","","","","Wheel stops","","42.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010140","","","","","","","","",""
"a238c0000054JHTAA2","false","","","","","","","","","Gas to Property Line","","1.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010141","","","","","","","","",""
"a238c0000054JHUAA2","false","","","","","","","","","Hydraulic Elevators","","24.0","","a258c000004VBJyAAO","0.0","","CLA-BD-0010142","","","","","","","","",""
"a238c0000054JHVAA2","false","","","","","","","","","Electrical Labor","","81.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010143","","","","","","","","",""
"a238c0000054JHWAA2","false","","","","","","","","","Drywall and Framing","","7.0","","a258c000004VBJqAAO","0.0","","CLA-BD-0010144","","","","","","","","",""
"a238c0000054JHXAA2","false","","","","","","","","","Toilet accessories","","72.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010145","","","","","","","","",""
"a238c0000054JHYAA2","false","","","","","","","","","Rough Carpentry Material","","62.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010146","","","","","","","","",""
"a238c0000054JHZAA2","false","","","","","","","","","Storm Drain","","16.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010147","","","","","","","","",""
"a238c0000054JHaAAM","false","","","","","","","","","Finish Carpentry/Millwork","","10.0","","a258c000004VBJrAAO","0.0","","CLA-BD-0010148","","","","","","","","",""
"a238c0000054JHbAAM","false","","","","","","","","","Lighting Fixtures","","85.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010149","","","","","","","","",""
"a238c0000054JHcAAM","false","","","","","","","","","Millwork","","14.0","","a258c000004VBJvAAO","0.0","","CLA-BD-0010150","","","","","","","","",""
"a238c0000054JHdAAM","false","","","","","","","","","Trash Enclosure","","24.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010151","","","","","","","","",""
"a238c0000054JHeAAM","false","","","","","","","","","Wheel stops","","42.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010152","","","","","","","","",""
"a238c0000054JHfAAM","false","","","","","","","","","Roofing","","59.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010153","","","","","","","","",""
"a238c0000054JHgAAM","false","","","","","","","","","Storm Drain","","16.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010154","","","","","","","","",""
"a238c0000054JKuAAM","false","","","","","","","","","Roof Structure (Trusses, Sheeting, Labor)","","18.0","","a258c000004VBJvAAO","0.0","","CLA-BD-0010354","","","","","","","","",""
"a238c0000054JKvAAM","false","","","","","","","","","Bollard w/ Covers","","37.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010355","","","","","","","","",""
"a238c0000054JKwAAM","false","","","","","","","","","Sewer to Property Line","","3.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010356","","","","","","","","",""
"a238c0000054JKxAAM","false","","","","","","","","","Finish Lumber & Doors","","54.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010357","","","","","","","","",""
"a238c0000054JKyAAM","false","","","","","","","","","Glass & Glazing","","65.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010358","","","","","","","","",""
"a238c0000054JKzAAM","false","","","","","","","","","TABC - Air Balance (Required)","","75.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010359","","","","","","","","",""
"a238c0000054JL0AAM","false","","","","","","","","","Finish Hardware","","57.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010360","","","","","","","","",""
"a238c0000054JL1AAM","false","","","","","","","","","Site Lighting Material","","30.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010361","","","","","","","","",""
"a238c0000054JL2AAM","false","","","","","","","","","Roofing","","59.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010362","","","","","","","","",""
"a238c0000054JL3AAM","false","","","","","","","","","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010363","","","","","","","","",""
"a238c0000054JL4AAM","false","","","","","","","","","Plumbing","","25.0","","a258c000004VBJyAAO","0.0","","CLA-BD-0010364","","","","","","","","",""
"a238c0000054JL5AAM","false","","","","","","","","","Joint Sealers","","13.0","","a258c000004VBJuAAO","0.0","","CLA-BD-0010365","","","","","","","","",""
"a23Ka00000339BjIAI","false","","","","","","","","","","New Notes","","","a258c000004VBCVAA4","","","CLA-BD-0011450","","","","","","","","",""
"a238c0000054JL6AAM","false","","","","","","","","","Electrical and Low Voltage","","1.0","","a258c000004VBJqAAO","0.0","","CLA-BD-0010366","","","","","","","","",""
"a238c0000054JL7AAM","false","","","","","","","","","Telephone Pole","","7.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010367","","","","","","","","",""
"a238c0000054JL8AAM","false","","","","","","","","","Site Lighting Material","","30.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010368","","","","","","","","",""
"a238c0000054JL9AAM","false","","","","","","","","","Retaining wall","","23.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010369","","","","","","","","",""
"a238c0000054JLAAA2","false","","","","","","","","","Roofing","","59.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010370","","","","","","","","",""
"a238c0000054JLBAA2","false","","","","","","","","","EIFS / Lath & Plaster","","70.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010371","","","","","","","","",""
"a238c0000054JLCAA2","false","","","","","","","","","Barricades/Signs","","45.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010372","","","","","","","","",""
"a238c0000054JLDAA2","false","","","","","","","","","Painting","","21.0","","a258c000004VBJrAAO","0.0","","CLA-BD-0010373","","","","","","","","",""
"a238c0000054JLEAA2","false","","","","","","","","","Telephone Pole","","7.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010374","","","","","","","","",""
"a238c0000054JLFAA2","false","","","","","","","","","Plumbing","","25.0","","a258c000004VBJuAAO","0.0","","CLA-BD-0010375","","","","","","","","",""
"a238c0000054JLGAA2","false","","","","","","","","","Exterior Glass (7xS450)","","21.0","","a258c000004VBJvAAO","0.0","","CLA-BD-0010376","","","","","","","","",""
"a238c0000054JLHAA2","false","","","","","","","","","Fire Sprinkler Service","","38.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010377","","","","","","","","",""
"a238c0000054JLIAA2","false","","","","","","","","","O&P","","23.0","","a258c000004VBJzAAO","0.0","","CLA-BD-0010378","","","","","","","","",""
"a238c0000054JLJAA2","false","","","","","","","","","Misc.","","47.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010379","","","","","","","","",""
"a238c0000054JLKAA2","false","","","","","","","","","Ceramic Tile","","17.0","","a258c000004VBJuAAO","0.0","","CLA-BD-0010380","","","","","","","","",""
"a238c0000054JLLAA2","false","","","","","","","","","Power pole - new or relocate","","5.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010381","","","","","","","","",""
"a238c0000054JLMAA2","false","","","","","","","","","Electrical Material","","82.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010382","","","","","","","","",""
"a238c0000054JLNAA2","false","","","","","","","","","Finish Hardware","","57.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010383","","","","","","","","",""
"a238c0000054JLOAA2","false","","","","","","","","","Fire Extinguishers","","87.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010384","","","","","","","","",""
"a238c0000054JLPAA2","false","","","","","","","","","GC Installed Items","","73.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010385","","","","","","","","",""
"a238c0000054JLQAA2","false","","","","","","","","","New electric service","","4.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010386","","","","","","","","",""
"a238c0000054JLRAA2","false","","","","","","","","","Landscaping w/ Irrigation (Required)","","36.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010387","","","","","","","","",""
"a238c0000054JLSAA2","false","","","","","","","","","Asphalt paving & striping","","35.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010388","","","","","","","","",""
"a238c0000054JLTAA2","false","","","","","","","","","Landscaping w/ Irrigation (Required)","","36.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010389","","","","","","","","",""
"a238c0000054JLUAA2","false","","","","","","","","","Demo","","9.0","","a258c000004VBJqAAO","0.0","","CLA-BD-0010390","","","","","","","","",""
"a238c0000054JLVAA2","false","","","","","","","","","Telephone Pole","","7.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010391","","","","","","","","",""
"a238c0000054JLWAA2","false","","","","","","","","","HVAC","","27.0","","a258c000004VBJuAAO","0.0","","CLA-BD-0010392","","","","","","","","",""
"a238c0000054JLXAA2","false","","","","","","","","","Cedar brackets","","79.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010393","","","","","","","","",""
"a238c0000054JLYAA2","false","","","","","","","","","GC Installed Items","","73.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010394","","","","","","","","",""
"a238c0000054JLZAA2","false","","","","","","","","","Building Concrete Material","","49.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010395","","","","","","","","",""
"a238c0000054JLaAAM","false","","","","","","","","","Cabinets / Millwork","","88.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010396","","","","","","","","",""
"a238c0000054JLbAAM","false","","","","","","","","","Roof Structure (Trusses, Sheeting, Labor)","","18.0","","a258c000004VBJzAAO","0.0","","CLA-BD-0010397","","","","","","","","",""
"a238c0000054JLcAAM","false","","","","","","","","","Site Lighting Material","","30.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010398","","","","","","","","",""
"a238c0000054JLdAAM","false","","","","","","","","","Power pole - new or relocate","","5.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010399","","","","","","","","",""
"a238c0000054JLeAAM","false","","","","","","","","","General Conditions","","22.0","","a258c000004VBJqAAO","0.0","","CLA-BD-0010400","","","","","","","","",""
"a238c0000054JLfAAM","false","","","","","","","","","Drywall & Metal Studs","","66.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010401","","","","","","","","",""
"a238c0000054JLgAAM","false","","","","","","","","","Misc.","","47.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010402","","","","","","","","",""
"a238c0000054JLhAAM","false","","","","","","","","","Asphalt paving & striping","","35.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010403","","","","","","","","",""
"a238c0000054JLiAAM","false","","","","","","","","","Misc. Specialities","","22.0","","a258c000004VBJyAAO","0.0","","CLA-BD-0010404","","","","","","","","",""
"a238c0000054JLjAAM","false","","","","","","","","","Cast in Place Concrete","","5.0","","a258c000004VBJrAAO","0.0","","CLA-BD-0010405","","","","","","","","",""
"a238c0000054JLkAAM","false","","","","","","","","","Gas to Property Line","","1.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010406","","","","","","","","",""
"a238c0000054JLlAAM","false","","","","","","","","","Toilet accessories","","72.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010407","","","","","","","","",""
"a238c0000054JLmAAM","false","","","","","","","","","Painting","","68.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010408","","","","","","","","",""
"a238c0000054JLnAAM","false","","","","","","","","","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010409","","","","","","","","",""
"a238c0000054JLoAAM","false","","","","","","","","","Insulation","","64.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010410","","","","","","","","",""
"a238c0000054JLpAAM","false","","","","","","","","","Corporate Decor Package Installation","","93.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010411","","","","","","","","",""
"a238c0000054JLqAAM","false","","","","","","","","","Plumbing sit work","","32.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010412","","","","","","","","",""
"a238c0000054JLrAAM","false","","","","","","","","","Structural ( Entry Feature)","","15.0","","a258c000004VBJvAAO","0.0","","CLA-BD-0010413","","","","","","","","",""
"a238c0000054JLsAAM","false","","","","","","","","","Fire Hydrant","","40.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010414","","","","","","","","",""
"a238c0000054JLtAAM","false","","","","","","","","","Concrete paving","","34.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010415","","","","","","","","",""
"a238c0000054JLuAAM","false","","","","","","","","","Building Demolition","","48.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010416","","","","","","","","",""
"a238c0000054JLvAAM","false","","","","","","","","","Plumbing","","25.0","","a258c000004VBJrAAO","0.0","","CLA-BD-0010417","","","","","","","","",""
"a238c0000054JLwAAM","false","","","","","","","","","Insulation","","64.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010418","","","","","","","","",""
"a238c0000054JLxAAM","false","","","","","","","","","Fee","","31.0","","a258c000004VBJrAAO","0.0","","CLA-BD-0010419","","","","","","","","",""
"a238c0000054JLyAAM","false","","","","","","","","","New approaches","","13.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010420","","","","","","","","",""
"a238c0000054JLzAAM","false","","","","","","","","","Landscaping","","3.0","","a258c000004VBJrAAO","0.0","","CLA-BD-0010421","","","","","","","","",""
"a238c0000054JM0AAM","false","","","","","","","","","Plumbing","","76.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010422","","","","","","","","",""
"a238c0000054JM1AAM","false","","","","","","","","","Off site fire hydrant","","8.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010423","","","","","","","","",""
"a238c0000054JM2AAM","false","","","","","","","","","Linear Metal Ceilings","","19.0","","a258c000004VBJrAAO","0.0","","CLA-BD-0010424","","","","","","","","",""
"a238c0000054JM3AAM","false","","","","","","","","","Water to Property line","","2.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010425","","","","","","","","",""
"a238c0000054JM4AAM","false","","","","","","","","","Rough Carpentry Material","","62.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010426","","","","","","","","",""
"a238c0000054JM5AAM","false","","","","","","","","","Storm Drain","","16.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010427","","","","","","","","",""
"a238c0000054JM6AAM","false","","","","","","","","","Fire Sprinkler Service","","38.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010428","","","","","","","","",""
"a238c0000054JM7AAM","false","","","","","","","","","Millwork","","14.0","","a258c000004VBJqAAO","0.0","","CLA-BD-0010429","","","","","","","","",""
"a238c0000054JM8AAM","false","","","","","","","","","F.R.P. and marlite","","86.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010430","","","","","","","","",""
"a238c0000054JM9AAM","false","","","","","","","","","Drywall & Metal Studs","","66.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010431","","","","","","","","",""
"a238c0000054JMAAA2","false","","","","","","","","","Concrete slabs/curbs (do not include in building slab)","","25.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010432","","","","","","","","",""
"a238c0000054JMBAA2","false","","","","","","","","","Preasure Washing","","43.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010433","","","","","","","","",""
"a238c0000054JMCAA2","false","","","","","","","","","Trash Enclosure","","24.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010434","","","","","","","","",""
"a238c0000054JMDAA2","false","","","","","","","","","GC Installed Items","","73.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010435","","","","","","","","",""
"a238c0000054JMEAA2","false","","","","","","","","","Wheel stops","","42.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010436","","","","","","","","",""
"a238c0000054JMFAA2","false","","","","","","","","","Dumpster Approach","","41.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010437","","","","","","","","",""
"a238c0000054JMGAA2","false","","","","","","","","","Dumpster Approach","","41.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010438","","","","","","","","",""
"a238c0000054JMHAA2","false","","","","","","","","","Finish Carpentry Labor","","60.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010439","","","","","","","","",""
"a238c0000054JMIAA2","false","","","","","","","","","Plumbing","","76.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010440","","","","","","","","",""
"a238c0000054JMJAA2","false","","","","","","","","","Building Demolition","","48.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010441","","","","","","","","",""
"a238c0000054JMKAA2","false","","","","","","","","","Insulation","","64.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010442","","","","","","","","",""
"a238c0000054JMLAA2","false","","","","","","","","","Offsite Demolition","","10.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010443","","","","","","","","",""
"a238c0000054JMMAA2","false","","","","","","","","","Plumbing sit work","","32.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010444","","","","","","","","",""
"a238c0000054JMNAA2","false","","","","","","","","","Building Concrete Labor","","50.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010445","","","","","","","","",""
"a238c0000054JMOAA2","false","","","","","","","","","Fire Sprinkler (if required)","","77.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010446","","","","","","","","",""
"a238c0000054JMPAA2","false","","","","","","","","","Landscaping w/ Irrigation (Required)","","36.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010447","","","","","","","","",""
"a238c0000054JMQAA2","false","","","","","","","","","Electrical site work/labor","","29.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010448","","","","","","","","",""
"a238c0000054JMRAA2","false","","","","","","","","","Cabinets / Millwork","","88.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010449","","","","","","","","",""
"a238c0000054JMSAA2","false","","","","","","","","","Telephone Underground","","33.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010450","","","","","","","","",""
"a238c0000054JMTAA2","false","","","","","","","","","Building Concrete Material","","49.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010451","","","","","","","","",""
"a238c0000054JMUAA2","false","","","","","","","","","Toilet Partitions","","89.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010452","","","","","","","","",""
"a238c0000054JMVAA2","false","","","","","","","","","Finish Hardware","","57.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010453","","","","","","","","",""
"a238c0000054JMWAA2","false","","","","","","","","","Metal Doors & Frames","","55.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010454","","","","","","","","",""
"a238c0000054JMXAA2","false","","","","","","","","","Rough Carpentry Labor","","61.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010455","","","","","","","","",""
"a238c0000054JMYAA2","false","","","","","","","","","Offsite Demolition","","10.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010456","","","","","","","","",""
"a238c0000054JMZAA2","false","","","","","","","","","H.V.A.C. System","","74.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010457","","","","","","","","",""
"a238c0000054JMaAAM","false","","","","","","","","","Caulking","","91.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010458","","","","","","","","",""
"a238c0000054JMbAAM","false","","","","","","","","","Caulking","","91.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010459","","","","","","","","",""
"a238c0000054JMcAAM","false","","","","","","","","","Telephone Pole","","7.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010460","","","","","","","","",""
"a238c0000054JMdAAM","false","","","","","","","","","Tilt-Up Precast Concrete","","6.0","","a258c000004VBJyAAO","0.0","","CLA-BD-0010461","","","","","","","","",""
"a238c0000054JMeAAM","false","","","","","","","","","Grade fill / cut","","21.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010462","","","","","","","","",""
"a238c0000054JMfAAM","false","","","","","","","","","Monument sign base construction Lang to verify if applicable","","31.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010463","","","","","","","","",""
"a238c0000054JMgAAM","false","","","","","","","","","Painting","","21.0","","a258c000004VBJuAAO","0.0","","CLA-BD-0010464","","","","","","","","",""
"a238c0000054JMhAAM","false","","","","","","","","","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010465","","","","","","","","",""
"a238c0000054JMiAAM","false","","","","","","","","","Temp sidewalk","","15.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010466","","","","","","","","",""
"a238c0000054JMjAAM","false","","","","","","","","","Glass/Glazing","","15.0","","a258c000004VBJuAAO","0.0","","CLA-BD-0010467","","","","","","","","",""
"a238c0000054JMkAAM","false","","","","","","","","","Misc. S.S.","","71.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010468","","","","","","","","",""
"a238c0000054JMlAAM","false","","","","","","","","","Acoustic Tile","","67.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010469","","","","","","","","",""
"a238c0000054JMmAAM","false","","","","","","","","","New Curb & Gutter","","11.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010470","","","","","","","","",""
"a238c0000054JMnAAM","false","","","","","","","","","Traffic signals - new or relocate","","9.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010471","","","","","","","","",""
"a238c0000054JMoAAM","false","","","","","","","","","Trash Enclosure","","24.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010472","","","","","","","","",""
"a238c0000054JMpAAM","false","","","","","","","","","Fire Extinguishers","","87.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010473","","","","","","","","",""
"a238c0000054JMqAAM","false","","","","","","","","","Drywall & Metal Studs","","66.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010474","","","","","","","","",""
"a238c0000054JMrAAM","false","","","","","","","","","Painting","","68.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010475","","","","","","","","",""
"a238c0000054JMsAAM","false","","","","","","","","","Soils","","20.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010476","","","","","","","","",""
"a238c0000054JMtAAM","false","","","","","","","","","Survey","","18.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010477","","","","","","","","",""
"a238c0000054JMuAAM","false","","","","","","","","","Service Yard Conc/CMU","","44.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010478","","","","","","","","",""
"a238c0000054JMvAAM","false","","","","","","","","","Wood Doors","","56.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010479","","","","","","","","",""
"a238c0000054JMwAAM","false","","","","","","","","","Insulation","","64.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010480","","","","","","","","",""
"a238c0000054JMxAAM","false","","","","","","","","","Misc.","","92.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010481","","","","","","","","",""
"a238c0000054JMyAAM","false","","","","","","","","","Bollard w/ Covers","","37.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010482","","","","","","","","",""
"a238c0000054JMzAAM","false","","","","","","","","","Fire Sprinkler (if required)","","77.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010483","","","","","","","","",""
"a238c0000054JN0AAM","false","","","","","","","","","Street paving and markings","","14.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010484","","","","","","","","",""
"a238c0000054JN1AAM","false","","","","","","","","","Structural Steel","","53.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010485","","","","","","","","",""
"a238c0000054JN2AAM","false","","","","","","","","","Offsite Demolition","","10.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010486","","","","","","","","",""
"a238c0000054JN3AAM","false","","","","","","","","","Signage","","46.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010487","","","","","","","","",""
"a238c0000054JN4AAM","false","","","","","","","","","Cabinets / Millwork","","88.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010488","","","","","","","","",""
"a238c0000054JN5AAM","false","","","","","","","","","Preasure Washing","","43.0","","a258c000004VBK2AAO","0.0","","CLA-BD-0010489","","","","","","","","",""
"a238c0000054JN6AAM","false","","","","","","","","","Bituminous Damproofing","","11.0","","a258c000004VBJyAAO","0.0","","CLA-BD-0010490","","","","","","","","",""
"a238c0000054JN7AAM","false","","","","","","","","","Doors/Frames/Hardware","","14.0","","a258c000004VBJrAAO","0.0","","CLA-BD-0010491","","","","","","","","",""
"a238c0000054JN8AAM","false","","","","","","","","","Acoustical Ceilings","","18.0","","a258c000004VBJuAAO","0.0","","CLA-BD-0010492","","","","","","","","",""
"a238c0000054JN9AAM","false","","","","","","","","","S & C Bond","","30.0","","a258c000004VBJrAAO","0.0","","CLA-BD-0010493","","","","","","","","",""
"a238c0000054JNAAA2","false","","","","","","","","","Termite Treat","","80.0","","a258c000004VBJwAAO","0.0","","CLA-BD-0010494","","","","","","","","",""
"a238c0000054JNBAA2","false","","","","","","","","","Termite Control","","2.0","","a258c000004VBJrAAO","0.0","","CLA-BD-0010495","","","","","","","","",""
"a238c0000054JNCAA2","false","","","","","","","","","Lighting Fixtures","","85.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010496","","","","","","","","",""
"a238c0000054JNDAA2","false","","","","","","","","","Termite Treat","","80.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010497","","","","","","","","",""
"a238c0000054JNEAA2","false","","","","","","","","","EIFS / Lath & Plaster","","70.0","","a258c000004VBK1AAO","0.0","","CLA-BD-0010498","","","","","","","","",""
"a238c0000054JNFAA2","false","","","","","","","","","Joint Sealers","","13.0","","a258c000004VBJrAAO","0.0","","CLA-BD-0010499","","","","","","","","",""
"a238c0000054JNGAA2","false","","","","","","","","","Grade fill / cut","","21.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010500","","","","","","","","",""
"a238c0000054JNHAA2","false","","","","","","","","","Building Demolition","","48.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010501","","","","","","","","",""
"a238c0000054JNIAA2","false","","","","","","","","","Electrical Labor","","81.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010502","","","","","","","","",""
"a238c0000054JNJAA2","false","","","","","","","","","Rough Carpentry","","9.0","","a258c000004VBJuAAO","0.0","","CLA-BD-0010503","","","","","","","","",""
"a238c0000054JNKAA2","false","","","","","","","","","Soils","","20.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010504","","","","","","","","",""
"a238c0000054JNLAA2","false","","","","","","","","","Building Concrete Material","","49.0","","a258c000004VBJxAAO","0.0","","CLA-BD-0010505","","","","","","","","",""
"a238c0000054JNMAA2","false","","","","","","","","","Water to Property line","","2.0","","a258c000004VBJtAAO","0.0","","CLA-BD-0010506","","","","","","","","",""
"a238c0000054JNNAA2","false","","","","","","","","","Metal Fab","","78.0","","a258c000004VBJsAAO","0.0","","CLA-BD-0010507","","","","","","","","",""
"a238c0000054JNOAA2","false","","","","","","","","","Concrete Fill In Plumbing Trenches","","16.0","","a258c000004VBJzAAO","0.0","","CLA-BD-0010508","","","","","","","","",""
"a238c0000054JNPAA2","false","","","","","","","","","O&P","","23.0","","a258c000004VBJvAAO","0.0","","CLA-BD-0010509","","","","","","","","",""
