"Id","IsDeleted","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Remaining__c","LLC_BI__Total_Soft_Costs__c","LLC_BI__lookupKey__c","Name","OwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","AutorabitExtId__c"
"a1WWD000002k3Lh2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42053738781952050","RS budget 12","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jY562AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42053904118425459","a1WWD000002VOzV","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAi52AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42053937232798249","LLC BI  Budget 010-b54e75","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kGFq2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054004691137912","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3NK2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054072539054404","a1WWD000002VbDU","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3E62AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054086805895810","nov24","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAQ82AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054261057618195","RS budget 65","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3fP2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054315533788073","Exc F Source - from VC IT2","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kA4p2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054325138395273","a1WWD000002VOhd","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAAs2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054388140508378","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3JK2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054457763642681","Medical Office Renovation Budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3RM2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054576429898421","Security budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3t82AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054626456488765","a1WWD000002Vaz0","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3Wo2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054737715422669","Swimming Pool Construction Budget Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3rp2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054780098942188","Hello","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9x82AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054813234599715","Elm Street Office TI Budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3O42AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42054998572932088","RS budget 2","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k42Q2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055095853544937","a1WWD000002VbDS","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jTVU2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055134469990308","AA budget 3","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k42A2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055351730216715","a1WWD000002Vb0c","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3m42AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055422247725310","a1WWD000002Vb0e","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k45m2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055448634594131","a1WWD000002VbDa","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAYD2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055654861112737","RS budget 87","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jhkR2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055704019961104","a1WWD000002VhE7","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jxHs2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055726295671239","Budgets-01","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3Rj2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055747604800204","a1WWD000002Vb0c","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jyqy2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055813193600929","a1WWD000002Vayz","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jsK82AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055847265221629","a1WWD000002Vayz","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jvwU2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055847878279294","a1WWD000002Vb0b","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAQS2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056051139225812","Budgets-02","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jzwA2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056220136422656","Budget for the Construction of a Walgreens","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3M52AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056265736265913","New Budgets8","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3vK2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056282031273794","Porters Neck","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002QYEx2AO","false","","","","true","true","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056301407591363","NcinoRecord-01","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jyon2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056348643812633","Construction of Warehouse","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k4Bz2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056354087401455","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3j72AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056468163298887","Budgets-01","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jsJx2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056562647533234","a1WWD000002VOzW","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jbP42AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056650060948406","a1WWD000002VhFl","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAe02AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056708295668978","Intake budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAPi2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056805500440161","a1WWD000002VbDa","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9wJ2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056860423072818","Warehouse Expansion Phase II","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jzyu2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056937273722605","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9uY2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056977432373162","Branch 2-Updated 2","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jzyO2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057001419059166","a1WWD000002Vaz3","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k49c2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057015212307985","LLC BI  Budget 009-9c3f69","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9xz2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057076239666120","Budget for the Construction of a Walgreens","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kA2g2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057216546259325","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kA8X2AU","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057421885116819","a1WWD000002VbAP","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3L62AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057444382444257","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3yN2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057524928771280","a1WWD000002VbDR","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k42w2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057570565730308","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k42O2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057588588379493","a1WWD000002VbAU","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAQw2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057632847961590","Test User Budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kGI92AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057739221909678","a1WWD000002VbDY","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3oT2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057740938321157","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jTWS2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057765064674623","LLC BI  Budget 010-6b5a1e","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3tP2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057772154368446","a1WWD000002VbAN","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jbNB2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057793891660194","semi annual budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jxFr2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057839017011961","LLC BI  Budget 001-686539","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9tS2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057913046854712","a1WWD000002Vb0e","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3KP2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057994282505787","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002VNKD2A4","false","NR04515366","","Document collection and verification workflow settings","true","false","737.15","0.0","24.1293","0.0","0.0","-31.2794","100.0","0.0","-215.19","0.0","687.96","166.0","0.0","0.0","687.96","0.0","42058164946591045","LLC BI  Budget 004-37032e","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3Hf2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42058230205076100","Ground-Up Construction Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3R92AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42058350596123473","a1WWD000002VOhg","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3sC2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42058425357144022","test1","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kArj2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42058476332290454","a1WWD000002VbAR","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k41B2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42058477212938778","CLA Simple Budget 2 Template6","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9yi2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42058636665599478","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jvsq2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42058694541853593","Budgets-05","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3kW2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42058754395283607","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3lx2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42058905316248562","a1WWD000002Vb0X","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3bQ2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42058975366476389","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jrjh2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42058993298212300","a1WWD000002VhE2","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3qn2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059069409648143","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jnCt2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059104762957529","a1WWD000002VbDW","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jY5Z2AU","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059153235012539","a1WWD000002VbAM","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002juvD2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059356402958127","a1WWD000002VOzU","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k42n2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059378193525754","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3hw2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059431363225117","a1WWD000002VhFk","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k47b2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059496741919661","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAmp2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059496874904225","LLC BI  Budget 004-db7112","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jhku2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059523432904590","RS budget 2","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3X92AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059531516477104","Commercial Construction Budget Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jTVX2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059638415287686","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k44h2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059815961325286","LLC BI  Budget 004-db7112","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k4B92AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059929346725303","Budget-2","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAs52AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059931321149538","a1WWD000002VhE5","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jzwE2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059961809135765","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jxEy2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059996372326639","Exc F Source - from VC IT2","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3oL2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060059865667937","AA budget 3","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3aX2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060060635644921","a1WWD000002VhE9","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kA8y2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060157503868178","a1WWD000002VhE8","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3FE2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060211142123509","LLC BI  Budget 001-686539","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAJ42AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060383421880415","New Budgets","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k4EO2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060410434988851","a1WWD000002VbAO","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3UD2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060500005368539","LLC BI  Budget 002-317174","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3kn2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060514023864150","Sreekar StartUp","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3Or2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060609875050335","Residential Construction Budget Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jbM32AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060764911303612","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9rG2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060826185402139","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002VOgA2AW","false","CU38774194","","Document collection and verification workflow settings","true","true","431.45","85.4769","35.5942","115.1087","94.3616","3.0828","14.5231","124.6813","21.69","601.39","703.57","250.43","809.87","663.9","102.18","877.22","42060931192168149","LLC BI  Budget 010-b54e75","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3r32AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061039002638030","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3it2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061204795072559","new 102","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3uI2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061298727926025","test budget commit 6","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jvwr2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061348496373148","a1WWD000002VbDY","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jY4r2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061373525202498","LLC BI  Budget 009-9c3f69","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3Rm2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061383897430145","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9uE2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061514728598045","Budgets-06","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jzuO2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061646484137388","a1WWD000002VhFj","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kA5g2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061695740043198","a1WWD000002Vb0a","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAKi2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061734659104469","a1WWD000002VbAU","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kACz2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061890272187471","a1WWD000002VhE7","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k43B2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061962932028046","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAWZ2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061997542207700","a1WWD000002Vb0b","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAma2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42062247640012315","New Budgets 019","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jyqw2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42062272525244425","a1WWD000002Vayx","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAYO2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42062353555531531","test budget commit 6","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAj52AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42062378982916008","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3Ry2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42062404885918677","a1WWD000002VOzR","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3nX2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42062434799933623","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
