"Id","IsDeleted","Name","OwnerId","Route_App_Name__c","Route_Screen__c","nFORCE__Conditional_Display_Criteria_Context__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Group__c","nFORCE__Has_Visibility_Criteria__c","nFORCE__Is_Default_Context_Child__c","nFORCE__Is_Forward_Navigation_Disabled__c","nFORCE__Is_Hidden__c","nFORCE__Order__c","nFORCE__Parent_Route__c","nFORCE__Primary_Button_Text__c","nFORCE__Question_Group__c","nFORCE__Route__c","nFORCE__Visibility_Criteria__c","nFORCE__lookupKey__c"
"a0jWD000006mrs9YAA","false","20081","005al00000RVcKvAAL","forgiv-estimated-forgiveness-3508s","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCCZ2A2","false","false","false","false","5.0","","","","a0mWD000003RDdxYAG","","42632148229159976"
"a0jWD000006mrifYAA","false","19493","005al00000RVcKvAAL","loan-pricing","<a href=""/a0sWD00000Xo7kx"" target=""_blank"">Pricing</a>","","","a0XWD000002hCDB2A2","false","false","false","false","1.0","a0mWD000003RDy0YAG","","","a0mWD000003RDy1YAG","","42632311593294700"
"a0jWD000006mrVjYAI","false","18691","005al00000RVcKvAAL","supplementary-details-approved-m-lob-pwc","<a href=""/a0sWD00000Xo7fn"" target=""_blank"">Supplementary Details</a>","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""F""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCT2A2","false","false","false","false","1580.0","a0mWD000003RDepYAG","","","a0mWD000003RDpVYAW","","42632460756884089"
"a0jWD000006mqhwYAA","false","15804","005al00000RVcKvAAL","new-retail-loan-product","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCDG2A2","false","true","false","false","0.0","","","","a0mWD000003RDw8YAG","","42633057778146302"
"a0jWD000006mrsAYAQ","false","20082","005al00000RVcKvAAL","risk-rating-old-m","<a href=""/a0sWD00000Xo7jn"" target=""_blank"">Risk Rating</a>","","","a0XWD000002hCAZ2A2","false","false","false","false","3000.0","","","","a0mWD000003RDuHYAW","","42634877281987600"
"a0jWD000006mrsBYAQ","false","20083","005al00000RVcKvAAL","collateral-2-management","<a href=""/a0sWD00000Xo7b5"" target=""_blank"">Collateral2</a>","","","a0XWD000002hCC12AM","false","false","false","false","10.0","a0mWD000003RDT8YAO","","","a0mWD000003RDT8YAO","","42635013300826971"
"a0jWD000006mrsCYAQ","false","20084","005al00000RVcKvAAL","doc-prep","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCBN2A2","false","false","false","true","45.0","","","","a0mWD000003RDz2YAG","","42635261380742900"
"a0jWD000006mqhxYAA","false","15805","005al00000RVcKvAAL","pc-account-structure-and-roles-read-only","<a href=""/"" target=""_blank""> </a>","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Status__c"" IS=""Open""}}{{COND=""B"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Status__c"" IS=""Ready for Funding""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBh2AM","false","false","false","false","110.0","a0mWD000003RDlLYAW","","","a0mWD000003RDnUYAW","","42635606365711668"
"a0jWD000006mrsDYAQ","false","20085","005al00000RVcKvAAL","tmmpr-OBBookTransfer00(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000XnoKX"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hC9v2AE","false","false","false","false","5.0","","","","a0mWD000003RDRCYA4","","42635784780468158"
"a0jWD000006mrsEYAQ","false","20086","005al00000RVcKvAAL","tmmpr-AccountAnalysisStatement01(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000XnoKj"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCBa2AM","false","false","false","false","5.0","","","","a0mWD000003RDROYA4","","42635794117707350"
"a0jWD000006mrigYAA","false","19494","005al00000RVcKvAAL","action-submit-approval","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCDB2A2","false","false","false","false","6.0","","","","a0mWD000003RDxzYAG","","42637043186701700"
"a0jWD000006mrVkYAI","false","18692","005al00000RVcKvAAL","lob-loan-post-assign-team-lob-pwc","<a href=""/a0sWD00000Xo7gJ"" target=""_blank"">Loan Assign Team Pre</a>","","","a0XWD000002hCB62AM","false","false","false","false","2010.0","a0mWD000003RDgqYAG","","","a0mWD000003RDq9YAG","","42638737898819479"
"a0jWD000006mrsFYAQ","false","20087","005al00000RVcKvAAL","covenants-m","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCAv2AM","false","false","false","false","10010.0","a0mWD000003RDz3YAG","","","a0mWD000003RDz3YAG","","42641585604343600"
"a0jWD000006mrsGYAQ","false","20088","005al00000RVcKvAAL","tmmpr-OBLoanModule00(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000Xo7Uy"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCBM2A2","false","false","false","false","5.0","","","","a0mWD000003RDSZYA4","","42642633344741013"
"a0jWD000006mrsHYAQ","false","20089","005al00000RVcKvAAL","tmmpr-CoinandCurrency00(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000Xo7V7"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCBd2AM","false","false","false","false","5.0","","","","a0mWD000003RDSiYAO","","42643964781303900"
"a0jWD000006mqhyYAA","false","15806","005al00000RVcKvAAL","rl-secured-collateral","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCBQ2A2","false","false","false","false","50.0","","","","a0mWD000003RDknYAG","","42644045280785464"
"a0jWD000006mrsIYAQ","false","20090","005al00000RVcKvAAL","tmmpr-ReturnedDepositedItem00(MassEditAuthorizedUsers)-00","<a href=""/a0sWD00000XnoKR"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCAd2AM","false","false","false","false","4.0","","","","a0mWD000003RDR7YAO","","42645140997146313"
"a0jWD000006mrsJYAQ","false","20091","005al00000RVcKvAAL","tmmpr-ControlledDisbursement00(MassEditAuthorizedUsers)-00","<a href=""/a0sWD00000XnoLB"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCCA2A2","false","false","false","false","4.0","","","","a0mWD000003RDRrYAO","","42647113266525570"
"a0jWD000006mrVlYAI","false","18693","005al00000RVcKvAAL","loan-post-hvcre-readonly-lob-pwc","<a href=""/a0sWD00000Xo7hE"" target=""_blank"">HVCRE</a>","","","a0XWD000002hCB62AM","false","false","false","false","8500040.0","a0mWD000003RDnfYAG","","","a0mWD000003RDo5YAG","","42647623966011609"
"a0jWD000006mrsKYAQ","false","20092","005al00000RVcKvAAL","action-book-core","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCAr2AM","false","false","false","false","300.0","","","","a0mWD000003RDYVYA4","","42648716480133731"
"a0jWD000006mrsLYAQ","false","20093","005al00000RVcKvAAL","tmmpr-ChecksDeposited00(MassEditAuthorizedUsers)-00","<a href=""/a0sWD00000Xo7Uk"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCBC2A2","false","false","false","false","4.0","","","","a0mWD000003RDSLYA4","","42652662304342226"
"a0jWD000006mrsMYAQ","false","20094","005al00000RVcKvAAL","tmmpr-DebitCard01(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000Xo7VD"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCAc2AM","false","false","false","false","5.0","","","","a0mWD000003RDSsYAO","","42652736171850060"
"a0jWD000006mrsNYAQ","false","20095","005al00000RVcKvAAL","tmmpr-AccountAnalysisStatement00(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000XnoL6"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCBp2AM","false","false","false","false","5.0","","","","a0mWD000003RDRmYAO","","42654321674705773"
"a0jWD000006mrsOYAQ","false","20096","005al00000RVcKvAAL","loan-fees-summary-m","<a href=""/a0sWD00000Xo7lM"" target=""_blank"">Fees Summary</a>","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCAZ2A2","false","true","false","false","6010.0","a0mWD000003RDvqYAG","","","a0mWD000003RDzeYAG","","42654611259806100"
"a0jWD000006mrRTYAY","false","18427","005al00000RVcKvAAL","loan-post-cra-read-lob-pwc","<a href=""/a0sWD00000Xo7hF"" target=""_blank"">CRA</a>","","","a0XWD000002hCCa2AM","false","false","false","false","8500050.0","a0mWD000003RDnvYAG","","","a0mWD000003RDoXYAW","","42654802331748257"
"a0jWD000006mrVmYAI","false","18694","005al00000RVcKvAAL","loan-pre-cra-reporting-edit1-lob-pwc","<a href=""/a0sWD00000Xo7fx"" target=""_blank"">CRA Screen</a>","","{{IF=""A AND (B OR C)""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__CRA_Reportable__c IS=""true""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Closer""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Closing team manager""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCT2A2","false","false","false","false","8500081.0","a0mWD000003RDobYAG","","","a0mWD000003RDoKYAW","","42655181730794820"
"a0jWD000006mrihYAA","false","19495","005al00000RVcKvAAL","risk-rating-old-m","<a href=""/a0sWD00000Xo7jn"" target=""_blank"">Risk Rating</a>","","","a0XWD000002hCDB2A2","false","false","false","false","4.0","","","","a0mWD000003RDuHYAW","","42655450731903400"
"a0jWD000006mriiYAA","false","19496","005al00000RVcKvAAL","relationship-beneficial-ownership-summary","<a href=""/a0sWD00000Xo7l4"" target=""_blank"">Beneficial Ownership Summary</a>","","","a0XWD000002hCCs2AM","false","false","false","false","300.0","a0mWD000003RDyTYAW","","","a0mWD000003RDyTYAW","","42655610344818563"
"a0jWD000006mrRPYAY","false","18423","005al00000RVcKvAAL","lobloanbooked-cra-read1-reporting-lob-pwc","<a href=""/a0sWD00000Xo7hH"" target=""_blank"">CRA</a>","","{{IF=""A AND (B OR C) AND D""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__CRA_Reportable__c IS=""true""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Closer""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Closing team manager""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LOB_Change_Memo_UI_locking__c"" NOT=""approved changes not completed""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCZ2A2","false","false","false","false","8500081.0","a0mWD000003RDpoYAG","","","a0mWD000003RDnzYAG","","42656421372966150"
"a0jWD000006mrVnYAI","false","18695","005al00000RVcKvAAL","fees-approved-m-lob-pwc","<a href=""/a0sWD00000Xo7fq"" target=""_blank"">Enhanced Fees Management</a>","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""F""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCT2A2","false","false","false","false","6510.0","a0mWD000003RDpLYAW","","","a0mWD000003RDpLYAW","","42657618706480285"
"a0jWD000006mrVoYAI","false","18696","005al00000RVcKvAAL","lob-loan-booked-edit-cra-lob-pwc","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCBY2A2","false","false","false","false","8500055.0","a0mWD000003RDs6YAG","","","a0mWD000003RDs7YAG","","42658271771548350"
"a0jWD000006mrijYAA","false","19497","005al00000RVcKvAAL","covenant-management-m","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCDB2A2","false","false","false","false","1.0","a0mWD000003RDz3YAG","","","a0mWD000003RDxpYAG","","42659355823392900"
"a0jWD000006mrZ4YAI","false","18898","005al00000RVcKvAAL","pc-dep-docprep","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCCn2AM","false","false","true","false","3.0","","","","a0mWD000003RDtoYAG","","42660070042608700"
"a0jWD000006mrZ5YAI","false","18899","005al00000RVcKvAAL","dmw-list-view-booked-loans.dmw-row-action-edit","<a href=""/a0sWD00000Xo7k8"" target=""_blank"">Row Edit Booked</a>","","","a0XWD000002hCDK2A2","false","false","false","false","170.0","a0mWD000003RDt7YAG","","","a0mWD000003RDvNYAW","","42663473322062443"
"a0jWD000006mrZ6YAI","false","18900","005al00000RVcKvAAL","action-add-entity","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCDB2A2","false","false","false","false","2.0","","","","a0mWD000003RDzQYAW","","42663593523655600"
"a0jWD000006mrVpYAI","false","18697","005al00000RVcKvAAL","lob-loan-booked-edit-third-party-management-lob-pwc","<a href=""/a0sWD00000Xo7io"" target=""_blank"">Third Party Management</a>","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.Partner_True__c"" IS=""FALSE""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBY2A2","false","false","false","false","8010.0","","","","a0mWD000003RDsUYAW","","42664137902991978"
"a0jWD000006mrZ7YAI","false","18901","005al00000RVcKvAAL","rel-product-packages","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCD52AM","false","false","false","false","0.0","a0mWD000003RE0BYAW","","","a0mWD000003RE0BYAW","","42667194730591300"
"a0jWD000006mrZ8YAI","false","18902","005al00000RVcKvAAL","dmw-list-view-pre-approval-loans.dmw-row-action-copy-loan","<a href=""/a0sWD00000Xo7jl"" target=""_blank"">Copy Loan</a>","","","a0XWD000002hCDK2A2","false","false","false","false","80.0","a0mWD000003RDtBYAW","","","a0mWD000003RE0GYAW","","42669293002576856"
"a0jWD000006mrZ9YAI","false","18903","005al00000RVcKvAAL","compliance-2018","<a href=""/"" target=""_blank""> </a>","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__HMDA_Record_Type__c"" IS=""HMDA-Effective-2018""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCDB2A2","false","false","false","false","10.0","","","","a0mWD000003RDyCYAW","","42670267277870200"
"a0jWD000006mrZAYAY","false","18904","005al00000RVcKvAAL","covenants-m","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCDB2A2","false","false","false","false","6.0","","","","a0mWD000003RDz3YAG","","42670269793836800"
"a0jWD000006mrRgYAI","false","18440","005al00000RVcKvAAL","loan-pre-hvcre-readONLY-lob-pwc","<a href=""/a0sWD00000Xo7hE"" target=""_blank"">HVCRE</a>","","","a0XWD000002hCCY2A2","false","false","false","false","8500040.0","a0mWD000003RDoGYAW","","","a0mWD000003RDo4YAG","","42670482530469389"
"a0jWD000006mrVqYAI","false","18698","005al00000RVcKvAAL","lobloanbooked-borrowing-structure-lob-pwc","<a href=""/a0sWD00000Xo7g5"" target=""_blank"">Borrowing Structure Information</a>","","","a0XWD000002hCBY2A2","false","false","false","false","2510.0","a0mWD000003RDgBYAW","","","a0mWD000003RDgBYAW","","42671629267310635"
"a0jWD000006mrVrYAI","false","18699","005al00000RVcKvAAL","sba-paycheck-manage-fees-lob-pwc","<a href=""/a0sWD00000Xo7fq"" target=""_blank"">Enhanced Fees Management</a>","","","a0XWD000002hCCT2A2","false","false","false","false","100.0","a0mWD000003RDelYAG","","","a0mWD000003RDe6YAG","","42672197116807990"
"a0jWD000006mrsPYAQ","false","20097","005al00000RVcKvAAL","tmmpr-Research00(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000XnoLU"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCC72AM","false","false","false","false","5.0","","","","a0mWD000003RDSBYA4","","42672538722833413"
"a0jWD000006mrsQYAQ","false","20098","005al00000RVcKvAAL","tmmpr-ForcedWireTransferWd00(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000Xo7V3"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCBb2AM","false","false","false","false","5.0","","","","a0mWD000003RDSdYAO","","42672845098582753"
"a0jWD000006mrsRYAQ","false","20099","005al00000RVcKvAAL","relationship-opportunities","<a href=""/a0sWD00000Xo7kr"" target=""_blank"">Opportunities</a>","","","a0XWD000002hCCs2AM","false","false","false","false","10.0","","","","a0mWD000003RDxhYAG","","42673151235292784"
"a0jWD000006mrsSYAQ","false","20100","005al00000RVcKvAAL","doc-prep-closing","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCAS2A2","false","true","true","false","1.0","a0mWD000003RDz2YAG","","","a0mWD000003RDxKYAW","","42673337268970100"
"a0jWD000006mrYOYAY","false","18856","005al00000RVcKvAAL","booked-Insurance-editable-lob-pwc","<a href=""/a0sWD00000Xo7eL"" target=""_blank"">Insurance</a>","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Insurance officer""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Finance Officer""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCZ2A2","false","false","false","false","140.0","a0mWD000003RDhuYAG","","","a0mWD000003RDnwYAG","","42677869741037018"
"a0jWD000006mrVsYAI","false","18700","005al00000RVcKvAAL","loan-pre-compliance-read-lob-pwc","<a href=""/"" target=""_blank""> </a>","","{{IF=""(A AND B AND C AND D AND E AND F AND G AND H AND I AND J)""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.Partner_True__c"" IS=""False""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" NOT=""Underwriter""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" NOT=""Underwriter Manager""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" NOT=""Lillian Teer""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" NOT=""Kristie Falcioni""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" NOT=""Jan Roughton""}}{{COND=""G"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" NOT=""Compliance Officer""}}{{COND=""H"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" NOT=""Customer Retention Loan Analyst""}}{{COND=""I"" FIELD=""LLC_BI__Loan__c.LLC_BI__Is_Modification__c"" IS=""FALSE""}}{{COND=""J"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" NOT=""Chase Stelzner""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCT2A2","false","false","false","false","10000.0","","","","a0mWD000003RDobYAG","","42677942021882248"
"a0jWD000006mrVtYAI","false","18701","005al00000RVcKvAAL","sba-use-of-proceeds-lob-pwc","<a href=""/a0sWD00000Xo7fW"" target=""_blank"">Use of Proceeds</a>","","{{IF=""A AND B""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.Partner_True__c"" IS=""FALSE""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Is_Modification__c"" IS=""FALSE""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCT2A2","false","false","false","false","1700.0","","","","a0mWD000003RDfbYAG","","42678369728351524"
"a0jWD000006mrsTYAQ","false","20101","005al00000RVcKvAAL","tmmpr-OBInformationReporting00(MassEditAuthorizedUsers)-00","<a href=""/a0sWD00000XnoKx"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCAA2A2","false","false","false","false","4.0","","","","a0mWD000003RDRdYAO","","42678937338774553"
"a0jWD000006mrVuYAI","false","18702","005al00000RVcKvAAL","tool-docman-m-lob-pwc","<a href=""/"" target=""_blank""> </a>","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.Partner_True__c"" IS=""FALSE""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCT2A2","false","false","false","false","9000010.0","","","","a0mWD000003RDf5YAG","","42679286248635643"
"a0jWD000006mrVvYAI","false","18703","005al00000RVcKvAAL","booked-loan-ops-editable-lob-pwc","<a href=""/a0sWD00000Xo7i8"" target=""_blank"">Loan Ops Editable</a>","","{{IF=""A OR B OR C""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Post Closing QA Reviewer""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Insurance officer""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""CSS""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCBY2A2","false","false","false","false","41.0","a0mWD000003RDhuYAG","","","a0mWD000003RDj9YAG","","42679597797999110"
"a0jWD000006mrVwYAI","false","18704","005al00000RVcKvAAL","lob-loan-post-manage-covenants-lob-pwc","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCB62AM","false","false","false","false","30.0","a0mWD000003RDiCYAW","","","a0mWD000003RDgzYAG","","42680328906669588"
"a0jWD000006mrZBYAY","false","18905","005al00000RVcKvAAL","dmw-list-view-postapproval-loans","<a href=""/a0sWD00000Xo7jW"" target=""_blank"">Post Approval Facilities</a>","","","a0XWD000002hCDK2A2","false","false","false","false","100.0","","","","a0mWD000003RDtAYAW","","42681790468349394"
"a0jWD000006mqhzYAA","false","15807","005al00000RVcKvAAL","roth-contributions","<a href=""/a0sWD00000Xo7dP"" target=""_blank"">Roth Contributions</a>","","{{IF=""A AND (B OR C)""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product_Type__c"" IS=""IRA""}}{{COND=""B"" FIELD=""LLC_BI__Deposit__c.LLC_BI__IRA_Plan_Type__c"" IS=""Roth IRA""}}{{COND=""C"" FIELD=""LLC_BI__Deposit__c.LLC_BI__IRA_Plan_Type__c"" IS=""Roth Beneficiary IRA""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCf2AM","false","false","false","false","18.0","a0mWD000003RDmRYAW","","","a0mWD000003RDmTYAW","","42682639433538857"
"a0jWD000006mrRLYAY","false","18419","005al00000RVcKvAAL","comp-certifications-read-booked-lob-pwc","<a href=""/a0sWD00000Xo7gx"" target=""_blank"">Compliance Certifications</a>","","","a0XWD000002hCCZ2A2","false","false","false","false","8500080.0","a0mWD000003RDpoYAG","","","a0mWD000003RDoZYAW","","42683756153268164"
"a0jWD000006mrZCYAY","false","18906","005al00000RVcKvAAL","loan-verify-credit-checklist","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCDB2A2","false","true","false","false","1.0","a0mWD000003RDweYAG","","","a0mWD000003RDuBYAW","","42683963711851400"
"a0jWD000006mrsUYAQ","false","20102","005al00000RVcKvAAL","tmmpr-remotedeposit(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000XnoKh"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCBG2A2","false","false","false","false","5.0","","","","a0mWD000003RDRMYA4","","42683980214742054"
"a0jWD000006mrsVYAQ","false","20103","005al00000RVcKvAAL","tmmpr-DebitCard01(MassEditAuthorizedUsers)-00","<a href=""/a0sWD00000Xo7V2"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCAc2AM","false","false","false","false","4.0","","","","a0mWD000003RDShYAO","","42684756645972535"
"a0jWD000006mrZDYAY","false","18907","005al00000RVcKvAAL","relationship-beneficial-ownership-summary","<a href=""/a0sWD00000Xo7l4"" target=""_blank"">Beneficial Ownership Summary</a>","","{{IF=""A OR B OR C""}}{{COND=""A"" FIELD=""Account.RecordType.Name"" IS=""Business""}}{{COND=""B"" FIELD=""Account.RecordType.Name"" IS=""Individual""}}{{COND=""C"" FIELD=""Account.RecordType.Name"" IS=""Household""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWD000002hCCs2AM","false","false","false","false","200.0","","","","a0mWD000003RDyTYAW","","42684949851885013"
"a0jWD000006mrVxYAI","false","18705","005al00000RVcKvAAL","loan-post-covenants-edit1-lob-pwc","<a href=""/"" target=""_blank""> </a>","","","a0XWD000002hCB62AM","false","false","false","false","20.0","a0mWD000003RDiCYAW","","","a0mWD000003RDiDYAW","","42686434264954647"
"a0jWD000006mrsWYAQ","false","20104","005al00000RVcKvAAL","tmmpr-OBBundle00(MassEditAnalyzedAccounts)-00","<a href=""/a0sWD00000Xo7V0"" target=""_blank"">Available One to Many Screen Sections</a>","","","a0XWD000002hCBv2AM","false","false","false","false","5.0","","","","a0mWD000003RDSbYAO","","42686935217215474"
"a0jWD000006mrZEYAY","false","18908","005al00000RVcKvAAL","syndication-participation-summary","<a href=""/a0sWD00000Xo7lN"" target=""_blank"">Syndications Summary</a>","","","a0XWD000002hCD82AM","false","true","false","true","12000.0","","","","a0mWD000003RDzhYAG","","42689502240979170"
