"Id","IsDeleted","Name","OwnerId","nFORCE__App__c","nFORCE__Body_Type__c","nFORCE__Body__c","nFORCE__Description__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parameters__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Taxonomy_Id__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c"
"a0mWD000003RDwHYAW","false","Know Your Customer","005al00000RVcKvAAL","ind-connected-kyc","","llc_bi__questionnaire_relationship_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","ind-connected-kyc","","nforce__topbar","42808890773330400"
"a0mWD000003RDwIYAW","false","Participation Details","005al00000RVcKvAAL","syndication-participation-details","Lightning Web Component","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7kJYAR","nforce__sub_navigation","syndication-participation-details","","nforce__topbar","42809676640223200"
"a0mWD000003RDwJYAW","false","SBA Form 413","005al00000RVcKvAAL","sba-form-413-m","","nsba__sba_form_contact","","","","false","nforce__navigation","","","","","nforce__sub_navigation","sba-form-413-m","","nforce__topbar","42809724254961000"
"a0mWD000003RDZ8YAO","false","Additional Conditions","005al00000RVcKvAAL","sba-la-additional-conditions","","nforce__kodatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7YWYAZ","nforce__sub_navigation","","","nforce__topbar","42810290627217906"
"a0mWD000003RDwKYAW","false","Loan Information","005al00000RVcKvAAL","loan-detail-m","Lightning Web Component","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7kKYAR","nforce__sub_navigation","loan-detail-m","","nforce__topbar","42811003651552100"
"a0mWD000003RDwLYAW","false","SBA Form 912","005al00000RVcKvAAL","sba-account-form-912-m","","nsba__sba_form_contact","","","","false","nforce__navigation","","","","a0sWD00000XoCH2YAN","nforce__sub_navigation","sba-account-form-912-m","","nforce__topbar","42811142466204500"
"a0mWD000003RDZ9YAO","false","Your Business","005al00000RVcKvAAL","sbl-secured-business","","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","30.0","","","","","sbl-secured-business","","NPORTAL__LoanTopbar","42811720794213100"
"a0mWD000003RDwMYAW","false","Documents","005al00000RVcKvAAL","pm-documents","","llc_bi__retail_maintenance_docman","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pm-documents","","llc_bi__nctopbar","42812541992922400"
"a0mWD000003RDodYAG","false","Supplementary Details","005al00000RVcKvAAL","post-editable-supplementary-details-loe","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7eJYAR","nforce__sub_navigation","","","nforce__topbar","42812544760780902"
"a0mWD000003RDoeYAG","false","Change Memo","005al00000RVcKvAAL","loan-booked-change-memo-lob-partner","","nforce__korelatedlist","","","n-icon-memo","false","nforce__navigation","","","","a0sWD00000Xo7eDYAR","nforce__sub_navigation","","","nforce__topbar","42812589388360472"
"a0mWD000003RDwNYAW","false","Compliance","005al00000RVcKvAAL","hmda-applicants-m","","llc_bi__hmda_applicants","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000XoCHVYA3","nforce__sub_navigation","hmda-applicants-m","","nforce__topbar","42812693007506500"
"a0mWD000003RDZAYA4","false","Application","005al00000RVcKvAAL","sbl-apply","","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","10.0","","","","","sbl-apply","","NPORTAL__LoanTopbar","42812748354563600"
"a0mWD000003RDwOYAW","false","Return","005al00000RVcKvAAL","document-return","","llc_bi__docusignreturn","","","","false","nforce__navigation","","","","","nforce__sub_navigation","document-return","","nforce__topbar","42813228089930300"
"a0mWD000003RDwPYAW","false","TM Dashboard","005al00000RVcKvAAL","dashboard-tm","","llc_bi__treasurystagehorizontal","","","","false","nforce__navigation","","","","","nforce__sub_navigation","dashboard-tm","","nforce__topbar","42813609179161900"
"a0mWD000003RDwQYAW","false","Submit for Approval","005al00000RVcKvAAL","action-submit-approval-m","","llc_bi__loan_approval","","","n-icon-submit","false","nforce__navigation","","","","","nforce__sub_navigation","action-submit-approval-m","","nforce__topbar","42814640615015800"
"a0mWD000003RDZBYA4","false","Loan Application","005al00000RVcKvAAL","sba-application","","nforce__kodatagrid","","","n-icon-misc5","false","nforce__navigation","","","","a0sWD00000Xo7YRYAZ","nforce__sub_navigation","","","nforce__topbar","42815083221306410"
"a0mWD000003RDwRYAW","false","Participation","005al00000RVcKvAAL","syndication-participation","","","","","","false","","","","","","","syndication-participation","","","42815384109761000"
"a0mWD000003RDzZYAW","false","Deposit Account Maintenance","005al00000RVcKvAAL","pm-landing","","llc_bi__deposit_maintenance_landing","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pm-landing","","nforce__nctopbar","42816152554373400"
"a0mWD000003RDzaYAG","false","Loan Dashboard SBA","005al00000RVcKvAAL","dashboard-sba-loan-m","","llc_bi__loan_dashboard","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000XoCGlYAN","nforce__sub_navigation","dashboard-sba-loan-m","","nforce__topbar","42817347897717800"
"a0mWD000003RDzbYAG","false","Fees","005al00000RVcKvAAL","pp-sn-fees-m","","llc_bi__prodpkguifeespage","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pp-sn-fees-m","","nforce__topbar","42818450289921300"
"a0mWD000003RDZDYA4","false","Document Completion","005al00000RVcKvAAL","doc-prep-complete","","wkedp__docprepcompletion","","","n-icon-document","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42818715228936886"
"a0mWD000003RDzcYAG","false","Borrowers and Guarantors","005al00000RVcKvAAL","pp-tn-borrowers-and-guarantors-m","","llc_bi__prodpkguiborrowerguarantorpage","","","","false","nforce__navigation","","","","a0sWD00000Xo7lLYAR","nforce__sub_navigation","pp-tn-borrowers-and-guarantors-m","","nforce__topbar","42821752134166100"
"a0mWD000003RDZEYA4","false","E-Consent","005al00000RVcKvAAL","ppp2-e-consent","","NPORTAL__PortalForm","The SBA does allow all PPP lenders to accept scanned copies of signed loan applications and documents containing the information and certifications. Additionally, lenders may also accept any form of E-consent or E-signature that complies with the requirem","","","false","NPORTAL__ApplicationNavigation","","","","","","ppp2-e-consent","","NPORTAL__LoanTopbar","42822354791135579"
"a0mWD000003RDZFYA4","false","External Collections","005al00000RVcKvAAL","external-collections","","llc_bi__third_party_management","","","n-icon-loan","false","nFORCE__navigation","","","","a0sWD00000Xo7YmYAJ","nFORCE__sub_navigation","","","nforce__topbar","42823045088174576"
"a0mWD000003RDzdYAG","false","Verifications","005al00000RVcKvAAL","m-verifications","","nfuse__verificationschecklist","","","","false","nforce__navigation","","","","","nforce__sub_navigation","verify-credit-checklist","","nforce__topbar","4282399002819001"
"a0mWD000003RDzeYAG","false","Fees Summary","005al00000RVcKvAAL","loan-fees-summary-m","Lightning Web Component","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7lMYAR","nforce__sub_navigation","loan-fees-summary-m","","nforce__topbar","42824696929949600"
"a0mWD000003RDZGYA4","false","Account Debt","005al00000RVcKvAAL","sba-form-19209","","nforce__korelatedlistchild","","","n-icon-misc5","false","nforce__navigation","","","","a0sWD00000Xo7ZGYAZ","nforce__sub_navigation","","","nforce__topbar","42825241587012733"
"a0mWD000003RDzfYAG","false","Closing","005al00000RVcKvAAL","loc-closing","","nretail__blank","","","n-icon-loan","false","nFORCE__navigation","","","","","nFORCE__sub_navigation","loc-closing","","nretail__summaryheadertopbar","42825368763233600"
"a0mWD000003RDZHYA4","false","Analysis","005al00000RVcKvAAL","Analysis1","","","","","","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42826146723833795"
"a0mWD000003RDZIYA4","false","SBA Form 159","005al00000RVcKvAAL","sba-form-159","","nforce__kodatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7YaYAJ","nforce__sub_navigation","","","nforce__topbar","42827942770213307"
"a0mWD000003RDZJYA4","false","Review & Submit","005al00000RVcKvAAL","sbl-secured-review-other","","NPORTAL__PortalReview","","","","false","NPORTAL__ApplicationNavigation","40.0","","","","","sbl-secured-review-other","","NPORTAL__LoanTopbar","42829002531088200"
"a0mWD000003RDzgYAG","false","UI Builder Tool","005al00000RVcKvAAL","tool-load-ui-config-builder","","nforce__redirectapp","","","n-icon-settings","false","nforce__blank","","destination=nforce__uiconfigbuilder;app=uiconfig.ui-config-builder","","","nforce__blank","tool-load-ui-config-builder","","nforce__blank","42829009136639700"
"a0mWD000003RDzhYAG","false","Syndications Summary","005al00000RVcKvAAL","syndication-participation-summary","Lightning Web Component","nforce__korelatedtable","","","","false","nforce__navigation","","readonly=true","","a0sWD00000Xo7lNYAR","nforce__sub_navigation","syndication-participation-summary","","nforce__topbar","42829161873436700"
"a0mWD000003RDZKYA4","false","Next Steps","005al00000RVcKvAAL","rl-secured-next-steps-other","","NPORTAL__NextSteps","","","","false","NPORTAL__ApplicationNavigation","50.0","","","","","","","NPORTAL__LoanTopbar","42829608951395542"
"a0mWD000003RDziYAG","false","Syndications","005al00000RVcKvAAL","pp-syndication","","llc_bi__productpackagesyndications","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pp-syndication","","nforce__topbar","42832394861101000"
"a0mWD000003RDzjYAG","false","Certifications","005al00000RVcKvAAL","certifications-m","Lightning Web Component","nforce__kogridlist","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000XoCHTYA3","nforce__sub_navigation","certifications-m","","nforce__topbar","42834459736032500"
"a0mWD000003RDZLYA4","false","Additional Info","005al00000RVcKvAAL","dep-ind-kyc","","nPORTAL__PortalQuestionnaire","","","","false","nPORTAL_ApplicationNavigation","","","","","","","","nPORTAL__LoanTopbar","42834477593194034"
"a0mWD000003RDZMYA4","false","Verification","005al00000RVcKvAAL","sbl-secured-eid-other","","NPORTAL__PortalEIDVerification","","","","false","NPORTAL__ApplicationNavigation","30.0","","","","","sbl-secured-eid-other","","NPORTAL__LoanTopbar","42834610049204000"
"a0mWD000003RDZNYA4","false","Loan History","005al00000RVcKvAAL","loan-history","","c__csa_objecthistory","","","","false","nFORCE__Navigation","","obj=llc_bi__loan__c","","","nFORCE__Sub_Navigation","","","nFORCE__Topbar","42834860566456684"
"a0mWD000003RDZOYA4","false","Financial Difficulty","005al00000RVcKvAAL","financial-difficulty","","nforce__kodatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7bRYAR","nforce__sub_navigation","","","nforce__topbar","4283492136165919"
"a0mWD000003RDZPYA4","false","Generate Forms","005al00000RVcKvAAL","tool-pp-form-gen-m","","nForms__NewFormGenerator","","","n-icon-generate","false","nforce__navigation","","","","","nforce__sub_navigation","tool-pp-form-gen-m","","nforce__topbar","42835099930469600"
"a0mWD000003RDzkYAG","false","Renew/Modify","005al00000RVcKvAAL","action-renew-modify-m","","llc_bi__loan_renewal_page","","","n-icon-link_out","false","nforce__navigation","","","","","nforce__sub_navigation","action-renew-modify-m","","nforce__topbar","42835935224273100"
"a0mWD000003RDZQYA4","false","Key Dates - Read Only","005al00000RVcKvAAL","key-dates-read-only","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7ZnYAJ","nforce__sub_navigation","key-dates-read-only","","nforce__topbar","42837238495684900"
"a0mWD000003RDZRYA4","false","Credit Reports","005al00000RVcKvAAL","relationship-biz-contacts","","ncbc__CBCAccountRelatedList","","","n-icon-loan","false","nforce__inline_navigation","","","","a0sWD00000XoCGnYAN","nforce__sub_navigation","relationship-biz-contacts","","nforce__topbar","42838314316084800"
"a0mWD000003RDZSYA4","false","Document Preparation","005al00000RVcKvAAL","docprep-csi-consumer","","c__GenerateDocumentsCSIConsumer","","","n-icon-document","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42838684111946077"
"a0mWD000003RDZTYA4","false","ID Scan","005al00000RVcKvAAL","dep-id-scan","","NPORTAL__IdScan","","","","false","NPORTAL__ApplicationNavigation","15.0","","","","","","","NPORTAL__LoanTopbar","42838752490791362"
"a0mWD000003RDzlYAG","false","Administration Dashboard","005al00000RVcKvAAL","dashboard-admin","","nforce__administrationdashboard","","","","false","nforce__navigation","","","","","nforce__sub_navigation","dashboard-admin","","nforce__topbar","42843601133998900"
"a0mWD000003RDZUYA4","false","Deposit Details","005al00000RVcKvAAL","application-online-app-deposit","","nforce__korelatedtable","","","","false","nFORCE__Navigation","","","","a0sWD00000Xo7bEYAR","nFORCE__Sub_Navigation","","","nFORCE__Topbar","42843743125906727"
"a0mWD000003RDZVYA4","false","Application","005al00000RVcKvAAL","dep-apply","","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","10.0","","","","","","","NPORTAL__LoanTopbar","42843861345104032"
"a0mWD000003RDzmYAG","false","Manage Fees","005al00000RVcKvAAL","loan-manage-fees","","llc_bi__manageloanfees","","","","false","nforce__navigation","","","","a0sWD00000Xo7k4YAB","nforce__sub_navigation","loan-manage-fees","","nforce__topbar","42845791750920400"
"a0mWD000003RDznYAG","false","Checks","005al00000RVcKvAAL","pc-checks","","llc_bi__checks_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pc-checks","","llc_bi__nctopbar","42846963901728200"
"a0mWD000003RDzoYAG","false","Deposits","005al00000RVcKvAAL","pp-sn-deposits","","llc_bi__leadconvert","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pp-sn-deposits","","nforce__topbar","42847008574044400"
"a0mWD000003RDzpYAG","false","Create Risk Rating","005al00000RVcKvAAL","action-risk-rating-selector-loan","","llc_bi__loanriskratingselector","","","n-icon-risk_grading","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42851027003871829"
"a0mWD000003RDzqYAG","false","Treasury Configuration","005al00000RVcKvAAL","treasury-configuration","","llc_bi__productcatalog","","","","false","nforce__navigation","","","","","nforce__sub_navigation","treasury-configuration","","nforce__nctopbar","42852750047393500"
"a0mWD000003RDofYAG","false","CRA Reporting","005al00000RVcKvAAL","lobloanbooked-cra-reporting-edit-lob-pwc","","llc_bi__cra_reporting","","","n-icon-treasury_management","false","nforce__navigation","","","","a0sWD00000Xo7fxYAB","nforce__sub_navigation","","","nforce__topbar","42853097979417367"
"a0mWD000003RDogYAG","false","Certifications","005al00000RVcKvAAL","comp-certifications-readonly-loan-pre-lob-pwc","","nforce__ncdatagrid","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7gxYAB","nforce__sub_navigation","","","nforce__topbar","42854166861199447"
"a0mWD000003RDZWYA4","false","Snapshot Treasury","005al00000RVcKvAAL","action-test-snapshotTSWireMan-route","","c__Treasury_Snapshot","","","n-icon-add","false","nforce__navigation","","","","a0sWD00000Xo7ZpYAJ","nforce__sub_navigation","","","nforce__topbar","42855577812353466"
"a0mWD000003RDzrYAG","false","Loan Facilities","005al00000RVcKvAAL","pp-sn-loan-facilities-m","","llc_bi__leadconvert","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pp-sn-loan-facilities-m","","nforce__topbar","42855822354186200"
"a0mWD000003RDZXYA4","false","Generate","005al00000RVcKvAAL","sba-document-generate-generate","","llc_bi__docusigngenerate","","","n-icon-offer","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42855970164358097"
"a0mWD000003RDzsYAG","false","SBA Form 159","005al00000RVcKvAAL","sba-form-159-m","Lightning Web Component","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000XoCH6YAN","nforce__sub_navigation","sba-form-159-m","","nforce__topbar","42856023332696000"
"a0mWD000003RDztYAG","false","Finish","005al00000RVcKvAAL","bus-finish","","llc_bi__customer_creation_finish_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","bus-finish","","nforce__nctopbar","42856121573751000"
"a0mWD000003RDzuYAG","false","Status","005al00000RVcKvAAL","document-status","","llc_bi__docusignreview","","","n-icon-status","false","nforce__navigation","","","","","nforce__sub_navigation","document-status","","nforce__topbar","42856306961355100"
"a0mWD000003RDzvYAG","false","Collateral Pledged","005al00000RVcKvAAL","collateral-pledged","Lightning Web Component","nforce__korelatedtable","","","n-icon-relationship","false","nforce__navigation","","readonly=true","","a0sWD00000Xo7lOYAR","nforce__sub_navigation","collateral-pledged","","nforce__topbar","42856978155953300"
"a0mWD000003RDzwYAG","false","Underwriting","005al00000RVcKvAAL","heloc-underwriting","","nretail__blank","","","n-icon-loan","false","nFORCE__navigation","","","","","nFORCE__sub_navigation","heloc-underwriting","","nretail__summaryheadertopbar","42859036147872600"
"a0mWD000003RDZYYA4","false","Product Catalog","005al00000RVcKvAAL","tm-config-cat","","ProductCatalog","","","n-icon-treasury_configuration","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42860463562343192"
"a0mWD000003RDzxYAG","false","Referral","005al00000RVcKvAAL","referral-information","Lightning Web Component","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7lPYAR","nforce__sub_navigation","referral-information","","nforce__topbar","42860769616403300"
"a0mWD000003RDzyYAG","false","Spreads Configuration","005al00000RVcKvAAL","spreads-configuration","","nCRED__spreadadministration","","","","false","nFORCE__navigation","","","","","nFORCE__sub_navigation","spreads-configuration","","nFORCE__ngtopbar","42861868552342900"
"a0mWD000003RDzzYAG","false","Credit Memo","005al00000RVcKvAAL","tool-credit-memo-m","","llc_bi__creditmemoui","","","n-icon-credit_memo","false","nFORCE__Navigation","","","","","nFORCE__Sub_Navigation","tool-credit-memo-m","","nFORCE__Topbar","42862291253224600"
"a0mWD000003RE00YAG","false","Ownership & Roles","005al00000RVcKvAAL","pm-structure-and-roles","","nforce__blank","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pm-structure-and-roles","","nforce__nctopbar","42862444280328500"
"a0mWD000003RE01YAG","false","Policy Exceptions","005al00000RVcKvAAL","policy-exception-m","","llc_bi__policyexceptions","","","n-icon-exception","false","nforce__navigation","","","","","nforce__sub_navigation","policy-exception-m","","nforce__topbar","42862464458023000"
"a0mWD000003RE02YAG","false","Borrowing Structure","005al00000RVcKvAAL","pp-sn-entity-involvement","","llc_bi__prodpkguiborrowerguarantorpage","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pp-sn-entity-involvement","","nforce__topbar","42863389204545500"
"a0mWD000003RE03YAG","false","Connected Relationships","005al00000RVcKvAAL","loan-ind-add-connected-relationships","","llc_bi__relationship_type_connection_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","loan-ind-add-connected-relationships","","nforce__nctopbar","42864201967067300"
"a0mWD000003RDZZYA4","false","Others Involved","005al00000RVcKvAAL","sbl-secured-others","","NPORTAL__OthersInvolved","","","","false","NPORTAL__ApplicationNavigation","90.0","","","","","sbl-secured-others","","NPORTAL__LoanTopbar","42864606498613900"
"a0mWD000003RDZaYAO","false","Maintenance","005al00000RVcKvAAL","tool-ts-maintenance","","llc_bi__maintenance","","","n-icon-treasury_management","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42864867812893062"
"a0mWD000003RDZbYAO","false","Others Involved","005al00000RVcKvAAL","rl-secured-others","","NPORTAL__OthersInvolved","","","","false","NPORTAL__ApplicationNavigation","60.0","","","","","","","NPORTAL__LoanTopbar","42865883590913780"
"a0mWD000003RDohYAG","false","Loan Information","005al00000RVcKvAAL","loe-post-editable-loan-information-parent","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42866664605145811"
"a0mWD000003RE04YAG","false","Covenant Management","005al00000RVcKvAAL","covenant-management","","llc_bi__loancovenantmanagerui","","","n-icon-covenant","false","nforce__navigation","","","","","nforce__sub_navigation","covenant-management","","nforce__topbar","42866985973177900"
"a0mWD000003RDlwYAG","false","Beneficial Owners","005al00000RVcKvAAL","sbl-secured-beneficial-owners","","NPORTAL__MultiRecordForm","","","","false","NPORTAL__ApplicationNavigation","","subHeaderOnMobile=true;","","a0sWD00000Xo7daYAB","","","","NPORTAL__LoanTopbar","42868290667123181"
"a0mWD000003RDlxYAG","false","Entity Compliance","005al00000RVcKvAAL","hmda-entity-compliance-gmi-in-branch","","llc_bi__hmda_entity_compliance","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7dOYAR","nforce__sub_navigation","","","nforce__topbar","42868360584175127"
"a0mWD000003RDZcYAO","false","Service Requests","005al00000RVcKvAAL","relationship-service-requets","","nforce__ncrelatedlist","","","n-icon-loan","false","nforce__inline_navigation","","","","a0sWD00000XoCGzYAN","nforce__sub_navigation","relationship-service-requets","","nforce__topbar","42869841539943900"
"a0mWD000003RDZdYAO","false","FUB","005al00000RVcKvAAL",".","",".","","","","false","","","","","","","","","","42869874385132552"
"a0mWD000003RDoiYAG","false","Certifications","005al00000RVcKvAAL","comp-certifications-read-loan-pre-lob-pwc","","nforce__ncdatagrid","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7gxYAB","nforce__sub_navigation","","","nforce__topbar","42870396677857981"
"a0mWD000003RE05YAG","false","Product Details","005al00000RVcKvAAL","pm-product-details","","llc_bi__product_details_maintenance_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pm-product-details","","llc_bi__nctopbar","42871437248141500"
"a0mWD000003RE06YAG","false","Offers","005al00000RVcKvAAL","veh-offer","","nretail__offers","","","n-icon-loan","false","nFORCE__navigation","","","","","nFORCE__Blank","veh-offer","","nretail__summaryheadertopbar","42872977159033800"
"a0mWD000003RDZeYAO","false","Delete","005al00000RVcKvAAL","action-delete-loan","","llc_bi__loan_renewal_page","","","n-icon-remove_delete","false","nforce__navigation","","","","","nforce__sub_navigation","action-delete-loan","","nforce__topbar","42873196557447700"
"a0mWD000003RDZfYAO","false","Update Authorized Users Access","005al00000RVcKvAAL","tmmpr-zerobalanceaccount(UpdateAuthorizedUsersandAnalyzedAccounts)-00","","","","","","false","","","","","a0sWD00000Xo7ZXYAZ","","","","","428736578115047582"
"a0mWD000003RE07YAG","false","Experience Designer","005al00000RVcKvAAL","experience-designer-admin","","nforce__layouteditor","","","n-icon-misc18","false","nforce__navigation","","","","","nforce__sub_navigation","experience-designer-admin","","nforce__topbar","42874308737486800"
"a0mWD000003RE08YAG","false","Edit Memo","005al00000RVcKvAAL","edit-memo","","llc_bi__edit_memo","","","","false","nforce__navigation","","","","","nforce__sub_navigation","edit-memo","","llc_bi__nctopbar","42875098930787200"
"a0mWD000003RDlyYAG","false","Co Applicants","005al00000RVcKvAAL","dep-co-owners-multi-record","Visualforce Page","NPORTAL__MultiRecordForm","","","","false","NPORTAL__ApplicationNavigation","","","","a0sWD00000Xo7cEYAR","","dep-co-owners-multi-record","","NPORTAL__LoanTopbar","42876065745889008"
"a0mWD000003RE09YAG","false","Covenants","005al00000RVcKvAAL","covenants","","llc_bi__loancovenantrelatedlist","","","n-icon-covenant","false","nforce__navigation","","","","","nforce__sub_navigation","covenants","","nforce__topbar","42876068965003300"
"a0mWD000003RDZgYAO","false","Overview","005al00000RVcKvAAL","tm-config-system","","TreasuryConfiguration","","","n-icon-treasury_configuration","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42876635487967880"
"a0mWD000003RE0AYAW","false","Overview","005al00000RVcKvAAL","draw-overview","","llc_bi__draw_app","","","","false","nforce__navigation","","","","a0sWD00000Xo7lQYAR","nforce__sub_navigation","draw-overview","","nforce__topbar","42877401948264100"
"a0mWD000003RDZhYAO","false","Workout Solutions","005al00000RVcKvAAL","work-out-solutions","","llc_bi__loan_renewal_page","","","n-icon-link_out","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42878517912275633"
"a0mWD000003RDZiYAO","false","Fee Summary","005al00000RVcKvAAL","sbl-unsec-fee-summary","","nretail__blank","","","n-icon-loan","false","nFORCE__navigation","","","","","nFORCE__sub_navigation","sbl-unsec-fee-summary","","nretail__summaryheadertopbar","42880059387971500"
"a0mWD000003RDZjYAO","false","Analytics & Site Visit","005al00000RVcKvAAL","site-visit","","nforce__korelatedlist","","","n-icon-relationship","false","nforce__navigation","","","","a0sWD00000XnoK7YAJ","nforce__sub_navigation","","","nforce__topbar","42880651793915675"
"a0mWD000003RE0BYAW","false","Product Packages","005al00000RVcKvAAL","rel-product-packages","","llc_bi__relationshipproductpackages","","","","false","nforce__inline_navigation","","","","","nforce__sub_navigation","rel-product-packages","","nforce__blank","42883441081506300"
"a0mWD000003RDojYAG","false","Supplementary Details","005al00000RVcKvAAL","loan-post-supplementary-details-loe","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7e5YAB","nforce__sub_navigation","","","nforce__topbar","42890647993314601"
"a0mWD000003RE0CYAW","false","Underwriting","005al00000RVcKvAAL","term-underwriting","","nretail__underwritingdetails","","","n-icon-loan","false","nFORCE__navigation","","","","a0sWD00000Xo7lRYAR","nFORCE__Blank","term-underwriting","","nretail__summaryheadertopbar","42891106694664000"
"a0mWD000003RDZkYAO","false","Document Completion","005al00000RVcKvAAL","doc-prep-complete-csi","","nDOC__UniversalDocman","","","n-icon-document","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42891514315154264"
"a0mWD000003RE0DYAW","false","Credit Action","005al00000RVcKvAAL","action-pp-credit-action","","llc_bi__packageloanrenewal","","","fa fa-files-o","false","nforce__navigation","","","","","nforce__sub_navigation","action-pp-credit-action","","nforce__topbar","42893148633624700"
"a0mWD000003RDZlYAO","false","Facility Information","005al00000RVcKvAAL","facility-information","","nforce__kodatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7a8YAB","nforce__sub_navigation","","","nforce__topbar","42893589319549445"
"a0mWD000003RE0EYAW","false","Team Members","005al00000RVcKvAAL","loan-team-members-m","Lightning Web Component","nforce__ncrelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7VgYAJ","nforce__sub_navigation","loan-team-members-m","","nforce__topbar","42894075913765700"
"a0mWD000003RDZmYAO","false","Memo","005al00000RVcKvAAL","route-memo","","nforce__korelatedlist","","","n-icon-memo","false","nforce__navigation","","","","a0sWD00000Xo7YPYAZ","nforce__sub_navigation","","","nforce__topbar","42894656996778817"
"a0mWD000003RE0FYAW","false","Loans","005al00000RVcKvAAL","relationship-loans","Lightning Web Component","nforce__korelatedtable","","","n-icon-loan","false","nforce__inline_navigation","","readonly=true","","a0sWD00000XoCGtYAN","nforce__sub_navigation","relationship-loans","","nforce__topbar","42894768430052400"
"a0mWD000003RE0GYAW","false","Copy Loan","005al00000RVcKvAAL","dmw-list-view-pre-approval-loans.dmw-row-action-copy-loan","","llc_bi:dealManagementWorkspace","","","","false","","","","","a0sWD00000Xo7jlYAB","","","","","42897390912154563"
"a0mWD000003RDokYAG","false","Supplementary Details","005al00000RVcKvAAL","lobloanbooked-supplementary-details-loe","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7dxYAB","nforce__sub_navigation","","","nforce__topbar","42898773382878415"
"a0mWD000003RDZnYAO","false","Manage Customer Portal","005al00000RVcKvAAL","action-manage-portal-user","","nportal__manageportaluserfromloan","","","n-icon-misc11","false","nforce__navigation","","","","","nforce__sub_navigation","action-manage-portal-user","","nforce__topbar","42899580444935400"
"a0mWD000003RE0HYAW","false","Loan Compliance","005al00000RVcKvAAL","hmda-loan-compliance-2018-m","Lightning Web Component","nforce__ncrelatedlist","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7lSYAR","nforce__sub_navigation","hmda-loan-compliance-2018-m","","nforce__topbar","42900094797835000"
