"Id","OwnerId","IsDeleted","Name","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","nPortal__Portal_Header_Text__c","nFORCE__Taxonomy_Id__c","nPortal__Portal_Icon_Path__c","nFORCE__Parameters__c","nPortal__Portal_Subheader_Text__c","nPortal__Search_Object_Filter__c","nPortal__Search_Object_Type__c","nPortal__Search_Results_Fieldset__c","nPortal__Search_Select_Active_Text__c","nFORCE__Body_Type__c","nFORCE__Description__c","nPortal__Search_Select_Text__c"
"a2Ebn000000DJuLEAW","005bn000003k2JdAAI","","HMDA Questionnaire","small-business-loan-post-approval-ui-hmda-questionnaire","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","48991663700624004","","RegW-kyc-m","","","","","","","","","",""
"a2Ebn000000CRPrEAO","005bn000003k2JdAAI","","HVCRE","booked-hvcre","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","49661620937670641","","booked-hvcre","","","","","","","","","",""
"a2Ebn000000CRPyEAO","005bn000003k2JdAAI","","Pricing-Required Fields","booked-pricing-required-fields","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hcgZEAQ","nforce__sub_navigation","","nforce__topbar","49661620937670645","","booked-pricing-required-fields","","","","","","","","","",""
"a2Ebn000000CRHuEAO","005bn000003k2JdAAI","","Loan Products","master-relationship-loan-products","nforce__korelatedtable","","n-icon-loan","false","nforce__inline_navigation","","","a2Gbn000000hcdREAQ","nforce__sub_navigation","","nforce__blank","49701562008946500","","master-relationship-loan-products","","","","","","","","","",""
"a2Ebn000000DJu1EAG","005bn000003k2JdAAI","","Policy Exceptions","small-business-loan-post-approval-ui-policy-exceptions","llc_bi__policyexceptions","","n-icon-exception","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","50131663700623975","","policy-exception","","","","","","","","","",""
"a2Ebn000000CROwEAO","005bn000003k2JdAAI","","Create Risk Rating","action-post-approval-create-risk-rating","llc_bi__loanriskratingselector","","n-icon-risk_grading","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","50201619447513715","","action-post-approval-create-risk-rating","","","","","","","","","",""
"a2Ebn000000CRPFEA4","005bn000003k2JdAAI","","Loan Team","post-approval-loan-team","nforce__ncrelatedlist","","n-icon-team","false","nforce__navigation","","","a2Gbn000000hcgDEAQ","nforce__sub_navigation","","nforce__topbar","50301619447513726","","post-approval-loan-team","","","","","","","","","",""
"a2Ebn000000COEuEAO","005bn000003k2JdAAI","","Reg O","RegO-kyc-m","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","5036987463521","","RegO-kyc-m","","","","","","","","","",""
"a2Ebn000000DJuCEAW","005bn000003k2JdAAI","","Adverse Action","small-business-loan-post-approval-ui-adverse-action","llc_bi__adverseaction","","n-icon-reject","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","50461663700623989","","next-step-adverse-action","","","","","","","","Visualforce Page","",""
"a2Ebn000000DJtiEAG","005bn000003k2JdAAI","","Generate Small Business Credit Memo","action-small-business-loan-ui-generate-credit-memo","nFORMS__NewFormGenerator","","n-icon-credit-memo","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__Topbar","50591640791244966","","form-gen-route","","form_purpose=Credit Memo","","","","","","Visualforce Page","",""
"a2Ebn000000CRPxEAO","005bn000003k2JdAAI","","Create Risk Rating","action-booked-create-risk-rating","llc_bi__loanriskratingselector","","n-icon-risk_grading","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","51181620937670644","","action-booked-create-risk-rating","","","","","","","","","",""
"a2Ebn000000CRP7EAO","005bn000003k2JdAAI","","Team Members","post-approval-team-members","nforce__ncrelatedlist","","","false","nforce__navigation","","","a2Gbn000000hcg6EAA","nforce__sub_navigation","","nforce__topbar","51431619447513721","","post-approval-team-members","","","","","","","","","",""
"a2Ebn000000ECIUEA4","005bn000003k2JdAAI","","Deposit Details","deposit-account-origination---baseline-deposit-details","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","51701701790670170","","deposit-details-parent_2023R1","","","","","","","","","",""
"a2Ebn000000DJtyEAG","005bn000003k2JdAAI","","Approval Details","small-business-loan-post-approval-ui-approval-details","nforce__ncdatagrid","","","false","nforce__navigation","","","a2Gbn000000kG3kEAE","nforce__sub_navigation","","nforce__topbar","51761663700623972","","approval-details","","","","","","","","Visualforce Page","",""
"a2Ebn000000CRP0EAO","005bn000003k2JdAAI","","Payment Calculator","tool-post-approval-payment-calculator","llc_bi__paymentcalculator","","n-icon-misc17","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","51801619447513717","","tool-post-approval-payment-calculator","","","","","","","","","",""
"a2Ebn000000CRQ0EAO","005bn000003k2JdAAI","","Policy Exceptions","booked-policy-exceptions","nforce__ncrelatedlist","","n-icon-exception","false","nforce__navigation","","","a2Gbn000000hcgbEAA","nforce__sub_navigation","","nforce__topbar","51851620937670646","","booked-policy-exceptions","","readonly=true","","","","","","","",""
"a2Ebn000000ECGREA4","005bn000003k2JdAAI","","Application","retail-loan-ui-application","nFORCE__Blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","52061600720267651","","retail-loan-ui-application","","","","","","","","Visualforce Page","This productized route is the retail template for the Application route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000DJuTEAW","005bn000003k2JdAAI","","Others Involved MRF","small-business-loan-online-application-others-involved-mrf","NPORTAL__MultiRecordForm","","","false","NPORTAL__ApplicationNavigation","","","a2Gbn000000kG3tEAE","","","NPORTAL__LoanTopbar","52161666029074206","Borrowers & Guarantors","sbl-others-multi-record","utility-sprite/svg/symbols.svg#overflow","","Please add, excluding yourself, any additional guarantors and borrowers for the loan.","","","","","Visualforce Page","",""
"a2Ebn000000DJucEAG","005bn000003k2JdAAI","","Beneficial Owners","small-business-loan-online-application-beneficial-owners","NPORTAL__MultiRecordForm","","","false","NPORTAL__ApplicationNavigation","","","a2Gbn000000kG3uEAE","","","NPORTAL__LoanTopbar","52201666029074213","Would you like to add a beneficial owner to the account?","","utility-sprite/svg/symbols.svg#overflow","subHeaderOnMobile=true;","Add any beneficial owners who have 25% ownership or more in the business.","","","","","","",""
"a2Ebn000000DJuEEAW","005bn000003k2JdAAI","","Submit For Approval","small-business-loan-post-approval-ui-submit-for-approval","llc_bi__loan_approval","","n-icon-submit","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","52341663700623991","","next-step-submit-approval","","","","","","","","Visualforce Page","",""
"a2Ebn000000DJuZEAW","005bn000003k2JdAAI","","Next Steps","small-business-loan-online-application-next-steps","NPORTAL__NextSteps","","","false","NPORTAL__ApplicationNavigation","90.0","","","","","NPORTAL__LoanTopbar","52801666029074211","","sbl-next-steps","standard-sprite/svg/symbols.svg#endorsement","","","","","","","","",""
"a2Ebn000000CRPEEA4","005bn000003k2JdAAI","","Adverse Actions","post-approval-adverse-actions","nforce__ncrelatedlist","","n-icon-reject","false","nforce__navigation","","","a2Gbn000000hcgCEAQ","nforce__sub_navigation","","nforce__topbar","53021619447513725","","post-approval-adverse-actions","","readonly=true","","","","","","","",""
"a2Ebn000000CRQVEA4","005bn000003k2JdAAI","","Manage Budget L","booked-manage-budget-l","llc_bi__manage_budget_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","53321620937670665","","booked-manage-budget-l","","","","","","","","","",""
"a2Ebn000000DJuBEAW","005bn000003k2JdAAI","","Compliance","small-business-loan-post-approval-ui-compliance","nFORCE__Blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","53581663700623986","","retail-loan-ui-compliance","","","","","","","","Visualforce Page","This productized route is the retail template for the Compliance route. This route includes the Questionnaires route as a subroute. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000CRHYEA4","005bn000003k2JdAAI","","Change Memo","action-m-retail-change-memo","nforce__ncrelatedlist","","n-icon-memo","false","nforce__navigation","","","a2Gbn000000hcdIEAQ","nforce__sub_navigation","","nforce__topbar","5381560278866610","","action-m-retail-change-memo","","","","","","","","","",""
"a2Ebn000000CRQ5EAO","005bn000003k2JdAAI","","Auto-Decision Detail","booked-auto-decision-detail","llc_bi__loanautodecisionscorecarddetail","","n-icon-analyze","false","nforce__navigation","","","","nforce__blank","","nforce__topbar","54301620937670649","","booked-auto-decision-detail","","","","","","","","","",""
"a2Ebn000000ECIsEAO","005bn000003k2JdAAI","","Initial Contributions","pc-contributions","nforce__ncrelatedlist","","n-icon-document","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","54676576786576565655","","","","","","","","","","","",""
"a2Ebn000000ECItEAO","005bn000003k2JdAAI","","Traditional Contributions","traditional-contributions","nforce__ncrelatedlist","","n-icon-document","false","nforce__navigation","","","a2Gbn000000mZA5EAM","nforce__sub_navigation","","nforce__topbar","54676576786576565656","","","","","","","","","","","",""
"a2Ebn000000ECIuEAO","005bn000003k2JdAAI","","Roth Contributions","roth-contributions","nforce__ncrelatedlist","","n-icon-document","false","nforce__navigation","","","a2Gbn000000mZA6EAM","nforce__sub_navigation","","nforce__topbar","54676576786576565657","","","","","","","","","","","",""
"a2Ebn000000DJuHEAW","005bn000003k2JdAAI","","CRA","small-business-loan-post-approval-ui-cra","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","55001663700624000","","CRA-kyc-m","","","","","","","","","",""
"a2Ebn000000ECIiEAO","005bn000003k2JdAAI","","Order Checks","deposit-account-origination---baseline-order-checks2","llc_bi__checks_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","55361701790670188","","order-checks_2023R1","","","","","","","","","",""
"a2Ebn000000ECGEEA4","005bn000003k2JdAAI","","Additional Info","dep-clone-indiv1-additional-info--kyc-","nPORTAL__PortalQuestionnaire","","","false","nPORTAL_ApplicationNavigation","","","","","","nPORTAL__LoanTopbar","56091598381727558","Tell us more about yourself!","dep-clone-indiv1-additional-info--kyc-","utility-sprite/svg/symbols.svg#identity","","Please provide more information.","","","","","Visualforce Page","",""
"a2Ebn000000CRPDEA4","005bn000003k2JdAAI","","Adverse Action","action-post-approval-adverse-action","llc_bi__adverseaction","","n-icon-reject","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","56261619447513724","","action-post-approval-adverse-action","","","","","","","","","",""
"a2Ebn000000DJuREAW","005bn000003k2JdAAI","","Rental Expense","small-business-loan-online-application-rental-expense","nPORTAL__MultiRecordForm","","","false","NPORTAL__ApplicationNavigation","","","a2Gbn000000kG3sEAE","","","NPORTAL__LoanTopbar","56621666029074205","Rental Expense","secured-retail-loan-online-application-rent-other-involved","utility-sprite/svg/symbols.svg#identity","","Please enter your Monthly Rental Expense amount below (if applicable). If you don't have a monthly rent expense, you can skip this section!","","","","","Visualforce Page","",""
"a2Ebn000000CRH8EAO","005bn000003kBWnAAM","","Offers","retail-loan-offers","nretail__offers","","n-icon-loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","56921560278763600","","retail-loan-offers","","","","","","","","","",""
"a2Ebn000000ECIZEA4","005bn000003k2JdAAI","","Beneficiary","deposit-account-origination---baseline-beneficiary","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","57141701790670177","","beneficiary-parent_2023R1","","","","","","","","","",""
"a2Ebn000000DJtVEAW","005bn000003k2JdAAI","","Run Automated Underwriting","small-business-loan-ui-run-automated-underwriting","nretail__automatedunderwriting","","n-icon-analyze","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","57151640791244951","","retail-loan-ui-run-automated-underwriting","","","","","","","","Visualforce Page","This productized route is the retail template for the Run Automated Underwriting route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000DJtbEAG","005bn000003k2JdAAI","","Compliance","small-business-loan-ui-compliance","nFORCE__Blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","58121600720341288","","retail-loan-ui-compliance","","","","","","","","Visualforce Page","This productized route is the retail template for the Compliance route. This route includes the Questionnaires route as a subroute. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000CRIzEAO","005bn000003k2JdAAI","","CRA","comm-accel-loan-cra","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","58171615577844688","","comm-accel-loan-cra","","","","","","","","","",""
"a2Ebn000000DJuUEAW","005bn000003k2JdAAI","","Collateral","small-business-loan-online-application-collateral","NPORTAL__Collateral","","","false","NPORTAL__ApplicationNavigation","80.0","","","","","NPORTAL__LoanTopbar","58861666029074207","Let's talk collateral","sbl-secured-collateral","standard-sprite/svg/symbols.svg#person_account","","Select the collateral you would like to add to your loan","","","","","","",""
"a2Ebn000000CROoEAO","005bn000003k2JdAAI","","Reg O","post-approval-reg-o","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","58991619447513710","","post-approval-reg-o","","","","","","","","","",""
"a2Ebn000000CRHkEAO","005bn000003k2JdAAI","","Fees","m-retail-fees","nforce__korelatedtable","","n-icon-fees","false","nforce__navigation","","","a2Gbn000000hcdOEAQ","nforce__sub_navigation","","nforce__topbar","60051560278866600","","m-retail-fees","","","","","","","","","",""
"a2Ebn000000DJtWEAW","005bn000003k2JdAAI","","Collateral","small-business-loan-ui-collateral","nFORCE__Blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","60461640791244952","","retail-loan-ui-collateral","","","","","","","","Visualforce Page","This productized route is the retail template for the Collateral route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000DJuIEAW","005bn000003k2JdAAI","","Reg O","small-business-loan-post-approval-ui-reg-o","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","60671663700624002","","RegO-kyc-m","","","","","","","","","",""
"a2Ebn000000CROyEAO","005bn000003k2JdAAI","","Risk Rating","post-approval-risk-rating","nforce__korelatedtable","","n-icon-risk_grading","false","nforce__navigation","","","a2Gbn000000hcfwEAA","nforce__sub_navigation","","nforce__topbar","61331619447513716","","post-approval-risk-rating","","action_new=m-loan.action-risk-rating-selector-loan","","","","","","","",""
"a2Ebn000000DJugEAG","005bn000003k2JdAAI","","Know Your Business","small-business-loan-online-application-know-your-business","NPORTAL__PortalQuestionnaire","","","false","nPORTAL_ApplicationNavigation","","","","","","nPORTAL__LoanTopbar","61421666029074217","","","","","","","","","","","",""
"a2Ebn000000CRR0EAO","005bn000003k2JdAAI","","Compliance","comm-accel-loan-compliance","llc_bi__hmda_applicants","","n-icon-hmda","false","nforce__navigation","","","a2Gbn000000hch9EAA","nforce__sub_navigation","","nforce__topbar","61811615577844715","","comm-accel-loan-compliance","","","","","","","","","",""
"a2Ebn000000CROnEAO","005bn000003k2JdAAI","","HMDA Eligibility","post-approval-hmda-eligibility","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","62031619447513710","","post-approval-hmda-eligibility","","","","","","","","","",""
"a2Ebn000000CRQ8EAO","005bn000003k2JdAAI","","Team Members","booked-team-members","nforce__ncrelatedlist","","","false","nforce__navigation","","","a2Gbn000000hcgfEAA","nforce__sub_navigation","","nforce__topbar","62061620937670650","","booked-team-members","","readonly=true","","","","","","","",""
"a2Ebn000000CRPGEA4","005bn000003k2JdAAI","","Change Product","action-post-approval-change-product","llc_bi__loanproducts","","n-icon-counter_offer","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","62371619447513726","","action-post-approval-change-product","","","","","","","","","",""
"a2Ebn000000DJu7EAG","005bn000003k2JdAAI","","Collateral","small-business-loan-post-approval-ui-collateral","nFORCE__Blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","63531663700623982","","retail-loan-ui-collateral","","","","","","","","Visualforce Page","This productized route is the retail template for the Collateral route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000DJubEAG","005bn000003k2JdAAI","","Offers","small-business-loan-online-application-offers","NPORTAL__Offers","","","false","NPORTAL__ApplicationNavigation","75.0","","","","","NPORTAL__LoanTopbar","63751666029074213","Offers","secured-retail-loan-online-application-offers","standard-sprite/svg/symbols.svg#orders","","Congratulations, you have offers! The options are sorted by lowest payment at the top.","","","","","Visualforce Page","",""
"a2Ebn000000ECIWEA4","005bn000003k2JdAAI","","Funding Information","deposit-account-origination---baseline-funding-information","LLC_BI:fundingInformation","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","64211701790670172","","funding-information_2023R1","","","","","","","","Lightning Web Component","",""
"a2Ebn000000CRIxEAO","005bn000003k2JdAAI","","Reg W","comm-accel-loan-reg-w","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","64781615577844687","","comm-accel-loan-reg-w","","","","","","","","","",""
"a2Ebn000000CRH4EAO","005bn000003kBWnAAM","","Borrowing Structure","retail-loan-borrowing-structure","llc_bi__multitierinvolvement","","n-icon-relationship","false","nforce__navigation","","","a2Gbn000000hcdDEAQ","nforce__sub_navigation","","nforce__topbar","64831560278763600","","retail-loan-borrowing-structure","","","","","","","","","",""
"a2Ebn000000DJtTEAW","005bn000003k2JdAAI","","Application","small-business-loan-ui-application","nFORCE__Blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","65761640791244949","","retail-loan-ui-application","","","","","","","","Visualforce Page","This productized route is the retail template for the Application route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000CRHbEAO","005bn000003kBWnAAM","","Loan Details","m-retail-loan-details","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hcdKEAQ","nforce__sub_navigation","","nforce__topbar","6591560278866610","","m-retail-loan-details","","","","","","","","","",""
"a2Ebn000000DJu9EAG","005bn000003k2JdAAI","","Underwriting","small-business-loan-post-approval-ui-underwriting","nFORCE__Blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","65991663700623984","","retail-loan-ui-underwriting","","","","","","","","Visualforce Page","This productized route is the retail template for the Underwriting route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000CRIjEAO","005bn000003k2JdAAI","","Credit Memo","action-master-treasury-services-credit-memo","llc_bi__tmo_credit_memo_redirect","","","false","nforce__blank","","","","nforce__blank","","nforce__blank","66241567002571500","","action-master-treasury-services-credit-memo","","","","","","","","","",""
"a2Ebn000000CRQPEA4","005bn000003k2JdAAI","","Covenants","booked-covenants","llc_bi__loancovenantrelatedlist","","n-icon-covenant","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","66271620937670661","","booked-covenants","","","","","","","","","",""
"a2Ebn000000CROqEAO","005bn000003k2JdAAI","","HVCRE","post-approval-hvcre","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","66431619447513712","","post-approval-hvcre","","","","","","","","","",""
"a2Ebn000000CRIvEAO","005bn000003k2JdAAI","","HMDA Eligibility","comm-accel-loan-hmda-eligibility","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","66581615577844685","","comm-accel-loan-hmda-eligibility","","","","","","","","","",""
"a2Ebn000000CRPIEA4","005bn000003k2JdAAI","","Generate Forms","action-post-approval-generate-forms","nforms__newformgenerator","","n-icon-generate","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__Topbar","67191619447513727","","action-post-approval-generate-forms","","","","","","","","","",""
"a2Ebn000000CRH5EAO","005bn000003kBWnAAM","","Collateral","retail-loan-collateral","llc_bi__collateral_2_management","","n-icon-collateral","false","nforce__navigation","","","a2Gbn000000hcd3EAA","nforce__sub_navigation","","nforce__topbar","6723452652345","","retail-loan-collateral","","","","","","","","","",""
"a2Ebn000000CRIaEAO","005bn000003k2JdAAI","","New Limit/Sub/Takedown","action-add-takedown-m","llc_bi__LoanFacilityCreation","","n-icon-copy_loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","67456754675647","","action-add-takedown-m","","complex=1","","","","","","","",""
"a2Ebn000000DJtaEAG","005bn000003k2JdAAI","","Offers","small-business-loan-ui-offers","llc_bi__offers","","","false","nFORCE__navigation","","","","nretail__blank","","nforce__topbar","67651640791244957","","retail-loan-ui-offers","","","","","","","","Visualforce Page","This productized route is the retail template for the Offers route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000ECGIEA4","005bn000003k2JdAAI","","Personal Info","personal-info-biz-co-owner","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2Gbn000000mZAKEA2","","","NPORTAL__LoanTopbar","68951598553323807","Tell us about you","personal-info-biz-co-owner","utility-sprite/svg/symbols.svg#identity","","","","","","","Visualforce Page","",""
"a2Ebn000000CRPXEA4","005bn000003k2JdAAI","","Budget Administration","post-approval-budget-administration2","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","70291619447513737","","post-approval-budget-administration2","","","","","","","","","",""
"a2Ebn000000CRHfEAO","005bn000003kBWnAAM","","Underwriting","m-retail-underwriting","nretail__underwriting","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hcdNEAQ","nforce__sub_navigation","","nforce__topbar","70521560278866600","","m-retail-underwriting","","","","","","","","","",""
"a2Ebn000000DJtFEAW","005bn000003k2JdAAI","","Underwriting Summary","small-business-loan-ui-underwriting-summary","nretail__underwriting","","n-icon-loan","false","nFORCE__navigation","","","a2Gbn000000kG3SEAU","nFORCE__sub_navigation","","nretail__summaryheadertopbar","70841640791244936","","retail-loan-ui-underwriting-summary","","incomeFieldSet=LLC_BI__Income_Schedule","","","","","","Visualforce Page","This productized route is the retail template for the Underwriting Summary route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000ECIREA4","005bn000003k2JdAAI","","Account Structure & Roles - Read Only","deposit-account-origination---baseline-account-structure---roles---read-only","llc_bi__multitierinvolvement","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","71021701790670165","","pc-account-structure-and-roles-read-only","","isReadOnly=true","","","","","","Visualforce Page","",""
"a2Ebn000000CRQTEA4","005bn000003k2JdAAI","","Borrowing Structure","booked-borrowing-structure","nforce__ncrelatedlist","","n-icon-relationship","false","nforce__navigation","","","a2Gbn000000hcguEAA","nforce__sub_navigation","","nforce__topbar","71241620937670664","","booked-borrowing-structure","","readonly=true","","","","","","","",""
"a2Ebn000000CRQjEAO","005bn000003k2JdAAI","","Rate & Payment Structure","booked-rate---payment-structure","nforce__ncrelatedlist","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hch3EAA","nforce__sub_navigation","","nforce__topbar","71261620937670673","","booked-rate---payment-structure","","readonly=true","","","","","","","",""
"a2Ebn000000DJu8EAG","005bn000003k2JdAAI","","JD Power","small-business-loan-post-approval-ui-vehicle-valuation","LLC_BI__Vehicle_Valuation","","n-icon-collateral","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","71281663700623983","","vehicle-valuation","","","","","","","","Visualforce Page","This productized route is the retail template for the NADA route. After an org runs the NADA plug-in, the NADA route’s functionality activates.",""
"a2Ebn000000CRHZEA4","005bn000003k2JdAAI","","Fees Summary","m-retail-fees-summary","nforce__ncdatagrid","","","false","nforce__navigation","","","a2Gbn000000hcdJEAQ","nforce__sub_navigation","","nforce__topbar","7141560278866610","","m-retail-fees-summary","","","","","","","","","",""
"a2Ebn000000DJtSEAW","005bn000003k2JdAAI","","Generate Forms","action-small-business-loan-ui-generate-forms","nforms__newformgenerator","","n-icon-generate","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__Topbar","71561640791244948","","action-form-gen-m","","","","","","","","","",""
"a2Ebn000000DJuMEAW","005bn000003k2JdAAI","","Loan Compliance","small-business-loan-post-approval-ui-loan-compliance","nforce__ncrelatedlist","","n-icon-hmda","false","nforce__navigation","","","a2Gbn000000kG3cEAE","nforce__sub_navigation","","nforce__topbar","72461663700624005","","hmda-loan-compliance-2018","","","","","","","","","",""
"a2Ebn000000CRPMEA4","005bn000003k2JdAAI","","CRA Reporting","post-approval-cra-reporting","llc_bi__cra_reporting","","n-icon-treasury_management","false","nforce__navigation","","","a2Gbn000000hcgHEAQ","nforce__sub_navigation","","nforce__topbar","72801619447513730","","post-approval-cra-reporting","","","","","","","","","",""
"a2Ebn000000CRHWEA4","005bn000003k2JdAAI","","Submit For Approval","action-m-retail-submit-for-approval","llc_bi__loan_approval","","n-icon-submit","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","72871560278866600","","action-m-retail-submit-for-approval","","","","","","","","","",""
"a2Ebn000000CRQ3EAO","005bn000003k2JdAAI","","Change Memo","action-booked-change-memo","nforce__ncrelatedlist","","n-icon-memo","false","nforce__navigation","","","a2Gbn000000hcgcEAA","nforce__sub_navigation","","nforce__topbar","73071620937670648","","action-booked-change-memo","","","","","","","","","",""
"a2Ebn000000DJu5EAG","005bn000003k2JdAAI","","Generate Forms","action-small-business-loan-post-approval-ui-generate-forms","nforms__newformgenerator","","n-icon-generate","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__Topbar","73081663700623978","","action-form-gen-m","","","","","","","","","",""
"a2Ebn000000DJtdEAG","005bn000003k2JdAAI","","Adverse Action","small-business-loan-ui-adverse-action","llc_bi__adverseaction","","n-icon-reject","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","73131640791244962","","next-step-adverse-action","","","","","","","","Visualforce Page","",""
"a2Ebn000000CRQ6EAO","005bn000003k2JdAAI","","Fees Summary","booked-fees-summary","nforce__ncdatagrid","","","false","nforce__navigation","","","a2Gbn000000hcgdEAA","nforce__sub_navigation","","nforce__topbar","73301620937670649","","booked-fees-summary","","","","","","","","","",""
"a2Ebn000000CRHyEAO","005bn000003k2JdAAI","","New Loan Product","master-relationship-new-loan-product","LLC_BI__NewProduct","","n-icon-loan","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__topbar","73421562008946500","","master-relationship-new-loan-product","","","","","","","","","",""
"a2Ebn000000CRP4EAO","005bn000003k2JdAAI","","Auto-Decision Detail","post-approval-auto-decision-detail","llc_bi__loanautodecisionscorecarddetail","","n-icon-analyze","false","nforce__navigation","","","","nforce__blank","","nforce__topbar","73521619447513719","","post-approval-auto-decision-detail","","","","","","","","","",""
"a2Ebn000000CRPaEAO","005bn000003k2JdAAI","","Draws & Disbursements","post-approval-draws---disbursements","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","73691619447513739","","post-approval-draws---disbursements","","","","","","","","","",""
"a2Ebn000000CRPnEAO","005bn000003k2JdAAI","","Collateral","booked-collateral","nforce__blank","","n-icon-collateral","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","73971620937670638","","booked-collateral","","","","","","","","","",""
