"Id","IsDeleted","Name","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","AutorabitExtId__c"
"a1UWE000009JuI12AK","false","CLA-BD-0001179","a1WWE000004pbOF2AY","0.0","","Roof Structure (Trusses, Sheeting, Labor)","","18.0","","","","","a23bn000001w0SfAAI","0.0","0.0","","0.0",""
"a1UWE000009JuI22AK","false","CLA-BD-0001180","a1WWE000004pbOF2AY","0.0","","Roofing","","19.0","","","","","a23bn000001w0SgAAI","0.0","0.0","","0.0",""
"a1UWE000009JuI32AK","false","CLA-BD-0001181","a1WWE000004pbOF2AY","0.0","","Lights - LED","","20.0","","","","","a23bn000001w0ShAAI","0.0","0.0","","0.0",""
"a1UWE000009JuI42AK","false","CLA-BD-0001182","a1WWE000004pbOF2AY","0.0","","Electrical and Low Voltage","","1.0","","","","","a23bn000001w0SiAAI","0.0","0.0","","0.0",""
"a1UWE000009JuI52AK","false","CLA-BD-0001183","a1WWE000004pbOF2AY","0.0","","Mechanical","","2.0","","","","","a23bn000001w0SjAAI","0.0","0.0","","0.0",""
"a1UWE000009JuI62AK","false","CLA-BD-0001184","a1WWE000004pbOF2AY","0.0","","Plumbing","","3.0","","","","","a23bn000001w0SkAAI","0.0","0.0","","0.0",""
"a1UWE000009JuI72AK","false","CLA-BD-0001185","a1WWE000004pbOF2AY","0.0","","Painting (Interior and Exterior)","","4.0","","","","","a23bn000001w0SlAAI","0.0","0.0","","0.0",""
"a1UWE000009JuI82AK","false","CLA-BD-0001186","a1WWE000004pbOF2AY","0.0","","Flooring","","5.0","","","","","a23bn000001w0SmAAI","0.0","0.0","","0.0",""
"a1UWE000009JuI92AK","false","CLA-BD-0001187","a1WWE000004pbOF2AY","0.0","","Ceiling","","6.0","","","","","a23bn000001w0SnAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIA2A0","false","CLA-BD-0001188","a1WWE000004pbOF2AY","0.0","","Drywall and Framing","","7.0","","","","","a23bn000001w0SoAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIB2A0","false","CLA-BD-0001189","a1WWE000004pbOF2AY","0.0","","Doors & Hardware (SC w/ Metal Frame)","","8.0","","","","","a23bn000001w0SpAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIC2A0","false","CLA-BD-0001190","a1WWE000004pbOG2AY","0.0","","Corporate Decor Package Installation","","93.0","","","","","a23bn000001w0SqAAI","0.0","0.0","","0.0",""
"a1UWE000009JuID2A0","false","CLA-BD-0001191","a1WWE000004pbOF2AY","0.0","","Demo","","9.0","","","","","a23bn000001w0SrAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIE2A0","false","CLA-BD-0001192","a1WWE000004pbOF2AY","0.0","","CMU - Stucco","","11.0","","","","","a23bn000001w0SsAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIF2A0","false","CLA-BD-0001193","a1WWE000004pbOG2AY","0.0","","Cabinets / Millwork","","88.0","","","","","a23bn000001w0StAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIG2A0","false","CLA-BD-0001194","a1WWE000004pbOG2AY","0.0","","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","","","a23bn000001w0SuAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIH2A0","false","CLA-BD-0001195","a1WWE000004pbOG2AY","0.0","","Lighting Fixtures","","85.0","","","","","a23bn000001w0SvAAI","0.0","0.0","","0.0",""
"a1UWE000009JuII2A0","false","CLA-BD-0001196","a1WWE000004pbOG2AY","0.0","","100 ft secondary service","","84.0","","","","","a23bn000001w0SwAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIJ2A0","false","CLA-BD-0001197","a1WWE000004pbOG2AY","0.0","","Fire Extinguishers","","87.0","","","","","a23bn000001w0SxAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIK2A0","false","CLA-BD-0001198","a1WWE000004pbOG2AY","0.0","","Caulking","","91.0","","","","","a23bn000001w0SyAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIL2A0","false","CLA-BD-0001199","a1WWE000004pbOG2AY","0.0","","Toilet Partitions","","89.0","","","","","a23bn000001w0SzAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIM2A0","false","CLA-BD-0001200","a1WWE000004pbOG2AY","0.0","","Roofing","","59.0","","","","","a23bn000001w0T0AAI","0.0","0.0","","0.0",""
"a1UWE000009JuIN2A0","false","CLA-BD-0001201","a1WWE000004pbOG2AY","0.0","","Finish Carpentry Labor","","60.0","","","","","a23bn000001w0T1AAI","0.0","0.0","","0.0",""
"a1UWE000009JuIO2A0","false","CLA-BD-0001202","a1WWE000004pbOG2AY","0.0","","Rough Carpentry Labor","","61.0","","","","","a23bn000001w0T2AAI","0.0","0.0","","0.0",""
"a1UWE000009JuIP2A0","false","CLA-BD-0001203","a1WWE000004pbOG2AY","0.0","","Rough Carpentry Material","","62.0","","","","","a23bn000001w0T3AAI","0.0","0.0","","0.0",""
"a1UWE000009JuIQ2A0","false","CLA-BD-0001204","a1WWE000004pbOG2AY","0.0","","Sheet Metal","","63.0","","","","","a23bn000001w0T4AAI","0.0","0.0","","0.0",""
"a1UWE000009JuIR2A0","false","CLA-BD-0001205","a1WWE000004pbOG2AY","0.0","","Insulation","","64.0","","","","","a23bn000001w0T5AAI","0.0","0.0","","0.0",""
"a1UWE000009JuIS2A0","false","CLA-BD-0001206","a1WWE000004pbOG2AY","0.0","","Glass & Glazing","","65.0","","","","","a23bn000001w0T6AAI","0.0","0.0","","0.0",""
"a1UWE000009JuIT2A0","false","CLA-BD-0001207","a1WWE000004pbOG2AY","0.0","","Drywall & Metal Studs","","66.0","","","","","a23bn000001w0T7AAI","0.0","0.0","","0.0",""
"a1UWE000009JuIU2A0","false","CLA-BD-0001208","a1WWE000004pbOG2AY","0.0","","Acoustic Tile","","67.0","","","","","a23bn000001w0T8AAI","0.0","0.0","","0.0",""
"a1UWE000009JuIV2A0","false","CLA-BD-0001209","a1WWE000004pbOG2AY","0.0","","Painting","","68.0","","","","","a23bn000001w0T9AAI","0.0","0.0","","0.0",""
"a1UWE000009JuIW2A0","false","CLA-BD-0001210","a1WWE000004pbOG2AY","0.0","","Ceramic tile","","69.0","","","","","a23bn000001w0TAAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIX2A0","false","CLA-BD-0001211","a1WWE000004pbOG2AY","0.0","","EIFS / Lath & Plaster","","70.0","","","","","a23bn000001w0TBAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIY2A0","false","CLA-BD-0001212","a1WWE000004pbOG2AY","0.0","","Misc. S.S.","","71.0","","","","","a23bn000001w0TCAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIZ2A0","false","CLA-BD-0001213","a1WWE000004pbOG2AY","0.0","","Toilet accessories","","72.0","","","","","a23bn000001w0TDAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIa2AK","false","CLA-BD-0001214","a1WWE000004pbOG2AY","0.0","","GC Installed Items","","73.0","","","","","a23bn000001w0TEAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIb2AK","false","CLA-BD-0001215","a1WWE000004pbOG2AY","0.0","","H.V.A.C. System","","74.0","","","","","a23bn000001w0TFAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIc2AK","false","CLA-BD-0001216","a1WWE000004pbOG2AY","0.0","","TABC - Air Balance (Required)","","75.0","","","","","a23bn000001w0TGAAY","0.0","0.0","","0.0",""
"a1UWE000009JuId2AK","false","CLA-BD-0001217","a1WWE000004pbOG2AY","0.0","","Plumbing","","76.0","","","","","a23bn000001w0THAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIe2AK","false","CLA-BD-0001218","a1WWE000004pbOG2AY","0.0","","Fire Sprinkler (if required)","","77.0","","","","","a23bn000001w0TIAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIf2AK","false","CLA-BD-0001219","a1WWE000004pbOG2AY","0.0","","Metal Fab","","78.0","","","","","a23bn000001w0TJAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIg2AK","false","CLA-BD-0001220","a1WWE000004pbOG2AY","0.0","","Cedar brackets","","79.0","","","","","a23bn000001w0TKAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIh2AK","false","CLA-BD-0001221","a1WWE000004pbOG2AY","0.0","","Termite Treat","","80.0","","","","","a23bn000001w0TLAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIi2AK","false","CLA-BD-0001222","a1WWE000004pbOG2AY","0.0","","Electrical Labor","","81.0","","","","","a23bn000001w0TMAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIj2AK","false","CLA-BD-0001223","a1WWE000004pbOG2AY","0.0","","Electrical Material","","82.0","","","","","a23bn000001w0TNAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIk2AK","false","CLA-BD-0001224","a1WWE000004pbOG2AY","0.0","","Power Management System","","83.0","","","","","a23bn000001w0TOAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIl2AK","false","CLA-BD-0001225","a1WWE000004pbOG2AY","0.0","","F.R.P. and marlite","","86.0","","","","","a23bn000001w0TPAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIm2AK","false","CLA-BD-0001226","a1WWE000004pbOG2AY","0.0","","Gas to Property Line","","1.0","","","","","a23bn000001w0TQAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIn2AK","false","CLA-BD-0001227","a1WWE000004pbOG2AY","0.0","","Water to Property line","","2.0","","","","","a23bn000001w0TRAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIo2AK","false","CLA-BD-0001228","a1WWE000004pbOG2AY","0.0","","Sewer to Property Line","","3.0","","","","","a23bn000001w0TSAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIp2AK","false","CLA-BD-0001229","a1WWE000004pbOG2AY","0.0","","New electric service","","4.0","","","","","a23bn000001w0TTAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIq2AK","false","CLA-BD-0001230","a1WWE000004pbOG2AY","0.0","","Power pole - new or relocate","","5.0","","","","","a23bn000001w0TUAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIr2AK","false","CLA-BD-0001231","a1WWE000004pbOG2AY","0.0","","Street light - new or relocate","","6.0","","","","","a23bn000001w0TVAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIs2AK","false","CLA-BD-0001232","a1WWE000004pbOG2AY","0.0","","Telephone Pole","","7.0","","","","","a23bn000001w0TWAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIt2AK","false","CLA-BD-0001233","a1WWE000004pbOG2AY","0.0","","Off site fire hydrant","","8.0","","","","","a23bn000001w0TXAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIu2AK","false","CLA-BD-0001234","a1WWE000004pbOG2AY","0.0","","Traffic signals - new or relocate","","9.0","","","","","a23bn000001w0TYAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIv2AK","false","CLA-BD-0001235","a1WWE000004pbOG2AY","0.0","","Offsite Demolition","","10.0","","","","","a23bn000001w0TZAAY","0.0","0.0","","0.0",""
"a1UWE000009JuIw2AK","false","CLA-BD-0001236","a1WWE000004pbOG2AY","0.0","","New Curb & Gutter","","11.0","","","","","a23bn000001w0TaAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIx2AK","false","CLA-BD-0001237","a1WWE000004pbOG2AY","0.0","","New sidewalk","","12.0","","","","","a23bn000001w0TbAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIy2AK","false","CLA-BD-0001238","a1WWE000004pbOG2AY","0.0","","New approaches","","13.0","","","","","a23bn000001w0TcAAI","0.0","0.0","","0.0",""
"a1UWE000009JuIz2AK","false","CLA-BD-0001239","a1WWE000004pbOG2AY","0.0","","Street paving and markings","","14.0","","","","","a23bn000001w0TdAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJ02AK","false","CLA-BD-0001240","a1WWE000004pbOG2AY","0.0","","Temp sidewalk","","15.0","","","","","a23bn000001w0TeAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJ12AK","false","CLA-BD-0001241","a1WWE000004pbOG2AY","0.0","","Storm Drain","","16.0","","","","","a23bn000001w0TfAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJ22AK","false","CLA-BD-0001242","a1WWE000004pbOG2AY","0.0","","Relocate Transformer","","17.0","","","","","a23bn000001w0TgAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJ32AK","false","CLA-BD-0001243","a1WWE000004pbOG2AY","0.0","","Survey","","18.0","","","","","a23bn000001w0ThAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJ42AK","false","CLA-BD-0001244","a1WWE000004pbOG2AY","0.0","","Soils","","20.0","","","","","a23bn000001w0TiAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJ52AK","false","CLA-BD-0001245","a1WWE000004pbOG2AY","0.0","","Grade fill / cut","","21.0","","","","","a23bn000001w0TjAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJ62AK","false","CLA-BD-0001246","a1WWE000004pbOG2AY","0.0","","Site Demolition","","22.0","","","","","a23bn000001w0TkAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJ72AK","false","CLA-BD-0001247","a1WWE000004pbOG2AY","0.0","","Retaining wall","","23.0","","","","","a23bn000001w0TlAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJ82AK","false","CLA-BD-0001248","a1WWE000004pbOG2AY","0.0","","Trash Enclosure","","24.0","","","","","a23bn000001w0TmAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJ92AK","false","CLA-BD-0001249","a1WWE000004pbOG2AY","0.0","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","","","a23bn000001w0TnAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJA2A0","false","CLA-BD-0001250","a1WWE000004pbOG2AY","0.0","","Storm Drain","","26.0","","","","","a23bn000001w0ToAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJB2A0","false","CLA-BD-0001251","a1WWE000004pbOG2AY","0.0","","Concrete Sidewalks","","27.0","","","","","a23bn000001w0TpAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJC2A0","false","CLA-BD-0001252","a1WWE000004pbOG2AY","0.0","","Concrete light bases","","28.0","","","","","a23bn000001w0TqAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJD2A0","false","CLA-BD-0001253","a1WWE000004pbOG2AY","0.0","","Electrical site work/labor","","29.0","","","","","a23bn000001w0TrAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJE2A0","false","CLA-BD-0001254","a1WWE000004pbOG2AY","0.0","","Site Lighting Material","","30.0","","","","","a23bn000001w0TsAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJF2A0","false","CLA-BD-0001255","a1WWE000004pbOG2AY","0.0","","Monument sign base construction Lang to verify if applicable","","31.0","","","","","a23bn000001w0TtAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJG2A0","false","CLA-BD-0001256","a1WWE000004pbOG2AY","0.0","","Plumbing sit work","","32.0","","","","","a23bn000001w0TuAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJH2A0","false","CLA-BD-0001257","a1WWE000004pbOG2AY","0.0","","Telephone Underground","","33.0","","","","","a23bn000001w0TvAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJI2A0","false","CLA-BD-0001258","a1WWE000004pbOG2AY","0.0","","Concrete paving","","34.0","","","","","a23bn000001w0TwAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJJ2A0","false","CLA-BD-0001259","a1WWE000004pbOG2AY","0.0","","Asphalt paving & striping","","35.0","","","","","a23bn000001w0TxAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJK2A0","false","CLA-BD-0001260","a1WWE000004pbOG2AY","0.0","","Landscaping w/ Irrigation (Required)","","36.0","","","","","a23bn000001w0TyAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJL2A0","false","CLA-BD-0001261","a1WWE000004pbOG2AY","0.0","","Bollard w/ Covers","","37.0","","","","","a23bn000001w0TzAAI","0.0","0.0","","0.0",""
"a1UWE000009JuJM2A0","false","CLA-BD-0001262","a1WWE000004pbOG2AY","0.0","","Fire Sprinkler Service","","38.0","","","","","a23bn000001w0U0AAI","0.0","0.0","","0.0",""
"a1UWE000009JuJN2A0","false","CLA-BD-0001263","a1WWE000004pbOG2AY","0.0","","Erosion & Dust Control","","39.0","","","","","a23bn000001w0U1AAI","0.0","0.0","","0.0",""
"a1UWE000009JuJO2A0","false","CLA-BD-0001264","a1WWE000004pbOG2AY","0.0","","Fire Hydrant","","40.0","","","","","a23bn000001w0U2AAI","0.0","0.0","","0.0",""
"a1UWE000009JuJP2A0","false","CLA-BD-0001265","a1WWE000004pbOG2AY","0.0","","Dumpster Approach","","41.0","","","","","a23bn000001w0U3AAI","0.0","0.0","","0.0",""
"a1UWE000009JuJQ2A0","false","CLA-BD-0001266","a1WWE000004pbOG2AY","0.0","","Wheel stops","","42.0","","","","","a23bn000001w0U4AAI","0.0","0.0","","0.0",""
"a1UWE000009JuJR2A0","false","CLA-BD-0001267","a1WWE000004pbOG2AY","0.0","","Preasure Washing","","43.0","","","","","a23bn000001w0U5AAI","0.0","0.0","","0.0",""
"a1UWE000009JuJS2A0","false","CLA-BD-0001268","a1WWE000004pbOG2AY","0.0","","Service Yard Conc/CMU","","44.0","","","","","a23bn000001w0U6AAI","0.0","0.0","","0.0",""
"a1UWE000009JuJT2A0","false","CLA-BD-0001269","a1WWE000004pbOG2AY","0.0","","Barricades/Signs","","45.0","","","","","a23bn000001w0U7AAI","0.0","0.0","","0.0",""
"a1UWE000009JuJU2A0","false","CLA-BD-0001270","a1WWE000004pbOG2AY","0.0","","Signage","","46.0","","","","","a23bn000001w0U8AAI","0.0","0.0","","0.0",""
"a1UWE000009JuJV2A0","false","CLA-BD-0001271","a1WWE000004pbOG2AY","0.0","","Misc.","","47.0","","","","","a23bn000001w0U9AAI","0.0","0.0","","0.0",""
"a1UWE000009JuJW2A0","false","CLA-BD-0001272","a1WWE000004pbOG2AY","0.0","","Building Demolition","","48.0","","","","","a23bn000001w0UAAAY","0.0","0.0","","0.0",""
"a1UWE000009JuJX2A0","false","CLA-BD-0001273","a1WWE000004pbOG2AY","0.0","","Building Concrete Material","","49.0","","","","","a23bn000001w0UBAAY","0.0","0.0","","0.0",""
"a1UWE000009JuJY2A0","false","CLA-BD-0001274","a1WWE000004pbOG2AY","0.0","","Building Concrete Labor","","50.0","","","","","a23bn000001w0UCAAY","0.0","0.0","","0.0",""
"a1UWE000009JuJZ2A0","false","CLA-BD-0001275","a1WWE000004pbOG2AY","0.0","","Concrete Foundation( Include building slab)","","51.0","","","","","a23bn000001w0UDAAY","0.0","0.0","","0.0",""
"a1UWE000009JuJa2AK","false","CLA-BD-0001276","a1WWE000004pbOG2AY","0.0","","Masonry/Building","","52.0","","","","","a23bn000001w0UEAAY","0.0","0.0","","0.0",""
"a1UWE000009JuJb2AK","false","CLA-BD-0001277","a1WWE000004pbOG2AY","0.0","","Structural Steel","","53.0","","","","","a23bn000001w0UFAAY","0.0","0.0","","0.0",""
"a1UWE000009JuJc2AK","false","CLA-BD-0001278","a1WWE000004pbOG2AY","0.0","","Finish Lumber & Doors","","54.0","","","","","a23bn000001w0UGAAY","0.0","0.0","","0.0",""
"a1UWE000009JuJd2AK","false","CLA-BD-0001279","a1WWE000004pbOG2AY","0.0","","Metal Doors & Frames","","55.0","","","","","a23bn000001w0UHAAY","0.0","0.0","","0.0",""
"a1UWE000009JuJe2AK","false","CLA-BD-0001280","a1WWE000004pbOG2AY","0.0","","Wood Doors","","56.0","","","","","a23bn000001w0UIAAY","0.0","0.0","","0.0",""
"a1UWE000009JuJf2AK","false","CLA-BD-0001281","a1WWE000004pbOG2AY","0.0","","Finish Hardware","","57.0","","","","","a23bn000001w0UJAAY","0.0","0.0","","0.0",""
"a1UWE000009JuJg2AK","false","CLA-BD-0001282","a1WWE000004pbOG2AY","0.0","","Framing Labor","","58.0","","","","","a23bn000001w0UKAAY","0.0","0.0","","0.0",""
"a1UWE000009JuJh2AK","false","CLA-BD-0001283","a1WWE000004pbOG2AY","0.0","","Misc.","","92.0","","","","","a23bn000001w0ULAAY","0.0","0.0","","0.0",""
