"Id","OwnerId","IsDeleted","Name","LLC_BI__Commercial__c","LLC_BI__External_Product_Name__c","LLC_BI__Line_Of_Credit__c","LLC_BI__Purpose_Code__c","LLC_BI__Secured__c","LLC_BI__Create_Applications__c","LLC_BI__Exclude_From_Exposure__c","LLC_BI__Exclude_From_LoanProducts__c","LLC_BI__Is_Automated_Clearing_House_Service__c","LLC_BI__Is_Binding__c","LLC_BI__Is_Bought__c","LLC_BI__Is_Bundle__c","LLC_BI__Is_Cash_Service__c","LLC_BI__Is_Commercial__c","LLC_BI__Is_Current_Takedown__c","LLC_BI__Is_Depository_Service__c","LLC_BI__Is_Disbursement_Service__c","LLC_BI__Is_ELOC__c","LLC_BI__Is_Guidance__c","LLC_BI__Is_Letter_of_Credit__c","LLC_BI__Is_Limit__c","LLC_BI__Is_Lockbox_Service__c","LLC_BI__Is_Main__c","LLC_BI__Is_Miscellaneous_Service__c","LLC_BI__Is_Non_Revolving__c","LLC_BI__Is_Online_Banking_Service__c","LLC_BI__Is_Reconciliation_Service__c","LLC_BI__Is_Regular_Future__c","LLC_BI__Is_Regular__c","LLC_BI__Is_Remote_Deposit_Capture_Service__c","LLC_BI__Is_Reporting_Service__c","LLC_BI__Is_Revolving__c","LLC_BI__Is_Standby__c","LLC_BI__Is_Sublimit__c","LLC_BI__Is_Sweep_Service__c","LLC_BI__Is_Syndication_Agent__c","LLC_BI__Is_Syndication_Member__c","LLC_BI__Is_Term_Loan__c","LLC_BI__Is_Wire_Service__c","LLC_BI__Is_Zero_Balance_Account_Service__c","LLC_BI__lookupKey__c","LLC_BI__CD_Term__c","LLC_BI__Compounding_Frequency__c","LLC_BI__IRA_Plan_Fee_Type__c","LLC_BI__IRA_Plan_Fee__c","LLC_BI__Index_Name__c","LLC_BI__Initial_Interest_Rate_Type__c","LLC_BI__Initial_Interest_Rate__c","LLC_BI__Initial_Rate_Indicator__c","LLC_BI__Initial_Rate_Margin__c","LLC_BI__Initial_Rate_Period_Number__c","LLC_BI__Initial_Rate_Period_Type__c","LLC_BI__Interest_Rate_Margin_Indicator__c","LLC_BI__Interest_Rate_Margin_Percent__c","LLC_BI__Interest_Rate_Type__c","LLC_BI__Interest_Rate__c","LLC_BI__Interest_Withdrawal_Required__c","LLC_BI__Is_Budget_Item__c","LLC_BI__Maximum_Balance_Tiered_Account__c","LLC_BI__Minimum_Balance_Tiered_Account__c","LLC_BI__Minimum_Rate__c","LLC_BI__Notice_Account_Maturity_Type__c","LLC_BI__Periodic_Change_Limit_Indicator__c","LLC_BI__Periods_Between_Rate_Changes__c","LLC_BI__Permanent_Rate_Effective_Date__c","LLC_BI__Rate_Change_Percent__c","LLC_BI__Rate_Change_Period_Type__c","LLC_BI__Rate_Change_Period__c","LLC_BI__Rate_Maximum_Indicator__c","LLC_BI__Rate_Maximum__c","LLC_BI__Rate_Minimum_Indicator__c","LLC_BI__Rate_Type__c","LLC_BI__Renewal_Interest_Rate_Type__c","LLC_BI__Renewal_Interest_Rate__c","LLC_BI__Step_Interest_Rate__c","LLC_BI__Step_Rate_Period_Type__c","LLC_BI__Step_Rate_Period__c","LLC_BI__Tiered_Interest_Rate__c","LLC_BI__Tiered_Margin_Percent__c","LLC_BI__Construction_Note_Type__c","LLC_BI__Is_Construction__c","LLC_BI__Is_Demand_Note__c","LLC_BI__Is_Floor_Plan__c","LLC_BI__Note_Advance_Type__c","LLC_BI__Subline_Type__c","LLC_BI__Crediting_Frequency_Type__c","LLC_BI__Final_Payment_Amount__c","LLC_BI__Includes_Withdrawal_Notice_Requirements__c","LLC_BI__Is_Debit_Card__c","LLC_BI__Minimum_Payment__c","LLC_BI__New_Payment__c","LLC_BI__Other_Compounding_Frequency_Time_Period__c","LLC_BI__Other_Crediting_Frequency__c","LLC_BI__Payment_Begin_Adjustment__c","LLC_BI__Payment_Type__c","LLC_BI__Payments_Per_Year__c","Is_Consumer__c","Is_SBA__c","LLC_BI__Allow_Participation__c","LLC_BI__Allow_Syndication__c","LLC_BI__Balloon_Product_Structure__c","LLC_BI__Balloon__c","LLC_BI__Checking_Withdrawal_Notice__c","LLC_BI__Dependent_Structures__c","LLC_BI__Exposure_Filter__c","LLC_BI__Interest_Accrual_Method__c","LLC_BI__Annual_Rate_Increase__c","LLC_BI__First_Rate_Increase__c","LLC_BI__Is_Lease__c","LLC_BI__Maximum_Rate_Increase__c","LLC_BI__New_Loan_Additional_Fields__c","LLC_BI__Stair_Step_Down__c","LLC_BI__Set_Contingent_Percent_to_100__c","LLC_BI__Cost_Of_Equity_Kd__c","LLC_BI__Monthly_Interest_Rate_Field__c","LLC_BI__Payment_Calculation_Basis__c","LLC_BI__Payment_Calculation_Percent__c","LLC_BI__Product_Term_Type__c","LLC_BI__Term_Step__c","LLC_BI__Financed_Fee_Calculations__c","LLC_BI__Home_Lending_Compliance_Calculations__c","LLC_BI__Is_Subject_To_TRID_Tolerances__c","LLC_BI__Matrix_Calculation_Method__c","LLC_BI__Use_Teaser_Rate__c","LLC_BI__Cost_Of_Equity_Ke__c","LLC_BI__Effect_of_Rate_Change_Type__c","LLC_BI__Reg_Capital_Allocation_CET__c","LLC_BI__Reg_Capital_Allocation_nonCET__c","LLC_BI__Unused_CreditConversionFactor__c","LLC_BI__Used_CreditConversionFactor__c","LLC_BI__Prepaid_Interest_Accrual_Code__c","LLC_BI__Pricing_Support_Status__c","LLC_BI__Capitalize_Interest__c","LLC_BI__Annual_Operating_Cost__c","LLC_BI__Average_Term__c","LLC_BI__Collect_Odd_Days_Interest__c","LLC_BI__Cost_of_Deposit_Capital__c","LLC_BI__Deposit_FTP__c","LLC_BI__Deposit_Reserve_Rate__c","LLC_BI__Deposit_Tax_Rate__c","LLC_BI__Is_Rate_Sheet_Pricing__c","LLC_BI__Rate_Ceiling__c","LLC_BI__Rate_Floor__c","LLC_BI__Allow_Negative_Odd_Days__c","LLC_BI__Odd_Days_Anchor_Date_Method__c","SCALC__Calculation_Method__c","LLC_BI__APR_Method__c","LLC_BI__Cost_Per_Day__c","LLC_BI__Credit_Protection_Cost_Code__c","LLC_BI__Is_Joint_Credit_Protection_Coverage__c","LLC_BI__Prepayment_Penalty_Applicable__c","LLC_BI__Projected_Draw_Schedule_Enabled__c","LLC_BI__DF1071_Credit_Product__c","LLC_BI__Is_Credit_Protection_Eligible__c","cm_Is_Credit_Card__c","cm_Allow_Deposit_Rate_Overrides__c","cm_HMDA_Reportable_Product__c"
"a0nbn0000034pzLAAQ","005bn000003k2JdAAI","false","Product_Feature-00202","false","a0ubn000004dcyCAAQ","false","","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42584577694807172","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","true","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn000003YMF0AAO","005bn000003k2JdAAI","false","Product_Feature-00218","false","","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","42584858456964805","6","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","Month(s)","","Manual Calculation","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn0000034pzEAAQ","005bn000003k2JdAAI","false","Product_Feature-00190","false","","false","","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","42591500061276126","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","true","","","","","","","","","false","","","","","","","","","false","false","false","","false","false","false",""
"a0nbn000003YMFJAA4","005bn000003k2JdAAI","false","Product_Feature-00237","false","","true","","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","42614491522538113","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","1.0","PayInt","12.0","true","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Add to Loan Amount","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false","Never"
"a0nbn000003YMF4AAO","005bn000003k2JdAAI","false","Product_Feature-00222","false","","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","42622347446575332","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn000003YMFIAA4","005bn000003k2JdAAI","false","Product_Feature-00236","false","","false","","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42665504108166785","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","1.0","CalcPmt","12.0","true","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Add to Loan Amount","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false","Never"
"a0nbn000003YMFGAA4","005bn000003k2JdAAI","false","Product_Feature-00234","false","","false","","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42670030734264417","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","1.0","CalcPmt","12.0","true","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Add to Loan Amount","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false","Never"
"a0nbn000003YMEzAAO","005bn000003k2JdAAI","false","Product_Feature-00217","false","","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","42676334568705565","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn000003YMFEAA4","005bn000003k2JdAAI","false","Product_Feature-00232","false","","false","","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42708004220621402","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","1.0","CalcPmt","12.0","true","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Add to Loan Amount","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false","Never"
"a0nbn000003Jb3mAAC","005bn000003k2JdAAI","false","Product_Feature-00215","false","","false","30","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","42723883565172652","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","Revolving Advances","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn000003YMFAAA4","005bn000003k2JdAAI","false","Product_Feature-00228","false","","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","42734426016870204","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn000003YMFOAA4","005bn000003k2JdAAI","false","Product_Feature-00242","false","","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","42738003860845176","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn000003YMF2AAO","005bn000003k2JdAAI","false","Product_Feature-00220","false","","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","42742949784526380","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn0000034pzTAAQ","005bn000003k2JdAAI","false","Product_Feature-00194","false","a0ubn000004dcy5AAA","false","","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42753107025588508","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","true","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","true","","false","false","false",""
"a0nbn000003YMFBAA4","005bn000003k2JdAAI","false","Product_Feature-00229","false","","false","","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42755897504144703","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","1.0","CalcPmt","12.0","true","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Add to Loan Amount","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false","Never"
"a0nbn000003YMFFAA4","005bn000003k2JdAAI","false","Product_Feature-00233","false","","false","","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42763855595928547","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","1.0","CalcPmt","12.0","true","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Add to Loan Amount","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false","Never"
"a0nbn0000034pzIAAQ","005bn000003k2JdAAI","false","Product_Feature-00208","false","a0ubn000004dcyIAAQ","true","","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","42783597815717910","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","true","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn0000034pzFAAQ","005bn000003k2JdAAI","false","Product_Feature-00205","false","a0ubn000004dcyFAAQ","false","","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42800274524613150","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","true","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn000003YMF7AAO","005bn000003k2JdAAI","false","Product_Feature-00225","false","","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","42827069948251794","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn0000034pzKAAQ","005bn000003k2JdAAI","false","Product_Feature-00201","false","a0ubn000004dcyBAAQ","true","","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","42829502333192827","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","true","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn0000034pzNAAQ","005bn000003k2JdAAI","false","Product_Feature-00192","false","a0ubn000004dcy3AAA","true","","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","42832491183259957","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","true","","","","","","","","","true","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn0000034pzUAAQ","005bn000003k2JdAAI","false","Product_Feature-00195","false","a0ubn000004dcy2AAA","false","","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42835535849739366","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","true","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","true","","false","false","false",""
"a0nbn000003YMFKAA4","005bn000003k2JdAAI","false","Product_Feature-00238","false","","true","","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","42856691698479158","","","","","","","","false","","","","false","","Variable","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","1.0","CalcPmt","12.0","true","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Add to Loan Amount","HCM;HPML","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false","Always"
"a0nbn000003YMF3AAO","005bn000003k2JdAAI","false","Product_Feature-00221","false","","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","42895638036768960","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn0000034pzDAAQ","005bn000003k2JdAAI","false","Product_Feature-00189","false","","false","","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42911712670284574","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","true","","","","","","","","","false","","","","","","","","","false","false","false","","false","false","false",""
"a0nbn0000034pzWAAQ","005bn000003k2JdAAI","false","Product_Feature-00203","false","a0ubn000004dcyDAAQ","false","","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42911960589019529","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","true","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn0000034pzRAAQ","005bn000003k2JdAAI","false","Product_Feature-00200","false","a0ubn000004dcyAAAQ","false","","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42916835593310631","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","true","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn000003YMFDAA4","005bn000003k2JdAAI","false","Product_Feature-00231","false","","false","","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42926998123182402","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","1.0","CalcPmt","12.0","true","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Add to Loan Amount","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false","Never"
"a0nbn000003Jb3nAAC","005bn000003k2JdAAI","false","Product_Feature-00216","false","","true","25","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","4295403674821019","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","Revolving Advances","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn000003YMF8AAO","005bn000003k2JdAAI","false","Product_Feature-00226","false","","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","42966688390086809","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn000003YMFCAA4","005bn000003k2JdAAI","false","Product_Feature-00230","false","","false","","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","42972696716156375","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","1.0","CalcPmt","12.0","true","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Add to Loan Amount","","false","","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false","Never"
"a0nbn000003YMFNAA4","005bn000003k2JdAAI","false","Product_Feature-00241","false","","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","42987445458534377","","","","","","","","false","","","","false","","","","false","false","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","true","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","false","","","","","","","","","false","","","","","LOAN_BUILDER","","","","false","false","false","","false","false","false",""
"a0nbn0000034pzJAAQ","005bn000003k2JdAAI","false","Product_Feature-00187","false","CLA","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","a0nbn0000034pzbAAA","","","","","","","","false","","","","false","","","","false","true","","","","","false","","","","","","false","","false","","","","","","","","","","false","false","false","","","","","false","false","","false","","","","","","false","false","false","false","","false","false","","","","","","false","","","false","false","","","","","","","Manual Calculation","","false","Rule Engine","false","","","","","","","","false","","","","","","","","","false","","","","","","","","","false","false","false","","false","false","false",""
