"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Product_Type__c","LLC_BI__Classification__c","LLC_BI__Credit_Underwriting_Enabled_Online__c","LLC_BI__Default_App__c","LLC_BI__Deposit_Rate_Structure__c","LLC_BI__Description__c","LLC_BI__Disable_Id_Document_Save__c","LLC_BI__Enabled_Experiences__c","LLC_BI__Institution__c","LLC_BI__Learn_More__c","LLC_BI__Maintenance_App__c","LLC_BI__Maintenance_Screen_Section__c","LLC_BI__Maximum_Funding_Amount__c","LLC_BI__Minimum_Funding_Amount__c","LLC_BI__Order__c","LLC_BI__Other_Disclosures_Description__c","LLC_BI__Other_Disclosures_Received__c","LLC_BI__Product_Display_Name__c","LLC_BI__Product_Feature__c","LLC_BI__RealEstate_Type__c","LLC_BI__Screen_Section__c","LLC_BI__lookupKey__c","LLC_BI__Product_Line_Name__c","LLC_BI__Product_Type_Name__c","LLC_BI__RealEstate__c","nCinoCB__Onboarding_Product_Id__c","cm_Days_to_Close__c","cm_Display_Account_Options_Online__c","cm_Gross_Annual_Micro_Bus_Revenue_Cap__c","cm_Gross_Annual_Small_Bus_Revenue_Cap__c","cm_Maximum_Micro_Business_Loan_Amount__c","cm_Maximum_Small_Business_Loan_Amount__c","cm_Product_Validation__c","cm_Static_Name__c","nPortal__Can_Pledge_Multiple_Collateral__c","nPortal__External_Name__c","nPortal__OA_Approval_Next_Steps__c","nPortal__OA_Auto_Decision_Enabled__c","nPortal__OA_Collapsed_Offer_Card_Summary__c","nPortal__OA_Collateral_Required__c","nPortal__OA_Deposit_Funding_Failure_Next_Steps__c","nPortal__OA_Deposit_Funding_Next_Steps__c","nPortal__OA_Expanded_Offer_Summary_Card__c","nPortal__OA_Is_Hidden__c","nPortal__OA_Not_Approved_Next_Steps__c","nPortal__OA_Offers_Accepted_Next_Steps__c","nPortal__OA_Offers_Enabled__c","nPortal__OA_Product_Image__c","nPortal__Online_Application_AS_Screen__c","nPortal__Online_Application_Enabled__c","nPortal__Online_Application_Group__c","nPortal__Online_Application_Header_Text__c","nPortal__Online_Application_Subheader_Text__c","nPortal__Online_Application_Topbar_Fieldset__c","nPortal__Online_Application_Topbar_Text__c","nPortal__Online_Application_Type__c","nPortal__Online_Application_Your_Account_Fieldset__c","nPortal__Product_Marketing__c","nPortal__Suggested_Collateral_Enabled__c","nPortal__Your_Products_Component_Field_Set__c"
"a48WD000001PbwjYAC","false","Debit Card","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5PYAS","","false","","","","false","","","","tmmp-DebitCard01","","","","","","false","","","","","DA_004456","Deposit Ancillary Services","Deposit Ancillary Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbwuYAC","false","Debit Card","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj4yYAC","","false","tm-deposit-a-74","","","false","","","","tmmp-DebitCard00","","","","","","false","","","","","DA_004946","Deposit Ancillary Services","Deposit Ancillary Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxeYAC","false","Check Printing","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5JYAS","","false","","","","false","","","","tmmp-CheckPrinting00","","","","","","false","","","","","DS_001","Treasury Management","Depository Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxfYAC","false","Checks Deposited","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5JYAS","","false","","","","false","","","","tmmp-ChecksDeposited00","","","","","","false","","","","","DS_002","Treasury Management","Depository Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxiYAC","false","Deposit Adjustment","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5JYAS","","false","","","","false","","","","tmmp-DepositAdjustment00","","","","","","false","","","","","DS_003","Treasury Management","Depository Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxlYAC","false","FDIC Insurance","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5JYAS","","false","","","","false","","","","tmmp-FDICInsurance00","","","","","","false","","","","","DS_004","Treasury Management","Depository Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxnYAC","false","Business Debit Card","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5JYAS","","false","","","","false","","","","tmmp-BusinessDebitCard01","","","","","","false","","","","","DS_005","Treasury Management","Depository Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxwYAC","false","Overdraft","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5JYAS","","false","","","","false","","","","tmmp-Overdraft00","","","","","","false","","","","","DS_006","Treasury Management","Depository Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxxYAC","false","Pre-Encoded Checks","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5JYAS","","false","","","","false","","","","tmmp-PreEncodedChecks00","","","","","","false","","","","","DS_007","Treasury Management","Depository Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxyYAC","false","Pre-Encoded Rejects","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5JYAS","","false","","","","false","","","","tmmp-PreEncodedRejects00","","","","","","false","","","","","DS_008","Treasury Management","Depository Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001Pby1YAC","false","Research","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5JYAS","","false","","","","false","","","","tmmp-Research00","","","","","","false","","","","","DS_009","Treasury Management","Depository Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001Pby3YAC","false","Return Deposited Item","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5JYAS","","false","","","","false","","","","tmmp-ReturnDepositedItem00","","","","","","false","","","","","DS_010","Treasury Management","Depository Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001Pby5YAC","false","Returned Deposited Item","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5JYAS","","false","","","","false","","","","tmmp-ReturnedDepositedItem00","","","","","","false","","","","","DS_011","Treasury Management","Depository Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001Pby7YAC","false","Stop Payment Manual","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5JYAS","","false","","","","false","","","","tmmp-StopPaymentManual00","","","","","","false","","","","","DS_012","Treasury Management","Depository Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001Pby2YAC","false","Retail Lockbox","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5LYAS","","false","","","","false","","","","tmmp-retail lockbox","","","","","","false","","","","","LBX_001","Treasury Management","Lockbox Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001Pby8YAC","false","Wholesale Lockbox","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5LYAS","","false","","","","false","","","","tmmp-WholesaleLockbox00","","","","","","false","","","","","LBX_002","Treasury Management","Lockbox Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001Pby0YAC","false","Sweep","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5KYAS","","false","","","","false","","","","tmmp-Sweep00","","","","","","false","","","","","LS_001","Treasury Management","Liquidity Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbyCYAS","false","Zero Balance Account","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5KYAS","","false","","","","false","","","","tmmp-zero balance account","","","","","","false","","","","","LS_003","Treasury Management","Liquidity Services","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxcYAC","false","Bill Pay","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5MYAS","","false","","","","false","","","","tmmp-BillPay01","","","","","","false","","","","","OB_001","Treasury Management","Online Banking","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxkYAC","false","Direct File Transfer","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5MYAS","","false","","","","false","","","","tmmp-DirectFileTransfer00","","","","","","false","","","","","OB_002","Treasury Management","Online Banking","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxoYAC","false","OB Account Analysis","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5MYAS","","false","","","","false","","","","tmmp-OBAccountAnalysis00","","","","","","false","","","","","OB_003","Treasury Management","Online Banking","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxpYAC","false","OB Book Transfer","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5MYAS","","false","","","","false","","","","tmmp-OBBookTransfer00","","","","","","false","","","","","OB_004","Treasury Management","Online Banking","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxqYAC","false","OB Bundle","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5MYAS","","false","","","","false","","","","tmmp-OBBundle00","","","","","","false","","","","","OB_005","Treasury Management","Online Banking","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxrYAC","false","OB Information Reporting","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5MYAS","","false","","","","false","","","","tmmp-OBInformationReporting00","","","","","","false","","","","","OB_006","Treasury Management","Online Banking","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxsYAC","false","OB Loan Module","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5MYAS","","false","","","","false","","","","tmmp-OBLoanModule00","","","","","","false","","","","","OB_007","Treasury Management","Online Banking","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxtYAC","false","OB Security Services","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5MYAS","","false","","","","false","","","","tmmp-OBSecurityServices00","","","","","","false","","","","","OB_008","Treasury Management","Online Banking","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxuYAC","false","OB Security Tokens","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5MYAS","","false","","","","false","","","","tmmp-OBSecurityTokens00","","","","","","false","","","","","OB_009","Treasury Management","Online Banking","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxvYAC","false","OB Stop Payment","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5MYAS","","false","","","","false","","","","tmmp-OBStopPayment00","","","","","","false","","","","","OB_010","Treasury Management","Online Banking","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbyEYAS","false","Acquisition","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5DYAS","","false","","","","false","","","","","","","","","","false","","","","","P-Acquis000177506","SBA","504","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbyFYAS","false","Construction","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5DYAS","","false","","","","false","","","","","","","","","","false","","","","","P-Constr056402487","SBA","504","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbyDYAS","false","General","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj4wYAC","","false","","","","false","","","","","","","","","","false","","","","","P-General","SBA","7(a)","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbyGYAS","false","Refinance","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5DYAS","","false","","","","false","","","","","","","","","","false","","","","","P-Refina058308530","SBA","504","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbyHYAS","false","Startup","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj5DYAS","","false","","","","false","","","","","","","","","","false","","","","","P-Startu024404165","SBA","504","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbyLYAS","false","Gold Checking Account","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj4xYAC","","false","","","","false","","","","","","","","","","false","","","","","PL-PERS-GoldChecking","Personal","Personal Checking","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PAObYAO","false","Construction","2026-07-20T10:30:48.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lZYAS","","false","","","","false","","","","","","","","","","false","","a3uWD000002ZRYvYAO","","","PR-001","Commercial","Real Estate","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbFYAW","false","10/1 ARM","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lTYAS","Adjustable Rate Mortgage","false","","","","false","","","","","","","","","","false","","a3uWD000001z8mbYAA","","","PR-101ARM05977681","Consumer","Adjustable Rate Mortgage","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001PbxBYAS","false","Account Product","2026-07-31T14:36:31.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000Qj55YAC","","false","","","","false","","","","","","","","","","false","","","","","PR-1058","Relationship","Account Type","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbGYAW","false","12 Month CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lXYAS","","false","","a2HWD000000cT952AE","","false","","","","","","","","","","false","","a3uWD000001z8mcYAA","","","PR-12Month0873515","Business Deposit","Business CD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbHYAW","false","1-4 Family","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lqYAC","Fixed Real Estate Term Loan","false","","","","false","","","","","","","","","","false","","a3uWD000001z8mdYAA","","","PR-14Famil0704982","Consumer","Real Estate","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbIYAW","false","18 Month CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lXYAS","","false","","a2HWD000000cT962AE","","false","","","","","","","","","","false","","a3uWD000001z8meYAA","","","PR-18Month0486585","Business Deposit","Business CD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbJYAW","false","18 Month CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lJYAS","CD","false","","a2HWD000000cT972AE","","false","","","","","","","","","","false","","a3uWD000001z8mfYAA","","","PR-18Month0529841","Consumer Deposit","Consumer CD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbKYAW","false","24 Month CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lJYAS","CD","false","","a2HWD000000cT982AE","","false","","","","","","","","","","false","","a3uWD000001z8mgYAA","","","PR-24Month0375107","Consumer Deposit","Consumer CD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbLYAW","false","24 Month IRA CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4ljYAC","","false","","a2HWD000000cT992AE","","false","","","","","","","","","","false","","a3uWD000001z8mhYAA","","","PR-24Month0560754","Consumer Deposit","IRA","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbMYAW","false","24 Month CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lXYAS","","false","","a2HWD000000cT9A2AU","","false","","","","","","","","","","false","","a3uWD000001z8miYAA","","","PR-24Month0978555","Business Deposit","Business CD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbNYAW","false","30 Day CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lJYAS","CD","false","","a2HWD000000cT9B2AU","","false","","","","","","","","","","false","","a3uWD000001z8mjYAA","","","PR-30DayC0410687","Consumer Deposit","Consumer CD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbOYAW","false","30 Day CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lXYAS","","false","","a2HWD000000cT9C2AU","","false","","","","","","","","","","false","","a3uWD000001z8mkYAA","","","PR-30DayC0712360","Business Deposit","Business CD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbPYAW","false","3/1 ARM","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lTYAS","Adjustable Rate Mortgage","false","","","","false","","","","","","","","","","false","","a3uWD000001z8mlYAA","","","PR-31ARM044903251","Consumer","Adjustable Rate Mortgage","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbQYAW","false","36 Month IRA CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4ljYAC","","false","","a2HWD000000cT9D2AU","","false","","","","","","","","","","false","","a3uWD000001z8mmYAA","","","PR-36Month0192565","Consumer Deposit","IRA","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbRYAW","false","48 Month IRA CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4ljYAC","","false","","a2HWD000000cT9E2AU","","false","","","","","","","","","","false","","a3uWD000001z8mnYAA","","","PR-48Month0213075","Consumer Deposit","IRA","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbSYAW","false","48 Month CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lJYAS","CD","false","","a2HWD000000cT9F2AU","","false","","","","","","","","","","false","","a3uWD000001z8moYAA","","","PR-48Month0835191","Consumer Deposit","Consumer CD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbTYAW","false","48 Month CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lXYAS","","false","","a2HWD000000cT9G2AU","","false","","","","","","","","","","false","","a3uWD000001z8mpYAA","","","PR-48Month0908480","Business Deposit","Business CD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbUYAW","false","5/1 ARM","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lTYAS","Adjustable Rate Mortgage","false","","","","false","","","","","","","","","","false","","a3uWD000001z8mqYAA","","","PR-51ARM079326313","Consumer","Adjustable Rate Mortgage","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbVYAW","false","5/6 ARM","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lTYAS","Adjustable Rate Mortgage","false","","","","false","","","","","","","","","","false","","a3uWD000001z8mrYAA","","","PR-56ARM074403130","Consumer","Adjustable Rate Mortgage","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbWYAW","false","60 Month CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lXYAS","","false","","a2HWD000000cT9H2AU","","false","","","","","","","","","","false","","a3uWD000001z8msYAA","","","PR-60Month0116531","Business Deposit","Business CD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbXYAW","false","60 Month IRA CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4ljYAC","","false","","a2HWD000000cT9I2AU","","false","","","","","","","","","","false","","a3uWD000001z8mtYAA","","","PR-60Month0396151","Consumer Deposit","IRA","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbYYAW","false","60 Month CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lJYAS","CD","false","","a2HWD000000cT9J2AU","","false","","","","","","","","","","false","","a3uWD000001z8muYAA","","","PR-60Month0673263","Consumer Deposit","Consumer CD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbZYAW","false","6 Month CD","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lXYAS","","false","","a2HWD000000cT9K2AU","","false","","","","","","","","","","false","","a3uWD000001z8mvYAA","","","PR-6MonthC0175163","Business Deposit","Business CD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a48WD000001FQbaYAG","false","7/1 ARM","2026-04-07T19:19:06.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","005al00000RVcKvAAL","2026-08-06T11:32:53.000Z","","","","a47WD000000E4lTYAS","Adjustable Rate Mortgage","false","","","","false","","","","","","","","","","false","","a3uWD000001z8mwYAA","","","PR-71ARM004564560","Consumer","Adjustable Rate Mortgage","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
