"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Remaining__c","AutorabitExtId__c","YM_ExternalIDDestination__c","YM_ExternalIDSource__c"
"a1WWD00000354iC2AQ","005al00000RVcKvAAL","false","a1WWD000002Vayx","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42195777131531655","","","",""
"a1WWD000003532v2AA","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template Update","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42195792454781477","","","",""
"a1WWD00000352so2AA","005al00000RVcKvAAL","false","Swimming Pool Construction Budget Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42195821785773637","","","",""
"a1WWD00000352mj2AA","005al00000RVcKvAAL","false","a1WWD000002Vayz","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42195881024820205","","","",""
"a1WWD00000355sz2AA","005al00000RVcKvAAL","false","LLC BI  Budget 001-3b8992","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42195911737621541","","","",""
"a1WWD000003568A2AQ","005al00000RVcKvAAL","false","new annual budget","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42195958699083028","","","",""
"a1WWD00000353Ek2AI","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196004983106916","","","",""
"a1WWD00000352nV2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196018827646318","","","",""
"a1WWD00000356Jx2AI","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196019644413171","","","",""
"a1WWD00000357LB2AY","005al00000RVcKvAAL","false","a1WWD000002Vaz1","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196042268595845","","","",""
"a1WWD00000354R32AI","005al00000RVcKvAAL","false","a1WWD000002VbDa","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196076504082464","","","",""
"a1WWD00000357aB2AQ","005al00000RVcKvAAL","false","Swimming Pool Construction Budget Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196076580483984","","","",""
"a1WWD00000354eP2AQ","005al00000RVcKvAAL","false","LLC BI  Budget 003-c93a45","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196178663108598","","","",""
"a1WWD00000356pK2AQ","005al00000RVcKvAAL","false","RS budget 6","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196192051170793","","","",""
"a1WWD00000355Hr2AI","005al00000RVcKvAAL","false","a1WWD000002Vb0a","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196290797354116","","","",""
"a1WWD00000353me2AA","005al00000RVcKvAAL","false","a1WWD000002Vb0Y","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196299957815627","","","",""
"a1WWD00000356hn2AA","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196326135035050","","","",""
"a1WWD00000356NM2AY","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template1","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196346002056030","","","",""
"a1WWD00000354Nv2AI","005al00000RVcKvAAL","false","a1WWD000002VhE6","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196493411733291","","","",""
"a1WWD00000352wy2AA","005al00000RVcKvAAL","false","RS budget 2","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196508427709593","","","",""
"a1WWD000003531u2AA","005al00000RVcKvAAL","false","a1WWD000002VhE2","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196558131506801","","","",""
"a1WWD00000353MY2AY","005al00000RVcKvAAL","false","Commercial Construction Budget Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196600707515898","","","",""
"a1WWD00000356kO2AQ","005al00000RVcKvAAL","false","LLC BI  Budget 002-317174","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196617766984246","","","",""
"a1WWD00000355S12AI","005al00000RVcKvAAL","false","a1WWD000002VOzW","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196620468872693","","","",""
"a1WWD00000357IO2AY","005al00000RVcKvAAL","false","RS budget 79","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196632800687448","","","",""
"a1WWD00000356SA2AY","005al00000RVcKvAAL","false","Product budget","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196660958812930","","","",""
"a1WWD00000357Ci2AI","005al00000RVcKvAAL","false","Programming Budget","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196722346796269","","","",""
"a1WWD00000352ZF2AY","005al00000RVcKvAAL","false","a1WWD000002Vaz3","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196727519677820","","","",""
"a1WWD00000352J72AI","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196812440296289","","","",""
"a1WWD00000353wX2AQ","005al00000RVcKvAAL","false","LLC BI  Budget 002-0912e8","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196818477628879","","","",""
"a1WWD00000354bo2AA","005al00000RVcKvAAL","false","a1WWD000002VhFf","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196825077675092","","","",""
"a1WWD00000354iM2AQ","005al00000RVcKvAAL","false","a1WWD000002Vb0Z","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196851200826041","","","",""
"a1WWD00000354Uv2AI","005al00000RVcKvAAL","false","a1WWD000002VhFf","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196929799182543","","","",""
"a1WWD00000353FX2AY","005al00000RVcKvAAL","false","AA budget 3","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196930417769609","","","",""
"a1WWD00000356dj2AA","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template Update","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42196951400041357","","","",""
"a1WWD000003536q2AA","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197005718429599","","","",""
"a1WWD00000356jt2AA","005al00000RVcKvAAL","false","New Rec 62 updated","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197006294902188","","","",""
"a1WWD00000354of2AA","005al00000RVcKvAAL","false","New Budgets 019","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197019592532668","","","",""
"a1WWD00000353oz2AA","005al00000RVcKvAAL","false","commit 1","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197025117302303","","","",""
"a1WWD00000355lT2AQ","005al00000RVcKvAAL","false","a1WWD000002Vayy","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197029134301431","","","",""
"a1WWD00000354Sp2AI","005al00000RVcKvAAL","false","Swimming Pool Construction Budget Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197121047024537","","","",""
"a1WWD000003573W2AQ","005al00000RVcKvAAL","false","a1WWD000002VhE3","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197215853389371","","","",""
"a1WWD000003533y2AA","005al00000RVcKvAAL","false","a1WWD000002VhFm","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197280603262898","","","",""
"a1WWD00000353jr2AA","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197285501609967","","","",""
"a1WWD00000352U32AI","005al00000RVcKvAAL","false","Residential Construction Budget Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197289673440432","","","",""
"a1WWD00000356G52AI","005al00000RVcKvAAL","false","Healthcare Facility Renovation Budget","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197331383049207","","","",""
"a1WWD000003539T2AQ","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197339326858195","","","",""
"a1WWD00000357bC2AQ","005al00000RVcKvAAL","false","Revenue Budget","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197352658243515","","","",""
"a1WWD000003547C2AQ","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197433681840043","","","",""
"a1WWD00000353Le2AI","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197441999914142","","","",""
"a1WWD00000356g62AA","005al00000RVcKvAAL","false","a1WWD000002Vb0Y","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197470826414967","","","",""
"a1WWD000003545D2AQ","005al00000RVcKvAAL","false","a1WWD000002VOzS","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197511420334591","","","",""
"a1WWD00000352Id2AI","005al00000RVcKvAAL","false","a1WWD000002VbAT","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197518984143625","","","",""
"a1WWD00000353Dw2AI","005al00000RVcKvAAL","false","a1WWD000002VbDS","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197558086175914","","","",""
"a1WWD00000357i42AA","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197563593203751","","","",""
"a1WWD00000356MA2AY","005al00000RVcKvAAL","false","a1WWD000002VhFh","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197584748558250","","","",""
"a1WWD00000352UZ2AY","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197617290470416","","","",""
"a1WWD00000354Jz2AI","005al00000RVcKvAAL","false","a1WWD000002VbAT","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197625713827182","","","",""
"a1WWD00000353BC2AY","005al00000RVcKvAAL","false","LLC BI  Budget 002-0912e8","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197690725641558","","","",""
"a1WWD00000353Xo2AI","005al00000RVcKvAAL","false","Industrial Park Phase 2","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197774296593706","","","",""
"a1WWD0000035GpV2AU","005al00000RVcKvAAL","false","RS budget 5","","","","","","","","","","","","","","","","","","","","true","false","0.0","45.0","0.0","6734.0","0.0","0.0","0.0","42197800232089144","","","",""
"a1WWD00000354s32AA","005al00000RVcKvAAL","false","LLC BI  Budget 005-dc3d9c","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197830734348365","","","",""
"a1WWD00000352jn2AA","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42197842495035688","","","",""
"a1WWD00000353H42AI","005al00000RVcKvAAL","false","a1WWD000002Vayy","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198038211619510","","","",""
"a1WWD00000354LD2AY","005al00000RVcKvAAL","false","Budget-3","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198084160589381","","","",""
"a1WWD00000352Dk2AI","005al00000RVcKvAAL","false","a1WWD000002VbDW","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198103092774093","","","",""
"a1WWD00000353lf2AA","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template2","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198126854954340","","","",""
"a1WWD00000356hO2AQ","005al00000RVcKvAAL","false","Porters Neck","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198179038985072","","","",""
"a1WWD000003566g2AA","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template Update","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198215207166232","","","",""
"a1WWD000003564C2AQ","005al00000RVcKvAAL","false","a1WWD000002Vb0b","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198227665461553","","","",""
"a1WWD000003569h2AA","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198248094196132","","","",""
"a1WWD00000353Ba2AI","005al00000RVcKvAAL","false","a1WWD000002VP0z","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198249536995656","","","",""
"a1WWD000003533w2AA","005al00000RVcKvAAL","false","a1WWD000002VhFk","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198316285196253","","","",""
"a1WWD00000357Qj2AI","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template Update","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198349895129176","","","",""
"a1WWD00000357Wf2AI","005al00000RVcKvAAL","false","a1WWD000002Vb0f","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198438068955055","","","",""
"a1WWD00000357AD2AY","005al00000RVcKvAAL","false","a1WWD000002Vb0Y","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198448891005710","","","",""
"a1WWD00000355FK2AY","005al00000RVcKvAAL","false","LLC BI  Budget 002-317174","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198470136789668","","","",""
"a1WWD00000354mP2AQ","005al00000RVcKvAAL","false","RS budget 98","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198506622283279","","","",""
"a1WWD00000354tZ2AQ","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198669076530028","","","",""
"a1WWD00000357UQ2AY","005al00000RVcKvAAL","false","LLC BI  Budget 006-cece0a","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198676853634102","","","",""
"a1WWD00000352Xu2AI","005al00000RVcKvAAL","false","Sales budget","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198691028891505","","","",""
"a1WWD000003544i2AA","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template10","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198742023450402","","","",""
"a1WWD00000355Nw2AI","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198742571381741","","","",""
"a1WWD00000352YN2AY","005al00000RVcKvAAL","false","LLC BI  Budget 006-cece0a","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198781067975237","","","",""
"a1WWD00000353BY2AY","005al00000RVcKvAAL","false","a1WWD000002VOzV","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198894094648417","","","",""
"a1WWD00000357bX2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template7","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198975054954420","","","",""
"a1WWD00000357iP2AQ","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199008259571194","","","",""
"a1WWD00000355eZ2AQ","005al00000RVcKvAAL","false","LLC BI  Budget 007-ed7281","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199053467009072","","","",""
"a1WWD00000356jz2AA","005al00000RVcKvAAL","false","Sales budget","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199068115642674","","","",""
"a1WWD00000356v62AA","005al00000RVcKvAAL","false","a1WWD000002VOzU","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199094707426885","","","",""
"a1WWD00000356Ff2AI","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199099118572692","","","",""
"a1WWD00000354Xz2AI","005al00000RVcKvAAL","false","a1WWD000002VbAO","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199127012096440","","","",""
"a1WWD000003562l2AA","005al00000RVcKvAAL","false","a1WWD000002Vaz2","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199139130196613","","","",""
"a1WWD00000353Bk2AI","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199184481748808","","","",""
"a1WWD00000355re2AA","005al00000RVcKvAAL","false","Residential Construction Budget Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199192909848485","","","",""
"a1WWD00000356tC2AQ","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199218799136406","","","",""
"a1WWD00000353yV2AQ","005al00000RVcKvAAL","false","LLC BI  Budget 005-854d6d","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199232384860341","","","",""
"a1WWD00000352LE2AY","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template Update","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199279688675653","","","",""
"a1WWD00000354iK2AQ","005al00000RVcKvAAL","false","a1WWD000002Vb0X","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199317259110895","","","",""
"a1WWD00000354DQ2AY","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199381777452920","","","",""
"a1WWD00000356tM2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199475524910969","","","",""
"a1WWD00000353j42AA","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199483952011253","","","",""
"a1WWD0000035GpW2AU","005al00000RVcKvAAL","false","NcinoAuto2","","","","","","","","","","","","","","","","","","","","true","false","0.0","1.2343323E7","1213.0","0.0","0.0","0.0","0.0","42199536471413409","1017586.3974","0.0","","0.0"
"a1WWD00000353h12AA","005al00000RVcKvAAL","false","a1WWD000002VOhf","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199542371518952","","","",""
"a1WWD00000355QD2AY","005al00000RVcKvAAL","false","a1WWD000002VbDW","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199562844395717","","","",""
"a1WWD00000353um2AA","005al00000RVcKvAAL","false","new annual budget","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199601606816201","","","",""
"a1WWD00000356G62AI","005al00000RVcKvAAL","false","Retail Strip Center Budget","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199626951478978","","","",""
"a1WWD00000355nW2AQ","005al00000RVcKvAAL","false","a1WWD000002Vb0Z","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199628635243217","","","",""
"a1WWD00000357gh2AA","005al00000RVcKvAAL","false","commit 1","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199712924445203","","","",""
"a1WWD00000354uN2AQ","005al00000RVcKvAAL","false","a1WWD000002Vb0Y","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42199713378833465","","","",""
"a1WWD00000355sx2AA","005al00000RVcKvAAL","false","LLC BI  Budget 009-ce2be7","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200009305430811","","","",""
"a1WWD00000355lB2AQ","005al00000RVcKvAAL","false","a1WWD000002VOzO","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200026464535648","","","",""
"a1WWD00000352iR2AQ","005al00000RVcKvAAL","false","RS budget 1","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200058446707951","","","",""
"a1WWD00000352uS2AQ","005al00000RVcKvAAL","false","LLC BI  Budget 005-854d6d","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200153353616150","","","",""
"a1WWD00000356HP2AY","005al00000RVcKvAAL","false","Cedar Ridge Medical Center Budget","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200261091012982","","","",""
"a1WWD00000354KZ2AY","005al00000RVcKvAAL","false","nov24","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200303236557046","","","",""
"a1WWD00000356KN2AY","005al00000RVcKvAAL","false","test1","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200358022264076","","","",""
"a1WWD00000356Oe2AI","005al00000RVcKvAAL","false","a1WWD000002VbAU","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200361279410014","","","",""
"a1WWD00000357eS2AQ","005al00000RVcKvAAL","false","a1WWD000002VhE8","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200365368313376","","","",""
"a1WWD00000354aa2AA","005al00000RVcKvAAL","false","Revenue Budget","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200370551446853","","","",""
"a1WWD00000357DL2AY","005al00000RVcKvAAL","false","LLC BI  Budget 002-0912e8","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200397748496307","","","",""
"a1WWD00000356yi2AA","005al00000RVcKvAAL","false","Exc F Source - from CINUIExcVCFetchExNameEB","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200416438197612","","","",""
"a1WWD00000355yL2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template Update","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200542160344292","","","",""
"a1WWD00000353J12AI","005al00000RVcKvAAL","false","a1WWD000002VhFe","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200544633022392","","","",""
"a1WWD00000353hU2AQ","005al00000RVcKvAAL","false","a1WWD000002Vb0X","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200739970844154","","","",""
"a1WWD00000355uu2AA","005al00000RVcKvAAL","false","a1WWD000002VbAL","","","","","","","","","","","","","","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200808805541910","","","",""
